apagar,campeao,dham,res_apagar,res_campeao,regra
D:\MÍDIA\2022\2022-09\2022-09-18 [7f673a6d].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,2,1200x1600,5312x2988,R1_derivada
D:\MÍDIA\2025\2025-12\2025-12-02 09.03.00 [c75daf02].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,2,1600x1200,5312x2988,R1_derivada
D:\MÍDIA\2006\2006-07\2006-07-22 01.35.03 [d74268cb].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,3,1280x960,5312x2988,R1_derivada
D:\MÍDIA\2019\2019-02\2019-02-11 [a0f9e57b].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,4,960x1280,5312x2988,R1_derivada
D:\MÍDIA\2018\2018-09\2018-09-08 [8a53329f].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,5,1280x960,5312x2988,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-26 [6dfd5367].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,2,1280x960,5312x2988,R1_derivada
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [aa74bbc0].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,3,1328x747,5312x2988,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2018 [9a9131a5].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,4,1280x720,5312x2988,R1_derivada
D:\MÍDIA\2020\2020-02\2020-02-27 [782a2645].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,4,774x1032,5312x2988,R1_derivada
D:\MÍDIA\2005\2005-12\2005-12-24 15.16.45 [26742e12].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,6,640x480,5312x2988,R1_derivada
D:\MÍDIA\2006\2006-11\2006-11-18 04.00.59 [ab79e8a3].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,3,640x480,5312x2988,R1_derivada
D:\MÍDIA\2023\2023-12\2023-12-27 20.49.27 [71a2642c].jpg,D:\MÍDIA\2023\2023-12\2023-12-27 20.49.27 [d0407c43].jpg,1,4000x3000,4000x3000,R2_recompressao
D:\MÍDIA\2023\2023-12\2023-12-31 14.06.25 [b47ad1bf].jpg,D:\MÍDIA\2023\2023-12\2023-12-31 14.06.25 [7344d012].jpg,1,4000x3000,4000x3000,R2_recompressao
D:\MÍDIA\2024\2024-01\2024-01-03 09.57.48 [0d033e00].jpg,D:\MÍDIA\2024\2024-01\2024-01-03 09.57.48 [af2b1690].jpg,1,4000x3000,4000x3000,R2_recompressao
D:\MÍDIA\2024\2024-02\2024-02-06 [3c147d28].jpg,D:\MÍDIA\2024\2024-02\2024-02-06 [818a2463].jpg,1,1200x1600,1200x1600,R2_recompressao
D:\MÍDIA\2024\2024-05\2024-05-16 09.28.05 [82e9ad75].jpg,D:\MÍDIA\2024\2024-05\2024-05-16 09.28.05 [02f644b1].jpg,1,4000x3000,4000x3000,R2_recompressao
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2017\2017 [550ca21d].jpg,D:\MÍDIA\2017\2017-11\2017-11-02 18.05.08 [5f46b271].jpg,2,1280x960,3264x2448,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2016-04-18 [cb3edcb8].jpg,D:\MÍDIA\2016\2016-04\2016-04-17 17.41.16 [671d835d].jpg,1,1280x720,5312x2988,R1_derivada
D:\MÍDIA\2017\2017-03\2017-03-25 13.12.49 [a39c33e3].jpg,D:\MÍDIA\2016\2016-04\2016-04-17 17.41.16 [671d835d].jpg,2,320x180,5312x2988,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2016 [13b3b415].jpg,D:\MÍDIA\2016\2016-05\2016-05-01 17.25.23 [082395ea].jpg,1,720x1280,2988x5312,R1_derivada
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [c4bfdf55].jpg,D:\MÍDIA\2015\2015-01\2015-01-13 05.19.34 [ca5ef7d0].jpg,1,1600x1200,4000x3000,R1_derivada
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [4a363496].jpg,D:\MÍDIA\2015\2015-01\2015-01-13 06.08.51 [27c8ef3b].jpg,1,1600x1200,4000x3000,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-17 10.03.29 [6141010a].jpg,D:\MÍDIA\2013\2013-09\2013-09-17 10.02.56 [6ed34197].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-17 13.14.19 [d6e1ebd9].jpg,D:\MÍDIA\2013\2013-09\2013-09-17 13.14.04 [9838737c].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-18 11.05.25 [b821e03d].jpg,D:\MÍDIA\2013\2013-09\2013-09-18 11.04.47 [06aaef33].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-18 12.19.28 [c0350add].jpg,D:\MÍDIA\2013\2013-09\2013-09-18 12.18.59 [2e106e4b].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-18 18.10.20 [0fec85b3].jpg,D:\MÍDIA\2013\2013-09\2013-09-18 18.10.16 [14d6d2fe].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-18 19.20.24 [439b27f1].jpg,D:\MÍDIA\2013\2013-09\2013-09-18 19.19.44 [3775ebc8].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-19 11.17.02 [46fd569b].jpg,D:\MÍDIA\2013\2013-09\2013-09-19 09.44.49 [b0d98ac8].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-19 11.23.38 [3c247582].jpg,D:\MÍDIA\2013\2013-09\2013-09-19 11.23.14 [cfa4c716].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-19 11.25.22 [3710ec53].jpg,D:\MÍDIA\2013\2013-09\2013-09-19 11.24.36 [b9736470].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-19 11.28.10 [e20627fd].jpg,D:\MÍDIA\2013\2013-09\2013-09-19 11.25.38 [ec8aa67c].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-19 14.30.45 [a5736f9d].jpg,D:\MÍDIA\2013\2013-09\2013-09-19 14.21.03 [cd1f3b76].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-19 14.38.45 [8a5afb46].jpg,D:\MÍDIA\2013\2013-09\2013-09-19 14.34.53 [0a414be5].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-19 14.43.59 [8e590757].jpg,D:\MÍDIA\2013\2013-09\2013-09-19 14.43.04 [e5058e28].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-20 23.51.33 [3a93b49a].jpg,D:\MÍDIA\2013\2013-09\2013-09-20 23.51.05 [b7aacf7c].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-10\2013-10-04 15.07.47 [67fd033e].jpg,D:\MÍDIA\2013\2013-10\2013-10-04 15.07.37 [477772f1].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2013-10-04 15.08.44 [abff6e2c].jpg,D:\MÍDIA\2013\2013-10\2013-10-04 15.07.56 [04d396ea].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-10\2013-10-04 15.09.59 [2bc30fde].jpg,D:\MÍDIA\2013\2013-10\2013-10-04 15.08.58 [57d1844e].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-10\2013-10-04 15.14.28 [35fffe34].jpg,D:\MÍDIA\2013\2013-10\2013-10-04 15.14.01 [04b64df6].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-10\2013-10-04 16.02.01 [289b9b44].jpg,D:\MÍDIA\2013\2013-10\2013-10-04 16.00.03 [37e17c4d].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-10\2013-10-05 22.36.01 [8b75b39e].jpg,D:\MÍDIA\2013\2013-10\2013-10-05 22.35.52 [786462e9].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-10\2013-10-06 00.04.50 [9f8d0257].jpg,D:\MÍDIA\2013\2013-10\2013-10-05 22.38.04 [5cd4ff5c].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-10\2013-10-06 00.06.23 [814c93ad].jpg,D:\MÍDIA\2013\2013-10\2013-10-06 00.05.57 [2ab54266].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-10\2013-10-31 15.44.15 [14e5d636].jpg,D:\MÍDIA\2013\2013-10\2013-10-31 16.35.43 [63f6adba].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-04 08.24.51 [ce6d4cae].jpg,D:\MÍDIA\2013\2013-10\2013-10-03 13.32.04 [4a231310].jpg,1,240x240,1920x1920,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-04 08.24.58 [5c46c6e0].jpg,D:\MÍDIA\2013\2013-09\2013-09-21 07.31.07 [530a3cc1].jpg,2,250x187,4000x3000,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-05 15.25.54 [394094cc].jpg,D:\MÍDIA\2013\2013-11\2013-11-05 16.25.53 [0e4eff4a].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-05 15.26.05 [eaaa909b].jpg,D:\MÍDIA\2013\2013-11\2013-11-05 16.26.04 [76a888fa].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-05 15.26.54 [27e995a2].jpg,D:\MÍDIA\2013\2013-11\2013-11-05 16.26.53 [11d5f897].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-05 15.27.22 [fda6fb38].jpg,D:\MÍDIA\2013\2013-11\2013-11-05 16.27.22 [6258edf5].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-09 16.04.08 [879d03fe].jpg,D:\MÍDIA\2013\2013-11\2013-11-09 17.04.07 [bf67ccf9].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-09 16.04.12 [81ce0aba].jpg,D:\MÍDIA\2013\2013-11\2013-11-09 17.04.11 [02fcee89].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-09 16.04.24 [46f6c5cd].jpg,D:\MÍDIA\2013\2013-11\2013-11-09 17.04.23 [c527fe93].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-09 16.04.34 [dce2f34b].jpg,D:\MÍDIA\2013\2013-11\2013-11-09 17.04.33 [a74e382a].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-09 16.05.09 [09f83ead].jpg,D:\MÍDIA\2013\2013-11\2013-11-09 17.05.09 [30fbeba6].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-09 19.08.16 [cb41b4e3].jpg,D:\MÍDIA\2013\2013-11\2013-11-09 20.08.15 [43e67554].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-11 09.07.59 [cf84454f].jpg,D:\MÍDIA\2013\2013-11\2013-11-11 10.07.57 [15245f97].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-11 09.08.44 [8c7a4718].jpg,D:\MÍDIA\2013\2013-11\2013-11-11 10.08.42 [ae4aa4fb].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-13 16.46.57 [e0a25965].jpg,D:\MÍDIA\2013\2013-11\2013-11-13 17.46.56 [58f4becb].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-18 20.48.35 [f0393857].jpg,D:\MÍDIA\2013\2013-11\2013-11-18 21.48.34 [a29dccf0].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.03.18 [e33001fb].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.03.18 [03ec0b5e].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.04.10 [4563d351].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.04.08 [801a80b9].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.09.48 [4c8eecf0].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.09.47 [d5666b60].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.10.00 [f517884e].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.09.58 [eff85a2a].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.10.27 [19c0d1fe].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.10.25 [35eb4fd8].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.11.12 [1f4f2d26].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.11.11 [0e32cdfc].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.11.28 [88b641c3].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.11.26 [581520eb].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.11.54 [ad45fa4a].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.11.52 [9f3f7d55].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.12.07 [53b9dfd4].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.12.05 [51496390].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.20.27 [0e7c182a].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.20.26 [440092c1].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.20.31 [a47df16e].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.20.30 [d6e835ce].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.20.43 [a2cb8088].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.20.42 [ef79ddb2].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.20.46 [c80b83bc].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.20.45 [30b53bfd].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.20.59 [e707def2].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.20.58 [f3745fd2].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.22.01 [0262e86d].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.21.59 [56aa58f4].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.26.32 [d0fc625c].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.26.31 [78ec1596].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.26.42 [ffd50c7f].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.26.41 [e23d272d].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.26.48 [69e6ed6f].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.26.47 [d6e92070].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.32.54 [749e063a].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.32.52 [5eb1e6d9].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-26 13.45.02 [1e3b439b].jpg,D:\MÍDIA\2013\2013-11\2013-11-26 14.45.02 [c55153b7].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-26 13.45.13 [41efd095].jpg,D:\MÍDIA\2013\2013-11\2013-11-26 14.45.13 [213df7c3].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-26 13.46.08 [f33e3a10].jpg,D:\MÍDIA\2013\2013-11\2013-11-26 14.46.08 [50806eed].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-26 13.46.24 [dbe06348].jpg,D:\MÍDIA\2013\2013-11\2013-11-26 14.46.24 [d4a68d9b].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-26 13.46.34 [ed0bab90].jpg,D:\MÍDIA\2013\2013-11\2013-11-26 14.46.33 [784bb047].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-26 13.49.10 [872979cc].jpg,D:\MÍDIA\2013\2013-11\2013-11-26 14.49.09 [852cf23d].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-26 13.49.35 [1bcd6840].jpg,D:\MÍDIA\2013\2013-11\2013-11-26 14.49.34 [8efc2c45].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-26 13.49.41 [df2f9d9c].jpg,D:\MÍDIA\2013\2013-11\2013-11-26 14.49.40 [0c70fdb1].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-26 13.50.00 [8acc759d].jpg,D:\MÍDIA\2013\2013-11\2013-11-26 14.49.59 [7fe2b2a5].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-26 13.50.05 [3164254f].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2013-11-26 14.50.04 [b817666c].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-04 17.28.38 [86870795].jpg,D:\MÍDIA\2013\2013-12\2013-12-04 18.28.37 [fadead3b].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-04 17.30.27 [7249b075].jpg,D:\MÍDIA\2013\2013-12\2013-12-04 18.30.26 [0ac115e9].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-04 17.30.35 [273d93aa].jpg,D:\MÍDIA\2013\2013-12\2013-12-04 18.30.34 [f34e77ae].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-04 17.31.30 [558e0c03].jpg,D:\MÍDIA\2013\2013-12\2013-12-04 18.31.30 [f249670d].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-04 17.33.42 [f2af1763].jpg,D:\MÍDIA\2013\2013-12\2013-12-04 18.33.41 [4a4f901a].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-04 17.33.46 [b814dd1a].jpg,D:\MÍDIA\2013\2013-12\2013-12-04 18.33.45 [86786d1c].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-04 17.33.49 [c3eb3214].jpg,D:\MÍDIA\2013\2013-12\2013-12-04 18.33.48 [0ccb5565].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-04 17.35.48 [da16b3f1].jpg,D:\MÍDIA\2013\2013-12\2013-12-04 18.35.47 [657ab6ad].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-04 17.36.04 [d847c67a].jpg,D:\MÍDIA\2013\2013-12\2013-12-04 18.36.03 [bc50fe95].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2013-12-17 10.47.48 [7e9e3561].jpg,D:\MÍDIA\2013\2013-12\2013-12-17 11.47.47 [0dc84268].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2013-12-17 10.48.08 [3c306df7].jpg,D:\MÍDIA\2013\2013-12\2013-12-17 11.48.07 [6a00badc].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-17 11.06.00 [c2e669d3].jpg,D:\MÍDIA\2013\2013-12\2013-12-17 12.06.00 [9f38a9d5].jpg,1,320x240,1280x960,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-17 17.21.35 [72e7ef76].jpg,D:\MÍDIA\2013\2013-12\2013-12-17 18.21.33 [0eaee62f].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 10.06.35 [ed76c3b6].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 11.06.34 [85ac4dc1].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 10.06.49 [c639dee4].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 11.06.48 [8678e4d9].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 10.41.00 [33d4271f].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 11.40.59 [90ce60d5].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 10.41.12 [875f575c].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 11.41.10 [ba6df1ac].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 11.57.26 [09d9eef9].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 12.57.24 [6f1beeff].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 12.11.36 [4e8af5fd].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 13.11.34 [d7876a19].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 14.01.24 [5c4e806a].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 15.01.23 [799446c1].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 14.01.38 [10cc59a0].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 15.01.37 [0fa8c086].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 14.02.26 [946f2c99].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 15.02.26 [1aa7755c].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 14.02.31 [b48ca5f1].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 15.02.31 [6587f548].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 14.05.46 [5ad372c5].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 15.05.46 [6cbfd2b6].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 14.06.31 [e3e5c611].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 15.06.30 [44c09a89].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 14.08.25 [6f7e5d07].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 15.08.24 [aebe229d].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 16.28.39 [ffcff56a].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 17.28.38 [b582631b].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 16.28.46 [96f25d36].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 17.28.45 [fd08b39e].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 16.28.54 [5526d5ec].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 17.28.53 [50b1f571].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 17.30.59 [4482b0bb].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 18.30.58 [c6571557].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 17.31.02 [eda94961].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 18.31.01 [507a220d].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 17.31.06 [5ed4766a].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 18.31.05 [308cdc6f].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 17.31.10 [f8683fda].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 18.31.10 [dbf22e94].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 17.31.35 [6dba5cdb].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 18.31.34 [59da2eb2].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 17.36.14 [07f5702f].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 18.36.12 [fcfacb37].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 17.36.24 [92fa8666].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 18.36.23 [e341445e].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-20 09.30.15 [8ef3fde9].jpg,D:\MÍDIA\2013\2013-12\2013-12-20 10.30.14 [dd49729d].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-20 09.30.41 [5032bb8f].jpg,D:\MÍDIA\2013\2013-12\2013-12-20 10.30.39 [b9bc4447].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-20 09.30.55 [059edb54].jpg,D:\MÍDIA\2013\2013-12\2013-12-20 10.30.53 [e316acbd].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-20 09.33.04 [e7018837].jpg,D:\MÍDIA\2013\2013-12\2013-12-20 10.33.01 [43b772a0].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-20 13.45.05 [c0876282].jpg,D:\MÍDIA\2013\2013-12\2013-12-20 14.45.05 [5536c7b2].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-20 13.45.12 [0fe8b02f].jpg,D:\MÍDIA\2013\2013-12\2013-12-20 14.45.10 [5bd7bb58].jpg,1,512x384,4208x3120,R1_derivada
