manter_a,manter_b,dham,res_a,res_b,motivo
D:\MÍDIA\2018\2018-03\2018-03-03 13.27.36 [a1aa4f4a].jpg,D:\MÍDIA\2018\2018-03\2018-03-03 13.27.35 [8219892e].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2018\2018-03\2018-03-03 13.27.36 [33570f30].jpg,D:\MÍDIA\2018\2018-03\2018-03-03 13.27.35 [8219892e].jpg,3,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-22 21.18.02 [d20e6f1c].jpg,D:\MÍDIA\2019\2019-02\2019-02-22 21.18.01 [4c429e98].jpg,2,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-23 08.27.54 [72893846].jpg,D:\MÍDIA\2019\2019-02\2019-02-23 08.27.55 [6900c172].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-23 08.48.47 [74308faf].jpg,D:\MÍDIA\2019\2019-02\2019-02-23 08.48.48 [dd33ae43].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-23 10.41.55 [ac08a266].jpg,D:\MÍDIA\2019\2019-02\2019-02-23 10.41.57 [09ecc82d].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-10\2019-10-28 21.21.10 [566bf68c].jpg,D:\MÍDIA\2019\2019-10\2019-10-28 21.21.09 [ed5a1e8a].jpg,1,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-06 21.16.49 [9f08e449].jpg,D:\MÍDIA\2015\2015-05\2015-05-06 21.16.48 [e0c908e9].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-03 17.02.49 [87b806e5].jpg,D:\MÍDIA\2015\2015-05\2015-05-03 17.02.39 [2c04a70a].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-05 18.43.19 [8bd65686].jpg,D:\MÍDIA\2015\2015-07\2015-07-31 19.37.20 [8d3db399].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-10 19.45.15 [50b920a9].jpg,D:\MÍDIA\2015\2015-05\2015-05-10 19.45.12 [f3d14aa0].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-10 19.45.05 [5e392fac].jpg,D:\MÍDIA\2015\2015-05\2015-05-10 19.45.12 [f3d14aa0].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-03 08.29.46 [db47de3f].jpg,D:\MÍDIA\2019\2019-02\2019-02-03 08.29.46 [685116ac].jpg,2,3264x1592,3264x1592,rajada/incerto
D:\MÍDIA\2019\2019-03\2019-03-25 18.13.19 [c77b55c2].jpg,D:\MÍDIA\2019\2019-03\2019-03-25 18.13.20 [94fccb37].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-03\2019-03-29 19.20.02 [6f8f7b8e].jpg,D:\MÍDIA\2019\2019-03\2019-03-29 19.20.03 [e793eecb].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-04\2019-04-19 16.15.06 [1efc2212].jpg,D:\MÍDIA\2019\2019-04\2019-04-19 16.15.05 [fe83cf70].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\0000 SEM DATA\Documentos\2019-05-27 11.31.13 [22ac80ae].jpg,D:\MÍDIA\0000 SEM DATA\Documentos\2019-05-27 11.27.19 [5f4b0b9e].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-10\2019-10-05 14.23.52 [7b772df8].jpg,D:\MÍDIA\2019\2019-10\2019-10-05 14.23.51 [b6e343bc].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-10\2019-10-05 14.40.24 [45edd446].jpg,D:\MÍDIA\2019\2019-10\2019-10-05 14.40.26 [08b426d4].jpg,1,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2019\2019-10\2019-10-05 14.53.34 [02f05baa].jpg,D:\MÍDIA\2019\2019-10\2019-10-05 14.53.35 [83a8933e].jpg,2,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2019\2019-10\2019-10-25 09.43.53 [fdbbc4cd].jpg,D:\MÍDIA\2019\2019-10\2019-10-25 09.43.55 [b38e93c8].jpg,2,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2019\2019-10\2019-10-25 09.43.54 [158cf142].jpg,D:\MÍDIA\2019\2019-10\2019-10-25 09.43.55 [b38e93c8].jpg,1,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2019\2019-10\2019-10-26 08.57.47 [c05bd9d0].jpg,D:\MÍDIA\2019\2019-10\2019-10-26 08.57.46 [8a2b4003].jpg,1,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-12\2020-12-04 19.45.40 [309eda87].jpg,D:\MÍDIA\2020\2020-12\2020-12-04 19.45.42 [46561e3d].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2020\2020-12\2020-12-04 19.46.03 [3f842eb5].jpg,D:\MÍDIA\2020\2020-12\2020-12-04 19.46.04 [e7fceb41].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2020\2020-12\2020-12-04 19.46.10 [a5829f75].jpg,D:\MÍDIA\2020\2020-12\2020-12-04 19.46.09 [daa0cf9e].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2020\2020-12\2020-12-31 23.32.02 [e08d1af9].jpg,D:\MÍDIA\2020\2020-12\2020-12-31 23.32.00 [5a77374d].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-18 08.53.59 [a8ab15a1].jpg,D:\MÍDIA\2021\2021-01\2021-01-18 08.53.56 [75e8e5db].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-18 08.57.33 [bc23d5d8].jpg,D:\MÍDIA\2021\2021-01\2021-01-18 08.57.34 [096ce796].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-19 15.39.50 [072c760f].jpg,D:\MÍDIA\2021\2021-01\2021-01-19 15.39.34 [d9e58e91].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-19 18.05.09 [9abd3465].jpg,D:\MÍDIA\2021\2021-01\2021-01-19 18.05.03 [6d351df0].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-21 09.02.20 [19dfa27f].jpg,D:\MÍDIA\2021\2021-01\2021-01-21 09.02.20 [18ca005b].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-21 09.02.20 [3b82b791].jpg,D:\MÍDIA\2021\2021-01\2021-01-21 09.02.20 [18ca005b].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-21 09.02.20 [679f4cda].jpg,D:\MÍDIA\2021\2021-01\2021-01-21 09.02.20 [18ca005b].jpg,3,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-21 09.02.20 [ff366f56].jpg,D:\MÍDIA\2021\2021-01\2021-01-21 09.02.20 [18ca005b].jpg,3,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-21 11.31.30 [03b4d894].jpg,D:\MÍDIA\2021\2021-01\2021-01-21 11.31.32 [f7084e33].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-22 09.49.28 [cb5f20cb].jpg,D:\MÍDIA\2021\2021-01\2021-01-22 09.49.28 [f8b44d7f].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-22 09.50.46 [d5603675].jpg,D:\MÍDIA\2021\2021-01\2021-01-22 09.50.47 [5bb37bc1].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-22 10.01.37 [00cc6db2].jpg,D:\MÍDIA\2021\2021-01\2021-01-22 10.01.39 [b0e00e24].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-22 10.09.45 [94c08a37].jpg,D:\MÍDIA\2021\2021-01\2021-01-22 10.09.43 [e0b0df57].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-22 11.20.52 [09a674be].jpg,D:\MÍDIA\2021\2021-01\2021-01-22 11.20.54 [ce839810].jpg,1,3264x1592,3264x1592,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-23 08.29.05 [2960c691].jpg,D:\MÍDIA\2021\2021-01\2021-01-23 08.29.04 [a4be7742].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2021\2021-08\2021-08-08 17.22.35 [c04b6215].jpg,D:\MÍDIA\2021\2021-08\2021-08-08 17.22.33 [bbdec6dd].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\0000 SEM DATA\Sem ano\2019-10-10 20.39.04 [a93a1777].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2020-02-02 21.28.23 [ca321884].jpg,1,1080x1088,1080x1094,rajada/incerto
D:\MÍDIA\0000 SEM DATA\Sem ano\2021-01-01 00.56.59 [8b1e3243].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2021-01-01 00.56.12 [9e2fd7a7].jpg,0,1080x1200,1080x1216,rajada/incerto
D:\MÍDIA\2011\2011-12\2011-12-09 23.18.00 [933d4f97].jpg,D:\MÍDIA\2011\2011-12\2011-12-09 23.17.48 [0220af2a].jpg,1,2304x3072,2304x3072,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-02 16.20.01 [9315a362].jpg,D:\MÍDIA\2015\2015-05\2015-05-02 16.20.01 [aa894cd2].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-06 02.30.43 [4ef9aa4a].jpg,D:\MÍDIA\2015\2015-05\2015-05-06 02.30.46 [a2c45531].jpg,2,3120x4208,3120x4208,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-06 02.43.23 [f96a1ae0].jpg,D:\MÍDIA\2015\2015-05\2015-05-06 02.43.26 [7769e18e].jpg,1,3120x4208,3120x4208,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-06 02.47.36 [fc349ba0].jpg,D:\MÍDIA\2015\2015-05\2015-05-06 02.47.33 [e8bd026b].jpg,1,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-06 03.27.22 [d668360c].jpg,D:\MÍDIA\2015\2015-05\2015-05-06 03.27.21 [09b77b72].jpg,1,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-07 18.05.04 [29dd90cd].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 18.05.03 [b362daf2].jpg,2,3120x4208,3120x4208,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-07 19.41.46 [bf17b984].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 19.41.45 [66373f40].jpg,2,3120x4208,3120x4208,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-07 20.33.44 [d47fc725].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 20.33.33 [56d508b1].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-07 20.36.42 [1d5b3abc].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 20.36.40 [3c296d4e].jpg,3,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-07 20.36.39 [abd6bf25].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 20.36.40 [3c296d4e].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-07 21.42.25 [19dbbadb].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 21.42.26 [1b037b44].jpg,1,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-10\2015-10-13 21.22.40 [ed151d08].jpg,D:\MÍDIA\2015\2015-10\2015-10-13 21.22.39 [77b84c19].jpg,1,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-10\2015-10-31 18.59.40 [9efe5210].jpg,D:\MÍDIA\2015\2015-10\2015-10-31 18.59.41 [c4df0cce].jpg,1,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-04\2015-04-19 19.49.31 [5fd6d609].jpg,D:\MÍDIA\2015\2015-04\2015-04-19 19.49.30 [16f7d384].jpg,1,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-04\2015-04-19 19.49.47 [f080deba].jpg,D:\MÍDIA\2015\2015-04\2015-04-19 19.49.46 [76145b82].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-06\2015-06-01 19.25.57 [2ab8fd51].jpg,D:\MÍDIA\2015\2015-06\2015-06-01 19.25.56 [25d8ec3c].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-06\2015-06-01 19.26.12 [1553025c].jpg,D:\MÍDIA\2015\2015-06\2015-06-01 19.26.11 [4890d1a7].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-06\2015-06-16 17.24.08 [a5681077].jpg,D:\MÍDIA\2015\2015-06\2015-06-16 17.24.06 [485df6b2].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-06\2015-06-18 16.25.49 [470b9ca2].jpg,D:\MÍDIA\2015\2015-06\2015-06-18 16.25.48 [db012d5f].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-08\2015-08-10 07.16.36 [a950408d].jpg,D:\MÍDIA\2015\2015-08\2015-08-10 07.16.37 [ea0ae260].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-08\2015-08-22 08.47.23 [7c8ecc53].jpg,D:\MÍDIA\2015\2015-08\2015-08-22 08.47.22 [02d90961].jpg,1,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2016\2016-06\2016-06-10 19.55.32 [941b7b83].jpg,D:\MÍDIA\2016\2016-06\2016-06-10 19.55.36 [360264ec].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2018\2018-09\2018-09-08 21.53.58 [f72d43bc].jpg,D:\MÍDIA\2018\2018-09\2018-09-08 21.53.53 [4d79f5a1].jpg,2,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2018\2018-09\2018-09-23 04.50.25 [d4d1c4dd].jpg,D:\MÍDIA\2018\2018-09\2018-09-23 04.53.47 [947e9ba7].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2018\2018-09\2018-09-25 19.25.04 [c55944e5].jpg,D:\MÍDIA\2018\2018-09\2018-09-25 19.25.00 [013a543c].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2018\2018-09\2018-09-29 19.33.14 [c1cc4c02].jpg,D:\MÍDIA\2018\2018-09\2018-09-29 19.33.13 [95f5cfda].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2018\2018-09\2018-09-29 19.42.51 [f465c07a].jpg,D:\MÍDIA\2018\2018-09\2018-09-29 19.42.55 [4faf1442].jpg,2,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2018\2018-11\2018-11-27 20.10.50 [779f8c56].jpg,D:\MÍDIA\2018\2018-11\2018-11-27 20.10.51 [44a87b48].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2018\2018-12\2018-12-21 19.45.54 [0aad62d8].jpg,D:\MÍDIA\2018\2018-12\2018-12-21 19.45.52 [a5193e88].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2018\2018-12\2018-12-21 19.45.51 [23ee6463].jpg,D:\MÍDIA\2018\2018-12\2018-12-21 19.45.52 [a5193e88].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2018\2018-12\2018-12-21 19.45.55 [d36782bc].jpg,D:\MÍDIA\2018\2018-12\2018-12-21 19.45.52 [a5193e88].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2018\2018-12\2018-12-25 11.16.35 [d4d446b9].jpg,D:\MÍDIA\2018\2018-12\2018-12-25 11.16.34 [c368d437].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2018\2018-12\2018-12-25 11.16.36 [095e0545].jpg,D:\MÍDIA\2018\2018-12\2018-12-25 11.16.34 [c368d437].jpg,3,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2018\2018-12\2018-12-25 11.16.44 [3ceca730].jpg,D:\MÍDIA\2018\2018-12\2018-12-25 11.16.43 [5c6121ab].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2018\2018-12\2018-12-31 19.22.12 [6e3b2e3a].jpg,D:\MÍDIA\2018\2018-12\2018-12-31 19.22.13 [05244494].jpg,2,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2018\2018-12\2018-12-31 19.22.51 [8eb93172].jpg,D:\MÍDIA\2018\2018-12\2018-12-31 19.22.50 [c4f5fc93].jpg,1,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2018\2018-12\2018-12-31 19.23.52 [0e48306a].jpg,D:\MÍDIA\2018\2018-12\2018-12-31 19.23.51 [44ef6d6a].jpg,2,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2019\2019-01\2019-01-04 22.35.24 [003834ca].jpg,D:\MÍDIA\2019\2019-01\2019-01-04 22.35.27 [09732761].jpg,2,3264x1592,3264x1592,rajada/incerto
D:\MÍDIA\2019\2019-01\2019-01-19 16.43.45 [bce0bf9d].jpg,D:\MÍDIA\2019\2019-01\2019-01-19 16.43.44 [05147cc7].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-01\2019-01-23 10.33.05 [1ddf9578].jpg,D:\MÍDIA\2019\2019-01\2019-01-23 10.33.08 [a9fa3259].jpg,2,3264x1592,3264x1592,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-01 07.30.46 [483f599e].jpg,D:\MÍDIA\2019\2019-02\2019-02-01 07.30.44 [f7a3f211].jpg,2,3264x1592,3264x1592,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-01 07.30.45 [919d78a6].jpg,D:\MÍDIA\2019\2019-02\2019-02-01 07.30.44 [f7a3f211].jpg,1,3264x1592,3264x1592,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-01 16.16.20 [9d8fcc3d].jpg,D:\MÍDIA\2019\2019-02\2019-02-01 16.16.24 [53590711].jpg,2,3264x1592,3264x1592,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-01 16.19.00 [4fe8fbaa].jpg,D:\MÍDIA\2019\2019-02\2019-02-01 16.19.00 [f63f4e98].jpg,2,3264x1592,3264x1592,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-01 16.19.00 [63d4762a].jpg,D:\MÍDIA\2019\2019-02\2019-02-01 16.19.00 [f63f4e98].jpg,4,3264x1592,3264x1592,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-01 16.31.51 [5c5a6a08].jpg,D:\MÍDIA\2019\2019-02\2019-02-01 16.31.57 [c30d59f2].jpg,4,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-01 16.31.58 [ed117927].jpg,D:\MÍDIA\2019\2019-02\2019-02-01 16.31.57 [c30d59f2].jpg,3,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-01 16.31.54 [0498337a].jpg,D:\MÍDIA\2019\2019-02\2019-02-01 16.31.57 [c30d59f2].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-01 16.38.22 [c881da76].jpg,D:\MÍDIA\2019\2019-02\2019-02-01 16.38.21 [55a07ac4].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-01 17.07.46 [2e662aac].jpg,D:\MÍDIA\2019\2019-02\2019-02-01 17.07.48 [b4d94ed1].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-03 19.15.59 [2ccbe149].jpg,D:\MÍDIA\2019\2019-02\2019-02-03 19.15.57 [9ceaebf6].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-03 19.24.45 [b4f79da4].jpg,D:\MÍDIA\2019\2019-02\2019-02-03 19.24.46 [00b9718b].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-03 19.27.38 [3becbcf9].jpg,D:\MÍDIA\2019\2019-02\2019-02-03 19.27.39 [f4748919].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-04 12.45.31 [e08aa0fa].jpg,D:\MÍDIA\2019\2019-02\2019-02-04 12.45.32 [67c36933].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-07 10.59.58 [1ba4989b].jpg,D:\MÍDIA\2019\2019-02\2019-02-07 10.59.59 [eab50e13].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-09 10.01.29 [6d39b989].jpg,D:\MÍDIA\2019\2019-02\2019-02-09 10.01.30 [6fcf415e].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-02\2019-02-09 10.06.44 [cb3d7d76].jpg,D:\MÍDIA\2019\2019-02\2019-02-09 10.06.45 [e76f118b].jpg,2,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\0000 SEM DATA\Sem ano\2017-03-09 15.16.52 [0e50c140].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2017-03-09 15.16.47 [8781942c].jpg,2,512x384,512x384,rajada/incerto
D:\MÍDIA\0000 SEM DATA\Sem ano\2017-06-26 13.14.50 [b8732da3].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2017-06-26 13.14.51 [9d2aa54d].jpg,2,400x224,512x288,rajada/incerto
D:\MÍDIA\0000 SEM DATA\Documentos\2017-06-07 18.13.25 [0f464d3c].jpg,D:\MÍDIA\0000 SEM DATA\Documentos\2017-06-07 18.13.26 [c4a71ee4].jpg,1,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2010\2010-09\2010-09-25 15.22.12 [3d7712c3].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [ba51af18].jpg,1,1598x1196,1600x1200,rajada/incerto
D:\MÍDIA\2010\2010-08\2010-08-07 17.43.46 [448dec58].jpg,D:\MÍDIA\2010\2010-08\2010-08-07 17.43.46 [a0d32e29].jpg,2,283x283,283x283,rajada/incerto
D:\MÍDIA\2010\2010-10\2010-10-03 03.02.06 [962387be].jpg,D:\MÍDIA\2010\2010-10\2010-10-03 03.02.06 [8055ea8d].jpg,2,283x283,283x283,rajada/incerto
D:\MÍDIA\2015\2015-08\2015-08-22 21.18.11 [d7e2e95f].jpg,D:\MÍDIA\2015\2015-08\2015-08-22 21.18.13 [89b08fb5].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2015\2015-08\2015-08-22 21.18.17 [284b0ae9].jpg,D:\MÍDIA\2015\2015-08\2015-08-22 21.18.15 [a7a3dfc4].jpg,1,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2018\2018-12\2018-12-28 15.12.32 [dbd01624].jpg,D:\MÍDIA\2018\2018-12\2018-12-28 15.12.28 [e558eb48].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2017\2017-11\2017-11-02 18.03.17 [3b67fdfd].jpg,D:\MÍDIA\2017\2017-11\2017-11-02 18.03.17 [97ba4cb7].jpg,2,3024x4032,3024x4032,rajada/incerto
D:\MÍDIA\2017\2017-11\2017-11-15 19.17.02 [6f8bb587].jpg,D:\MÍDIA\2017\2017-11\2017-11-15 19.17.02 [6233a210].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2017\2017-11\2017-11-15 19.17.03 [78f10425].jpg,D:\MÍDIA\2017\2017-11\2017-11-15 19.17.02 [6233a210].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2017\2017-11\2017-11-15 19.17.03 [296d1c64].jpg,D:\MÍDIA\2017\2017-11\2017-11-15 19.17.02 [6233a210].jpg,3,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2017\2017-11\2017-11-15 19.17.03 [bc4620ed].jpg,D:\MÍDIA\2017\2017-11\2017-11-15 19.17.02 [6233a210].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2017\2017-11\2017-11-15 19.17.04 [588618e1].jpg,D:\MÍDIA\2017\2017-11\2017-11-15 19.17.02 [6233a210].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2017\2017-11\2017-11-15 19.17.04 [70bf8341].jpg,D:\MÍDIA\2017\2017-11\2017-11-15 19.17.02 [6233a210].jpg,3,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2017\2017-11\2017-11-15 19.17.04 [0a5a922b].jpg,D:\MÍDIA\2017\2017-11\2017-11-15 19.17.02 [6233a210].jpg,4,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2017\2017-11\2017-11-15 19.17.04 [025f2fe8].jpg,D:\MÍDIA\2017\2017-11\2017-11-15 19.17.02 [6233a210].jpg,5,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2017\2017-11\2017-11-15 19.17.04 [02a34b5f].jpg,D:\MÍDIA\2017\2017-11\2017-11-15 19.17.02 [6233a210].jpg,6,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2017\2017-11\2017-11-17 18.38.58 [1aa88de3].jpg,D:\MÍDIA\2017\2017-11\2017-11-17 18.38.58 [5ddbe17c].jpg,2,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2017\2017-11\2017-11-17 18.38.58 [e81bbf0d].jpg,D:\MÍDIA\2017\2017-11\2017-11-17 18.38.58 [5ddbe17c].jpg,3,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2017\2017-11\2017-11-18 21.11.39 [fbda5a13].jpg,D:\MÍDIA\2017\2017-11\2017-11-18 21.11.38 [6df9d961].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-03\2019-03-20 19.03.53 [25c6f35b].jpg,D:\MÍDIA\2019\2019-03\2019-03-20 19.03.52 [056a23db].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-03\2019-03-20 19.04.29 [63408f3d].jpg,D:\MÍDIA\2019\2019-03\2019-03-20 19.04.27 [7663a6c3].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-03\2019-03-20 19.04.45 [f63ae37f].jpg,D:\MÍDIA\2019\2019-03\2019-03-20 19.04.46 [17a61b96].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-03\2019-03-29 22.38.46 [3d0ee288].jpg,D:\MÍDIA\2019\2019-03\2019-03-29 22.38.46 [214246e8].jpg,2,3264x2448,3264x2448,rajada/incerto
