coluna,etiqueta,cor_atual,cor_alvo,remover_se_apply
partes,EVERTON LUIZ FERNANDES SODARIO RAIMUNDO,pink,pink,0
partes,FRANCISCO LUIZ DE ALBUQUERQUE JUNIOR,purple,purple,0
partes,IATAHANDSON DE MEDEIROS SILVA,yellow,yellow,0
partes,NICOLLAS VON MEYNARD THEOTONIO COSTA,brown,brown,0
partes,ELIANE LINO GREGORIO,pink,pink,0
partes,ALINNE ALVES CAMPOS DA SILVA,yellow,yellow,0
partes,WESTEVALDO KRUSCHMAN FERREIRA,green,green,0
partes,CARLOS HENRIQUE FOCESI SAMPAIO,purple,purple,0
partes,MARCO ANTONIO VILLA,green,green,0
partes,PARTIDO SOCIAL DEMOCRÁTICO (PSD) - NACIONAL,red,red,0
partes,ADELSON DA COSTA TEIXEIRA,orange,orange,0
partes,CASSIO BRASIL DA SILVA,gray,gray,0
partes,ELIEZER MARTINS DA SILVA,purple,purple,0
partes,JOSE CARLOS MARIA VALENTE,yellow,yellow,0
partes,VANESSA GOUVEIA DE SOUZA,purple,purple,0
partes,COLIGAÇÃO PRA TUCURUÍ PROSPERAR,red,red,0
partes,GEOVANE DE SOUZA,gray,gray,0
partes,MARIA DO SOCORRO BANDEIRA DA SILVA,pink,pink,0
partes,RILDENE LUCAS RAMOS,blue,blue,0
partes,S. C. D. S.,green,green,0
partes,S. C. D. S,gray,gray,0
partes,ADRIANO CEZAR GALDINO DE ARAUJO,yellow,yellow,0
partes,ELIANE MOURA DOS SANTOS GALDINO,purple,purple,0
partes,MARCIO QUENIO GUIMARAES,blue,blue,0
partes,JOAO BATISTA DOS ANJOS,blue,blue,0
partes,COLIGAÇÃO TAUÁ DE TODOS,default,default,0
partes,EDYR LINCON CAVALCANTE DIAS,green,green,0
partes,GLAI JONES ALVES FEITOSA,green,green,0
partes,MARIA DE FATIMA VELOSO SOARES MOTA BASTOS,default,default,0
partes,PATRICIA PEQUENO COSTA GOMES DE AGUIAR,purple,purple,0
partes,AECIO NEVES DA CUNHA,blue,blue,0
partes,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA (PSDB) - NACIONAL,yellow,yellow,0
partes,RODRIGO BATISTA DE CASTRO,yellow,yellow,0
partes,MARCELA RIBEIRO LOPES,yellow,yellow,0
partes,COLIGAÇÃO BRASIL DA ESPERANÇA,green,green,0
partes,COLIGAÇÃO PELO BEM DO BRASIL,green,green,0
partes,JAIR MESSIAS BOLSONARO,red,red,0
partes,LUIZ INACIO LULA DA SILVA,default,default,0
partes,COLIGAÇÃO UNIDOS POR UM SANTO ANTONIO MELHOR,gray,gray,0
partes,MIGUEL JOSE BRUNETTA,gray,gray,0
partes,ADRIANA APARECIDA DA COSTA OLIVEIRA,pink,pink,0
partes,ANA FLAVIA DA SILVA PEREIRA,pink,pink,0
partes,ANDREA MARIA DA SILVA,blue,blue,0
partes,ANTONIO CARLOS ALVES DOS SANTOS,orange,orange,0
partes,CLOVIS DE SOUZA BRITO,pink,pink,0
partes,HENRIQUE BARBOSA DE SOUZA,pink,pink,0
partes,JOAO RAIMUNDO DA COSTA,orange,orange,0
partes,JONATHA GIBSON SANTOS DE OLIVEIRA,gray,gray,0
partes,MICHAEL BARBOSA MENINO,blue,blue,0
partes,REGINALDO PINTO DE OLIVEIRA,orange,orange,0
partes,RODRIGO DA COSTA DO NASCIMENTO,brown,brown,0
partes,EDNALDO DO NASCIMENTO ARAUJO,yellow,yellow,0
partes,EGNALDO NASCIMENTO DE ARAUJO,orange,orange,0
partes,ADEMAR FRANCISCO CHAVES,brown,brown,0
partes,COLIGAÇÃO JUNTOS SOMOS MAIS FORTES,green,green,0
partes,JOSE FRANCISCO RODRIGUES DE ALMEIDA,brown,brown,0
partes,RONALDO RAMOS DA SILVA SANTOS,purple,purple,0
partes,RODOLFO MOTA DA SILVA,red,red,0
partes,FRANCISVALDO MENDES DE SOUZA,purple,purple,0
partes,FUNDACAO LAURO CAMPOS E MARIELLE FRANCO,yellow,yellow,0
partes,LUCIANA KREBS GENRO,yellow,yellow,0
partes,RODRIGO DA SILVA PEREIRA,green,green,0
partes,STENIO MATHEUS DE MORAIS LIMA,blue,blue,0
partes,BRUNO PELLA,brown,brown,0
partes,ILDOMAR TORRES GAVA,green,green,0
partes,JONACIR PATROCINIO,pink,pink,0
partes,AUREA MARIA ESTER ALVES MARQUES,blue,blue,0
partes,TOMAS AGRA CELINO DE MELO,purple,purple,0
partes,VINICIUS LOURENCO DA CUNHA,brown,brown,0
partes,AMILTON ALBERTINAZZI,gray,gray,0
partes,COLIGAÇÃO TODOS POR OSVALDO CRUZ,gray,gray,0
partes,VERA LUCIA ALVES,pink,pink,0
partes,ALINE DE ARAUJO BESERRA TAVARES,default,default,0
partes,CICERO EDSON DA SILVA,green,green,0
partes,DJALMA ARAUJO DA SILVA,green,green,0
partes,ELSON FRANCISCO E SILVA,brown,brown,0
partes,JOSE DAIDSON AMORIM DE ALBUQUERQUE,orange,orange,0
partes,JOSE LOPES DE BARROS FILHO,brown,brown,0
partes,LEONARDO CESAR ARCOVERDE DE SOUZA,brown,brown,0
partes,VANILDO ALMEIDA CAVALCANTI,pink,pink,0
partes,AURILANGE CORDEIRO MEDEIROS,yellow,yellow,0
partes,CARLOS ROBERTO LUPI,blue,blue,0
partes,MARCELO DE OLIVEIRA PANELLA,purple,purple,0
partes,PARTIDO DEMOCRÁTICO TRABALHISTA (PDT) - NACIONAL,purple,purple,0
partes,ADRIENE CAMPOS DA SILVA,red,red,0
partes,ELIZANGELA DE MIRANDA ALTOE,red,red,0
partes,LUIZA DE SOUZA CONCEICAO GOMES,pink,pink,0
partes,RODRIGO SANDI,pink,pink,0
partes,PARTIDO SOCIAL DEMOCRATICO (PSD) - ESTADUAL,orange,orange,0
partes,MARIA IZABEL DA SILVA,brown,brown,0
partes,EDER DIAS MASCARENHAS,yellow,yellow,0
partes,FILIPE SOARES DOMINGUES DE SOUZA,brown,brown,0
partes,MARCIA DA SILVA FURTADO,orange,orange,0
partes,LEONARDO MIRANDA DA SILVA,yellow,yellow,0
partes,COLIGAÇÃO LAGARTO DE UM JEITO NOVO,green,green,0
partes,FABIO FRANK DOS SANTOS NASCIMENTO,default,default,0
partes,MAGSON VINICIUS DE SANTANA ALMEIDA,brown,brown,0
partes,PATRICIA DIAS SANTANA CRUZ,orange,orange,0
partes,RAFAELA RIBEIRO LIMA,orange,orange,0
partes,ANTONIO JOVINIANO PACIFICO,blue,blue,0
partes,SUELIO DE ARAUJO DANTAS,green,green,0
partes,BRUNA MACIEL DA SILVA,orange,orange,0
partes,COLIGAÇÃO FRENTE POPULAR DE SERTANIA,default,default,0
partes,DORGIVAL RODRIGUES DOS SANTOS,orange,orange,0
partes,GUSTAVO MENEZES DOS SANTOS SILVA,brown,brown,0
partes,POLLYANNA BARBOSA DE ABREU,gray,gray,0
partes,TERESA RAQUEL RUFINO DE SIQUEIRA VIANA,default,default,0
partes,ANTONIO DUARTE NOGUEIRA JUNIOR,red,red,0
partes,FEDERAÇÃO PSDB CIDADANIA - ESTADUAL / SP,red,red,0
partes,JORGE THADEU LUJAN,pink,pink,0
partes,Federação PSDB Cidadania - Estadual,pink,pink,0
partes,TAMARA DAVYDOVA,default,default,0
partes,PABLO HENRIQUE COSTA MARCAL,pink,pink,0
partes,RICARDO LUIS REIS NUNES,green,green,0
partes,COLIGAÇÃO POR AMOR A LEOPOLDO DE BULHÕES,default,default,0
partes,JOAO ALECIO MENDES,green,green,0
partes,ROBERTA CANDIDA CAETANO,purple,purple,0
partes,ELISANGELA PAIVA CELESTINO,purple,purple,0
partes,ELIEZER ALVARO PINHEIRO BENEVIDES,pink,pink,0
partes,ARTUR LIMA DE SOUSA,brown,brown,0
partes,BRENO LIMA DE ALMEIDA,orange,orange,0
partes,MARDONIO SOARES LOPES,blue,blue,0
partes,MIGUEL ESTEVAO PEREIRA NETO,brown,brown,0
partes,JOSE TADEU CANDELARIA,green,green,0
partes,JUCIVALDO SALAZAR PEREIRA,green,green,0
partes,ERISVANDO TORQUATO DO NASCIMENTO,green,green,0
partes,CLAUDIO BENVINDO BARBOSA,brown,brown,0
partes,ABRAAO LINCON ELIZEU,green,green,0
partes,COLIGAÇÃO CHEGOU A HORA DA MUDANÇA,default,default,0
partes,VILMA COSTA AQUINO DE ASSIS,orange,orange,0
partes,EDICARLOS JOSÉ CAMPOS,green,green,0
partes,PAULO ROBERTO DE OLIVEIRA SANTOS,orange,orange,0
partes,DIEGO SOUZA DA SILVA,green,green,0
partes,ANDRÉ DOS SANTOS ABDON,blue,blue,0
partes,ANTONIA MAGNOLIA PORTELA ARAGAO,blue,blue,0
partes,COLIGAÇÃO PRA FRENTE TIANGUA,orange,orange,0
partes,PIERPAOLO PETRUZZIELLO,blue,blue,0
partes,JOSE HERMANO DO NASCIMENTO NOGUEIRA,purple,purple,0
partes,AVANTE (AVANTE) - MUNICIPAL,pink,pink,0
partes,EDAS JUSTINO DOS SANTOS,purple,purple,0
partes,FABIANA BRITO MATOS,green,green,0
partes,ADENILSON RODRIGUES DE ANDRADE,green,green,0
partes,MARCIEL FAURI BERGMANN,blue,blue,0
partes,RAFAEL BORTOLETTI DALLA NORA,orange,orange,0
partes,Avante (AVANTE) Diretório Municipal de Caetanos/BA,blue,blue,0
partes,TRIBUNAL REGIONAL ELEITORAL DE RORAIMA,purple,purple,0
partes,interessados,yellow,yellow,0
partes,EDIO NAVARINI,green,green,0
partes,JAQUELINE SILVA DOS SANTOS,orange,orange,0
partes,RAQUEL FIUZA PINHEIRO,pink,pink,0
partes,ELTON BARALDI,blue,blue,0
partes,LUIS PEREIRA COSTA,red,red,0
partes,ANA AUGUSTA RIBEIRO DINIZ,red,red,0
partes,COLIGAÇÃO NOVA BRASILÂNDIA NO RUMO CERTO,pink,pink,0
partes,INSTITUTO TECNOLOGICO DA INFORMACAO S/C - ME,orange,orange,0
partes,BRUNA SALLES ESMANHOTO,default,default,0
partes,VALQUIRIA RAQUEL FERREIRA DA COSTA,yellow,yellow,0
partes,ANDREIA CALAZAO VEIGA,orange,orange,0
partes,COLIGAÇÃO POR AMOR A MIRANORTE (PROGRESSISTAS E PDT),default,default,0
partes,M P P DOS SANTOS,green,green,0
partes,BRUNNO LEONARDO VEIGA LOPES,pink,pink,0
partes,CELIO MARTINS DA ROCHA,blue,blue,0
partes,COLIGAÇÃO UNIÃO SEGUINDO EM FRENTE,green,green,0
partes,JOSE IRAN MENEZES DA SILVA JUNIOR,green,green,0
partes,RADIO FM AG LTDA,brown,brown,0
partes,TASSIA CARLA CONSTANTINO RIBEIRO,orange,orange,0
partes,AILTON APARECIDO DA SILVA,red,red,0
partes,COLIGAÇÃO JUNTOS POR UMA GUATAPARA MELHOR,yellow,yellow,0
partes,OUVIR PARA GOVERNAR,green,green,0
partes,Ouvir para Governador,purple,purple,0
partes,SILVIO FONTES BORGES,default,default,0
partes,EOVANIO JESUS DOS SANTOS,red,red,0
partes,FEDERAÇÃO PSOL REDE (PSOL/REDE) - IRAQUARA / BA,orange,orange,0
partes,MARIO GUY SOLON DE OLIVEIRA NETO,blue,blue,0
partes,MARLUCIA DA SILVA PIRES,purple,purple,0
partes,MAICON CESAR DAMASCENO,blue,blue,0
partes,SILVIA NOBRE LOPES,green,green,0
partes,COLIGAÇÃO CORAGEM E FORÇA PRA MUDAR,yellow,yellow,0
partes,COLIGAÇÃO RESGATANDO CUIABÁ,pink,pink,0
partes,VANIA GARCIA ROSA,red,red,0
partes,Coligação Coragem,blue,blue,0
partes,Força pra Mudar,red,red,0
partes,LARISSA SOUZA TORRES CAMURÇA,purple,purple,0
partes,RAFAEL MARQUES BASTOS,gray,gray,0
partes,NORMA FREITAS DE OLIVEIRA,default,default,0
partes,FEDERAÇÃO PSDB-CIDADANIA - ESTADUAL / PA,gray,gray,0
partes,ALEXANDRE FRANCA SIQUEIRA,gray,gray,0
partes,COLIGAÇÃO FORÇA E UNIÃO PARA CRESCER,gray,gray,0
partes,COLIGAÇÃO JUNTOS,brown,brown,0
partes,DE VOLTA AO TRABALHO,red,red,0
partes,ELIANE ALVES DA SILVA,orange,orange,0
partes,JAIRO REJANIO DE HOLANDA SOUZA,yellow,yellow,0
partes,ANA DE FATIMA DE MAGALHAES PIRES,pink,pink,0
partes,BRUNO DA SILVA ALVES,brown,brown,0
partes,CELSO DA SILVA,default,default,0
partes,EDA MARIA PEREIRA,gray,gray,0
partes,ELIANA TEREZINHA PAGIATO,purple,purple,0
partes,JOAO CARLOS JORGE,purple,purple,0
partes,PARTIDO SOCIAL DEMOCRÁTICO (PSD) - MUNICIPAL,pink,pink,0
partes,RAINAN NEVES BITENCOURT,orange,orange,0
partes,VALDEMIR DEZORZI,default,default,0
partes,VILSON PEREIRA JARDIM,gray,gray,0
partes,MARCUS FELLIPE NUNES ALVES,orange,orange,0
partes,MARIA DE LOURDES PESSA VALENTE DE FIGUEIREDO,blue,blue,0
partes,PARTIDO SOCIAL DEMOCRATICO (PSD) - MUNICIPAL,orange,orange,0
partes,ANTONIO CANTIDIO ARRAIS,purple,purple,0
partes,ADIR DA SILVA CASTRO,blue,blue,0
partes,DEGMAR DE SOUSA SARAIVA,red,red,0
partes,EDIVAN LUZ SILVA,purple,purple,0
partes,ELIDA ELENA MOREIRA,green,green,0
partes,ERINETE BARROS DE SOUZA,gray,gray,0
partes,FABIO RODRIGUES VALADAO,pink,pink,0
partes,FABIO RONAN SOUZA SANTOS,brown,brown,0
partes,FERNANDO VIANA DE OLIVEIRA,orange,orange,0
partes,GENEBALDO BARBOSA DE QUEIROZ,blue,blue,0
partes,JAIR LOPES MARTINS,red,red,0
partes,JEFERSON DE SOUSA RAMOS,orange,orange,0
partes,LARISSA GONCALVES MACEDO,default,default,0
partes,MARCIO RODRIGUES FERREIRA,yellow,yellow,0
partes,MARIA ARLENE LOPES VITURINO,orange,orange,0
partes,MARLON LEAO MOURA,brown,brown,0
partes,NEILTON DA SILVA ARAUJO,gray,gray,0
partes,NYKOLE DOS SANTOS PEREIRA,yellow,yellow,0
partes,RAUFRAN DA SILVA BESSA,red,red,0
partes,REGINALDO LIMA OLIVEIRA,orange,orange,0
partes,ROBERTO FRANCISCO MARQUES SALES,default,default,0
partes,SILAS ELIEL PINTO PACHECO,gray,gray,0
partes,THAMARA LARYS ALVES BATISTA,green,green,0
partes,WILKS SOUZA COSTA,yellow,yellow,0
partes,ANA MARIA BATISTA,blue,blue,0
partes,CICERO MECEU CARNEIRO RODRIGUES,red,red,0
partes,DOMINGOS SAVIO DO NASCIMENTO,yellow,yellow,0
partes,FRANCISCO REGIS MINGOTE,purple,purple,0
partes,JORGE VANDCY VASCONCELOS FILHO,gray,gray,0
partes,JOSE EDNARDO CARNEIRO,yellow,yellow,0
partes,MARIA DANIELLE FELIPE LUCIO,green,green,0
partes,MARIA DE FATIMA DE ARAUJO,blue,blue,0
partes,MARIA FATIMA FEITOSA,purple,purple,0
partes,PADUA ERICKSON MEDEIROS CARNEIRO,blue,blue,0
partes,ADAUTO DOS RAMOS DA SILVA,default,default,0
partes,ALFREDO VIEIRA DE SOUZA,brown,brown,0
partes,ANA MICHELE DE BARROS SILVA,blue,blue,0
partes,ANTONIO JUVINO DA SILVA,brown,brown,0
partes,CICERO DOS SANTOS,yellow,yellow,0
partes,COLIGAÇÃO POR AMOR A SERRA TALHADA,yellow,yellow,0
partes,ELISANGELA DA SILVA LOPES,blue,blue,0
partes,ERNANDO VICENTE DIAS,purple,purple,0
partes,EVANDRO DE SOUZA LIMA,gray,gray,0
partes,FRANCISCO DO NASCIMENTO SOUZA,blue,blue,0
partes,HERBERT FABRICIO FERRAZ FEITOZA,blue,blue,0
partes,JESSICA BIANCA E SILVA,brown,brown,0
partes,JESUS PEREIRA MOURATO,default,default,0
partes,JHONATA CAIO SOUZA MARINHO,orange,orange,0
partes,JULIANA APARECIDA CORREA TENORIO,yellow,yellow,0
partes,MARIA HELENA MANDU MINERVINO,green,green,0
partes,MARINEIDE MARQUES DA LUZ,gray,gray,0
partes,RAMMON PATRICK PEREIRA LIMA,orange,orange,0
partes,SOLIDARIEDADE (SOLIDARIEDADE) - MUNICIPAL,orange,orange,0
partes,THIAGO MENDES PEDROSA,gray,gray,0
partes,WALDIR TENORIO JUNIOR,green,green,0
partes,Adauto Ramos da Silva,pink,pink,0
partes,TAYANA CYNTHIA DOS SANTOS,orange,orange,0
partes,ELANI TAIZA DE ARAUJO,brown,brown,0
partes,JOSE ANTONIO RODRIGUES DE OLIVEIRA,gray,gray,0
partes,PARTIDO SOCIALISTA BRASILEIRO (PSB) - MUNICIPAL,brown,brown,0
partes,PARTIDO DEMOCRATICO TRABALHISTA (PDT) - MUNICIPAL,brown,brown,0
partes,VANDERLEY GOMES DA SILVA,green,green,0
partes,ROBERTO CARLOS PEREIRA FRAGOSO,green,green,0
partes,JOAO LUCAS DIAS CANTOARIA,green,green,0
partes,EDILSON AIRES DE ALMEIDA,gray,gray,0
partes,EVANDRO DA SILVA LEANDRO,red,red,0
partes,RAIMUNDO HENRIQUE BRITO ARAUJO,gray,gray,0
partes,JHENIFER MARINHO NASCIMENTO,green,green,0
partes,ROSILEIDE FERREIRA DOS SANTOS GOMES,default,default,0
partes,MARIA APARECIDA PEREIRA DOS SANTOS CAMARGOS,default,default,0
partes,COLIGAÇÃO JUNTOS POR SÃO BERNARDO,blue,blue,0
partes,COLIGAÇÃO SÃO BERNARDO QUE SEGUE EM FRENTE,purple,purple,0
partes,LUIZ FERNANDO TEIXEIRA FERREIRA,default,default,0
partes,Luiz Fernado Teixeira Ferreira,yellow,yellow,0
partes,ANA LUCIA DE SOUSA E SILVA,red,red,0
partes,COLIGAÇÃO LIBERTA LUZIÂNIA,default,default,0
partes,COLIGAÇÃO PRA LUZIÂNIA SEGUIR MUDANDO,blue,blue,0
partes,DIEGO VAZ SORGATTO,gray,gray,0
partes,NELSON LUIZ REBELATO,orange,orange,0
partes,TELIO RODRIGUES DE QUEIROZ,brown,brown,0
partes,ANA LUCIA DE SO,purple,purple,0
partes,MILENA DAMASCENO CARNEIRO,purple,purple,0
partes,MANOEL RODRIGUES NETO,orange,orange,0
partes,MOVIMENTO DEMOCRÁTICO BRASILEIRO (MDB) - MUNICIPAL,red,red,0
partes,GEILSON ALVES CHINAIDE,brown,brown,0
partes,ELIARA FIALHO RIBEIRO,gray,gray,0
partes,MAURICIO BRAGA MESQUITA,green,green,0
partes,DIANA KELNER CARVALHO DE ALMEIDA,red,red,0
partes,SIGILOSO,default,default,0
partes,Marcelo Bezerra Crivella,green,green,0
partes,Marcos Paulo de Oliveira Luciano,gray,gray,0
partes,Coligação É a Vez do Povo,default,default,0
partes,RAFAEL ALVES DOS SANTOS,purple,purple,0
partes,WILSON MARQUES LEOPOLDO,default,default,0
partes,CICERO DE LUCENA FILHO,pink,pink,0
partes,COLIGAÇÃO JOÃO PESSOA NO CAMINHO CERTO,pink,pink,0
partes,COLIGAÇÃO PRA MUDAR JOÃO PESSOA DE VERDADE,orange,orange,0
partes,MARCELO ANTONIO CARTAXO QUEIROGA LOPES,default,default,0
partes,MARIA JANINE ASSIS DE LUCENA BARROS,blue,blue,0
partes,CESARIO JOSE DA SILVA,yellow,yellow,0
partes,PARTIDO DOS TRABALHADORES (PT) - ESTADUAL,yellow,yellow,0
partes,COLIGAÇÃO COM A FORÇA DO POVO,default,default,0
partes,COLIGAÇÃO UM NOVO TEMPO PARA CRISTINÁPOLIS AVANÇAR,orange,orange,0
partes,JOSE MENEZES LIMA,gray,gray,0
partes,SANDRO DE JESUS DOS SANTOS,purple,purple,0
partes,ELIVAN VIANA DA SILVA,green,green,0
partes,AURICELIA SILVA SOUSA,orange,orange,0
partes,GANDOR CALIL HAGE NETO,green,green,0
partes,CASSIANO ROJAS MAIA,blue,blue,0
partes,VERA HELENA ARSIOLI PINHO,default,default,0
partes,RICARDO CARDOSO ALMEIDA,default,default,0
partes,RENATO DE ARAUJO CORREA,green,green,0
partes,EDUARDO RIBEIRO DA SILVA,pink,pink,0
partes,ADRIANO PAULINO DA SILVA,pink,pink,0
partes,JULIANA DE SOUZA REZENDE,purple,purple,0
partes,ALEX SANDRO FRANCO DE ANDRADE,brown,brown,0
partes,FERNANDO ALMEIDA DE ANDRADE,pink,pink,0
partes,PAULO SERGIO PEREIRA,purple,purple,0
partes,ELTON CARLOS DO NASCIMENTO DA SILVA,green,green,0
partes,MAXILENE DO SOCORRO LOUREIRO DE ALMEIDA,blue,blue,0
partes,ADONES GOMES DE ARAUJO PEREIRA JUNIOR,yellow,yellow,0
partes,ADILSON DE SOUZA GOMES,green,green,0
partes,AMANDA BETIANE SOUSA MUNIZ,purple,purple,0
partes,ANTONIO LISBOA GOMES FILHO,red,red,0
partes,ARIADNE DA CRUZ DOS SANTOS DIAS,purple,purple,0
partes,CANDIDO JOSE MARQUES DA SILVA,default,default,0
partes,CLAUDIO FERNANDO NASCIMENTO DA SILVA,blue,blue,0
partes,FRANCISCO SILVA ARAUJO,orange,orange,0
partes,HERALDO LOPES ARAUJO,default,default,0
partes,JOSE LOBATO COIMBRA NETO,yellow,yellow,0
partes,JOSE RIBAMAR CONSTANTINO SOBRINHO,purple,purple,0
partes,LAUANE BARBOSA CARVALHO,pink,pink,0
partes,NATANAEL SILVA RODRIGUES,brown,brown,0
partes,NEUTON VALE FRANCA,default,default,0
partes,VERA LUCIA RAMOS BEZERRA,orange,orange,0
partes,PARTIDO REPUBLICANO DA ORDEM SOCIAL (PROS) - NACIONAL,yellow,yellow,0
partes,COLIGAÇÃO PELA UNIÃO E RECONSTRUÇÃO DE RERIUTABA,default,default,0
partes,FRANCISCO TARCIANO GOMES CASTRO,red,red,0
partes,PEDRO HUMBERTO COELHO MARQUES,default,default,0
partes,Coligação Pela União,brown,brown,0
partes,Reconstrução de Reriutaba,red,red,0
partes,COLIGAÇÃO JUNTOS POR SÃO LUÍS,gray,gray,0
partes,EDUARDO SALIM BRAIDE,red,red,0
partes,ESMENIA MIRANDA FERREIRA DA SILVA,default,default,0
partes,KELMON LUIS DA SILVA SOUZA,orange,orange,0
partes,LUIZ CLAUDIO MEDEIROS DA FONSECA GAMONAL,brown,brown,0
partes,MARIA GILMARA FERREIRA,brown,brown,0
partes,NATALIA PALOMA DE SOUSA MENESES,brown,brown,0
partes,PODEMOS (PODE) - MUNICIPAL,blue,blue,0
partes,JOSE RAIMUNDO CARDOSO FERREIRA,blue,blue,0
partes,ANA SHEILA LEMOS ANDRADE,default,default,0
partes,COLIGAÇÃO A FORÇA PRA MUDAR CONQUISTA,blue,blue,0
partes,COLIGAÇÃO CONQUISTA SEGUE AVANÇANDO,red,red,0
partes,ERIK CAMILO FELIPE,green,green,0
partes,FERNANDO CELESTINO DE ALMEIDA,brown,brown,0
partes,GUILHERME ANDREW GONCALVES DA SILVA,orange,orange,0
partes,HERMINIO BARRETO DE OLIVEIRA BERTANI,brown,brown,0
partes,JOAO PAULO DE OLIVEIRA ANDRADE,yellow,yellow,0
partes,JOAO VITOR GONCALVES DA SILVA,green,green,0
partes,ROLDSON RAFAEL DOS SANTOS BRAZ,blue,blue,0
partes,WESLEY CARLOS DA SILVA,yellow,yellow,0
partes,DOMINGOS CARLOS FERREIRA DA SILVA,orange,orange,0
partes,Domingo Carlos Ferreira da Silva,green,green,0
partes,CELSO FLORENCIO DE SOUZA,gray,gray,0
partes,COLIGAÇÃO VIVA JACAREÍ,purple,purple,0
partes,DAMARIS DIAS MOURA KUO,blue,blue,0
partes,JOSE BERNARDO ORTIZ MONTEIRO JUNIOR,yellow,yellow,0
partes,PATRICIA ESTELA MONTEIRO PEREIRA,gray,gray,0
partes,ROBERTO DE ARAUJO,red,red,0
partes,COLIGAÇÃO A FORÇA DA EXPERIENCIA PARA RESGATAR TEJUÇUOCA,default,default,0
partes,JOAO AUGUSTO GOES MOTA,red,red,0
partes,JOSE ANTUNIZIO DE BRITO,orange,orange,0
partes,ANDREIA DOS SANTOS MOREIRA,default,default,0
partes,COLIGAÇÃO BARUERI NÃO PODE PARAR,green,green,0
partes,FABIANO ANDRADE FURLAN,yellow,yellow,0
partes,GIDELSON ALVES,yellow,yellow,0
partes,NATHALIA NOGUEIRA TRUGILLO ARANTES,gray,gray,0
partes,SILVIA HELENA BARREIROS ARANTES,purple,purple,0
partes,COLIGAÇÃO CURIMATÁ EM MÃOS LIMPAS,blue,blue,0
partes,COLIGAÇÃO UNIDOS SOMOS MAIS FORTES,green,green,0
partes,VALDECIR RODRIGUES DE ALBUQUERQUE JUNIOR,purple,purple,0
partes,FEDERAÇÃO PSDB CIDADANIA - SEVERÍNIA / SP,default,default,0
partes,GUSTAVO BITTENCOURT,red,red,0
partes,Federação PSDB Cidadania - Severínea/SP,pink,pink,0
partes,CLAUDETE FERRAZ PARRA,pink,pink,0
partes,CLEBER JOSE DE ARAUJO,gray,gray,0
partes,EDMILSON MODESTO DE OLIVEIRA,green,green,0
partes,ELISÂNGELA MARIA MIRANDA DOS SANTOS,purple,purple,0
partes,GILSON DE ALMEIDA BARBOSA,gray,gray,0
partes,KESIA GARCIA ALVES,purple,purple,0
partes,MARCOS FABIO SEVERINO,blue,blue,0
partes,RENATO DE SOUZA PAIVA,gray,gray,0
partes,RODRIGO PRIMO ANTUNES,purple,purple,0
partes,VALDECIR MAURICIO DE OLIVEIRA,yellow,yellow,0
partes,VALDEMIR ALVES DE OLIVEIRA,blue,blue,0
partes,CESAR DA SILVA DOMINGUES,orange,orange,0
partes,JOAO ROBERTO CAMARGO,pink,pink,0
partes,JOSE FERREIRA DA SILVA,default,default,0
partes,MARCELO RANGEL CRUZ DE OLIVEIRA,red,red,0
partes,RADIO MUNDI PARANA LTDA,purple,purple,0
partes,MAX WEBER NOBRE DE CASTRO,purple,purple,0
partes,REMISSON COSTA SANTOS,green,green,0
partes,CHELES GOMES CAMPISTA,pink,pink,0
partes,José Maurício de Souza Medeiros,green,green,0
partes,Partido da Mulher Brasileira (PMB) Nacional,red,red,0
partes,LUIZ DE FREITAS,brown,brown,0
partes,JUÍZO DA 122ª ZONA ELEITORAL DE SÃO JOÃO DA BOA VISTA SP,green,green,0
partes,LUIS CARLOS DOMICIANO,pink,pink,0
partes,Juízo da 122ª Zona Eleitoral de São João da Boa Vista,blue,blue,0
partes,Eduardo de Freitas Sales,blue,blue,0
partes,EDER DA SILVA,pink,pink,0
partes,COLIGAÇÃO SEDE POR MUDANÇA,orange,orange,0
partes,COLIGAÇÃO VÁRZEA GRANDE MELHOR,pink,pink,0
partes,SEBASTIAO DOS REIS GONCALVES,gray,gray,0
partes,EDELVES ANGELO ROCHA,pink,pink,0
partes,ELIEGI DA SILVA,red,red,0
partes,ELISEU MORAES,orange,orange,0
partes,FLAVIO PEDROSO,gray,gray,0
partes,JOEL GOMES,default,default,0
partes,JOSE ADALBERTO DE PAULA,green,green,0
partes,MARIA DO CARMO GONCALVES,purple,purple,0
partes,RICARDO CHIMICHAQUE DE SIQUEIRA,red,red,0
partes,ROSALIA JORGE GONCALVES,yellow,yellow,0
partes,SIDNEY SANTANA E SILVA,orange,orange,0
partes,SIDNEI ASSIS DA LUZ,default,default,0
partes,AIRTON DA COSTA LOURENCO,pink,pink,0
partes,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA (PSDB) - MUNICIPAL,yellow,yellow,0
partes,CRISTIANE FERREIRA DA SILVA ALMEIDA,default,default,0
partes,COLIGAÇÃO FRENTE POPULAR DO CABO,pink,pink,0
partes,RADIO BETEL LTDA. - ME,pink,pink,0
partes,RODRIGO POUSO MIRANDA,default,default,0
partes,FRANCISCO ALVES DE SOUZA,purple,purple,0
partes,PARTIDO NOVO (NOVO) - NACIONAL,green,green,0
partes,ALEXANDRE JOSE DA SILVA,red,red,0
