coluna,etiqueta,cor_atual,cor_alvo,remover_se_apply
advogados,Pedro Henrique Costa de Oliveira,blue,blue,0
advogados,Ely Benevides de Sousa Neto,red,red,0
advogados,Erêndirah Máxima de Balbino e Trindade,gray,gray,0
advogados,FABIANA MENDES DE CARVALHO BARBOSA DA CRUZ CHAVES,orange,orange,0
advogados,EDILVO AUGUSTO MOURA REGO DE SANTANA,pink,pink,0
advogados,Alberto Jorge Souza Passos,purple,purple,0
advogados,Saulo Chaves Lelis,orange,orange,0
advogados,Ezikelly Silva Barros,pink,pink,0
advogados,MIRIELE LETICIA VIDOTTI DA SILVA,yellow,yellow,0
advogados,MARIANE DESTEFANI DE SOUZA,yellow,yellow,0
advogados,DARIL ANTONIO PRATES FILHO,green,green,0
advogados,BEATRIZ SANTOS VIEIRA PALMA,green,green,0
advogados,Guilherme Mattos Salles,orange,orange,0
advogados,MAX ELIAS DA SILVA ARAUJO,default,default,0
advogados,VALCEMIR DE ARAUJO CUNHA,orange,orange,0
advogados,Raoni Lacerda Vita,gray,gray,0
advogados,Juliano Alessander Lopes Barbosa,default,default,0
advogados,FLAVIO EDUARDO WANDERLEY BRITTO,brown,brown,0
advogados,GUSTAVO LUIZ SIMOES,green,green,0
advogados,CARLA DE OLIVEIRA RODRIGUES,pink,pink,0
advogados,Luiz Eduardo Peccinin,blue,blue,0
advogados,Francisvaldo Mendes de Souza,yellow,yellow,0
advogados,Josias Ramos Vieira,red,red,0
advogados,Ricardo Corazza Cury,pink,pink,0
advogados,Eduardo Conde da Silva Junior,green,green,0
advogados,FREDERICO THADEU DE TORRES FERREIRA PEIXOTO,orange,orange,0
advogados,HAMILTON ROQUE MIRANDA PIRES,yellow,yellow,0
advogados,PAULO LUCIANO DE OLIVEIRA CARLOS,brown,brown,0
advogados,TALITA FERREIRA DE BRITO DOS REIS,blue,blue,0
advogados,LUIZA OLIVEIRA SAMPAIO,brown,brown,0
advogados,KAROLINA LIMA CAMPOS COELHO,purple,purple,0
advogados,ALINE MAIRA LACERDA SANTOS,gray,gray,0
advogados,JESSICA CRISTINE ANDRADE GOMES,blue,blue,0
advogados,JORDANIA FERREIRA DOS SANTOS,gray,gray,0
advogados,LEONARDO SPENCER OLIVEIRA,yellow,yellow,0
advogados,Thiago de Sousa Castro,purple,purple,0
advogados,CLIVIA BARARUA SOLANO,orange,orange,0
advogados,ANDRA MARIA PANTOJA CORREA,blue,blue,0
advogados,EDUARDO MATHEUS FERREIRA LOPES,blue,blue,0
advogados,DAYANA RIBEIRO DA SILVA,orange,orange,0
advogados,Karissa Mirelle Terêncio Costa,red,red,0
advogados,Luiz Fellipe Padilha de França,blue,blue,0
advogados,Marcelo Luiz Ávila de Bessa,orange,orange,0
advogados,Adrielly de Lima,green,green,0
advogados,Ivan Barbosa Teixeira,orange,orange,0
advogados,Renato Gabriel de Oliveira,default,default,0
advogados,Bruno Alves Pereira de Mascarenhas Braga,red,red,0
advogados,Bruno Ayres de Andrade Rocha,orange,orange,0
advogados,Ricardo Alexander Eduardo Cavalcante,green,green,0
advogados,Paulo Anderson Miranda,pink,pink,0
advogados,Alberto Luis Mendonca Rollo,brown,brown,0
advogados,Joao Bruno Basseto de Castro,purple,purple,0
advogados,Giovanna Faciola Brandão de Souza Lima,orange,orange,0
advogados,Thiago Rocha Domingues,default,default,0
advogados,João Luís Brasil Batista Rolim de Castro,brown,brown,0
advogados,LEONARDO FELIPE MARQUES DE SOUZA,blue,blue,0
advogados,ANA CAROLINA ARAUJO BRITO,pink,pink,0
advogados,MILENE SALDANHA GOMES MARTINO,purple,purple,0
advogados,Antônio Germano Marques do Nascimento,orange,orange,0
advogados,Liliane Borges de Souza,gray,gray,0
advogados,Sophia Noeme Souza de Oliveira,purple,purple,0
advogados,Dionever Pacheco Pereira,pink,pink,0
advogados,Rafaela Priscila Borges Jara,brown,brown,0
advogados,José Severo de Souza Júnior,orange,orange,0
advogados,CLAUDIO GONCALVES MORAES,yellow,yellow,0
advogados,JHADI MORAES LUCAS,blue,blue,0
advogados,ROBERTO LAURIA,pink,pink,0
advogados,JOAO RICARDO SANTOS TRABUCO,default,default,0
advogados,ANDREA NAYANE GUANAIS AGUIAR GONDIM,pink,pink,0
advogados,DELIO SANTANA ALVES,brown,brown,0
advogados,EDER ADRIANO NEVES DAVID,orange,orange,0
advogados,EDER ADR,default,default,0
advogados,Joseane Gois Santos,blue,blue,0
advogados,Ciro Bezerra Rebouças Junior,red,red,0
advogados,Salisia Menezes Peixoto,gray,gray,0
advogados,Igor de Souza Santos,red,red,0
advogados,Anne Cristine Silva Cabral,blue,blue,0
advogados,NARACY DE ARAUJO GOMES,gray,gray,0
advogados,MANOELLA MOREIRA LIMA DE SENA,purple,purple,0
advogados,RAONI DOS SANTOS,purple,purple,0
advogados,NATHALIA DE OLIVEIRA RAMALHO MATOS,orange,orange,0
advogados,LEONARDO DE NOVOA CHAVES,green,green,0
advogados,FERNANDA NAZARE TOUTENGE SALES SANTOS,pink,pink,0
advogados,ALISSON CECIM DA SILVA,default,default,0
advogados,André Luiz Santos da Silva,default,default,0
advogados,JANDERSON DE SOUSA SILVA,gray,gray,0
advogados,Marcelo Nunes de Sousa Leal,pink,pink,0
advogados,Raimundo de Araújo Silva Júnior,gray,gray,0
advogados,Lucas Albano Ribeiro dos Santos,gray,gray,0
advogados,Ogier Alberge Buchi,orange,orange,0
advogados,Fabrício de Mello Marsango,default,default,0
advogados,Carolina Puglia Freo,green,green,0
advogados,THIAGO FRAGOSO QUEIROZ,default,default,0
advogados,Matheus Nogueira Pereira Lima,blue,blue,0
advogados,Nilton Velho,red,red,0
advogados,Marcos Cesar Minuci de Sousa,green,green,0
advogados,CANDIDA GABRIELLE SOUSA CALACA,gray,gray,0
advogados,MAIKON CAVALCANTE CHAVES,purple,purple,0
advogados,TALVANE ROBSON MOTA DE MOURA,blue,blue,0
advogados,THAIS DE ANDRADE LIMA SANTANA,brown,brown,0
advogados,MARIANGELA FIALEK,pink,pink,0
advogados,Renato Oliveira Ramos,pink,pink,0
advogados,TIAGO CALHEIRO GOMES,default,default,0
advogados,THIAGO DE SOUZA DA FONSECA,orange,orange,0
advogados,ANDRE DE MELO FERREIRA,green,green,0
advogados,Thais Fernanda Mariano de Paiva,red,red,0
advogados,Amanda Coelho Santos,purple,purple,0
advogados,JOAO OTAVIO DE OLIVEIRA MACEDO JUNIOR,green,green,0
advogados,Tainara Prado Laber,orange,orange,0
advogados,Débora Fonseca,green,green,0
advogados,Tâmara Santana Silva Timbira Dias dos Santos,orange,orange,0
advogados,Leandro Rocha Duarte da Fonseca,yellow,yellow,0
advogados,Gabriel Victor Oliveira Fialho,orange,orange,0
advogados,André Luis Chaves Pereira Bomfim,green,green,0
advogados,GUILHERME RODRIGUES CARVALHO BARCELOS,brown,brown,0
advogados,ANDERSON DE OLIVEIRA ALARCON,purple,purple,0
advogados,GLEYSON CARDOSO FIDELIS RAMOS,brown,brown,0
advogados,ALEXANDRE CAMARGO,brown,brown,0
advogados,ZOIL BATISTA DE MAGALHAES NETO,red,red,0
advogados,CRISTIANE SILVA PAVIN,pink,pink,0
advogados,FABIO RICHARD DE LIMA RIBEIRO,blue,blue,0
advogados,NAYARA GOMES NOGUEIRA,yellow,yellow,0
advogados,ALEXANDRE CAMARGO FILHO,gray,gray,0
advogados,ERIVELTON KLOOS,orange,orange,0
advogados,JULIANO VIEIRA DA COSTA,purple,purple,0
advogados,MARITANIA LUCIA DALLAGNOL,pink,pink,0
advogados,Mateus Navarro Barbosa Alle,green,green,0
advogados,Viviane Ruffeil Teixeira Pereira,brown,brown,0
advogados,Sócrates José Niclevisk,orange,orange,0
advogados,Walmir dos Reis Ferreira Neto,brown,brown,0
advogados,Luiz Felipe de Aragão Passos,gray,gray,0
advogados,Maritânia Lúcia Dallagnol,green,green,0
advogados,Onilton Sérgio Mattedi,yellow,yellow,0
advogados,Victor Luciano Pierre de Farias,orange,orange,0
advogados,Ana Cláudia Silva Guimarães Jerônimo,purple,purple,0
advogados,Juvenal Klayber Coelho,orange,orange,0
advogados,Joecy Gomes de Souza,green,green,0
advogados,Waldir Franco Felix Júnior,default,default,0
advogados,Igor de Castro Beserra,pink,pink,0
advogados,JESSICA COLARES DA SILVA,orange,orange,0
advogados,NADSON RODRIGO DOS SANTOS COLARES,purple,purple,0
advogados,KAMILA MAIA NOGUEIRA FERNANDES,blue,blue,0
advogados,Gustavo Gonçalves Mendes,brown,brown,0
advogados,Leonardo Coelho do Amaral,gray,gray,0
advogados,Júlio Firmino da Rocha Filho,gray,gray,0
advogados,Otávio Januário da Silva,orange,orange,0
advogados,Larissa Favareto dos Santos,green,green,0
advogados,Beatriz Soares Tavares,purple,purple,0
advogados,Henrique Lourenço do Nascimento,default,default,0
advogados,HELIO JOSE LEAL LIMA,gray,gray,0
advogados,CAROLINE YURI KUBONIWA RODRIGUES,red,red,0
advogados,MAURICIO OLIVEIRA CAMPOS,pink,pink,0
advogados,INGRIDY MAURICIO SANTANA,blue,blue,0
advogados,ANDRE REQUIAO MOURA,blue,blue,0
advogados,Cássio Felipe Goes Pacheco,blue,blue,0
advogados,José Wilson de Melo,pink,pink,0
advogados,Clívia Bararuá Solano,purple,purple,0
advogados,Yuri Martins Calixto Alberto,green,green,0
advogados,Clara Rachel Feitosa Petrola,green,green,0
advogados,Obadia Azulay,green,green,0
advogados,Alberto Luís Mendonça Rollo,blue,blue,0
advogados,Jonilson Correa Santos,gray,gray,0
advogados,Leticia Aparecida do Couto,default,default,0
advogados,Cássio Felipe Goês Pacheco,green,green,0
advogados,DANIELLA RONCONI,gray,gray,0
advogados,CARLOS FABIO ISMAEL DOS SANTOS LIMA,pink,pink,0
advogados,RAFAEL SEDRIM PARENTE DE MIRANDA TAVARES,green,green,0
advogados,JOSE MARCONI GONCALVES DE CARVALHO JUNIOR,brown,brown,0
advogados,CHARLES LEANDRO OLIVEIRA NOIOLA,orange,orange,0
advogados,WALBER DE MOURA AGRA,blue,blue,0
advogados,WALTER DE AGRA JUNIOR,orange,orange,0
advogados,RODRIGO DE BITTENCOURT MUDROVITSCH,yellow,yellow,0
advogados,FELIPE BOTELHO SILVA MAUAD,purple,purple,0
advogados,PEDRO ABAURRE DE VASCONCELLOS,red,red,0
advogados,ARTHUR MONTEIRO LINS FIALHO,orange,orange,0
advogados,SOLON HENRIQUES DE SA E BENEVIDES,blue,blue,0
advogados,DELOSMAR DOMINGOS DE MENDONCA JUNIOR,red,red,0
advogados,LUCAS MENEZES DE MENDONCA,purple,purple,0
advogados,FRANCISCO ASSIS FIDELIS DE OLIVEIRA FILHO,yellow,yellow,0
advogados,RODRIGO NOBREGA FARIAS,orange,orange,0
advogados,HARRISON ALEXANDRE TARGINO - PB54,pink,pink,0
advogados,VITOR JOSE BORGHI,default,default,0
advogados,GILBERTO ALEXANDRE DE ABREU KALIL,yellow,yellow,0
advogados,PAULA ANGELA VALERIO DE OLIVEIRA,gray,gray,0
advogados,JOAO PAULO DE SOUZA BARBOZA,red,red,0
advogados,ALEXANDRE MENDES AMOEDO FERREIRA,red,red,0
advogados,LUAN PESSOA SILVA,purple,purple,0
advogados,CAMILA MEDEIROS COELHO,purple,purple,0
advogados,FRANCISCO CHARLES CUNHA GARCIA JUNIOR,brown,brown,0
advogados,FERNANDO HENRIQUE OLIVEIRA DE ALMEIDA,gray,gray,0
advogados,ANTONIO LUCIO DE OLIVEIRA MAIA,gray,gray,0
advogados,Thiago Benato,purple,purple,0
advogados,Vinicius Buligon,default,default,0
advogados,Renaldo Rodrigues Júnior,purple,purple,0
advogados,FRANCINE CRISTINE VANES,green,green,0
advogados,DIEGO CAETANO DA SILVA CAMPOS,pink,pink,0
advogados,GRAZIELLE GRUDZIEN,purple,purple,0
advogados,DANIELE MARANGONE,orange,orange,0
advogados,Gabriel de Oliveira Carvalho,brown,brown,0
advogados,Vanessa Moreira Vargas,blue,blue,0
advogados,Vera Lúcia da Motta,purple,purple,0
advogados,Arthur Macedo Borges dos Santos,purple,purple,0
advogados,Caio Fernandes Gioia Enne Aded,purple,purple,0
advogados,Geissiane Thalita Marques Aguiar,orange,orange,0
advogados,Dinoel Antônio Avancini da Silva,green,green,0
advogados,Wederson Advíncula Siqueira,pink,pink,0
advogados,JOAO BATISTA ALVES PEREIRA - BA45340 Repre,purple,purple,0
advogados,FRANCISCO DIEGO FERNANDES BEZERRA,gray,gray,0
advogados,PEDRO TEIXEIRA CAVALCANTE NETO,default,default,0
advogados,PAULO CEZAR NOBRE MACHADO FILHO,yellow,yellow,0
advogados,MARCIO CAVALCANTE ARAUJO,orange,orange,0
advogados,Lucas Danillo Fontes dos Santos,brown,brown,0
advogados,Sávio Feitosa Siebra,orange,orange,0
advogados,José Amando Sales Mascarenhas Júnior,orange,orange,0
advogados,MARCELLA AYRES ALFONSO CAVALCANTE,brown,brown,0
advogados,JANDER ARAUJO RODRIGUES,blue,blue,0
advogados,Manoel José Mendes Filho,blue,blue,0
advogados,Lucas Pedrosa de Lima Nogueira Correa André Marques,brown,brown,0
advogados,Nadine Maira de Sousa,gray,gray,0
advogados,MAURO ANTONIO PREZOTTO,green,green,0
advogados,DOUGLAS NASCIMENTO SILVA,brown,brown,0
advogados,FABIANO ZOLDAN,default,default,0
advogados,JORGE SIMOES LAUTERT,green,green,0
advogados,RODRIGO SILVA MELLO SAMPAIO,yellow,yellow,0
advogados,HORACIO GUILHERME DOS SANTOS,yellow,yellow,0
advogados,Everson Alves dos Santos,orange,orange,0
advogados,Joel de Matos Pereira,brown,brown,0
advogados,Davi Leonard Barbieri,default,default,0
advogados,Roberto Correa da Silva Bleser,pink,pink,0
advogados,FABIO LOBATO GARCIA,red,red,0
advogados,José Augusto do Nascimento,red,red,0
advogados,Carlos Lourenço Mitsuoshi Daltro Hayashida,purple,purple,0
advogados,Felipe Costa Fernando,yellow,yellow,0
advogados,JAQUELINE AMANDA DA SILVA MAIA,gray,gray,0
advogados,GUILHERME DE SALLES GONCALVES,gray,gray,0
advogados,MARIA VITORIA BITTAR DAHER DA COSTA FERREIRA,default,default,0
advogados,LUISA SAPIECINSKI GUEDES,blue,blue,0
advogados,ISABELA VIEIRA LEON,gray,gray,0
advogados,CARLOS AUGUSTO LEITAO DE OLIVEIRA,pink,pink,0
advogados,WELINGTON EDUARDO LUDKE,default,default,0
advogados,Erendirah Máxima de Balbino e Trindade,red,red,0
advogados,GUSTAVO BARROS DE ALMEIDA,pink,pink,0
advogados,JOSE BATISTA DA SILVA JUNIOR,red,red,0
advogados,ANDERSON BRUNO DA SILVA OLIVEIRA,green,green,0
advogados,ISIS VASCONCELOS MORAIS GOMES,gray,gray,0
advogados,Damião Soares Tenório,orange,orange,0
advogados,Matheus Bolis Fatin,gray,gray,0
advogados,Tulio Marcelo Denig Bandeira,yellow,yellow,0
advogados,Márcio Antônio de Souza,brown,brown,0
advogados,GINA MORAES DE ALMEIDA,purple,purple,0
advogados,Delmiro Dantas Campos Neto,brown,brown,0
advogados,Jéssica Marques Menezes Jardim,pink,pink,0
advogados,Marlon Charles Bertol,pink,pink,0
advogados,Larissa Bandeira,yellow,yellow,0
advogados,Francisco Edison Vasconcelos Junior,pink,pink,0
advogados,Haroldo Cavalcante Coelho,yellow,yellow,0
advogados,Flavia Daiana Lima da Costa,gray,gray,0
advogados,FERNANDA TORRES DE LIMA,orange,orange,0
advogados,Rubens Marcelo Pereira da Silva,gray,gray,0
advogados,Kleber Rogério Furtado Coelho,red,red,0
advogados,ESLANY ALVES GONCALVES - TO10.718,brown,brown,0
advogados,UBIRATAN DA SILVA GUEDES,orange,orange,0
advogados,FRANCISCO MONTEIRO DA SILVA VIANA,default,default,0
advogados,ADRIANO FERREIRA GOMES SILVA,purple,purple,0
advogados,Rafael Diogo Lemos,pink,pink,0
advogados,Amanda Ferreira Rocha,red,red,0
advogados,Flávio Cheim Jorge,gray,gray,0
advogados,Brenno Marcus Guizzo,yellow,yellow,0
advogados,FLAVIA YONARA ANDREOLA DA SILVA,brown,brown,0
advogados,MARCOS DANRLEY DA SILVA LIMA,brown,brown,0
advogados,Ivan Martins Pinheiro,default,default,0
advogados,KAUAN GABRIEL VIEIRA TEIXEIRA,red,red,0
advogados,WILSON SOARES DE SOUZA,purple,purple,0
advogados,MARCELO KAZUSHI BRUGIN MATSUBARA,red,red,0
advogados,GUSTAVO PEREIRA COELHO MARTINS,yellow,yellow,0
advogados,RAMON MIGUEL PEREIRA SOBREIRO,brown,brown,0
advogados,PAULO MANUEL DE SOUSA BAPTISTA VALERIO,yellow,yellow,0
advogados,EDISON BUENO,brown,brown,0
advogados,LUCIANA NASCIMENTO DE OLIVEIRA,brown,brown,0
advogados,PAULO MANUEL DE SOUSA BAPTISTA V,red,red,0
advogados,Ângelo Longo Ferraro,gray,gray,0
advogados,Tarcísio Vieira de Carvalho Neto,gray,gray,0
advogados,Karina de Paula Kufa,pink,pink,0
advogados,Alberto Pavie Ribeiro,pink,pink,0
advogados,Flávia Cardoso Campos Guth,gray,gray,0
advogados,Thiago Rodrigues de Faria,purple,purple,0
advogados,Rodrigo Teixeira Teles,brown,brown,0
advogados,RICARDO FORTUNATO DE OLIVEIRA,brown,brown,0
advogados,Daniel Monteiro da Silva,blue,blue,0
advogados,Victor Álvaro Dias de Araújo,red,red,0
advogados,JOSE VALERIANO DE SOUZA FONTOURA,orange,orange,0
advogados,OSCAR HENRIQUE PERES DE SOUZA KRUGER,gray,gray,0
advogados,JOAO ARNAR RIBEIRO,red,red,0
advogados,LEONARDO ALCANTARA RIBEIRO,default,default,0
advogados,NELI BERNARDO DE SOUZA,gray,gray,0
advogados,ANTONY DOUGLAS DA SILVA MARTINES,pink,pink,0
advogados,CRISTINA CONCEICAO OLIVEIRA MOTA,yellow,yellow,0
nomeMunicipio,GUARULHOS,pink,pink,0
nomeMunicipio,VICÊNCIA,brown,brown,0
nomeMunicipio,SANTA CRUZ DE MINAS,green,green,0
nomeMunicipio,BRASÍLIA,default,default,0
nomeMunicipio,ORIXIMINÁ,purple,purple,0
nomeMunicipio,SÃO PAULO,orange,orange,0
nomeMunicipio,ARENÁPOLIS,gray,gray,0
nomeMunicipio,CUIABÁ,yellow,yellow,0
nomeMunicipio,MACAPÁ,red,red,0
nomeMunicipio,BARUERI,blue,blue,0
nomeMunicipio,GAROPABA,yellow,yellow,0
nomeMunicipio,CURITIBA,orange,orange,0
nomeMunicipio,OIAPOQUE,purple,purple,0
nomeMunicipio,JAURU,default,default,0
nomeMunicipio,SENADOR SÁ,yellow,yellow,0
nomeMunicipio,CAXIAS,gray,gray,0
nomeMunicipio,UARINI,yellow,yellow,0
nomeMunicipio,MACEIÓ,yellow,yellow,0
nomeMunicipio,NOVA AURORA,default,default,0
nomeMunicipio,SÃO DOMINGOS,orange,orange,0
nomeMunicipio,MANAÍRA,green,green,0
nomeMunicipio,SÃO JOSÉ DOS RAMOS,blue,blue,0
nomeMunicipio,CAMBUÍ,blue,blue,0
nomeMunicipio,COXIM,red,red,0
nomeMunicipio,PALMAS,green,green,0
nomeMunicipio,BARRA MANSA,default,default,0
nomeMunicipio,MAUÁ,red,red,0
nomeMunicipio,MONTE ALEGRE DE SERGIPE,gray,gray,0
nomeMunicipio,FEIRA DE SANTANA,yellow,yellow,0
nomeMunicipio,VOTORANTIM,purple,purple,0
nomeMunicipio,VILHENA,gray,gray,0
nomeMunicipio,SÃO LUÍS,green,green,0
nomeMunicipio,PARAUAPEBAS,yellow,yellow,0
nomeMunicipio,PORTO RICO,red,red,0
nomeMunicipio,MANAUS,brown,brown,0
nomeMunicipio,BELÉM,blue,blue,0
nomeMunicipio,BANDEIRANTES,pink,pink,0
nomeMunicipio,ITANAGRA,red,red,0
nomeMunicipio,SERRA PRETA,gray,gray,0
nomeMunicipio,LAGARTO,pink,pink,0
nomeMunicipio,FORTALEZA,gray,gray,0
nomeMunicipio,PORTO SEGURO,purple,purple,0
nomeMunicipio,HIDROLÂNDIA,pink,pink,0
nomeMunicipio,UNIFLOR,gray,gray,0
nomeMunicipio,MARTINS SOARES,brown,brown,0
nomeMunicipio,GUAMARÉ,gray,gray,0
nomeMunicipio,BENTO FERNANDES,gray,gray,0
nomeMunicipio,TEÓFILO OTONI,blue,blue,0
nomeMunicipio,FORMOSA,orange,orange,0
nomeMunicipio,PAULISTANA,purple,purple,0
nomeMunicipio,SOUSA,gray,gray,0
nomeMunicipio,TAIPU,brown,brown,0
nomeMunicipio,BELO HORIZONTE,gray,gray,0
nomeMunicipio,CAMBARÁ DO SUL,pink,pink,0
nomeMunicipio,POSSE,green,green,0
nomeMunicipio,BARBALHA,purple,purple,0
nomeMunicipio,MEDEIROS NETO,yellow,yellow,0
nomeMunicipio,CRIXÁS,orange,orange,0
nomeMunicipio,MURICI,purple,purple,0
nomeMunicipio,VÁRZEA DO POÇO,brown,brown,0
nomeMunicipio,ANANINDEUA,brown,brown,0
nomeMunicipio,RESERVA DO CABAÇAL,blue,blue,0
nomeMunicipio,AÇAILÂNDIA,default,default,0
nomeMunicipio,SANTA LUZIA DO ITANHY,green,green,0
nomeMunicipio,PEDRO VELHO,pink,pink,0
nomeMunicipio,PARAGOMINAS,red,red,0
nomeMunicipio,REBOUAS,orange,orange,0
nomeMunicipio,TRAIRI,pink,pink,0
nomeMunicipio,ATALAIA,blue,blue,0
nomeMunicipio,JOAQUIM GOMES,gray,gray,0
nomeMunicipio,ANGRA DOS REIS,default,default,0
nomeMunicipio,BURITICUPU,blue,blue,0
nomeMunicipio,BREVES,pink,pink,0
nomeMunicipio,TUCURUÍ,purple,purple,0
nomeMunicipio,POCINHOS,default,default,0
nomeMunicipio,CAPELA,red,red,0
nomeMunicipio,TAUÁ,purple,purple,0
nomeMunicipio,CORGUINHO,red,red,0
nomeMunicipio,SANTO ANTÔNIO DO LESTE,brown,brown,0
nomeMunicipio,INHAMBUPE,green,green,0
nomeMunicipio,IBERTIOGA,green,green,0
nomeMunicipio,RIO BANANAL,purple,purple,0
nomeMunicipio,EIRUNEPÉ,default,default,0
nomeMunicipio,RECIFE,green,green,0
nomeMunicipio,JUIZ DE FORA,blue,blue,0
nomeMunicipio,OSVALDO CRUZ,green,green,0
nomeMunicipio,BUÍQUE,yellow,yellow,0
nomeMunicipio,FONTE BOA,pink,pink,0
nomeMunicipio,CACHOEIRO DE ITAPEMIRIM,purple,purple,0
nomeMunicipio,VITÓRIA,brown,brown,0
nomeMunicipio,CARMÓPOLIS,brown,brown,0
nomeMunicipio,RIO DE JANEIRO,red,red,0
nomeMunicipio,NOVO GAMA,red,red,0
nomeMunicipio,CONCEIÇÃO DA FEIRA,brown,brown,0
nomeMunicipio,PRAIA GRANDE,brown,brown,0
nomeMunicipio,SERTÂNIA,gray,gray,0
nomeMunicipio,SEVERÍNIA,pink,pink,0
nomeMunicipio,FLORIANÓPOLIS,brown,brown,0
nomeMunicipio,LEOPOLDO DE BULHÕES,default,default,0
nomeMunicipio,AFUÁ,pink,pink,0
nomeMunicipio,CONCÓRDIA DO PARÁ,green,green,0
nomeMunicipio,NORTELÂNDIA,purple,purple,0
nomeMunicipio,BARRA D'ALCÂNTARA,brown,brown,0
nomeMunicipio,TARAUACÁ,red,red,0
nomeMunicipio,ÁGUA DOCE DO NORTE,purple,purple,0
nomeMunicipio,TERESINA,pink,pink,0
nomeMunicipio,PIRAÍ DO NORTE,gray,gray,0
nomeMunicipio,TIANGUÁ,red,red,0
nomeMunicipio,PEREIRO,blue,blue,0
nomeMunicipio,CAETANOS,green,green,0
nomeMunicipio,SÃO GABRIEL DA PALHA,yellow,yellow,0
nomeMunicipio,VIAMÃO,blue,blue,0
nomeMunicipio,BONFIM,red,red,0
nomeMunicipio,BOM JARDIM DE GOIÁS,brown,brown,0
nomeMunicipio,SALVADOR,green,green,0
nomeMunicipio,PRIMAVERA DO LESTE,purple,purple,0
nomeMunicipio,NOVA BRASILÂNDIA,yellow,yellow,0
nomeMunicipio,OEIRAS DO PARÁ,default,default,0
nomeMunicipio,MIRANORTE,brown,brown,0
nomeMunicipio,UNIÃO DOS PALMARES,red,red,0
nomeMunicipio,GUATAPARÁ,purple,purple,0
nomeMunicipio,NOVA FRIBURGO,purple,purple,0
nomeMunicipio,IRAQUARA,red,red,0
nomeMunicipio,PACATUBA,brown,brown,0
nomeMunicipio,CANTO DO BURITI,yellow,yellow,0
nomeMunicipio,NOVO JARDIM,purple,purple,0
nomeMunicipio,CONCEIÇÃO DO ARAGUAIA,yellow,yellow,0
nomeMunicipio,SANTANA DO ACARAÚ,red,red,0
nomeMunicipio,SERRA TALHADA,gray,gray,0
nomeMunicipio,TACIMA,pink,pink,0
nomeMunicipio,RIO DOS BOIS,brown,brown,0
nomeMunicipio,SÃO BERNARDO DO CAMPO,yellow,yellow,0
nomeMunicipio,LUZIÂNIA,blue,blue,0
nomeMunicipio,IPU,yellow,yellow,0
nomeMunicipio,JOÃO COSTA,default,default,0
nomeMunicipio,RIO DAS OSTRAS,default,default,0
nomeMunicipio,MARECHAL DEODORO,blue,blue,0
nomeMunicipio,BREJO ALEGRE,green,green,0
nomeMunicipio,JOÃO PESSOA,blue,blue,0
nomeMunicipio,CARMO DO RIO CLARO,default,default,0
nomeMunicipio,CRISTINÁPOLIS,yellow,yellow,0
nomeMunicipio,PRAINHA,orange,orange,0
nomeMunicipio,TRÊS LAGOAS,purple,purple,0
nomeMunicipio,MANTENA,pink,pink,0
nomeMunicipio,PARANAÍBA,brown,brown,0
nomeMunicipio,PRIMAVERA,brown,brown,0
nomeMunicipio,MORROS,default,default,0
nomeMunicipio,RERIUTABA,pink,pink,0
nomeMunicipio,NOVO ORIENTE DO PIAUÍ,default,default,0
nomeMunicipio,VITÓRIA DA CONQUISTA,purple,purple,0
nomeMunicipio,OURINHOS,pink,pink,0
nomeMunicipio,PARNAÍBA,brown,brown,0
nomeMunicipio,JACAREÍ,brown,brown,0
nomeMunicipio,AVARÉ,green,green,0
nomeMunicipio,TEJUÇUOCA,blue,blue,0
nomeMunicipio,CURIMATÁ,gray,gray,0
nomeMunicipio,BARBOSA,green,green,0
nomeMunicipio,MONTE APRAZÍVEL,blue,blue,0
nomeMunicipio,FAGUNDES,orange,orange,0
nomeMunicipio,PONTA GROSSA,red,red,0
nomeMunicipio,SALINAS DA MARGARIDA,yellow,yellow,0
nomeMunicipio,BOM JESUS DO ITABAPOANA,green,green,0
nomeMunicipio,BIRITINGA,pink,pink,0
nomeMunicipio,SÃO JOÃO DA BOA VISTA,blue,blue,0
nomeMunicipio,GRAVATÁ,gray,gray,0
nomeMunicipio,RIO CRESPO,red,red,0
nomeMunicipio,VÁRZEA GRANDE,brown,brown,0
nomeMunicipio,ELDORADO,yellow,yellow,0
nomeMunicipio,GOIÂNIA,blue,blue,0
nomeMunicipio,CABO DE SANTO AGOSTINHO,green,green,0
nomeMunicipio,NERÓPOLIS,pink,pink,0
nomeMunicipio,PITIMBU,blue,blue,0
nomeMunicipio,JAGUARAÇU,green,green,0
nomeMunicipio,EUNÁPOLIS,orange,orange,0
nomeMunicipio,RIO BRANCO DO SUL,yellow,yellow,0
nomeMunicipio,PARANAGUÁ,brown,brown,0
nomeMunicipio,SOBRAL,brown,brown,0
nomeMunicipio,ALTA FLORESTA,default,default,0
nomeMunicipio,ABAETETUBA,default,default,0
nomeMunicipio,MARAGOGIPE,yellow,yellow,0
nomeMunicipio,TRACUATEUA,pink,pink,0
nomeMunicipio,GLÓRIA DO GOITÁ,orange,orange,0
nomeMunicipio,ITAGIBÁ,purple,purple,0
nomeMunicipio,RUSSAS,blue,blue,0
nomeMunicipio,MELGAÇO,purple,purple,0
nomeMunicipio,PORTO VELHO,red,red,0
nomeMunicipio,GOVERNADOR NEWTON BELLO,blue,blue,0
