origem,destino,sha1_esperado,status
BEs 1936\JULHO\14\100024\00000006.pdf,D:\TSJE_ATAS\1936\1936-07-14 - BE [100024].pdf,130504e9b500c0e2295ea2572258394fc425637e,ok
BEs 1936\JULHO\16\100025\00000007.pdf,D:\TSJE_ATAS\1936\1936-07-16 - BE [100025].pdf,b04b2921f3164ebd097b664ae9a766ce2a6c1e2f,ok
BEs 1936\JULHO\18\100120\00000008.pdf,D:\TSJE_ATAS\1936\1936-07-18 - BE n084 [100120].pdf,c7c6b676086b306f216ebaa72f6c8c7f90f10e32,ok
BEs 1936\JULHO\21\100121\00000009.pdf,D:\TSJE_ATAS\1936\1936-07-21 - BE [100121].pdf,7479176233de12559b82e7cbc234d36eb7468b81,ok
BEs 1936\JULHO\23\100122\00000010.pdf,D:\TSJE_ATAS\1936\1936-07-23 - BE [100122].pdf,122aae2990a2bfadc2125aadb9405dba789173c4,ok
BEs 1936\JULHO\25\100123\00000011.pdf,D:\TSJE_ATAS\1936\1936-07-25 - BE [100123].pdf,8c6a0a0a76d9ae4819f22aa4803fe5a2f7adc7a1,ok
BEs 1936\JULHO\28\100124\00000012.pdf,D:\TSJE_ATAS\1936\1936-07-28 - BE [100124].pdf,7897797d593273eadb828ae763b8cf74940aabd7,ok
BEs 1936\JULHO\30\100126\00000014.pdf,D:\TSJE_ATAS\1936\1936-07-30 - BE [100126].pdf,b3efdcddb79f4ceca70113ae999432fa4cb37616,ok
BEs 1936\AGOSTO\01\100127\00000015.pdf,D:\TSJE_ATAS\1936\1936-08-01 - BE [100127].pdf,3f5f7856a209b73a3b13c18a38fd65a7b30dca98,ok
BEs 1936\AGOSTO\04\100128\00000016.pdf,D:\TSJE_ATAS\1936\1936-08-04 - BE n091 [100128].pdf,0c72073b926eaf5f97ccc8542a027072246a785e,ok
BEs 1936\AGOSTO\06\100129\00000017.pdf,D:\TSJE_ATAS\1936\1936-08-06 - BE n115 [100129].pdf,5945ddff69b5c86d46673ea56cd59c569f9fec3f,ok
BEs 1936\AGOSTO\08\100136\00000018.pdf,D:\TSJE_ATAS\1936\1936-08-08 - BE [100136].pdf,c6de8255d1211894c2aec3a1de2812e0a1852c65,ok
BEs 1936\AGOSTO\11\100137\00000019.pdf,D:\TSJE_ATAS\1936\1936-08-11 - BE [100137].pdf,647eca79798cae6a171a2d763f093f7aa20a7225,ok
BEs 1936\AGOSTO\13\100138\00000020.pdf,D:\TSJE_ATAS\1936\1936-08-13 - BE [100138].pdf,abb635f855e3f3a6331b2375c51ae2b823dc4a4a,ok
BEs 1936\AGOSTO\20\100141\00000023.pdf,D:\TSJE_ATAS\1936\1936-08-20 - BE [100141].pdf,f394c3ed1fe99131b4bbb12674960ba33e912fb4,ok
BEs 1936\AGOSTO\22\100142\00000024.pdf,D:\TSJE_ATAS\1936\1936-08-22 - BE [100142].pdf,58727e1a8772ab8e3ad497595e5aeadf48822ca7,ok
BEs 1936\SETEMBRO\1936_boletim_eleitoral_a5_n108.pdf,D:\TSJE_ATAS\1936\1936-08-24 - BE n108 [59a09b95].pdf,59a09b952eba137dc174baa51472f15b756b4e83,ok
BEs 1936\AGOSTO\25\100143\00000025.pdf,D:\TSJE_ATAS\1936\1936-08-25 - BE [100143].pdf,94dcd8362c88e0815e25e126397572dab79950d4,ok
BEs 1936\SETEMBRO\1936_boletim_eleitoral_a5_n111.pdf,D:\TSJE_ATAS\1936\1936-08-26 - BE n111 [7c779739].pdf,7c779739eaeb919913b2d161f0e81b86af81399d,ok
BEs 1936\AGOSTO\27\100144\00000026.pdf,D:\TSJE_ATAS\1936\1936-08-27 - BE n101 [100144].pdf,c55a8c1e3f0390bfd4d4a64342aad39394fbfaef,ok
BEs 1936\AGOSTO\29\100145\00000027.pdf,D:\TSJE_ATAS\1936\1936-08-29 - BE [100145].pdf,bed7c6be4e84b59b23c8d1fb33ec811e30b6e8ba,ok
BEs 1936\SETEMBRO\03\100147\00000029.pdf,D:\TSJE_ATAS\1936\1936-09-03 - BE [100147].pdf,fd39d0f695458b7669a01f4bd8163955cb08a018,ok
BEs 1936\SETEMBRO\1936_boletim_eleitoral_a5_n110.pdf,D:\TSJE_ATAS\1936\1936-09-17 - BE n110 [33e3b51e].pdf,33e3b51e3a82a8c475cc7b231aac542ebb0d0dd7,ok
BEs 1936\SETEMBRO\22\100155\00000037.pdf,D:\TSJE_ATAS\1936\1936-09-22 - BE [100155].pdf,6f6b0a3fced06fc3b48e88bb4f79511dcb2fda51,ok
BEs 1936\SETEMBRO\24\100156\00000038.pdf,D:\TSJE_ATAS\1936\1936-09-24 - BE [100156].pdf,e0a41a70e25a98fb1b6adc758452285f025e1de6,ok
BEs 1936\SETEMBRO\26\100157\00000039.pdf,D:\TSJE_ATAS\1936\1936-09-26 - BE [100157].pdf,383f2b67b29e10a453883535e2a51e72b168e036,ok
BEs 1936\SETEMBRO\29\100158\00000040.pdf,D:\TSJE_ATAS\1936\1936-09-29 - BE n115 [100158].pdf,3374eaf2389305a68fc37a24fc57190f2922e1fe,ok
BEs 1936\OUTUBRO\08\100033\00000004.pdf,D:\TSJE_ATAS\1936\1936-10-08 - BE [100033].pdf,fb815da62fa2a6629f8db5cbcfbcef4af954be55,ok
BEs 1936\OUTUBRO\15\100037\00000006.pdf,D:\TSJE_ATAS\1936\1936-10-15 - BE [100037].pdf,ed518602cd0455530937933d54b0aafd9695efc9,ok
BEs 1936\OUTUBRO\17\100038\00000007.pdf,D:\TSJE_ATAS\1936\1936-10-17 - BE [100038].pdf,563eab265ee174f7e4fa94ac5cdacadfb7e29579,ok
BEs 1936\OUTUBRO\27\100042\00000011.pdf,D:\TSJE_ATAS\1936\1936-10-27 - BE n126 [100042].pdf,1feba4f4be167ab5efa4bddd6e19748cf37b625e,ok
BEs 1936\OUTUBRO\29\100044\00000012.pdf,D:\TSJE_ATAS\1936\1936-10-29 - BE [100044].pdf,9984f72a60aa14d5f50c63cf6f7290f8122a0b7e,ok
BEs 1936\NOVEMBRO\05\100047\00000014.pdf,D:\TSJE_ATAS\1936\1936-11-05 - BE [100047].pdf,2719cfbe0ade82d0e22cc57265a3052c99be57dc,ok
BEs 1936\NOVEMBRO\07\100048\00000015.pdf,D:\TSJE_ATAS\1936\1936-11-07 - BE [100048].pdf,14181afdd0df4c81c9d04adc4232d5e9790ea18a,ok
BEs 1936\NOVEMBRO\10\100049\00000016.pdf,D:\TSJE_ATAS\1936\1936-11-10 - BE [100049].pdf,53c7eb008052ebdd2d3a3432d12cee56f0833f45,ok
BEs 1936\NOVEMBRO\14\100052\00000018.pdf,D:\TSJE_ATAS\1936\1936-11-14 - BE [100052].pdf,3d817f19a827c472b4ef42ee55824715d1abce08,ok
BEs 1936\NOVEMBRO\17\100053\00000019.pdf,D:\TSJE_ATAS\1936\1936-11-17 - BE [100053].pdf,4f024a04f64c9aa337ec765b2c03bfcfbca6034f,ok
BEs 1936\NOVEMBRO\19\100054\00000020.pdf,D:\TSJE_ATAS\1936\1936-11-19 - BE [100054].pdf,ee4cbce0cb8dc4c253220fce94df30c71a9a2469,ok
BEs 1936\NOVEMBRO\21\100055\00000021.pdf,D:\TSJE_ATAS\1936\1936-11-21 - BE [100055].pdf,318458388e6eca2fd7e74837b0e939ca2dd91607,ok
BEs 1936\NOVEMBRO\24\100056\00000022.pdf,D:\TSJE_ATAS\1936\1936-11-24 - BE [100056].pdf,4156d580609ae3f2ee08b33f71309847ebea2dbe,ok
BEs 1936\NOVEMBRO\26\100057\00000023.pdf,D:\TSJE_ATAS\1936\1936-11-26 - BE [100057].pdf,1ed760fb047450c0edb522114065caef947a2ea6,ok
BEs 1936\NOVEMBRO\28\100058\00000024.pdf,D:\TSJE_ATAS\1936\1936-11-28 - BE [100058].pdf,ab35eb8fd89d911320dff59db8f747fcd4ada641,ok
BEs 1936\DEZEMBRO\01\100059\00000025.pdf,D:\TSJE_ATAS\1936\1936-12-01 - BE [100059].pdf,a7ff0d629626c329f8dd64f534231294b6eaa975,ok
BEs 1936\DEZEMBRO\03\100060\00000026.pdf,D:\TSJE_ATAS\1936\1936-12-03 - BE [100060].pdf,6befaabaa3a907e9809de5f80426483e5b8462da,ok
BEs 1936\DEZEMBRO\08\100063\00000028.pdf,D:\TSJE_ATAS\1936\1936-12-08 - BE [100063].pdf,95a01612cb68ca4b0899a5bf1467e96fb60808ec,ok
BEs 1936\DEZEMBRO\10\100064\00000029.pdf,D:\TSJE_ATAS\1936\1936-12-10 - BE [100064].pdf,6955b19c3d4750754ed699147c4b1561f683ec8d,ok
BEs 1936\DEZEMBRO\12\100065\00000030.pdf,D:\TSJE_ATAS\1936\1936-12-12 - BE [100065].pdf,01c45303ea111c486f6e69f184285e8a9d05b2a3,ok
BEs 1936\DEZEMBRO\15\100066\00000031.pdf,D:\TSJE_ATAS\1936\1936-12-15 - BE [100066].pdf,e59c89abf12a76d23ff7de934e137d4f944014ff,ok
BEs 1936\DEZEMBRO\17\100067\00000032.pdf,D:\TSJE_ATAS\1936\1936-12-17 - BE [100067].pdf,ff67d12a37e466065ac37e614ce8bea5051e0feb,ok
BEs 1936\DEZEMBRO\19\100068\00000033.pdf,D:\TSJE_ATAS\1936\1936-12-19 - BE n148 [100068].pdf,1242c4a45efb067796c7c4827ae439fb2722bb58,ok
BEs 1936\DEZEMBRO\22\100069\00000034.pdf,D:\TSJE_ATAS\1936\1936-12-22 - BE [100069].pdf,0104e7d025f9ae81350819d050dc5daf287aa6d2,ok
BEs 1936\DEZEMBRO\24\100070\00000035.pdf,D:\TSJE_ATAS\1936\1936-12-24 - BE [100070].pdf,f1ff370441a3f7ff60b4a511ba55c86dfd553d0e,ok
BEs 1936\DEZEMBRO\29\100071\00000036.pdf,D:\TSJE_ATAS\1936\1936-12-29 - BE n151 [100071].pdf,aa490c2c559da6e4aacf08dfa34008c7f8e09461,ok
BEs 1936\DEZEMBRO\31\100072\00000037.pdf,D:\TSJE_ATAS\1936\1936-12-31 - BE [100072].pdf,a0a2b67c4503ba77dffd1c56ea325a6a3fa78075,ok
BEs 1936\MAIO\18\100177\00000019.pdf,D:\TSJE_ATAS\1937\1937-05-18 - BE [100177].pdf,2aa8620c5e6d65450bc7c568031c45a7e16abbee,ok
BEs 1937\JANEIRO\05\100076\00000001.pdf,D:\TSJE_ATAS\1937\1937-01-05 - BE [100076].pdf,ab7073a79c213353d2cc0786f1525561c3fd584b,ok
BEs 1937\JANEIRO\07\100078\00000002.pdf,D:\TSJE_ATAS\1937\1937-01-07 - BE [100078].pdf,05d5b2eb57ab017aefce008e4464f71657fdc308,ok
BEs 1937\JANEIRO\09\100079\00000003.pdf,D:\TSJE_ATAS\1937\1937-01-09 - BE [100079].pdf,a65bcb95ba9dda783dea1105a336ddd60bee2ee4,ok
BEs 1937\JANEIRO\12\100081\00000004.pdf,D:\TSJE_ATAS\1937\1937-01-12 - BE [100081].pdf,535938da3b8dc7f5db79b5f91a6d8ec29d94ad9a,ok
BEs 1937\JANEIRO\14\100084\00000005.pdf,D:\TSJE_ATAS\1937\1937-01-14 - BE n005 [100084].pdf,08ab4eb825c270dda7acf6ae7a83c2332a548325,ok
BEs 1937\JANEIRO\16\100086\00000006.pdf,D:\TSJE_ATAS\1937\1937-01-16 - BE [100086].pdf,d69a189c1fd23c09d4245a88449f30227aa7b57d,ok
BEs 1937\JANEIRO\19\100088\00000007.pdf,D:\TSJE_ATAS\1937\1937-01-19 - BE [100088].pdf,905137231cd9655d33ae2028bd78d57af289aa9c,ok
BEs 1937\JANEIRO\26\100094\00000010.pdf,D:\TSJE_ATAS\1937\1937-01-26 - BE [100094].pdf,60cea94411103d9112285bb0d143aae3fbaff6bc,ok
BEs 1937\JANEIRO\28\100096\00000011.pdf,D:\TSJE_ATAS\1937\1937-01-28 - BE [100096].pdf,e1302bea28e12a7e315efb6ff2fd24a22b40332b,ok
BEs 1937\FEVEREIRO\02\100098\00000013.pdf,D:\TSJE_ATAS\1937\1937-02-02 - BE [100098].pdf,a3afd52a12e17b2f195fc6a27653cd45c92ff8eb,ok
BEs 1937\FEVEREIRO\04\100099\00000014.pdf,D:\TSJE_ATAS\1937\1937-02-04 - BE n001 [100099].pdf,932e011b9d89ff8fc93227e0394630c72dabaad7,ok
BEs 1937\FEVEREIRO\13\100101\00000016.pdf,D:\TSJE_ATAS\1937\1937-02-13 - BE [100101].pdf,b4a148c24f64a2b9a8859c41e892ac57d09e4dd8,ok
BEs 1937\FEVEREIRO\16\100100\00000015.pdf,D:\TSJE_ATAS\1937\1937-02-16 - BE [100100].pdf,11437d1129676bb6038b27157e7883f28fd25e46,ok
BEs 1937\FEVEREIRO\16\100102\00000017.pdf,D:\TSJE_ATAS\1937\1937-02-16 - BE n001 [100102].pdf,6d7b466e01ad20aef810f409c4721a66ba902777,ok
BEs 1937\FEVEREIRO\18\100103\00000018.pdf,D:\TSJE_ATAS\1937\1937-02-18 - BE [100103].pdf,b777442ea32fe83eb6142a0e55038be2ed0aeff6,ok
BEs 1937\FEVEREIRO\25\100106\00000021.pdf,D:\TSJE_ATAS\1937\1937-02-25 - BE [100106].pdf,2855acd29bdc98e5a610390083298763a7a80486,ok
BEs 1937\FEVEREIRO\27\100107\00000022.pdf,D:\TSJE_ATAS\1937\1937-02-27 - BE n022 [100107].pdf,5a5465982f14dbc27aa1275853d29d81865ee90e,ok
BEs 1937\MARÇO\02\100108\00000001.pdf,D:\TSJE_ATAS\1937\1937-03-02 - BE n023 [100108].pdf,6bd6da3ec332df722b3a284a2d610148937e9f37,ok
BEs 1937\MARÇO\04\100109\00000002.pdf,D:\TSJE_ATAS\1937\1937-03-04 - BE [100109].pdf,af44ab93dc7218bfdf34aeaefbf32287a714fe0a,ok
BEs 1937\MARÇO\09\100111\00000004.pdf,D:\TSJE_ATAS\1937\1937-03-09 - BE n026 [100111].pdf,d7ceb8f40ff6f080ae504a3e87ef509962adfb54,ok
BEs 1937\MARÇO\11\100112\00000005.pdf,D:\TSJE_ATAS\1937\1937-03-11 - BE n027 [100112].pdf,8e33096b6c85770c89fe7e618eb5f6a0cb425dda,ok
BEs 1937\MARÇO\13\100113\00000006.pdf,D:\TSJE_ATAS\1937\1937-03-13 - BE n001 [100113].pdf,6c3ba790350e0c82d433913cd6355cd22e660e92,ok
BEs 1937\MARÇO\16\100114\00000007.pdf,D:\TSJE_ATAS\1937\1937-03-16 - BE n029 [100114].pdf,45df7c977958d6e0b09f277ff95c812f41be935a,ok
BEs 1937\MARÇO\18\100115\00000008.pdf,D:\TSJE_ATAS\1937\1937-03-18 - BE n030 [100115].pdf,d7a7a75d454ec29ba11390eea72488b6b83bfc68,ok
BEs 1937\MARÇO\23\100117\00000010.pdf,D:\TSJE_ATAS\1937\1937-03-23 - BE n032 [100117].pdf,7b47912ff373e92a29d796a0fddbe2c62687ae32,ok
BEs 1937\MARÇO\25\100118\00000011.pdf,D:\TSJE_ATAS\1937\1937-03-25 - BE n083 [100118].pdf,5572c7a5014776d6fc5069bed5ce220eeb18c16c,ok
BEs 1937\MARÇO\30\100119\00000012.pdf,D:\TSJE_ATAS\1937\1937-03-30 - BE n034 [100119].pdf,b06727db1bad6c6c98e55464521958e429978221,ok
BEs 1937\ABRIL\27\100169\00000011.pdf,D:\TSJE_ATAS\1937\1937-04-27 - BE [100169].pdf,bf10431a127bbc7a15b5d9683a10f9914551f86c,ok
BEs 1937\ABRIL\29\100170\00000012.pdf,D:\TSJE_ATAS\1937\1937-04-29 - BE n004 [100170].pdf,93a7db31d24909fcc57ddd9862e3d6548dd3876f,ok
BEs 1937\MAIO\01\100171\00000013.pdf,D:\TSJE_ATAS\1937\1937-05-01 - BE n047 [100171].pdf,bb1c6d7b5464a820f8591197d0625ec2d76585ab,ok
BEs 1937\MAIO\11\100174\00000016.pdf,D:\TSJE_ATAS\1937\1937-05-11 - BE [100174].pdf,ff15255e4c7a1c91383e2ea58ae459fb8ae00e11,ok
BEs 1937\MAIO\13\100175\00000017.pdf,D:\TSJE_ATAS\1937\1937-05-13 - BE n051 [100175].pdf,672790b4a82472f86428ed28c2ff818a7238cf1f,ok
BEs 1937\MAIO\15\100176\00000018.pdf,D:\TSJE_ATAS\1937\1937-05-15 - BE n052 [100176].pdf,71415fa834b964e6f43674e0519b224d9590fc6c,ok
BEs 1937\MAIO\20\100178\00000020.pdf,D:\TSJE_ATAS\1937\1937-05-20 - BE n054 [100178].pdf,d021f870550fc95a8b4248ac9b3d93148012e76a,ok
BEs 1937\MAIO\22\100179\00000021.pdf,D:\TSJE_ATAS\1937\1937-05-22 - BE n055 [100179].pdf,dab3aed7ea3fdcf68d5a8353d7d4a2846f541734,ok
BEs 1937\MAIO\25\100180\00000022.pdf,D:\TSJE_ATAS\1937\1937-05-25 - BE [100180].pdf,c699331825027932f21392a2778b8deabc1d9b1f,ok
BEs 1937\MAIO\27\100181\00000023.pdf,D:\TSJE_ATAS\1937\1937-05-27 - BE [100181].pdf,2f27827d0d8bd64b11c799162dafd53b30907b59,ok
BEs 1937\MAIO\29\100182\00000024.pdf,D:\TSJE_ATAS\1937\1937-05-29 - BE n058 [100182].pdf,0bfa10daefa2b638f2a85cac9058dad401b01ec1,ok
BEs 1937\JUNHO\03\100184\00000026.pdf,D:\TSJE_ATAS\1937\1937-06-03 - BE n060 [100184].pdf,40ed71ed2234f76c09bed2a1031321b646c63a98,ok
BEs 1937\JUNHO\05\100185\00000027.pdf,D:\TSJE_ATAS\1937\1937-06-05 - BE [100185].pdf,13411ec648d8079852051114de4eec193f0e9e96,ok
BEs 1937\JUNHO\08\100186\00000028.pdf,D:\TSJE_ATAS\1937\1937-06-08 - BE [100186].pdf,facbe0857ec6ef0b0d65d59741828f7b040e610f,ok
BEs 1937\JUNHO\10\100187\00000029.pdf,D:\TSJE_ATAS\1937\1937-06-10 - BE [100187].pdf,d3887da46f60057a0dfe386eaffe3a9e98d5f23d,ok
BEs 1937\JUNHO\12\100188\00000030.pdf,D:\TSJE_ATAS\1937\1937-06-12 - BE [100188].pdf,6ccfd05c26faf6abc562c9e6fc8944953b55b35e,ok
BEs 1937\JUNHO\19\100191\00000033.pdf,D:\TSJE_ATAS\1937\1937-06-19 - BE [100191].pdf,50ef5c43d432114b9061f8cb532b1c6fd2b4116d,ok
BEs 1937\JUNHO\26\100194\00000036.pdf,D:\TSJE_ATAS\1937\1937-06-26 - BE n070 [100194].pdf,8064d29bb8c67fa8a994a7f7d9bb13c5eed19312,ok
BEs 1937\JUNHO\29\100195\00000037.pdf,D:\TSJE_ATAS\1937\1937-06-29 - BE n071 [100195].pdf,28b7298af77f246ab0e4d6fb45e9f85e0f9b2e33,ok
BEs 1937\JULHO\03\100199\00000002.pdf,D:\TSJE_ATAS\1937\1937-07-03 - BE [100199].pdf,a249912ac1b20900916c831632024ffa48c8dd37,ok
BEs 1937\JULHO\06\100200\00000003.pdf,D:\TSJE_ATAS\1937\1937-07-06 - BE n074 [100200].pdf,9dc1a08b5493de3dafed9a0633a8c3d17fcfb5b0,ok
BEs 1937\JULHO\10\100202\00000005.pdf,D:\TSJE_ATAS\1937\1937-07-10 - BE [100202].pdf,204c8572a5535697457f442fd8022ff3a2a213e3,ok
BEs 1937\JULHO\13\100203\00000006.pdf,D:\TSJE_ATAS\1937\1937-07-13 - BE [100203].pdf,5f6e203f307892eb2a43ba63290480107c92d343,ok
BEs 1937\JULHO\15\100204\00000007.pdf,D:\TSJE_ATAS\1937\1937-07-15 - BE [100204].pdf,96ae2f8a954cbd273d22232af251a407c1d401ca,ok
BEs 1937\JULHO\20\1937_boletim_eleitoral_a6_n79.pdf,D:\TSJE_ATAS\1937\1937-07-20 - BE n002 [59d2c936].pdf,59d2c936d6146e83c2e8f42a9ee8db44473fdaf5,ok
BEs 1937\JULHO\22\100206\00000009.pdf,D:\TSJE_ATAS\1937\1937-07-22 - BE [100206].pdf,c46f359f25158702dad808b2c16372e07a4a3c75,ok
BEs 1937\JULHO\24\100208\00000010.pdf,D:\TSJE_ATAS\1937\1937-07-24 - BE n001 [100208].pdf,971a901e977efbd631195cfb413d7305a33d3298,ok
BEs 1937\JULHO\27\100210\00000011.pdf,D:\TSJE_ATAS\1937\1937-07-27 - BE [100210].pdf,b01cddfd3629aa6ae7d72328ba1a0bdc756e5a72,ok
BEs 1937\JULHO\29\100214\00000012.pdf,D:\TSJE_ATAS\1937\1937-07-29 - BE [100214].pdf,29fbaca1a487834364a017d15f3f1a9c05502396,ok
BEs 1937\JULHO\31\100217\00000013.pdf,D:\TSJE_ATAS\1937\1937-07-31 - BE n084 [100217].pdf,5be658646a2d3baf4899d94b7df71094a98c705c,ok
BEs 1937\AGOSTO\03\100221\00000001.pdf,D:\TSJE_ATAS\1937\1937-08-03 - BE [100221].pdf,45b8a65ff5473d785c352cc2065ad2824ed83e58,ok
BEs 1937\AGOSTO\05\100242\00000002.pdf,D:\TSJE_ATAS\1937\1937-08-05 - BE n086 [100242].pdf,49b513b787d9634a70b777cb0bd0fb2e47e41ef5,ok
BEs 1937\AGOSTO\10\100244\00000004.pdf,D:\TSJE_ATAS\1937\1937-08-10 - BE [100244].pdf,f304e11333ddc073083e92fd96de20825bc899b7,ok
BEs 1937\AGOSTO\12\100245\00000005.pdf,D:\TSJE_ATAS\1937\1937-08-12 - BE n089 [100245].pdf,45339fca23bfaa36b73c641d1be1d8e68836c062,ok
BEs 1937\AGOSTO\17\100247\00000007.pdf,D:\TSJE_ATAS\1937\1937-08-17 - BE [100247].pdf,3329b13c009f7f0092d42308d5f4402925c26810,ok
BEs 1937\AGOSTO\21\100249\00000009.pdf,D:\TSJE_ATAS\1937\1937-08-21 - BE [100249].pdf,51c992f92e2b092b3b42c9066ccf65b383fac9bc,ok
BEs 1937\AGOSTO\24\100250\00000010.pdf,D:\TSJE_ATAS\1937\1937-08-24 - BE n094 [100250].pdf,54696c492df5e47a30c42f410e0ba5ce216c0363,ok
BEs 1937\AGOSTO\26\100251\00000011.pdf,D:\TSJE_ATAS\1937\1937-08-26 - BE n095 [100251].pdf,5fde9072427cba572b0c24cdb4670b8684a20b9f,ok
BEs 1937\AGOSTO\28\100252\00000012.pdf,D:\TSJE_ATAS\1937\1937-08-28 - BE [100252].pdf,1784d11e22f57de58c09fc7c517cc45e8addf16b,ok
BEs 1937\AGOSTO\31\100253\00000013.pdf,D:\TSJE_ATAS\1937\1937-08-31 - BE n097 [100253].pdf,53b14595d557769b66d598cdd74d069797b89464,ok
BEs 1937\SETEMBRO\02\100256\00000001.pdf,D:\TSJE_ATAS\1937\1937-09-02 - BE [100256].pdf,3e4f06e6ea77967fd0f90af5011f603f86edeea8,ok
BEs 1937\SETEMBRO\04\100257\00000003.pdf,D:\TSJE_ATAS\1937\1937-09-04 - BE [100257].pdf,85829218dbee2ce91887a7a158fb2d2e0e536c12,ok
BEs 1937\SETEMBRO\09\100259\00000005.pdf,D:\TSJE_ATAS\1937\1937-09-09 - BE [100259].pdf,0ab3bdd1d6ab43d4b44fe89437572b8d2009725c,ok
BEs 1937\SETEMBRO\11\100260\00000007.pdf,D:\TSJE_ATAS\1937\1937-09-11 - BE [100260].pdf,b63eb93567ce90d2082d4627e225581a67a44f99,ok
BEs 1937\SETEMBRO\14\100261\00000008.pdf,D:\TSJE_ATAS\1937\1937-09-14 - BE n103 [100261].pdf,a3a08e653e292b4165fd7b6856265272b4e154b1,ok
BEs 1937\SETEMBRO\16\100262\00000009.pdf,D:\TSJE_ATAS\1937\1937-09-16 - BE n104 [100262].pdf,6dd3993625094969dc1ad7ed99d6af6130241efc,ok
BEs 1937\SETEMBRO\18\100263\00000011.pdf,D:\TSJE_ATAS\1937\1937-09-18 - BE [100263].pdf,7949da00e3412449187b96f51ddc60d0e7f213f7,ok
BEs 1937\SETEMBRO\21\100264\00000012.pdf,D:\TSJE_ATAS\1937\1937-09-21 - BE [100264].pdf,018c88afb08dff84117990f6cfb9bf6b6921ee67,ok
BEs 1937\SETEMBRO\25\100266\00000014.pdf,D:\TSJE_ATAS\1937\1937-09-25 - BE n108 [100266].pdf,9199841f3056a67b147a181f41b376146b943e6b,ok
BEs 1937\SETEMBRO\28\100267\00000016.pdf,D:\TSJE_ATAS\1937\1937-09-28 - BE n010 [100267].pdf,70db09dee732f1074ba1e35ebcc0478bed37fb66,ok
BEs 1937\SETEMBRO\30\100268\00000017.pdf,D:\TSJE_ATAS\1937\1937-09-30 - BE [100268].pdf,763317a61e50f6724044913b60b67006b02eecd0,ok
BEs 1937\OUTUBRO\02\100269\00000001.pdf,D:\TSJE_ATAS\1937\1937-10-02 - BE n111 [100269].pdf,f4c4be4faefa47f931de36c9a24c733d830b45f8,ok
BEs 1937\OUTUBRO\05\100270\00000002.pdf,D:\TSJE_ATAS\1937\1937-10-05 - BE n112 [100270].pdf,4772200cf5d4367e901c298def2e6c3dd9c7041f,ok
BEs 1937\OUTUBRO\12\100273\00000006.pdf,D:\TSJE_ATAS\1937\1937-10-12 - BE n115 [100273].pdf,14c6adcb28665849c34174f41b6e031d2017262d,ok
BEs 1937\OUTUBRO\14\100274\00000007.pdf,D:\TSJE_ATAS\1937\1937-10-14 - BE n116 [100274].pdf,ed1d76cd98fae7b5e92236c47dabec5807bcc603,ok
BEs 1937\OUTUBRO\16\100275\00000009.pdf,D:\TSJE_ATAS\1937\1937-10-16 - BE n117 [100275].pdf,07cbd9b69eb2f87f66c216276f5ebae49416aafc,ok
BEs 1937\OUTUBRO\19\100276\00000010.pdf,D:\TSJE_ATAS\1937\1937-10-19 - BE n118 [100276].pdf,ae803ffb2289e96da5a55390cc3de26057b312a1,ok
BEs 1937\OUTUBRO\23\100280\00000014.pdf,D:\TSJE_ATAS\1937\1937-10-23 - BE n120 [100280].pdf,b6d2a5d7040d56088add2c6e8156487ba63e2c9a,ok
BEs 1937\OUTUBRO\26\100281\00000015.pdf,D:\TSJE_ATAS\1937\1937-10-26 - BE n121 [100281].pdf,9a8fe6f92a0664a505cac355e23af748a29d096d,ok
BEs 1937\OUTUBRO\28\100282\00000016.pdf,D:\TSJE_ATAS\1937\1937-10-28 - BE [100282].pdf,05d95425d7ec341f5b1015238b33c023ec9a6527,ok
BEs 1937\OUTUBRO\30\100284\00000018.pdf,D:\TSJE_ATAS\1937\1937-10-30 - BE n123 [100284].pdf,06e3f8fe078a13f5b9976c3ee203a25ede61a509,ok
