origem,destino,sha1_esperado,status
BEs 1934\JANEIRO\25\99371\00000008.pdf,D:\TSJE_ATAS\1934\1934-01-25 - BE n008 [99371].pdf,c86699fd13828f44308ed9ebe2e3e14bd44b70ef,ok
BEs 1934\JANEIRO\31\99373\00000010.pdf,D:\TSJE_ATAS\1934\1934-01-31 - BE n010 [99373].pdf,182b540c473da5ea9c70e20650fbd1e27da463e4,ok
BEs 1934\FEVEREIRO\03\99374\00000011.pdf,D:\TSJE_ATAS\1934\1934-02-03 - BE n011 [99374].pdf,7b0c31adab2852ff537b8d6c3b9369169eef34f3,ok
BEs 1934\FEVEREIRO\14\99377\00000014.pdf,D:\TSJE_ATAS\1934\1934-02-14 - BE n014 [99377].pdf,2fb8d0e007d423a020a2c0424a116b7a96f19257,ok
BEs 1934\FEVEREIRO\17\99378\00000015.pdf,D:\TSJE_ATAS\1934\1934-02-17 - BE n015 [99378].pdf,e7310abcb74ed35972f28775d54ee655b4afc678,ok
BEs 1934\FEVEREIRO\21\99379\00000016.pdf,D:\TSJE_ATAS\1934\1934-02-21 - BE n016 [99379].pdf,37f3ca03dcf8378d0a85426f474bfd1a5757924d,ok
BEs 1934\FEVEREIRO\24\99396\00000017.pdf,D:\TSJE_ATAS\1934\1934-02-24 - BE n017 [99396].pdf,2a9dd2235f5ca409ae106befdc4ce92aff7c3e13,ok
BEs 1934\FEVEREIRO\28\99397\00000018.pdf,D:\TSJE_ATAS\1934\1934-02-28 - BE n018 [99397].pdf,bada11fee9df93b2605aa0a928b391bb28a7dd24,ok
BEs 1934\MARÇO\03\99398\00000019.pdf,D:\TSJE_ATAS\1934\1934-03-03 - BE n019 [99398].pdf,0a6d84263b8dacaa94b0b99e1a1b38dee8d723ed,ok
BEs 1934\MARÇO\17\99402\00000023.pdf,D:\TSJE_ATAS\1934\1934-03-17 - BE n023 [99402].pdf,10625e4394b68115ae0dc4d32fdf56a9e7a91632,ok
BEs 1934\MARÇO\21\99403\00000024.pdf,D:\TSJE_ATAS\1934\1934-03-21 - BE n024 [99403].pdf,ad95a88fab4585d8435919db2d9a233beceed555,ok
BEs 1934\MARÇO\28\99406\00000027.pdf,D:\TSJE_ATAS\1934\1934-03-28 - BE n027 [99406].pdf,ae5725f28ba137048846fb70042a3a1c8d1d4d44,ok
BEs 1934\ABRIL\07\99409\00000030.pdf,D:\TSJE_ATAS\1934\1934-04-07 - BE n030 [99409].pdf,4724be309720501f71a43c880c074eb1e3ab163a,ok
BEs 1934\ABRIL\11\99410\00000031.pdf,D:\TSJE_ATAS\1934\1934-04-11 - BE n031 [99410].pdf,8f0967904476f1f8dfbbf9ca8b9c120ea31da6f7,ok
BEs 1934\ABRIL\18\99412\00000033.pdf,D:\TSJE_ATAS\1934\1934-04-18 - BE n033 [99412].pdf,4bdb0e0d14e18f2e2f8ac13df7816a883152fded,ok
BEs 1934\ABRIL\20\99479\00000034.pdf,D:\TSJE_ATAS\1934\1934-04-20 - BE n034 [99479].pdf,957863558f58c2352ce39d9e4300252610d9daf6,ok
BEs 1934\ABRIL\28\99481\00000036.pdf,D:\TSJE_ATAS\1934\1934-04-28 - BE n036 [99481].pdf,54efe111bf00690544a9a1f45eebd11dc94a26fc,ok
BEs 1934\MAIO\1934_boletim_eleitoral_a3_n42.pdf,D:\TSJE_ATAS\1934\1934-05-12 - BE n042 [30f60564].pdf,30f60564057c9f5463f5b79058fd0828f5217b51,ok
BEs 1934\MAIO\30\99436\00000009.pdf,D:\TSJE_ATAS\1934\1934-05-30 - BE n045 [99436].pdf,186e174cc1ac8ab328c50d52cb7a118a70f011cd,ok
BEs 1934\JUNHO\06\99561\00000011.pdf,D:\TSJE_ATAS\1934\1934-06-06 - BE n113 [99561].pdf,6d0223558ade50bf3e6bfc940e3d27ed475c8c81,ok
BEs 1934\JUNHO\09\99562\00000012.pdf,D:\TSJE_ATAS\1934\1934-06-09 - BE n048 [99562].pdf,bcae1049f5d2059bda6f6b2c9abbed323347d9ce,ok
BEs 1934\JUNHO\13\99564\00000014.pdf,D:\TSJE_ATAS\1934\1934-06-13 - BE [99564].pdf,5d12827272717f31677ff776907f5e649e1d1c0f,ok
BEs 1934\JUNHO\27\99570\00000020.pdf,D:\TSJE_ATAS\1934\1934-06-27 - BE n055 [99570].pdf,dc69d8e94642bd739a4148b6f06587bcf256c8ca,ok
BEs 1934\JULHO\1934_boletim_eleitoral_a3_n59.pdf,D:\TSJE_ATAS\1934\1934-07-11 - BE n059 [090f2418].pdf,090f2418a7f6f86254f443302ed1a97779d08bb9,ok
BEs 1934\AGOSTO\13\99604\00000006.pdf,D:\TSJE_ATAS\1934\1934-08-13 - BE n071 [99604].pdf,e2b9156bf285eeb57f59eb0a6ce1b530f70369c8,ok
BEs 1934\AGOSTO\15\99616\00000008.pdf,D:\TSJE_ATAS\1934\1934-08-15 - BE [99616].pdf,384237e24c1349c8422b03d90ec732bbe8acd7c3,ok
BEs 1934\AGOSTO\31\99657\00000007.pdf,D:\TSJE_ATAS\1934\1934-08-31 - BE [99657].pdf,d0da99de32cc412eecfebf397595c22acbcacd10,ok
BEs 1934\SETEMBRO\17\99642\00000007.pdf,D:\TSJE_ATAS\1934\1934-09-17 - BE n095 [99642].pdf,a161b3f7377d086d9f1e3703f6225f2cef539ee7,ok
BEs 1934\SETEMBRO\19\99647\00000008.pdf,D:\TSJE_ATAS\1934\1934-09-19 - BE [99647].pdf,89f79ca39e2302fcce62ef71b1b636fd89e642c8,ok
BEs 1934\SETEMBRO\21\99653\00000009.pdf,D:\TSJE_ATAS\1934\1934-09-21 - BE [99653].pdf,3b8fae4f2a0e481bd96f0075b3a08dd09e2faec4,ok
BEs 1934\SETEMBRO\24\99656\00000010.pdf,D:\TSJE_ATAS\1934\1934-09-24 - BE n098 [99656].pdf,0155b355ce337884a5bc682a7046d70775f225bf,ok
BEs 1934\SETEMBRO\26\99658\00000011.pdf,D:\TSJE_ATAS\1934\1934-09-26 - BE n099 [99658].pdf,9101b8e3cd40d94f0d2d2c15e865bc45f7c4c185,ok
BEs 1934\OUTUBRO\20\99679\00000013.pdf,D:\TSJE_ATAS\1934\1934-10-20 - BE n111 [99679].pdf,fee6287a668ed4c9b3ff272dcf9be45e85db6e0d,ok
BEs 1934\OUTUBRO\24\99680\00000014.pdf,D:\TSJE_ATAS\1934\1934-10-24 - BE n112 [99680].pdf,f4fa07971c0d8228ea2000cbca2dc602ea5650b2,ok
BEs 1935\FEVEREIRO\06\99810\00000017.pdf,D:\TSJE_ATAS\1935\1935-02-06 - BE n011 [99810].pdf,a0388f9309f7842f07e2f5898d4cd15212a3ad07,ok
BEs 1935\FEVEREIRO\08\99811\00000018.pdf,D:\TSJE_ATAS\1935\1935-02-08 - BE n018 [99811].pdf,3df896d1672c234be17eb409a42b98fbca6a601d,ok
BEs 1935\FEVEREIRO\09\99812\00000019.pdf,D:\TSJE_ATAS\1935\1935-02-09 - BE n019 [99812].pdf,63e68d0b34667a4e985ef1ef6c8e31e895909dd8,ok
BEs 1935\FEVEREIRO\10\99813\00000020.pdf,D:\TSJE_ATAS\1935\1935-02-10 - BE [99813].pdf,7978c486bcee544ad2e80fc1ec2618b86f50bbff,ok
BEs 1935\FEVEREIRO\13\99814\00000021.pdf,D:\TSJE_ATAS\1935\1935-02-13 - BE n021 [99814].pdf,52b5affff0042122c25fcffa769746b129a03793,ok
BEs 1935\FEVEREIRO\14\99815\00000022.pdf,D:\TSJE_ATAS\1935\1935-02-14 - BE [99815].pdf,aba34756fb99a1df6bacb2661a1dca0fd6b2fe1c,ok
BEs 1935\FEVEREIRO\22\99819\00000026.pdf,D:\TSJE_ATAS\1935\1935-02-22 - BE n026 [99819].pdf,a966936bef1c34c04ab36b671515f974ddb892b1,ok
BEs 1935\FEVEREIRO\27\99821\00000028.pdf,D:\TSJE_ATAS\1935\1935-02-27 - BE n028 [99821].pdf,3447e4d71127308c4698884c3cb4f1f15f6e3b69,ok
BEs 1935\MARÇO\02\99697\00000001.pdf,D:\TSJE_ATAS\1935\1935-03-02 - BE n030 [99697].pdf,5ab61fddaf20e2e3a3e8215eae8b6e7f48c24003,ok
BEs 1935\MARÇO\10\99699\00000003.pdf,D:\TSJE_ATAS\1935\1935-03-10 - BE n032 [99699].pdf,44aaeb8d3ef40e2cc0e424bc9ad8561d8e5a0695,ok
BEs 1935\MARÇO\13\99700\00000004.pdf,D:\TSJE_ATAS\1935\1935-03-13 - BE n033 [99700].pdf,67acf4ff5d8d2d87592226d641587d4d295d90b6,ok
BEs 1935\MARÇO\19\99961\00000008  (março .33).pdf,D:\TSJE_ATAS\1935\1935-03-19 - BE [99961].pdf,2afcbfa4e295ae0d35a20717af56d3ab4b61095b,ok
BEs 1935\MARÇO\1935_boletim_eleitoral_a4_n40.pdf,D:\TSJE_ATAS\1935\1935-03-27 - BE n040 [e277bf1f].pdf,e277bf1fbd5c0b98d7b9f17ab3ad7967b6c4271c,ok
BEs 1935\ABRIL\02\BE 02-04-1935.pdf,D:\TSJE_ATAS\1935\1935-04-02 - BE n042 [1255e87a].pdf,1255e87ae49ea237d0d4e14e61ff2038a1fd2d83,ok
BEs 1935\ABRIL\03\99710\00000014.pdf,D:\TSJE_ATAS\1935\1935-04-03 - BE n013 [99710].pdf,3ca5c550dd398e7e87150aaad103dff2ccbbfcdd,ok
BEs 1935\ABRIL\13\99714\00000018.pdf,D:\TSJE_ATAS\1935\1935-04-13 - BE n047 [99714].pdf,3232c38d29fbdd9f4e6ce64b988aaf2fcaac6816,ok
BEs 1935\ABRIL\17\99715\00000019.pdf,D:\TSJE_ATAS\1935\1935-04-17 - BE n048 [99715].pdf,522f9a9afe3ca336b187c1d71413a86336a8fd59,ok
BEs 1935\ABRIL\20\99716\00000020.pdf,D:\TSJE_ATAS\1935\1935-04-20 - BE n049 [99716].pdf,54e0daca26dd161e0e738000a5b043a108593fa7,ok
BEs 1935\ABRIL\27\99719\00000023.pdf,D:\TSJE_ATAS\1935\1935-04-27 - BE n052 [99719].pdf,226c95b3bdf66591e32122fd2be698489e3c02e1,ok
BEs 1935\MAIO\05\99737\00000002.pdf,D:\TSJE_ATAS\1935\1935-05-05 - BE [99737].pdf,ccca0efc6502d6692629f3ed579a827818a88e83,ok
BEs 1935\MAIO\08\99738\00000003.pdf,D:\TSJE_ATAS\1935\1935-05-08 - BE n055 [99738].pdf,b30e5a6a915dad4b41d21e2719131b116876d8cb,ok
BEs 1935\MAIO\11\99739\00000004.pdf,D:\TSJE_ATAS\1935\1935-05-11 - BE [99739].pdf,18aa575f5cc97e0e0b04de250272bb97b7c35d7a,ok
BEs 1935\MAIO\15\99740\00000005.pdf,D:\TSJE_ATAS\1935\1935-05-15 - BE [99740].pdf,7526a9c66cffc073186efc723697eff120294d75,ok
BEs 1935\MAIO\18\99741\00000006.pdf,D:\TSJE_ATAS\1935\1935-05-18 - BE [99741].pdf,55650af51a3a1629ba45e18436cd96b966efc9a8,ok
BEs 1935\MAIO\25\99743\00000008.pdf,D:\TSJE_ATAS\1935\1935-05-25 - BE n060 [99743].pdf,023684d092c2258eeb5987fb6b9d469fba73b99f,ok
BEs 1935\MAIO\29\99744\00000009.pdf,D:\TSJE_ATAS\1935\1935-05-29 - BE [99744].pdf,62f03a722d3bd45a1e6b44c2714f3ddf7e36518a,ok
BEs 1935\MAIO\30\99745\00000010.pdf,D:\TSJE_ATAS\1935\1935-05-30 - BE n062 [99745].pdf,afc36f5d718f74d8bf6f2d73a595b22c547e1cf9,ok
BEs 1935\JUNHO\05\99747\00000012.pdf,D:\TSJE_ATAS\1935\1935-06-05 - BE n064 [99747].pdf,a0d35b2ef3ac279bdcab7178ebc2ad1e7575e32f,ok
BEs 1935\JUNHO\12\99749\00000014.pdf,D:\TSJE_ATAS\1935\1935-06-12 - BE n066 [99749].pdf,9360467b77aebbefed6c6802e1ad4dd65561606f,ok
BEs 1935\JUNHO\22\99752\00000017.pdf,D:\TSJE_ATAS\1935\1935-06-22 - BE n069 [99752].pdf,bfc5da7ed9b56cebd428366a1b53707ff5a6db77,ok
BEs 1935\JUNHO\25\99753\00000018.pdf,D:\TSJE_ATAS\1935\1935-06-25 - BE n070 [99753].pdf,8cef7f0294ff446093847b0683b8502b2b62539d,ok
BEs 1935\JUNHO\29\99756\00000021.pdf,D:\TSJE_ATAS\1935\1935-06-29 - BE n073 [99756].pdf,6b45b1d48aa83d777028d3985dfd4f70b5b0b3c8,ok
BEs 1935\JULHO\04\99757\00000001.pdf,D:\TSJE_ATAS\1935\1935-07-04 - BE n074 [99757].pdf,8214e7cb35d4581ce46e546d56ec149cc28600e7,ok
BEs 1935\JULHO\06\99758\00000002.pdf,D:\TSJE_ATAS\1935\1935-07-06 - BE n075 [99758].pdf,f126efd7a92c4a736dfda4c238338051957def08,ok
BEs 1935\JULHO\16\99762\00000006.pdf,D:\TSJE_ATAS\1935\1935-07-16 - BE n079 [99762].pdf,4dafa5bb3c5cc7f789ed297a79b2231f59a5f747,ok
BEs 1935\JULHO\18\99763\00000007.pdf,D:\TSJE_ATAS\1935\1935-07-18 - BE n080 [99763].pdf,53afda4f7985fe3d4bbc67e6ee3755fbd77c8095,ok
BEs 1935\JULHO\25\99766\00000010.pdf,D:\TSJE_ATAS\1935\1935-07-25 - BE n083 [99766].pdf,e731c7d481aafc8ea07c8fcd77d76e1511bfdc2d,ok
BEs 1935\AGOSTO\01\99769\00000013.pdf,D:\TSJE_ATAS\1935\1935-08-01 - BE n086 [99769].pdf,9d0ccabe2426d6d6b050b6f807be89591058c46b,ok
BEs 1935\AGOSTO\08\99772\00000016.pdf,D:\TSJE_ATAS\1935\1935-08-08 - BE n089 [99772].pdf,3bc775017f362a05b1fa17e253958c61be430710,ok
BEs 1935\AGOSTO\10\99773\00000017.pdf,D:\TSJE_ATAS\1935\1935-08-10 - BE n090 [99773].pdf,5374205dc7a8f710b12a92ccfc4868b6ab151656,ok
BEs 1935\AGOSTO\20\99777\00000021.pdf,D:\TSJE_ATAS\1935\1935-08-20 - BE n094 [99777].pdf,d2db24cbd539fbcf773b1eba7bc82a1d5efc95f8,ok
BEs 1935\AGOSTO\22\99778\00000022.pdf,D:\TSJE_ATAS\1935\1935-08-22 - BE n095 [99778].pdf,84b724eac3c188598b8667ec2ef00b321735ff26,ok
BEs 1935\AGOSTO\29\99781\00000025.pdf,D:\TSJE_ATAS\1935\1935-08-29 - BE n098 [99781].pdf,505ded87beb49850ef2298fc7b2a0d20102ce76c,ok
BEs 1935\SETEMBRO\14\99828\00000006.pdf,D:\TSJE_ATAS\1935\1935-09-14 - BE [99828].pdf,2d4a78b42120c86bd2eeab9558218f400e936d52,ok
BEs 1935\SETEMBRO\17\99829\00000007.pdf,D:\TSJE_ATAS\1935\1935-09-17 - BE n100 [99829].pdf,9db5587ce2f7803e1b8e16e2f15cf9a4be31d821,ok
BEs 1935\SETEMBRO\21\99831\00000009.pdf,D:\TSJE_ATAS\1935\1935-09-21 - BE [99831].pdf,d272bcbc59f81d2028319fd159d35d9898c4eade,ok
BEs 1935\OUTUBRO\01\99835\00000013.pdf,D:\TSJE_ATAS\1935\1935-10-01 - BE [99835].pdf,9303b3469de4cb069fa06ea01d22992dfe7f119f,ok
BEs 1935\OUTUBRO\10\99839\00000017.pdf,D:\TSJE_ATAS\1935\1935-10-10 - BE n116 [99839].pdf,6a756312369804a801056fccfb78a1b4d56a7037,ok
BEs 1935\OUTUBRO\17\99842\00000020.pdf,D:\TSJE_ATAS\1935\1935-10-17 - BE [99842].pdf,c21437522380aec420dfa6d2955626a4e4c74488,ok
BEs 1935\OUTUBRO\19\99843\00000021.pdf,D:\TSJE_ATAS\1935\1935-10-19 - BE n120 [99843].pdf,396adaf49e59d463c8f3f496f9b9e8b0ffb71e53,ok
BEs 1935\OUTUBRO\22\99844\00000022.pdf,D:\TSJE_ATAS\1935\1935-10-22 - BE n121 [99844].pdf,4a1d24073b8a7ba13284138b22afbdc1234aa44f,ok
BEs 1935\OUTUBRO\24\99845\00000023.pdf,D:\TSJE_ATAS\1935\1935-10-24 - BE n122 [99845].pdf,7cf75cbbedd5862d505e8f6a5ea4bf8010ffc7ce,ok
BEs 1935\OUTUBRO\31\99848\00000026.pdf,D:\TSJE_ATAS\1935\1935-10-31 - BE [99848].pdf,6389372f02af55276f659da37a4b4682c91b2733,ok
BEs 1935\NOVEMBRO\02\99896\00000001.pdf,D:\TSJE_ATAS\1935\1935-11-02 - BE [99896].pdf,906fb1b09725b637690466f9e592da20fe38469f,ok
BEs 1935\NOVEMBRO\09\99899\00000004.pdf,D:\TSJE_ATAS\1935\1935-11-09 - BE [99899].pdf,82e6c7115f8680c43121d3e60725730ef6f8bdae,ok
BEs 1935\NOVEMBRO\12\99900\00000005.pdf,D:\TSJE_ATAS\1935\1935-11-12 - BE [99900].pdf,6f826903629d97cd150d6fdb4f5b8f54a4a971ec,ok
BEs 1935\NOVEMBRO\14\99901\00000006.pdf,D:\TSJE_ATAS\1935\1935-11-14 - BE [99901].pdf,e28bab975c72ded354a0fccdfc1abadaebcba7cb,ok
BEs 1935\NOVEMBRO\19\99904\00000008.pdf,D:\TSJE_ATAS\1935\1935-11-19 - BE [99904].pdf,c1012130382c76bee9005b1078872ff33749421c,ok
BEs 1935\NOVEMBRO\23\99906\00000010.pdf,D:\TSJE_ATAS\1935\1935-11-23 - BE n135 [99906].pdf,80a92fa56d003c6d33c4c7673eec64f9c270150c,ok
BEs 1935\NOVEMBRO\26\99908\00000011.pdf,D:\TSJE_ATAS\1935\1935-11-26 - BE [99908].pdf,68e74939b7dfaf5c8277b4714433227267f44d97,ok
BEs 1935\NOVEMBRO\28\99909\00000012.pdf,D:\TSJE_ATAS\1935\1935-11-28 - BE n137 [99909].pdf,89fc9e10ddc26a02280bf62423011e3978f6cba4,ok
BEs 1935\NOVEMBRO\30\99911\00000013.pdf,D:\TSJE_ATAS\1935\1935-11-30 - BE [99911].pdf,cc4a195e2bcc30ba3ae2e4cfe36b0bb69f8457a7,ok
BEs 1935\DEZEMBRO\05\99915\00000015.pdf,D:\TSJE_ATAS\1935\1935-12-05 - BE [99915].pdf,15002b891afaf897882808a328a60e9dbadb1cc7,ok
BEs 1935\DEZEMBRO\12\99920\00000018.pdf,D:\TSJE_ATAS\1935\1935-12-12 - BE [99920].pdf,fc47c6893a212ee32f6bee3dd86c6b596b99ff48,ok
BEs 1935\DEZEMBRO\24\99925\00000023.pdf,D:\TSJE_ATAS\1935\1935-12-24 - BE n014 [99925].pdf,17650a04c18d47e626210d434adbadadd54ee877,ok
BEs 1935\DEZEMBRO\28\99927\00000025.pdf,D:\TSJE_ATAS\1935\1935-12-28 - BE [99927].pdf,c161f9a8a0f1f02ccb3032b2ec7d806650f694c2,ok
BEs 1936\JANEIRO\07\99935\00000003.pdf,D:\TSJE_ATAS\1936\1936-01-07 - BE [99935].pdf,68d396115944290fd809bec964befcc5de35c750,ok
BEs 1936\JANEIRO\09\99936\00000004.pdf,D:\TSJE_ATAS\1936\1936-01-09 - BE [99936].pdf,4d5e31732bdac38bb3d62e35a88d27cd9abf1dd7,ok
BEs 1936\JANEIRO\18\99940\00000008.pdf,D:\TSJE_ATAS\1936\1936-01-18 - BE [99940].pdf,f607d7634473e2f9a754f4148cd7ae5982708077,ok
BEs 1936\JANEIRO\23\99942\00000010.pdf,D:\TSJE_ATAS\1936\1936-01-23 - BE [99942].pdf,de0e74155626da665d8a22db0e741a4b22ea5dc6,ok
BEs 1936\JANEIRO\28\99944\00000012.pdf,D:\TSJE_ATAS\1936\1936-01-28 - BE [99944].pdf,d9ceafbd113fba056fef3f07228e43e05db8463f,ok
BEs 1936\FEVEREIRO\01\99946\00000014.pdf,D:\TSJE_ATAS\1936\1936-02-01 - BE [99946].pdf,4e239a749bc954bb6275dcf77627da3ad1080ecc,ok
BEs 1936\FEVEREIRO\06\99948\00000016.pdf,D:\TSJE_ATAS\1936\1936-02-06 - BE [99948].pdf,5ac591a5da11f23d4e6324c12d39dc4e50c9d613,ok
BEs 1936\FEVEREIRO\08\99949\00000017.pdf,D:\TSJE_ATAS\1936\1936-02-08 - BE [99949].pdf,078b301e6696cba02bd1cf55c37c1ece65004dfd,ok
BEs 1936\FEVEREIRO\15\99952\00000020.pdf,D:\TSJE_ATAS\1936\1936-02-15 - BE [99952].pdf,7d34d7636fef700840201a2d1acdfaf57636cfe9,ok
BEs 1936\FEVEREIRO\22\99955\00000023.pdf,D:\TSJE_ATAS\1936\1936-02-22 - BE n023 [99955].pdf,f43971c45f8e3b07714c2f8bc80969af6b9cef9e,ok
BEs 1936\MARÇO\05\99930\00000002.pdf,D:\TSJE_ATAS\1936\1936-03-05 - BE [99930].pdf,4a38e6e4dd2d66939d2df3781fb69d2b5a3717d1,ok
BEs 1936\MARÇO\05\99965\00000027.pdf,D:\TSJE_ATAS\1936\1936-03-05 - BE [99965].pdf,6ce9b1dfaefdaa403e1ed637ae55fc1abffc4a67,ok
BEs 1936\MARÇO\07\99931\00000003.pdf,D:\TSJE_ATAS\1936\1936-03-07 - BE [99931].pdf,3e725f4e8b149301ae7798e0c0f81347addf7c89,ok
BEs 1936\MARÇO\07\99967\00000028.pdf,D:\TSJE_ATAS\1936\1936-03-07 - BE [99967].pdf,9fd6f71fdbe4de38074bc9e99a4880bbf8840b49,ok
BEs 1936\MARÇO\00000006 (1936).pdf,D:\TSJE_ATAS\1936\1936-03-14 - BE n031 [d77c935f].pdf,d77c935f100eb14d2b19ea76ee05861dce7eba54,ok
BEs 1936\MARÇO\14\99972\00000031.pdf,D:\TSJE_ATAS\1936\1936-03-14 - BE n031 [99972].pdf,1c64327445ca5f14f2e689aa8c52db2519daedf5,ok
BEs 1936\MARÇO\19\99974\00000033.pdf,D:\TSJE_ATAS\1936\1936-03-19 - BE [99974].pdf,bc79284fbfc09b4c20fc5dd7ed4b7420fcd71734,ok
BEs 1936\MARÇO\21\99962\00000009.pdf,D:\TSJE_ATAS\1936\1936-03-21 - BE [99962].pdf,ba5e6539932dd6d059394a26a571ee6e8ac92a34,ok
BEs 1936\MARÇO\21\99975\00000034.pdf,D:\TSJE_ATAS\1936\1936-03-21 - BE [99975].pdf,43c1c9f9899103a2e5944496cce544005df1eff9,ok
BEs 1936\MARÇO\26\99978\00000036.pdf,D:\TSJE_ATAS\1936\1936-03-26 - BE [99978].pdf,3c02e6a878e6bde83ca55cc7813a5dcb04bc9822,ok
BEs 1936\MARÇO\31\99969\00000013.pdf,D:\TSJE_ATAS\1936\1936-03-31 - BE n038 [99969].pdf,d5358fbfe5f3a7d6165c0b75720c935a4d2b52de,ok
BEs 1936\MARÇO\31\99981\00000038.pdf,D:\TSJE_ATAS\1936\1936-03-31 - BE [99981].pdf,4cc98b107862f4f8528fac7cc18a3ac376b6c7e1,ok
BEs 1936\ABRIL\02\99977\00000014.pdf,D:\TSJE_ATAS\1936\1936-04-02 - BE [99977].pdf,80c02de62d9d467aeda9ee65422f13435a532b9e,ok
BEs 1936\ABRIL\04\99979\00000015.pdf,D:\TSJE_ATAS\1936\1936-04-04 - BE [99979].pdf,b06db170d73f3d36e039321dd11e78bde90acae9,ok
BEs 1936\ABRIL\09\99983\00000017.pdf,D:\TSJE_ATAS\1936\1936-04-09 - BE [99983].pdf,de056c66c21f3bfb6333db9750144c076c5f0139,ok
BEs 1936\ABRIL\16\99985\00000019.pdf,D:\TSJE_ATAS\1936\1936-04-16 - BE [99985].pdf,e11df50feca1640bf1dae82bf1b4e2ab7555078e,ok
BEs 1936\ABRIL\23\99988\00000022.pdf,D:\TSJE_ATAS\1936\1936-04-23 - BE n047 [99988].pdf,085c3e86f7282131c4c5a99ef9a51798dd1decb8,ok
BEs 1936\ABRIL\25\99989\00000023.pdf,D:\TSJE_ATAS\1936\1936-04-25 - BE n048 [99989].pdf,31627789628dfedcd35bc9cbc2f81c61eb8a916d,ok
BEs 1936\ABRIL\28\99990\00000024.pdf,D:\TSJE_ATAS\1936\1936-04-28 - BE [99990].pdf,b3e4d4fe75d5429c1622e92d0c2c525551242c79,ok
BEs 1936\ABRIL\30\99991\00000025.pdf,D:\TSJE_ATAS\1936\1936-04-30 - BE n050 [99991].pdf,4f03d4d3068e28e0c5f85f8bcee50c211439b5cd,ok
BEs 1936\MAIO\05\99993\00000002.pdf,D:\TSJE_ATAS\1936\1936-05-05 - BE n052 [99993].pdf,77d11aeba741fc6c961d09d8dcbb8af0d23ea353,ok
BEs 1936\MAIO\07\99994\00000003.pdf,D:\TSJE_ATAS\1936\1936-05-07 - BE [99994].pdf,a08727ad32560a550d11ffc9e544f568d577e0d9,ok
BEs 1936\MAIO\09\99996\00000004.pdf,D:\TSJE_ATAS\1936\1936-05-09 - BE [99996].pdf,d73ea5503196c3c5c8c091914acce38245df2e13,ok
BEs 1936\MAIO\14\99998\00000006.pdf,D:\TSJE_ATAS\1936\1936-05-14 - BE [99998].pdf,5bdb9c5088c54b6266517ae803db646b4cac4481,ok
BEs 1936\MAIO\16\99999\00000007.pdf,D:\TSJE_ATAS\1936\1936-05-16 - BE [99999].pdf,b641d4d8479f3f8293357ab975b6938e23d9090d,ok
BEs 1936\MAIO\19\100000\00000008.pdf,D:\TSJE_ATAS\1936\1936-05-19 - BE n058 [100000].pdf,9b71b069226ab0481033e8ef996161261fcc9baa,ok
BEs 1936\MAIO\23_1936_boletim_eleitoral_a5_n62.pdf,D:\TSJE_ATAS\1936\1936-05-23 - BE n062 [575e5a4f].pdf,575e5a4fc609dc4e54dec9a01331451634bd8ade,ok
BEs 1936\MAIO\1936_boletim_eleitoral_a5_n61.pdf,D:\TSJE_ATAS\1936\1936-05-26 - BE n061 [720d3d5b].pdf,720d3d5b41e2ec5133f250ff8e17330c90b1948f,ok
BEs 1936\JUNHO\1936_boletim_eleitoral_a5_n68.pdf,D:\TSJE_ATAS\1936\1936-05-30 - BE n068 [f8c403d8].pdf,f8c403d8b07c4dc2d0233cfc39c9ee1f1e44d774,ok
BEs 1936\JUNHO\1936_boletim_eleitoral_a5_n67.pdf,D:\TSJE_ATAS\1936\1936-06-09 - BE n067 [8c71f035].pdf,8c71f0352372570bd3532c717c007894f74195ff,ok
BEs 1936\JUNHO\16\100012\00000020.pdf,D:\TSJE_ATAS\1936\1936-06-16 - BE n070 [100012].pdf,4bb76d2f3374f356fa9709d70d7a8e50e587033b,ok
BEs 1936\JUNHO\20\100014\00000022.pdf,D:\TSJE_ATAS\1936\1936-06-20 - BE [100014].pdf,484708a68137e7204815c142b608a709f7a3c7ac,ok
BEs 1936\JUNHO\23\100015\00000023.pdf,D:\TSJE_ATAS\1936\1936-06-23 - BE [100015].pdf,d9bb8dd6169c07f4ff1b0d00645a092d48855662,ok
BEs 1936\JUNHO\25\100016\00000024.pdf,D:\TSJE_ATAS\1936\1936-06-25 - BE [100016].pdf,a8e80f9e40dbe2e8ee7d866dbc19225e25ff902c,ok
BEs 1936\JULHO\02\100019\00000001.pdf,D:\TSJE_ATAS\1936\1936-07-02 - BE [100019].pdf,347c963ca8948e90fe211c0fa6f3d0ac5ee4785c,ok
BEs 1936\JULHO\04\100020\00000002.pdf,D:\TSJE_ATAS\1936\1936-07-04 - BE [100020].pdf,5c06bed501e3b4b1a5213115d7a8a4be20b07497,ok
BEs 1936\JULHO\07\100021\00000003.pdf,D:\TSJE_ATAS\1936\1936-07-07 - BE n079 [100021].pdf,bfc891cdb78abcbf10882a25ede16b068ea69b6d,ok
BEs 1936\JULHO\09\100022\00000004.pdf,D:\TSJE_ATAS\1936\1936-07-09 - BE [100022].pdf,c0cce74b9a8639397e48e39a42f70a55868fa6c0,ok
BEs 1936\JULHO\11\100023\00000005.pdf,D:\TSJE_ATAS\1936\1936-07-11 - BE [100023].pdf,932ae392e8ae7097aaebf5bf0654d3db912856e8,ok
