"Rel","Name","Length","Modified","Attributes"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TERMO DE REFERÊNCIA (TR)\Planiha de simulação de aplicação de penalidades.xlsx","Planiha de simulação de aplicação de penalidades.xlsx","22183","2024-02-19","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TERMO DE REFERÊNCIA (TR)\Planiha_de_simulacao_de_aplicacao_de_penalidades_CORRETO.xlsx","Planiha_de_simulacao_de_aplicacao_de_penalidades_CORRETO.xlsx","22121","2024-03-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TERMO DE REFERÊNCIA (TR)\Portaria TSE 215.pdf","Portaria TSE 215.pdf","36973","2024-01-15","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TERMO DE REFERÊNCIA (TR)\Termo de Referência 2022 (1).pdf","Termo de Referência 2022 (1).pdf","261160","2024-03-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TERMO DE REFERÊNCIA (TR)\Termo de Referência 2022 (2).pdf","Termo de Referência 2022 (2).pdf","113176","2024-03-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TERMO DE REFERÊNCIA (TR)\Termo de Referência 2022 (3).pdf","Termo de Referência 2022 (3).pdf","113299","2024-03-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TERMO DE REFERÊNCIA (TR)\Termo de Referência 2022 (mesclado).pdf","Termo de Referência 2022 (mesclado).pdf","469019","2024-03-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TERMO DE REFERÊNCIA (TR)\Termo de Referência 2024 (1).pdf","Termo de Referência 2024 (1).pdf","259538","2024-01-15","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TERMO DE REFERÊNCIA (TR)\Termo de Referência 2024 (2).pdf","Termo de Referência 2024 (2).pdf","270233","2024-03-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TERMO DE REFERÊNCIA (TR)\Termo de Referência.txt","Termo de Referência.txt","263","2024-03-25","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TOTALIZAÇÃO\Novo Código Eleitoral.txt","Novo Código Eleitoral.txt","188","2024-11-08","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TOTALIZAÇÃO\PLP-10-2022.pdf","PLP-10-2022.pdf","457369","2024-08-22","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TOTALIZAÇÃO\Relatorio._Eleicoes_2020___Esclarecimentos_sobre_a_higidez_e_a_seguranca_do_processo_eletronico_de_votacao_no_Brasil.pdf","Relatorio._Eleicoes_2020___Esclarecimentos_sobre_a_higidez_e_a_seguranca_do_processo_eletronico_de_votacao_no_Brasil.pdf","283215","2024-08-22","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TOTALIZAÇÃO\SEI_1559312_Oficio_221.pdf","SEI_1559312_Oficio_221.pdf","115128","2024-08-22","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TOTALIZAÇÃO\SEI_1936392_Informacao_2.pdf","SEI_1936392_Informacao_2.pdf","144019","2024-08-22","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TOTALIZAÇÃO\SEI_1986019_Informacao_26.pdf","SEI_1986019_Informacao_26.pdf","170543","2024-08-22","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TOTALIZAÇÃO\SEI_2020.00.000012092_2.pdf","SEI_2020.00.000012092_2.pdf","4322131","2024-08-22","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\AGEL\TOTALIZAÇÃO\SEI_2020.00.000012092_2.zip","SEI_2020.00.000012092_2.zip","4130956","2024-08-22","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\ATESTADOS\10.8.2022(1).pdf","10.8.2022(1).pdf","277017","2024-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\ATESTADOS\10.8.2022.pdf","10.8.2022.pdf","277017","2022-08-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\ATESTADOS\23.3.2022(1).pdf","23.3.2022(1).pdf","246860","2024-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\ATESTADOS\23.3.2022.pdf","23.3.2022.pdf","246860","2022-03-23","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\ATESTADOS\30.6.2022(1).pdf","30.6.2022(1).pdf","25137","2024-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\ATESTADOS\30.6.2022.pdf","30.6.2022.pdf","25137","2022-06-30","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\ATESTADOS\8.8.2022.pdf","8.8.2022.pdf","281573","2022-08-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\(ASEPA) Proposta de minuta.docx","(ASEPA) Proposta de minuta.docx","17105","2022-08-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\(novos comentários ASSEC pós AGEL)_Res.-TSE 23.385.2012_Consultas populares_Atualização_Exame preliminar_Assec e AGEL.docx","(novos comentários ASSEC pós AGEL)_Res.-TSE 23.385.2012_Consultas populares_Atualização_Exame preliminar_Assec e AGEL.docx","74021","2023-07-03","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\ASEPA - Informação 46.pdf","ASEPA - Informação 46.pdf","202602","2023-08-03","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\Ata_de_Reuniao___Abertura_de_conta_bancaria_e_Frente_Plebiscitaria___03072023.docx","Ata_de_Reuniao___Abertura_de_conta_bancaria_e_Frente_Plebiscitaria___03072023.docx","135788","2023-08-03","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\Avulso - PL 3961_2019.pdf","Avulso - PL 3961_2019.pdf","518384","2022-10-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\Dispositivos do PL 3961_2019.docx","Dispositivos do PL 3961_2019.docx","28589","2023-08-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\ESTUDO - Novo Código Eleitoral - consultas.docx","ESTUDO - Novo Código Eleitoral - consultas.docx","24913","2023-01-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\Info AGEL - PA 0600392-13.pdf","Info AGEL - PA 0600392-13.pdf","96530","2022-10-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\Minuta - prestação de contas - fundações - 2022.pdf","Minuta - prestação de contas - fundações - 2022.pdf","246660","2023-07-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\Minuta de Resolução.docx","Minuta de Resolução.docx","61362","2023-08-16","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\Minuta de Resolução_28.8.2023.docx","Minuta de Resolução_28.8.2023.docx","66983","2023-11-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\minuta_DSS.docx","minuta_DSS.docx","99157","2023-08-16","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\Modelo DSS.pdf","Modelo DSS.pdf","75956","2023-08-02","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\Parecer ASSEC.pdf","Parecer ASSEC.pdf","46954","2022-10-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\pc_texto_consultaspopulares.docx","pc_texto_consultaspopulares.docx","22669","2023-08-09","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\Res.-TSE 23.385_2012.pdf","Res.-TSE 23.385_2012.pdf","65621","2023-01-17","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\Resumo dos SEI's (consultas populares)(1).docx","Resumo dos SEI's (consultas populares)(1).docx","1036201","2024-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\Resumo dos SEI's (consultas populares).docx","Resumo dos SEI's (consultas populares).docx","1036201","2023-03-21","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\v.1.docx","v.1.docx","50580","2022-10-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\v.2.docx","v.2.docx","64770","2022-10-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\v.3.pdf","v.3.pdf","691867","2022-10-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\v.4.docx","v.4.docx","71755","2022-10-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\v.5.docx","v.5.docx","42182","2022-10-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\v.6.pdf","v.6.pdf","1201902","2022-10-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\v.7.docx","v.7.docx","47530","2022-10-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\v.8(1).docx","v.8(1).docx","74021","2024-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\v.8.docx","v.8.docx","74021","2022-10-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\_novos_comentarios_ASSEC_pos_AGEL__Res._TSE_23.385.2012_Consultas_populares_Atualizacao_Exame_preliminar_Assec_e_AGEL.zip","_novos_comentarios_ASSEC_pos_AGEL__Res._TSE_23.385.2012_Consultas_populares_Atualizacao_Exame_preliminar_Assec_e_AGEL.zip","22","2023-07-03","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\última versão(1).docx","última versão(1).docx","74021","2024-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\CONSULTAS POPULARES\última versão.docx","última versão.docx","74021","2022-10-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\Constituicao-Compilado.csv","Constituicao-Compilado.csv","1655254","2025-10-31","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\Constituicao-Compilado.md","Constituicao-Compilado.md","842074","2025-10-31","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\Conversas.docx","Conversas.docx","32162","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\Conversas_jurisprudência em teses STJ.docx","Conversas_jurisprudência em teses STJ.docx","26003","2025-11-03","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\D9830.csv","D9830.csv","43509","2025-11-09","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\D9830.md","D9830.md","20728","2025-11-09","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\DEL1001Compilado.csv","DEL1001Compilado.csv","349769","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\DEL1001Compilado.md","DEL1001Compilado.md","237208","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\DEL1002Compilado.csv","DEL1002Compilado.csv","558094","2025-11-02","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\DEL1002Compilado.md","DEL1002Compilado.md","378022","2025-11-02","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\DEL2848compilado.csv","DEL2848compilado.csv","509292","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\DEL2848compilado.md","DEL2848compilado.md","352451","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\Del3689Compilado.csv","Del3689Compilado.csv","678835","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\Del3689Compilado.md","Del3689Compilado.md","459754","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\DEL3914.csv","DEL3914.csv","12398","2025-11-02","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\DEL3914.md","DEL3914.md","10410","2025-11-02","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\DEL3931.csv","DEL3931.csv","10389","2025-11-02","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\DEL3931.md","DEL3931.md","6990","2025-11-02","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\Del4657compilado.csv","Del4657compilado.csv","33652","2025-10-31","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\Del4657compilado.md","Del4657compilado.md","23556","2025-10-31","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\Del5452compilado.csv","Del5452compilado.csv","1196921","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\Del5452compilado.md","Del5452compilado.md","812065","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\L10406compilada.csv","L10406compilada.csv","1018067","2025-10-31","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\L10406compilada.md","L10406compilada.md","723463","2025-10-31","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\L13105compilada.csv","L13105compilada.csv","1126664","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\L13105compilada.md","L13105compilada.md","734675","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\L15190.csv","L15190.csv","133848","2025-11-13","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\L15190.md","L15190.md","73653","2025-11-13","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\L5172COMPILADO.csv","L5172COMPILADO.csv","192184","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\L5172COMPILADO.md","L5172COMPILADO.md","121235","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\L8078compilado.csv","L8078compilado.csv","181356","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\L8078compilado.md","L8078compilado.md","99213","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\L9503Compilado.csv","L9503Compilado.csv","582515","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\L9503Compilado.md","L9503Compilado.md","419559","2025-11-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\L9504compilado.csv","L9504compilado.csv","391147","2025-11-06","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\L9504compilado.md","L9504compilado.md","237654","2025-11-06","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\Lcp64compilado.csv","Lcp64compilado.csv","66171","2025-11-06","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LEGISLAÇÃO TOTAL\Lcp64compilado.md","Lcp64compilado.md","43308","2025-11-06","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LICENÇA CAPACITAÇÃO\Anexo.pdf","Anexo.pdf","934307","2024-02-28","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LICENÇA CAPACITAÇÃO\GOF.pdf","GOF.pdf","257153","2024-02-15","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LICENÇA CAPACITAÇÃO\Licença capacitação.docx","Licença capacitação.docx","17864","2024-06-03","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LICENÇA CAPACITAÇÃO\LRF + NRF.pdf","LRF + NRF.pdf","495604","2024-02-15","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LICENÇA CAPACITAÇÃO\Meu processo.txt","Meu processo.txt","51","2024-03-04","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LICENÇA CAPACITAÇÃO\Modelo de licença capacitação.pdf","Modelo de licença capacitação.pdf","124235","2023-09-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LICENÇA CAPACITAÇÃO\NLL.pdf","NLL.pdf","629243","2023-10-04","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\LICENÇA CAPACITAÇÃO\PLO.pdf","PLO.pdf","243335","2024-02-15","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\NOVO CÓDIGO ELEITORAL\Autógrafo(1).pdf","Autógrafo(1).pdf","2029496","2024-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\NOVO CÓDIGO ELEITORAL\Autógrafo.pdf","Autógrafo.pdf","2029496","2022-05-27","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\NOVO CÓDIGO ELEITORAL\Avulso inicial da matéria.pdf","Avulso inicial da matéria.pdf","2290709","2022-05-27","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\NOVO CÓDIGO ELEITORAL\CE - COMPILADO - PROJETO DE LEI COMPLEMENTAR N° 112, DE 2021 - Prismarnney, Carla, Mateus, Rodrigo e Camila.docx","CE - COMPILADO - PROJETO DE LEI COMPLEMENTAR N° 112, DE 2021 - Prismarnney, Carla, Mateus, Rodrigo e Camila.docx","450318","2022-05-30","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\NOVO CÓDIGO ELEITORAL\Estudo Escrito - Novo Código Eleitoral - MAURÍCIO e VÍTOR(1).docx","Estudo Escrito - Novo Código Eleitoral - MAURÍCIO e VÍTOR(1).docx","52515","2024-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\NOVO CÓDIGO ELEITORAL\Estudo Escrito - Novo Código Eleitoral - MAURÍCIO e VÍTOR.docx","Estudo Escrito - Novo Código Eleitoral - MAURÍCIO e VÍTOR.docx","52515","2022-05-31","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\NOVO CÓDIGO ELEITORAL\GRESTA, Roberta - Candidatura sub judice.docx","GRESTA, Roberta - Candidatura sub judice.docx","22555","2022-05-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\NOVO CÓDIGO ELEITORAL\Ofício do TSE ao Senado Federal(1).pdf","Ofício do TSE ao Senado Federal(1).pdf","162044","2024-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\NOVO CÓDIGO ELEITORAL\Ofício do TSE ao Senado Federal.pdf","Ofício do TSE ao Senado Federal.pdf","162044","2022-05-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\NOVO CÓDIGO ELEITORAL\Parecer CCJ Senado - Novo Código Eleitoral.pdf","Parecer CCJ Senado - Novo Código Eleitoral.pdf","900398","2024-03-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\NOVO CÓDIGO ELEITORAL\Pontos destacados.docx","Pontos destacados.docx","40702","2022-05-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\NOVO CÓDIGO ELEITORAL\Pontos destacados.pdf","Pontos destacados.pdf","90594","2022-05-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\NOVO CÓDIGO ELEITORAL\Projeto de Lei Complementar 112 de 2021 - Compilado e comentado(1).docx","Projeto de Lei Complementar 112 de 2021 - Compilado e comentado(1).docx","458878","2024-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\NOVO CÓDIGO ELEITORAL\Projeto de Lei Complementar 112 de 2021 - Compilado e comentado.docx","Projeto de Lei Complementar 112 de 2021 - Compilado e comentado.docx","458878","2022-05-31","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\NOVO CÓDIGO ELEITORAL\Propostas para o Senado.docx","Propostas para o Senado.docx","25319","2022-05-27","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilha gerencial SEGJUR\Painel Gerencial - BASE.html","Painel Gerencial - BASE.html","113295","2025-07-19","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilha gerencial SEGJUR\Painel Gerencial - GEMINI.html","Painel Gerencial - GEMINI.html","114964","2025-07-19","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilha gerencial SEGJUR\Painel gerencial SEGJUR.docx","Painel gerencial SEGJUR.docx","22583","2025-07-22","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilha gerencial SEGJUR\Planilha gerencial (10).html","Planilha gerencial (10).html","110626","2025-07-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilha gerencial SEGJUR\Planilha gerencial (11).html","Planilha gerencial (11).html","137335","2025-07-19","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilha gerencial SEGJUR\Planilha gerencial (12).html","Planilha gerencial (12).html","135877","2025-07-19","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilha gerencial SEGJUR\Planilha gerencial (13).html","Planilha gerencial (13).html","135596","2025-07-22","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilha gerencial SEGJUR\Planilha gerencial (8).html","Planilha gerencial (8).html","88801","2025-07-15","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilha gerencial SEGJUR\Planilha gerencial (9).html","Planilha gerencial (9).html","110411","2025-07-15","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilha gerencial SEGJUR\Sincronização em nuvem.docx","Sincronização em nuvem.docx","16318","2025-07-22","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilhas XLS\Banco 1932-1933-1934 (com gráficos).xlsx","Banco 1932-1933-1934 (com gráficos).xlsx","1716719","2024-07-09","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilhas XLS\Banco 1932-1933-1934(1).xlsx","Banco 1932-1933-1934(1).xlsx","800120","2024-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilhas XLS\Banco 1932-1933-1934.xlsx","Banco 1932-1933-1934.xlsx","800120","2024-07-02","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilhas XLS\Banco 1933 (dividido).xlsx","Banco 1933 (dividido).xlsx","449093","2024-06-25","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilhas XLS\GerenciamentoDeRiscoAcoesDT.xlsx","GerenciamentoDeRiscoAcoesDT.xlsx","45603","2024-06-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilhas XLS\GerenciamentodeRiscoDayTradeAtualizado.xlsx","GerenciamentodeRiscoDayTradeAtualizado.xlsx","22029","2024-06-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\Planilhas XLS\GerenciamentoSwingTrade.xlsb","GerenciamentoSwingTrade.xlsb","25526","2024-06-05","4199968"
