data_sessao,tribunal,tipo,num_ordinal,pagina,n_boletim_be,data_boletim,arquivo_destino,origem
?,superior,ordinaria,,2,,1934-08-31,1934-08-31 - BE [99657].pdf,BEs 1934\AGOSTO\31\99657\00000007.pdf
?,superior,ordinaria,,2,,1935-02-14,1935-02-14 - BE [99815].pdf,BEs 1935\FEVEREIRO\14\99815\00000022.pdf
?,superior,ordinaria,,2,,1935-05-15,1935-05-15 - BE [99740].pdf,BEs 1935\MAIO\15\99740\00000005.pdf
?,superior,ordinaria,,2,,1935-10-31,1935-10-31 - BE [99848].pdf,BEs 1935\OUTUBRO\31\99848\00000026.pdf
?,superior,ordinaria,,2,,1935-11-09,1935-11-09 - BE [99899].pdf,BEs 1935\NOVEMBRO\09\99899\00000004.pdf
?,superior,ordinaria,,2,100,1935-09-17,1935-09-17 - BE n100 [99829].pdf,BEs 1935\SETEMBRO\17\99829\00000007.pdf
?,superior,ordinaria,,2,118,1933-07-29,1933-07-29 - BE n118 [99484].pdf,BEs 1933\JULHO\29\99484\00000003.pdf
?,superior,ordinaria,,2,121,1933-08-09,1933-08-09 - BE n121 [99507] (2).pdf,BEs 1933\AGOSTO\09\99507\00000007 (igual).pdf
?,superior,ordinaria,,2,130,1933-09-09,1933-09-09 - BE n130 [99533] (2).pdf,BEs 1933\SETEMBRO\09\99533\00000016 (igual).pdf
?,superior,ordinaria,,2,144,1933-10-28,1933-10-28 - BE n144 [99868].pdf,BEs 1933\OUTUBRO\28\99868\00000025.pdf
?,superior,ordinaria,,2,157,1933-12-09,1933-12-09 - BE n157 [99881].pdf,BEs 1933\DEZEMBRO\09\99881\00000038.pdf
?,superior,ordinaria,,2,28,1935-02-27,1935-02-27 - BE n028 [99821].pdf,BEs 1935\FEVEREIRO\27\99821\00000028.pdf
?,superior,ordinaria,,2,33,1935-03-13,1935-03-13 - BE n033 [99700].pdf,BEs 1935\MARÇO\13\99700\00000004.pdf
?,superior,ordinaria,,2,62,1935-05-30,1935-05-30 - BE n062 [99745].pdf,BEs 1935\MAIO\30\99745\00000010.pdf
?,superior,ordinaria,,2,71,1934-08-13,1934-08-13 - BE n071 [99604].pdf,BEs 1934\AGOSTO\13\99604\00000006.pdf
?,superior,ordinaria,,2,74,1935-07-04,1935-07-04 - BE n074 [99757].pdf,BEs 1935\JULHO\04\99757\00000001.pdf
?,superior,ordinaria,,2,75,1935-07-06,1935-07-06 - BE n075 [99758].pdf,BEs 1935\JULHO\06\99758\00000002.pdf
?,superior,ordinaria,,20,124,1933-08-19,1933-08-19 - BE n124 [99518].pdf,BEs 1933\AGOSTO\19\99518\00000006.pdf
?,superior,ordinaria,,22,70,1937-06-26,1937-06-26 - BE n070 [100194].pdf,BEs 1937\JUNHO\26\100194\00000036.pdf
?,superior,ordinaria,,3,,1932-07-27,1932-07-27 - BE [99097].pdf,BEs 1932\JULHO\27\99097\00000002.pdf
?,superior,ordinaria,,3,,1935-12-28,1935-12-28 - BE [99927].pdf,BEs 1935\DEZEMBRO\28\99927\00000025.pdf
?,superior,ordinaria,,3,13,1935-04-03,1935-04-03 - BE n013 [99710].pdf,BEs 1935\ABRIL\03\99710\00000014.pdf
?,superior,ordinaria,,3,90,1935-08-10,1935-08-10 - BE n090 [99773].pdf,BEs 1935\AGOSTO\10\99773\00000017.pdf
?,superior,ordinaria,,3,94,1935-08-20,1935-08-20 - BE n094 [99777].pdf,BEs 1935\AGOSTO\20\99777\00000021.pdf
?,superior,ordinaria,,4,,1936-01-18,1936-01-18 - BE [99940].pdf,BEs 1936\JANEIRO\18\99940\00000008.pdf
?,superior,ordinaria,,4,,1936-02-08,1936-02-08 - BE [99949].pdf,BEs 1936\FEVEREIRO\08\99949\00000017.pdf
?,superior,ordinaria,,4,,1936-04-30,1936-04-30 - BE [99991].pdf,BEs 1936\ABRIL\30\99991\00000025.pdf
?,superior,ordinaria,,4,,1936-05-09,1936-05-09 - BE [99996].pdf,BEs 1936\MAIO\09\99996\00000004.pdf
?,superior,ordinaria,,4,,1936-12-31,1936-12-31 - BE [100072].pdf,BEs 1936\DEZEMBRO\31\100072\00000037.pdf
?,superior,ordinaria,,4,26,1935-02-22,1935-02-22 - BE n026 [99819].pdf,BEs 1935\FEVEREIRO\22\99819\00000026.pdf
?,superior,ordinaria,,4,47,1936-04-23,1936-04-23 - BE n047 [99988].pdf,BEs 1936\ABRIL\23\99988\00000022.pdf
?,superior,ordinaria,,5,,1933-08-12,1933-08-12 - BE [99508].pdf,BEs 1933\AGOSTO\12\99508\00000004.pdf
?,superior,ordinaria,,5,,1936-07-21,1936-07-21 - BE [100121].pdf,BEs 1936\JULHO\21\100121\00000009.pdf
?,superior,ordinaria,,5,,1936-12-03,1936-12-03 - BE [100060].pdf,BEs 1936\DEZEMBRO\03\100060\00000026.pdf
?,superior,ordinaria,,5,47,1935-04-13,1935-04-13 - BE n047 [99714].pdf,BEs 1935\ABRIL\13\99714\00000018.pdf
?,superior,ordinaria,,6,,1936-02-06,1936-02-06 - BE [99948].pdf,BEs 1936\FEVEREIRO\06\99948\00000016.pdf
?,superior,ordinaria,,6,19,1935-02-09,1935-02-09 - BE n019 [99812].pdf,BEs 1935\FEVEREIRO\09\99812\00000019.pdf
?,superior,ordinaria,,7,16,1932-10-05,1932-10-05 - BE n016 [99163].pdf,BEs 1932\OUTUBRO\05\99163\00000016.pdf
?,superior,ordinaria,01,3,,1935-10-22,1935-10-22 - BE [99844].pdf,BEs 1935\OUTUBRO\22\99844\00000022.pdf
?,superior,ordinaria,02,5,,1936-06-25,1936-06-25 - BE [100016].pdf,BEs 1936\JUNHO\25\100016\00000024.pdf
?,superior,ordinaria,1,6,,1937-01-07,1937-01-07 - BE [100078].pdf,BEs 1937\JANEIRO\07\100078\00000002.pdf
?,superior,ordinaria,100,4,,1936-09-29,1936-09-29 - BE [100158].pdf,BEs 1936\SETEMBRO\29\100158\00000040.pdf
?,superior,ordinaria,103,18,,1937-09-30,1937-09-30 - BE [100268].pdf,BEs 1937\SETEMBRO\30\100268\00000017.pdf
?,superior,ordinaria,104,18,,1937-09-18,1937-09-18 - BE [100263].pdf,BEs 1937\SETEMBRO\18\100263\00000011.pdf
?,superior,ordinaria,105,2,,1935-10-31,1935-10-31 - BE [99848].pdf,BEs 1935\OUTUBRO\31\99848\00000026.pdf
?,superior,ordinaria,105,5,,1936-10-15,1936-10-15 - BE [100037].pdf,BEs 1936\OUTUBRO\15\100037\00000006.pdf
?,superior,ordinaria,109,3,,1935-11-09,1935-11-09 - BE [99899].pdf,BEs 1935\NOVEMBRO\09\99899\00000004.pdf
?,superior,ordinaria,115,20,117,1937-10-16,1937-10-16 - BE n117 [100275].pdf,BEs 1937\OUTUBRO\16\100275\00000009.pdf
?,superior,ordinaria,115,20,124,1933-08-19,1933-08-19 - BE n124 [99518] (2).pdf,BEs 1933\AGOSTO\19\99518\00000010 (igual).pdf
?,superior,ordinaria,115,20,124,1933-08-19,1933-08-19 - BE n124 [99518].pdf,BEs 1933\AGOSTO\19\99518\00000006.pdf
?,superior,ordinaria,115,3,,1935-11-19,1935-11-19 - BE [99904].pdf,BEs 1935\NOVEMBRO\19\99904\00000008.pdf
?,superior,ordinaria,119,4,,1936-11-19,1936-11-19 - BE [100054].pdf,BEs 1936\NOVEMBRO\19\100054\00000020.pdf
?,superior,ordinaria,122,2,,1935-12-05,1935-12-05 - BE [99915].pdf,BEs 1935\DEZEMBRO\05\99915\00000015.pdf
?,superior,ordinaria,123,6,,1936-11-28,1936-11-28 - BE [100058].pdf,BEs 1936\NOVEMBRO\28\100058\00000024.pdf
?,superior,ordinaria,126,8,,1936-12-08,1936-12-08 - BE [100063].pdf,BEs 1936\DEZEMBRO\08\100063\00000028.pdf
?,superior,ordinaria,127,8,,1936-12-08,1936-12-08 - BE [100063].pdf,BEs 1936\DEZEMBRO\08\100063\00000028.pdf
?,superior,ordinaria,133,2,,1936-01-09,1936-01-09 - BE [99936].pdf,BEs 1936\JANEIRO\09\99936\00000004.pdf
?,superior,ordinaria,15,19,116,1937-10-14,1937-10-14 - BE n116 [100274].pdf,BEs 1937\OUTUBRO\14\100274\00000007.pdf
?,superior,ordinaria,15,3,13,1932-09-14,1932-09-14 - BE n013 [99160].pdf,BEs 1932\SETEMBRO\14\99160\00000013.pdf
?,superior,ordinaria,19,2,66,1933-03-28,1933-03-28 - BE n066 [99424].pdf,BEs 1933\MARÇO\28\99424\00000066.pdf
?,superior,ordinaria,2,3,122,1935-10-24,1935-10-24 - BE n122 [99845].pdf,BEs 1935\OUTUBRO\24\99845\00000023.pdf
?,superior,ordinaria,20,1,40,1935-03-27,1935-03-27 - BE n040 [e277bf1f].pdf,BEs 1935\MARÇO\1935_boletim_eleitoral_a4_n40.pdf
?,superior,ordinaria,23,2,42,1935-04-02,1935-04-02 - BE n042 [1255e87a].pdf,BEs 1935\ABRIL\02\BE 02-04-1935.pdf
?,superior,ordinaria,23,4,,1936-03-07,1936-03-07 - BE [99931].pdf,BEs 1936\MARÇO\07\99931\00000003.pdf
?,superior,ordinaria,25,4,,1936-03-21,1936-03-21 - BE [99962].pdf,BEs 1936\MARÇO\21\99962\00000009.pdf
?,superior,ordinaria,25,4,,1936-03-21,1936-03-21 - BE [99975].pdf,BEs 1936\MARÇO\21\99975\00000034.pdf
?,superior,ordinaria,29,4,,1936-04-02,1936-04-02 - BE [99977].pdf,BEs 1936\ABRIL\02\99977\00000014.pdf
?,superior,ordinaria,3,2,,1935-11-14,1935-11-14 - BE [99901].pdf,BEs 1935\NOVEMBRO\14\99901\00000006.pdf
?,superior,ordinaria,30,3,48,1935-04-17,1935-04-17 - BE n048 [99715].pdf,BEs 1935\ABRIL\17\99715\00000019.pdf
?,superior,ordinaria,31,12,83,1937-03-25,1937-03-25 - BE n083 [100118].pdf,BEs 1937\MARÇO\25\100118\00000011.pdf
?,superior,ordinaria,32,1,42,1934-05-12,1934-05-12 - BE n042 [30f60564].pdf,BEs 1934\MAIO\1934_boletim_eleitoral_a3_n42.pdf
?,superior,ordinaria,32,10,54,1937-05-20,1937-05-20 - BE n054 [100178].pdf,BEs 1937\MAIO\20\100178\00000020.pdf
?,superior,ordinaria,32,12,34,1937-03-30,1937-03-30 - BE n034 [100119].pdf,BEs 1937\MARÇO\30\100119\00000012.pdf
?,superior,ordinaria,38,3,101,1933-06-03,1933-06-03 - BE n101 [99276].pdf,BEs 1933\JUNHO\03\99276\00000032.pdf
?,superior,ordinaria,38,5,,1936-04-28,1936-04-28 - BE [99990].pdf,BEs 1936\ABRIL\28\99990\00000024.pdf
?,superior,ordinaria,44,2,,1935-05-18,1935-05-18 - BE [99741].pdf,BEs 1935\MAIO\18\99741\00000006.pdf
?,superior,ordinaria,44,9,4,1937-04-29,1937-04-29 - BE n004 [100170].pdf,BEs 1937\ABRIL\29\100170\00000012.pdf
?,superior,ordinaria,47,4,61,1936-05-26,1936-05-26 - BE n061 [720d3d5b].pdf,BEs 1936\MAIO\1936_boletim_eleitoral_a5_n61.pdf
?,superior,ordinaria,49,10,51,1937-05-13,1937-05-13 - BE n051 [100175].pdf,BEs 1937\MAIO\13\100175\00000017.pdf
?,superior,ordinaria,49,2,111,1933-07-08,1933-07-08 - BE n111 [99289].pdf,BEs 1933\JULHO\08\99289\00000009.pdf
?,superior,ordinaria,5,3,,1935-02-10,1935-02-10 - BE [99813].pdf,BEs 1935\FEVEREIRO\10\99813\00000020.pdf
?,superior,ordinaria,5,5,,1936-01-23,1936-01-23 - BE [99942].pdf,BEs 1936\JANEIRO\23\99942\00000010.pdf
?,superior,ordinaria,5,7,,1937-01-16,1937-01-16 - BE [100086].pdf,BEs 1937\JANEIRO\16\100086\00000006.pdf
?,superior,ordinaria,50,6,62,1936-05-23,1936-05-23 - BE n062 [575e5a4f].pdf,BEs 1936\MAIO\23_1936_boletim_eleitoral_a5_n62.pdf
?,superior,ordinaria,507,3,,1935-11-02,1935-11-02 - BE [99896].pdf,BEs 1935\NOVEMBRO\02\99896\00000001.pdf
?,superior,ordinaria,51,4,59,1934-07-11,1934-07-11 - BE n059 [090f2418].pdf,BEs 1934\JULHO\1934_boletim_eleitoral_a3_n59.pdf
?,superior,ordinaria,54,14,,1933-08-02,1933-08-02 - BE [99495].pdf,BEs 1933\AGOSTO\02\99495\00000001.pdf
?,superior,ordinaria,56,9,58,1937-05-29,1937-05-29 - BE n058 [100182].pdf,BEs 1937\MAIO\29\100182\00000024.pdf
?,superior,ordinaria,60,2,121,1933-08-09,1933-08-09 - BE n121 [99507] (2).pdf,BEs 1933\AGOSTO\09\99507\00000007 (igual).pdf
?,superior,ordinaria,65,6,,1936-07-04,1936-07-04 - BE [100020].pdf,BEs 1936\JULHO\04\100020\00000002.pdf
?,superior,ordinaria,66,5,79,1936-07-07,1936-07-07 - BE n079 [100021].pdf,BEs 1936\JULHO\07\100021\00000003.pdf
?,superior,ordinaria,67,6,,1936-07-09,1936-07-09 - BE [100022].pdf,BEs 1936\JULHO\09\100022\00000004.pdf
?,superior,ordinaria,7,2,25,1933-02-07,1933-02-07 - BE n025 [99301].pdf,BEs 1933\FEVEREIRO\07\99301\00000025.pdf
?,superior,ordinaria,71,4,84,1936-07-18,1936-07-18 - BE n084 [100120].pdf,BEs 1936\JULHO\18\100120\00000008.pdf
?,superior,ordinaria,74,3,90,1935-08-10,1935-08-10 - BE n090 [99773].pdf,BEs 1935\AGOSTO\10\99773\00000017.pdf
?,superior,ordinaria,75,7,19,1935-02-09,1935-02-09 - BE n019 [99812].pdf,BEs 1935\FEVEREIRO\09\99812\00000019.pdf
?,superior,ordinaria,77,5,,1936-08-01,1936-08-01 - BE [100127].pdf,BEs 1936\AGOSTO\01\100127\00000015.pdf
?,superior,ordinaria,78,4,91,1936-08-04,1936-08-04 - BE n091 [100128].pdf,BEs 1936\AGOSTO\04\100128\00000016.pdf
?,superior,ordinaria,79,5,,1936-08-06,1936-08-06 - BE [100129].pdf,BEs 1936\AGOSTO\06\100129\00000017.pdf
?,superior,ordinaria,8,4,,1936-02-01,1936-02-01 - BE [99946].pdf,BEs 1936\FEVEREIRO\01\99946\00000014.pdf
?,superior,ordinaria,81,17,,1937-07-27,1937-07-27 - BE [100210].pdf,BEs 1937\JULHO\27\100210\00000011.pdf
?,superior,ordinaria,81,2,141,1933-10-18,1933-10-18 - BE n141 [99865].pdf,BEs 1933\OUTUBRO\18\99865\00000022.pdf
?,superior,ordinaria,83,2,98,1935-08-29,1935-08-29 - BE n098 [99781].pdf,BEs 1935\AGOSTO\29\99781\00000025.pdf
?,superior,ordinaria,85,2,145,1933-11-01,1933-11-01 - BE n145 [99869].pdf,BEs 1933\NOVEMBRO\01\99869\00000026.pdf
?,superior,ordinaria,86,5,,1936-08-22,1936-08-22 - BE [100142].pdf,BEs 1936\AGOSTO\22\100142\00000024.pdf
?,superior,ordinaria,87,3,,1935-09-14,1935-09-14 - BE [99828].pdf,BEs 1935\SETEMBRO\14\99828\00000006.pdf
?,superior,ordinaria,87,4,,1936-08-25,1936-08-25 - BE [100143].pdf,BEs 1936\AGOSTO\25\100143\00000025.pdf
?,superior,ordinaria,92,2,153,1933-11-25,1933-11-25 - BE n153 [99877].pdf,BEs 1933\NOVEMBRO\25\99877\00000034.pdf
?,superior,ordinaria,94,2,,1935-10-01,1935-10-01 - BE [99835].pdf,BEs 1935\OUTUBRO\01\99835\00000013.pdf
?,superior,ordinaria,95,18,,1937-08-28,1937-08-28 - BE [100252].pdf,BEs 1937\AGOSTO\28\100252\00000012.pdf
?,superior,ordinaria,95,2,157,1933-12-09,1933-12-09 - BE n157 [99881].pdf,BEs 1933\DEZEMBRO\09\99881\00000038.pdf
?,superior,ordinaria,98,18,,1937-09-04,1937-09-04 - BE [100257].pdf,BEs 1937\SETEMBRO\04\100257\00000003.pdf
