data_sessao,tribunal,tipo,num_ordinal,pagina,n_boletim_be,data_boletim,arquivo_destino,origem
1933-05-10,superior,extraordinaria,,2,101,1933-06-03,1933-06-03 - BE n101 [99276].pdf,BEs 1933\JUNHO\03\99276\00000032.pdf
1933-05-12,regional,,,17,142,1933-10-21,1933-10-21 - BE n142 [99866].pdf,BEs 1933\OUTUBRO\21\99866\00000023.pdf
1933-05-12,superior,ordinaria,37,3,101,1933-06-03,1933-06-03 - BE n101 [99276].pdf,BEs 1933\JUNHO\03\99276\00000032.pdf
1933-05-13,regional,,,7,143,1933-10-25,1933-10-25 - BE n143 [99867].pdf,BEs 1933\OUTUBRO\25\99867\00000024.pdf
1933-05-15,regional,,,8,143,1933-10-25,1933-10-25 - BE n143 [99867].pdf,BEs 1933\OUTUBRO\25\99867\00000024.pdf
1933-05-17,superior,,,5,145,1933-11-01,1933-11-01 - BE n145 [99869].pdf,BEs 1933\NOVEMBRO\01\99869\00000026.pdf
1933-05-19,superior,,98,6,145,1933-11-01,1933-11-01 - BE n145 [99869].pdf,BEs 1933\NOVEMBRO\01\99869\00000026.pdf
1933-05-19,superior,ordinaria,,7,101,1933-06-03,1933-06-03 - BE n101 [99276].pdf,BEs 1933\JUNHO\03\99276\00000032.pdf
1933-05-23,superior,ordinaria,40,8,101,1933-06-03,1933-06-03 - BE n101 [99276].pdf,BEs 1933\JUNHO\03\99276\00000032.pdf
1933-05-26,superior,,99,6,145,1933-11-01,1933-11-01 - BE n145 [99869].pdf,BEs 1933\NOVEMBRO\01\99869\00000026.pdf
1933-05-26,superior,extraordinaria,,14,119,1933-08-02,1933-08-02 - BE n119 [99495].pdf,BEs 1933\AGOSTO\02\99495\00000005 (igual).pdf
1933-05-26,superior,extraordinaria,23,14,119,1933-08-02,1933-08-02 - BE n119 [99495].pdf,BEs 1933\AGOSTO\02\99495\00000005 (igual).pdf
1933-05-26,superior,ordinaria,,2,,1933-06-07,1933-06-07 - BE [99277].pdf,BEs 1933\JUNHO\07\99277\00000001.pdf
1933-05-26,superior,ordinaria,,2,102,1933-06-07,1933-06-07 - BE n102 [99277].pdf,BEs 1933\JUNHO\07\99277\00000033.pdf
1933-05-27,regional,ordinaria,,14,119,1933-08-02,1933-08-02 - BE n119 [99495].pdf,BEs 1933\AGOSTO\02\99495\00000005 (igual).pdf
1933-05-27,regional,ordinaria,54,14,119,1933-08-02,1933-08-02 - BE n119 [99495].pdf,BEs 1933\AGOSTO\02\99495\00000005 (igual).pdf
1933-05-27,superior,ordinaria,,5,,1933-08-12,1933-08-12 - BE [99508] (2).pdf,BEs 1933\AGOSTO\12\99508\00000008 (igual).pdf
1933-05-30,superior,,100,7,145,1933-11-01,1933-11-01 - BE n145 [99869].pdf,BEs 1933\NOVEMBRO\01\99869\00000026.pdf
1933-06-02,superior,,101,7,145,1933-11-01,1933-11-01 - BE n145 [99869].pdf,BEs 1933\NOVEMBRO\01\99869\00000026.pdf
1933-06-02,superior,ordinaria,,2,,1933-06-10,1933-06-10 - BE [99278].pdf,BEs 1933\JUNHO\10\99278\00000034.pdf
1933-06-02,superior,ordinaria,43,2,,1933-06-10,1933-06-10 - BE [99278].pdf,BEs 1933\JUNHO\10\99278\00000034.pdf
1933-06-02,superior,ordinaria,43,2,103,1933-06-10,1933-06-10 - BE n103 [99278].pdf,BEs 1933\JUNHO\10\99278\00000002.pdf
1933-06-05,superior,extraordinaria,,6,114,1933-07-17,1933-07-17 - BE n114 [99361].pdf,BEs 1933\JULHO\17\99361\00000015.pdf
1933-06-06,regional,,,6,146,1933-11-04,1933-11-04 - BE n146 [99870].pdf,BEs 1933\NOVEMBRO\04\99870\00000027.pdf
1933-06-06,superior,ordinaria,,3,109,1933-07-01,1933-07-01 - BE n109 [99286].pdf,BEs 1933\JULHO\01\99286\00000006.pdf
1933-06-06,superior,ordinaria,44,2,104,1933-06-14,1933-06-14 - BE n104 [99279] (2).pdf,BEs 1933\JUNHO\14\99279\00000035.pdf
1933-06-06,superior,ordinaria,44,2,104,1933-06-14,1933-06-14 - BE n104 [99279].pdf,BEs 1933\JUNHO\14\99279\00000003.pdf
1933-06-09,regional,,,6,146,1933-11-04,1933-11-04 - BE n146 [99870].pdf,BEs 1933\NOVEMBRO\04\99870\00000027.pdf
1933-06-09,superior,ordinaria,45,2,105,1933-06-17,1933-06-17 - BE n105 [99280] (2).pdf,BEs 1933\JUNHO\17\99280\00000036.pdf
1933-06-09,superior,ordinaria,45,2,105,1933-06-17,1933-06-17 - BE n105 [99280].pdf,BEs 1933\JUNHO\17\99280\00000004.pdf
1933-06-13,regional,,105,7,146,1933-11-04,1933-11-04 - BE n146 [99870].pdf,BEs 1933\NOVEMBRO\04\99870\00000027.pdf
1933-06-13,superior,ordinaria,45,2,106,1933-06-21,1933-06-21 - BE n106 [99281].pdf,BEs 1933\JUNHO\21\99281\00000037.pdf
1933-06-16,regional,,,6,149,1933-11-16,1933-11-16 - BE n149 [99873].pdf,BEs 1933\NOVEMBRO\16\99873\00000030.pdf
1933-06-16,regional,,106,6,149,1933-11-16,1933-11-16 - BE n149 [99873].pdf,BEs 1933\NOVEMBRO\16\99873\00000030.pdf
1933-06-17,superior,ordinaria,,25,124,1933-08-19,1933-08-19 - BE n124 [99518] (2).pdf,BEs 1933\AGOSTO\19\99518\00000010 (igual).pdf
1933-06-17,superior,ordinaria,,25,124,1933-08-19,1933-08-19 - BE n124 [99518].pdf,BEs 1933\AGOSTO\19\99518\00000006.pdf
1933-06-20,regional,,,8,152,1933-11-23,1933-11-23 - BE n152 [99876].pdf,BEs 1933\NOVEMBRO\23\99876\00000033.pdf
1933-06-20,superior,ordinaria,,3,110,1933-07-05,1933-07-05 - BE n110 [99287].pdf,BEs 1933\JULHO\05\99287\00000007.pdf
1933-06-20,superior,ordinaria,48,3,110,1933-07-05,1933-07-05 - BE n110 [99287].pdf,BEs 1933\JULHO\05\99287\00000007.pdf
1933-06-23,regional,,,9,152,1933-11-23,1933-11-23 - BE n152 [99876].pdf,BEs 1933\NOVEMBRO\23\99876\00000033.pdf
1933-06-27,regional,,,13,153,1933-11-25,1933-11-25 - BE n153 [99877].pdf,BEs 1933\NOVEMBRO\25\99877\00000034.pdf
1933-06-27,regional,,109,13,153,1933-11-25,1933-11-25 - BE n153 [99877].pdf,BEs 1933\NOVEMBRO\25\99877\00000034.pdf
1933-06-27,superior,ordinaria,,2,112,1933-07-12,1933-07-12 - BE n112 [99357].pdf,BEs 1933\JULHO\12\99357\00000011.pdf
1933-06-27,superior,ordinaria,50,2,112,1933-07-12,1933-07-12 - BE n112 [99357].pdf,BEs 1933\JULHO\12\99357\00000011.pdf
1933-06-30,regional,,,16,111,1933-07-08,1933-07-08 - BE n111 [99289].pdf,BEs 1933\JULHO\08\99289\00000009.pdf
1933-06-30,superior,ordinaria,,3,115,1933-07-19,1933-07-19 - BE n115 [99362].pdf,BEs 1933\JULHO\19\99362\00000016.pdf
1933-06-30,superior,ordinaria,51,3,115,1933-07-19,1933-07-19 - BE n115 [99362].pdf,BEs 1933\JULHO\19\99362\00000016.pdf
1933-07-03,regional,ordinaria,,24,111,1933-07-08,1933-07-08 - BE n111 [99289].pdf,BEs 1933\JULHO\08\99289\00000009.pdf
1933-07-04,regional,,,8,155,1933-12-02,1933-12-02 - BE n155 [99879].pdf,BEs 1933\DEZEMBRO\02\99879\00000036.pdf
1933-07-04,superior,ordinaria,,2,116,1933-07-22,1933-07-22 - BE n116 [99363].pdf,BEs 1933\JULHO\22\99363\00000017.pdf
1933-07-07,regional,,,8,155,1933-12-02,1933-12-02 - BE n155 [99879].pdf,BEs 1933\DEZEMBRO\02\99879\00000036.pdf
1933-07-07,superior,ordinaria,,2,116,1933-07-22,1933-07-22 - BE n116 [99363].pdf,BEs 1933\JULHO\22\99363\00000017.pdf
1933-07-11,regional,,,16,156,1933-12-06,1933-12-06 - BE n156 [99880].pdf,BEs 1933\DEZEMBRO\06\99880\00000037.pdf
1933-07-11,superior,ordinaria,54,3,116,1933-07-22,1933-07-22 - BE n116 [99363].pdf,BEs 1933\JULHO\22\99363\00000017.pdf
1933-07-14,regional,,,17,156,1933-12-06,1933-12-06 - BE n156 [99880].pdf,BEs 1933\DEZEMBRO\06\99880\00000037.pdf
1933-07-14,superior,ordinaria,,3,116,1933-07-22,1933-07-22 - BE n116 [99363].pdf,BEs 1933\JULHO\22\99363\00000017.pdf
1933-07-17,regional,,,10,157,1933-12-09,1933-12-09 - BE n157 [99881].pdf,BEs 1933\DEZEMBRO\09\99881\00000038.pdf
1933-07-18,superior,ordinaria,,2,117,1933-07-26,1933-07-26 - BE n117 [99482].pdf,BEs 1933\JULHO\26\99482\00000001.pdf
1933-07-18,superior,ordinaria,56,2,117,1933-07-26,1933-07-26 - BE n117 [99482].pdf,BEs 1933\JULHO\26\99482\00000001.pdf
1933-07-21,superior,ordinaria,,3,118,1933-07-29,1933-07-29 - BE n118 [99484].pdf,BEs 1933\JULHO\29\99484\00000003.pdf
1933-07-21,superior,ordinaria,57,3,118,1933-07-29,1933-07-29 - BE n118 [99484].pdf,BEs 1933\JULHO\29\99484\00000003.pdf
1933-07-22,regional,,,10,157,1933-12-09,1933-12-09 - BE n157 [99881].pdf,BEs 1933\DEZEMBRO\09\99881\00000038.pdf
1933-07-25,superior,ordinaria,,2,119,1933-08-02,1933-08-02 - BE n119 [99495].pdf,BEs 1933\AGOSTO\02\99495\00000005 (igual).pdf
1933-07-25,superior,ordinaria,58,2,,1933-08-02,1933-08-02 - BE [99495].pdf,BEs 1933\AGOSTO\02\99495\00000001.pdf
1933-07-25,superior,ordinaria,58,2,119,1933-08-02,1933-08-02 - BE n119 [99495].pdf,BEs 1933\AGOSTO\02\99495\00000005 (igual).pdf
1933-07-26,regional,,,10,157,1933-12-09,1933-12-09 - BE n157 [99881].pdf,BEs 1933\DEZEMBRO\09\99881\00000038.pdf
1933-07-28,regional,,,10,157,1933-12-09,1933-12-09 - BE n157 [99881].pdf,BEs 1933\DEZEMBRO\09\99881\00000038.pdf
1933-07-28,superior,ordinaria,59,3,120,1933-08-05,1933-08-05 - BE n120 [99501] (2).pdf,BEs 1933\AGOSTO\05\99501\00000006 (igual).pdf
1933-07-28,superior,ordinaria,59,3,120,1933-08-05,1933-08-05 - BE n120 [99501].pdf,BEs 1933\AGOSTO\05\99501\00000002.pdf
1933-08-01,superior,ordinaria,60,2,121,1933-08-09,1933-08-09 - BE n121 [99507].pdf,BEs 1933\AGOSTO\09\99507\00000003.pdf
1933-08-04,regional,,120,11,157,1933-12-09,1933-12-09 - BE n157 [99881].pdf,BEs 1933\DEZEMBRO\09\99881\00000038.pdf
1933-08-04,superior,,61,2,123,1933-08-16,1933-08-16 - BE n123 [99512] (2).pdf,BEs 1933\AGOSTO\16\99512\00000009 (igual).pdf
1933-08-04,superior,ordinaria,,2,123,1933-08-16,1933-08-16 - BE n123 [99512].pdf,BEs 1933\AGOSTO\16\99512\00000005.pdf
1933-08-05,superior,extraordinaria,4,2,,1933-08-12,1933-08-12 - BE [99508] (2).pdf,BEs 1933\AGOSTO\12\99508\00000008 (igual).pdf
1933-08-05,superior,extraordinaria,4,2,,1933-08-12,1933-08-12 - BE [99508].pdf,BEs 1933\AGOSTO\12\99508\00000004.pdf
1933-08-08,regional,,121,11,157,1933-12-09,1933-12-09 - BE n157 [99881].pdf,BEs 1933\DEZEMBRO\09\99881\00000038.pdf
1933-08-08,superior,ordinaria,,3,123,1933-08-16,1933-08-16 - BE n123 [99512].pdf,BEs 1933\AGOSTO\16\99512\00000005.pdf
1933-08-08,superior,ordinaria,62,3,123,1933-08-16,1933-08-16 - BE n123 [99512] (2).pdf,BEs 1933\AGOSTO\16\99512\00000009 (igual).pdf
1933-08-11,regional,,122,11,157,1933-12-09,1933-12-09 - BE n157 [99881].pdf,BEs 1933\DEZEMBRO\09\99881\00000038.pdf
1933-08-11,superior,,,2,121,1933-08-09,1933-08-09 - BE n121 [99507] (2).pdf,BEs 1933\AGOSTO\09\99507\00000007 (igual).pdf
1933-08-11,superior,ordinaria,,2,121,1933-08-09,1933-08-09 - BE n121 [99507].pdf,BEs 1933\AGOSTO\09\99507\00000003.pdf
1933-08-11,superior,ordinaria,03,3,123,1933-08-16,1933-08-16 - BE n123 [99512] (2).pdf,BEs 1933\AGOSTO\16\99512\00000009 (igual).pdf
1933-08-11,superior,ordinaria,63,3,123,1933-08-16,1933-08-16 - BE n123 [99512].pdf,BEs 1933\AGOSTO\16\99512\00000005.pdf
1933-08-15,regional,,123,11,157,1933-12-09,1933-12-09 - BE n157 [99881].pdf,BEs 1933\DEZEMBRO\09\99881\00000038.pdf
1933-08-15,superior,ordinaria,,2,,1933-08-12,1933-08-12 - BE [99508] (2).pdf,BEs 1933\AGOSTO\12\99508\00000008 (igual).pdf
1933-08-15,superior,ordinaria,,2,124,1933-08-19,1933-08-19 - BE n124 [99518] (2).pdf,BEs 1933\AGOSTO\19\99518\00000010 (igual).pdf
1933-08-15,superior,ordinaria,64,2,124,1933-08-19,1933-08-19 - BE n124 [99518].pdf,BEs 1933\AGOSTO\19\99518\00000006.pdf
1933-08-18,superior,ordinaria,,2,123,1933-08-16,1933-08-16 - BE n123 [99512] (2).pdf,BEs 1933\AGOSTO\16\99512\00000009 (igual).pdf
1933-08-18,superior,ordinaria,,2,123,1933-08-16,1933-08-16 - BE n123 [99512].pdf,BEs 1933\AGOSTO\16\99512\00000005.pdf
1933-08-18,superior,ordinaria,65,2,124,1933-08-19,1933-08-19 - BE n124 [99518] (2).pdf,BEs 1933\AGOSTO\19\99518\00000010 (igual).pdf
1933-08-18,superior,ordinaria,65,2,124,1933-08-19,1933-08-19 - BE n124 [99518].pdf,BEs 1933\AGOSTO\19\99518\00000006.pdf
1933-08-19,superior,extraordinaria,5,3,125,1933-08-23,1933-08-23 - BE n125 [99526] (2).pdf,BEs 1933\AGOSTO\23\99526\00000011 (igual).pdf
1933-08-19,superior,extraordinaria,5,3,125,1933-08-23,1933-08-23 - BE n125 [99526].pdf,BEs 1933\AGOSTO\23\99526\00000007.pdf
1933-08-22,superior,ordinaria,,2,124,1933-08-19,1933-08-19 - BE n124 [99518] (2).pdf,BEs 1933\AGOSTO\19\99518\00000010 (igual).pdf
1933-08-22,superior,ordinaria,,2,124,1933-08-19,1933-08-19 - BE n124 [99518].pdf,BEs 1933\AGOSTO\19\99518\00000006.pdf
1933-08-22,superior,ordinaria,66,2,126,1933-08-26,1933-08-26 - BE n126 [99527] (2).pdf,BEs 1933\AGOSTO\26\99527\00000012 (igual).pdf
1933-08-22,superior,ordinaria,66,2,126,1933-08-26,1933-08-26 - BE n126 [99527].pdf,BEs 1933\AGOSTO\26\99527\00000008.pdf
1933-08-25,superior,ordinaria,,2,125,1933-08-23,1933-08-23 - BE n125 [99526] (2).pdf,BEs 1933\AGOSTO\23\99526\00000011 (igual).pdf
1933-08-25,superior,ordinaria,,2,125,1933-08-23,1933-08-23 - BE n125 [99526].pdf,BEs 1933\AGOSTO\23\99526\00000007.pdf
1933-08-25,superior,ordinaria,,2,127,1933-08-30,1933-08-30 - BE n127 [99528].pdf,BEs 1933\AGOSTO\30\99528\00000013.pdf
1933-08-25,superior,ordinaria,67,2,127,1933-08-30,1933-08-30 - BE n127 [99528].pdf,BEs 1933\AGOSTO\30\99528\00000013.pdf
1933-08-29,superior,ordinaria,08,2,128,1933-09-02,1933-09-02 - BE n128 [99530].pdf,BEs 1933\SETEMBRO\02\99530\00000009.pdf
1933-08-29,superior,ordinaria,68,2,128,1933-09-02,1933-09-02 - BE n128 [99530] (2).pdf,BEs 1933\SETEMBRO\02\99530\00000014 (igual).pdf
1933-09-01,regional,,,7,161,1933-12-23,1933-12-23 - BE n161 [99885].pdf,BEs 1933\DEZEMBRO\23\99885\00000042.pdf
1933-09-01,superior,ordinaria,,2,127,1933-08-30,1933-08-30 - BE n127 [99528].pdf,BEs 1933\AGOSTO\30\99528\00000013.pdf
1933-09-01,superior,ordinaria,,2,129,1933-09-06,1933-09-06 - BE n129 [99531] (2).pdf,BEs 1933\SETEMBRO\06\99531\00000015 (igual).pdf
1933-09-01,superior,ordinaria,,2,129,1933-09-06,1933-09-06 - BE n129 [99531].pdf,BEs 1933\SETEMBRO\06\99531\00000010.pdf
1933-09-01,superior,ordinaria,69,2,129,1933-09-06,1933-09-06 - BE n129 [99531] (2).pdf,BEs 1933\SETEMBRO\06\99531\00000015 (igual).pdf
1933-09-01,superior,ordinaria,69,2,129,1933-09-06,1933-09-06 - BE n129 [99531].pdf,BEs 1933\SETEMBRO\06\99531\00000010.pdf
1933-09-05,regional,,,7,162,1933-12-27,1933-12-27 - BE n162 [99886].pdf,BEs 1933\DEZEMBRO\27\99886\00000043.pdf
1933-09-05,superior,ordinaria,,2,128,1933-09-02,1933-09-02 - BE n128 [99530] (2).pdf,BEs 1933\SETEMBRO\02\99530\00000014 (igual).pdf
1933-09-05,superior,ordinaria,,2,128,1933-09-02,1933-09-02 - BE n128 [99530].pdf,BEs 1933\SETEMBRO\02\99530\00000009.pdf
1933-09-05,superior,ordinaria,,2,131,1933-09-13,1933-09-13 - BE n131 [99535] (2).pdf,BEs 1933\SETEMBRO\13\99535\00000017 (igual).pdf
1933-09-05,superior,ordinaria,,2,131,1933-09-13,1933-09-13 - BE n131 [99535].pdf,BEs 1933\SETEMBRO\13\99535\00000012.pdf
1933-09-05,superior,ordinaria,70,2,131,1933-09-13,1933-09-13 - BE n131 [99535] (2).pdf,BEs 1933\SETEMBRO\13\99535\00000017 (igual).pdf
1933-09-05,superior,ordinaria,70,2,131,1933-09-13,1933-09-13 - BE n131 [99535].pdf,BEs 1933\SETEMBRO\13\99535\00000012.pdf
1933-09-08,regional,,,7,162,1933-12-27,1933-12-27 - BE n162 [99886].pdf,BEs 1933\DEZEMBRO\27\99886\00000043.pdf
1933-09-08,superior,ordinaria,,2,129,1933-09-06,1933-09-06 - BE n129 [99531] (2).pdf,BEs 1933\SETEMBRO\06\99531\00000015 (igual).pdf
1933-09-08,superior,ordinaria,,2,129,1933-09-06,1933-09-06 - BE n129 [99531].pdf,BEs 1933\SETEMBRO\06\99531\00000010.pdf
1933-09-08,superior,ordinaria,,2,133,1933-09-20,1933-09-20 - BE n133 [99857].pdf,BEs 1933\SETEMBRO\20\99857\00000014.pdf
1933-09-11,regional,,,13,3,1934-01-10,1934-01-10 - BE n003 [99366].pdf,BEs 1934\JANEIRO\10\99366\00000003.pdf
1933-09-12,regional,,,13,3,1934-01-10,1934-01-10 - BE n003 [99366].pdf,BEs 1934\JANEIRO\10\99366\00000003.pdf
1933-09-12,superior,ordinaria,,2,130,1933-09-09,1933-09-09 - BE n130 [99533].pdf,BEs 1933\SETEMBRO\09\99533\00000011.pdf
1933-09-12,superior,ordinaria,,3,133,1933-09-20,1933-09-20 - BE n133 [99857].pdf,BEs 1933\SETEMBRO\20\99857\00000014.pdf
1933-09-14,regional,extraordinaria,,13,3,1934-01-10,1934-01-10 - BE n003 [99366].pdf,BEs 1934\JANEIRO\10\99366\00000003.pdf
1933-09-15,regional,,134,14,3,1934-01-10,1934-01-10 - BE n003 [99366].pdf,BEs 1934\JANEIRO\10\99366\00000003.pdf
1933-09-15,superior,ordinaria,73,2,134,1933-09-23,1933-09-23 - BE n134 [99858].pdf,BEs 1933\SETEMBRO\23\99858\00000015.pdf
1933-09-19,regional,,135,14,3,1934-01-10,1934-01-10 - BE n003 [99366].pdf,BEs 1934\JANEIRO\10\99366\00000003.pdf
1933-09-19,superior,ordinaria,,2,132,1933-09-16,1933-09-16 - BE n132 [99856].pdf,BEs 1933\SETEMBRO\16\99856\00000013.pdf
1933-09-19,superior,ordinaria,74,3,134,1933-09-23,1933-09-23 - BE n134 [99858].pdf,BEs 1933\SETEMBRO\23\99858\00000015.pdf
1933-09-21,superior,extraordinaria,,2,133,1933-09-20,1933-09-20 - BE n133 [99857].pdf,BEs 1933\SETEMBRO\20\99857\00000014.pdf
1933-09-21,superior,extraordinaria,5,6,134,1933-09-23,1933-09-23 - BE n134 [99858].pdf,BEs 1933\SETEMBRO\23\99858\00000015.pdf
1933-09-22,superior,ordinaria,,2,133,1933-09-20,1933-09-20 - BE n133 [99857].pdf,BEs 1933\SETEMBRO\20\99857\00000014.pdf
1933-09-22,superior,ordinaria,,4,135,1933-09-27,1933-09-27 - BE n135 [99859].pdf,BEs 1933\SETEMBRO\27\99859\00000016.pdf
1933-09-22,superior,ordinaria,75,4,135,1933-09-27,1933-09-27 - BE n135 [99859].pdf,BEs 1933\SETEMBRO\27\99859\00000016.pdf
1933-09-26,superior,ordinaria,,2,134,1933-09-23,1933-09-23 - BE n134 [99858].pdf,BEs 1933\SETEMBRO\23\99858\00000015.pdf
1933-09-26,superior,ordinaria,76,2,136,1933-09-30,1933-09-30 - BE n136 [99860].pdf,BEs 1933\SETEMBRO\30\99860\00000017.pdf
1933-09-29,superior,ordinaria,,2,135,1933-09-27,1933-09-27 - BE n135 [99859].pdf,BEs 1933\SETEMBRO\27\99859\00000016.pdf
1933-09-29,superior,ordinaria,77,2,137,1933-10-04,1933-10-04 - BE n137 [99861].pdf,BEs 1933\OUTUBRO\04\99861\00000018.pdf
1933-10-03,superior,ordinaria,,2,139,1933-10-11,1933-10-11 - BE n139 [99863].pdf,BEs 1933\OUTUBRO\11\99863\00000020.pdf
1933-10-06,superior,ordinaria,,2,137,1933-10-04,1933-10-04 - BE n137 [99861].pdf,BEs 1933\OUTUBRO\04\99861\00000018.pdf
1933-10-06,superior,ordinaria,,5,139,1933-10-11,1933-10-11 - BE n139 [99863].pdf,BEs 1933\OUTUBRO\11\99863\00000020.pdf
1933-10-07,superior,extraordinaria,7,2,140,1933-10-14,1933-10-14 - BE n140 [99864].pdf,BEs 1933\OUTUBRO\14\99864\00000021.pdf
1933-10-10,superior,ordinaria,,2,138,1933-10-07,1933-10-07 - BE n138 [99862].pdf,BEs 1933\OUTUBRO\07\99862\00000019.pdf
1933-10-10,superior,ordinaria,80,5,140,1933-10-14,1933-10-14 - BE n140 [99864].pdf,BEs 1933\OUTUBRO\14\99864\00000021.pdf
1933-10-14,superior,,31,8,29,1933-02-11,1933-02-11 - BE n029 [99305].pdf,BEs 1933\FEVEREIRO\11\99305\00000029.pdf
1933-10-17,superior,ordinaria,,2,140,1933-10-14,1933-10-14 - BE n140 [99864].pdf,BEs 1933\OUTUBRO\14\99864\00000021.pdf
1933-10-17,superior,ordinaria,82,2,142,1933-10-21,1933-10-21 - BE n142 [99866].pdf,BEs 1933\OUTUBRO\21\99866\00000023.pdf
1933-10-20,regional,,,5,11,1934-02-03,1934-02-03 - BE n011 [99374].pdf,BEs 1934\FEVEREIRO\03\99374\00000011.pdf
1933-10-20,regional,,143,5,11,1934-02-03,1934-02-03 - BE n011 [99374].pdf,BEs 1934\FEVEREIRO\03\99374\00000011.pdf
1933-10-20,superior,ordinaria,,2,143,1933-10-25,1933-10-25 - BE n143 [99867].pdf,BEs 1933\OUTUBRO\25\99867\00000024.pdf
1933-10-20,superior,ordinaria,63,2,143,1933-10-25,1933-10-25 - BE n143 [99867].pdf,BEs 1933\OUTUBRO\25\99867\00000024.pdf
1933-10-23,superior,extraordinaria,,11,,1933-11-22,1933-11-22 - BE [99875].pdf,BEs 1933\NOVEMBRO\22\99875\00000032.pdf
1933-10-23,superior,extraordinaria,29,11,,1933-11-22,1933-11-22 - BE [99875].pdf,BEs 1933\NOVEMBRO\22\99875\00000032.pdf
1933-10-24,superior,ordinaria,,2,142,1933-10-21,1933-10-21 - BE n142 [99866].pdf,BEs 1933\OUTUBRO\21\99866\00000023.pdf
1933-10-24,superior,ordinaria,,2,144,1933-10-28,1933-10-28 - BE n144 [99868].pdf,BEs 1933\OUTUBRO\28\99868\00000025.pdf
1933-10-24,superior,ordinaria,84,2,144,1933-10-28,1933-10-28 - BE n144 [99868].pdf,BEs 1933\OUTUBRO\28\99868\00000025.pdf
1933-10-27,superior,ordinaria,,2,143,1933-10-25,1933-10-25 - BE n143 [99867].pdf,BEs 1933\OUTUBRO\25\99867\00000024.pdf
1933-10-31,superior,ordinaria,86,2,146,1933-11-04,1933-11-04 - BE n146 [99870].pdf,BEs 1933\NOVEMBRO\04\99870\00000027.pdf
1933-11-03,regional,,,7,14,1934-02-14,1934-02-14 - BE n014 [99377].pdf,BEs 1934\FEVEREIRO\14\99377\00000014.pdf
1933-11-03,superior,ordinaria,,2,,1933-11-08,1933-11-08 - BE [99871].pdf,BEs 1933\NOVEMBRO\08\99871\00000028.pdf
1933-11-03,superior,ordinaria,,2,145,1933-11-01,1933-11-01 - BE n145 [99869].pdf,BEs 1933\NOVEMBRO\01\99869\00000026.pdf
1933-11-03,superior,ordinaria,87,2,,1933-11-08,1933-11-08 - BE [99871].pdf,BEs 1933\NOVEMBRO\08\99871\00000028.pdf
1933-11-07,superior,ordinaria,,2,146,1933-11-04,1933-11-04 - BE n146 [99870].pdf,BEs 1933\NOVEMBRO\04\99870\00000027.pdf
1933-11-07,superior,ordinaria,,2,149,1933-11-16,1933-11-16 - BE n149 [99873].pdf,BEs 1933\NOVEMBRO\16\99873\00000030.pdf
1933-11-07,superior,ordinaria,88,2,149,1933-11-16,1933-11-16 - BE n149 [99873].pdf,BEs 1933\NOVEMBRO\16\99873\00000030.pdf
1933-11-09,superior,extraordinaria,,12,,1933-11-22,1933-11-22 - BE [99875].pdf,BEs 1933\NOVEMBRO\22\99875\00000032.pdf
1933-11-09,superior,extraordinaria,31,12,,1933-11-22,1933-11-22 - BE [99875].pdf,BEs 1933\NOVEMBRO\22\99875\00000032.pdf
1933-11-10,regional,,,10,16,1934-02-21,1934-02-21 - BE n016 [99379].pdf,BEs 1934\FEVEREIRO\21\99379\00000016.pdf
1933-11-10,superior,,,62,,1934-06-13,1934-06-13 - BE [99564].pdf,BEs 1934\JUNHO\13\99564\00000014.pdf
1933-11-10,superior,,,8,24,1934-03-21,1934-03-21 - BE n024 [99403].pdf,BEs 1934\MARÇO\21\99403\00000024.pdf
1933-11-10,superior,,1,3,,1933-11-22,1933-11-22 - BE [99875].pdf,BEs 1933\NOVEMBRO\22\99875\00000032.pdf
1933-11-10,superior,ordinaria,,2,,1933-11-08,1933-11-08 - BE [99871].pdf,BEs 1933\NOVEMBRO\08\99871\00000028.pdf
1933-11-10,superior,ordinaria,89,2,150,1933-11-18,1933-11-18 - BE n150 [99874].pdf,BEs 1933\NOVEMBRO\18\99874\00000031.pdf
1933-11-14,regional,,150,10,16,1934-02-21,1934-02-21 - BE n016 [99379].pdf,BEs 1934\FEVEREIRO\21\99379\00000016.pdf
1933-11-14,superior,ordinaria,90,2,,1933-11-22,1933-11-22 - BE [99875].pdf,BEs 1933\NOVEMBRO\22\99875\00000032.pdf
1933-11-17,regional,,,10,16,1934-02-21,1934-02-21 - BE n016 [99379].pdf,BEs 1934\FEVEREIRO\21\99379\00000016.pdf
1933-11-17,superior,ordinaria,91,2,152,1933-11-23,1933-11-23 - BE n152 [99876].pdf,BEs 1933\NOVEMBRO\23\99876\00000033.pdf
1933-11-21,regional,,152,11,16,1934-02-21,1934-02-21 - BE n016 [99379].pdf,BEs 1934\FEVEREIRO\21\99379\00000016.pdf
1933-11-22,superior,ordinaria,120,3,,1935-11-30,1935-11-30 - BE [99911].pdf,BEs 1935\NOVEMBRO\30\99911\00000013.pdf
1933-11-24,regional,,,13,17,1934-02-24,1934-02-24 - BE n017 [99396].pdf,BEs 1934\FEVEREIRO\24\99396\00000017.pdf
1933-11-24,superior,ordinaria,,2,,1933-11-22,1933-11-22 - BE [99875].pdf,BEs 1933\NOVEMBRO\22\99875\00000032.pdf
