path_original,origem_atual,destino_novo,categoria,conf
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250531-WA0039.jpg,D:\MÍDIA\2025\2025-05\2025-05-31 08.40.10 [0d61be90].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2025-05-31 08.40.10 [0d61be90].jpg,tela,0.99
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250528-WA0015.jpg,D:\MÍDIA\2025\2025-05\2025-05-28 21.22.34 [33d9e889].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-05-28 21.22.34 [33d9e889].jpg,meme_web,0.95
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250528-WA0016.jpg,D:\MÍDIA\2025\2025-05\2025-05-28 21.22.34 [819a38f0].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-05-28 21.22.34 [819a38f0].jpg,meme_web,0.95
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250528-WA0017.jpg,D:\MÍDIA\2025\2025-05\2025-05-28 21.22.35 [7cffb102].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-05-28 21.22.35 [7cffb102].jpg,meme_web,0.95
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250618-WA0002.jpg,D:\MÍDIA\2025\2025-06\2025-06-18 19.34.35 [a7bf9588].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-06-18 19.34.35 [a7bf9588].jpg,meme_web,0.78
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250621-WA0013.jpg,D:\MÍDIA\2025\2025-06\2025-06-21 23.27.56 [ff0dd15d].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-06-21 23.27.56 [ff0dd15d].jpg,meme_web,0.99
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250622-WA0004.jpg,D:\MÍDIA\2025\2025-06\2025-06-22 11.40.19 [6617ff1e].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-06-22 11.40.19 [6617ff1e].jpg,meme_web,0.99
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250610-WA0008.jpg,D:\MÍDIA\2025\2025-06\2025-06-10 13.16.37 [55d8f784].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2025-06-10 13.16.37 [55d8f784].jpg,tela,0.99
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250612-WA0020.jpg,D:\MÍDIA\2025\2025-06\2025-06-12 22.32.32 [82762b7e].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-06-12 22.32.32 [82762b7e].jpg,meme_web,0.88
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250613-WA0001.jpg,D:\MÍDIA\2025\2025-06\2025-06-13 08.22.48 [18a9cca8].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-06-13 08.22.48 [18a9cca8].jpg,meme_web,0.95
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250617-WA0000.jpg,D:\MÍDIA\2025\2025-06\2025-06-17 06.42.40 [9875a090].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-06-17 06.42.40 [9875a090].jpg,meme_web,0.93
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250723-WA0007.jpg,D:\MÍDIA\2025\2025-07\2025-07-23 22.24.20 [064a0920].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-07-23 22.24.20 [064a0920].jpg,meme_web,0.93
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250725-WA0000.jpg,D:\MÍDIA\2025\2025-07\2025-07-25 08.26.02 [b9f89838].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-07-25 08.26.02 [b9f89838].jpg,meme_web,0.98
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250727-WA0000.jpg,D:\MÍDIA\2025\2025-07\2025-07-27 19.53.23 [e4553c9b].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2025-07-27 19.53.23 [e4553c9b].jpg,tela,1.0
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250811-WA0006.jpg,D:\MÍDIA\2025\2025-08\2025-08-11 16.26.56 [6ab34fc0].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-08-11 16.26.56 [6ab34fc0].jpg,meme_web,0.98
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250813-WA0001.jpg,D:\MÍDIA\2025\2025-08\2025-08-13 11.02.54 [cc523d74].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-08-13 11.02.54 [cc523d74].jpg,meme_web,0.8
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250902-WA0011.jpg,D:\MÍDIA\2025\2025-09\2025-09-02 16.40.31 [96226678].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-09-02 16.40.31 [96226678].jpg,meme_web,0.86
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250924-WA0012.jpg,D:\MÍDIA\2025\2025-09\2025-09-24 16.44.36 [86432923].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2025-09-24 16.44.36 [86432923].jpg,tela,0.93
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20251003-WA0008.jpg,D:\MÍDIA\2025\2025-10\2025-10-03 17.35.48 [26baa24d].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2025-10-03 17.35.48 [26baa24d].jpg,tela,0.99
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20251213-WA0040.jpg,D:\MÍDIA\2025\2025-12\2025-12-13 14.14.51 [2c460435].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\DOCUMENTOS TRIVIAIS\2025-12-13 14.14.51 [2c460435].jpg,documento_trivial,0.88
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2026\IMG-20260121-WA0008.jpg,D:\MÍDIA\2026\2026-01\2026-01-21 11.47.19 [91dec8af].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2026-01-21 11.47.19 [91dec8af].jpg,meme_web,0.98
D:\_ZIP_EXTRAIDO\takeout-20240913T204307Z-002_077\Takeout\Google Fotos\Photos from 2023\IMG-20231224-WA0003.jpg,D:\MÍDIA\2023\2023-12\2023-12-24 [8b69e775].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2023-12-24 [8b69e775].jpg,meme_web,0.78
D:\_ZIP_EXTRAIDO\takeout-20240913T204307Z-004_079\Takeout\Google Fotos\Photos from 2024\IMG-20240512-WA0004.jpg,D:\MÍDIA\2024\2024-05\2024-05-12 [bbfd5ed1].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2024-05-12 [bbfd5ed1].jpg,meme_web,0.9
D:\_ZIP_EXTRAIDO\takeout-20240913T204307Z-004_079\Takeout\Google Fotos\Photos from 2024\IMG-20240524-WA0013.jpg,D:\MÍDIA\2024\2024-05\2024-05-24 [e905e4e9].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2024-05-24 [e905e4e9].jpg,meme_web,0.99
D:\_ZIP_EXTRAIDO\takeout-20240913T204307Z-004_079\Takeout\Google Fotos\Photos from 2024\IMG-20240720-WA0099.jpg,D:\MÍDIA\2024\2024-07\2024-07-20 [2c8d3b8e].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2024-07-20 [2c8d3b8e].jpg,tela,0.99
D:\_ZIP_EXTRAIDO\takeout-20240913T204307Z-004_079\Takeout\Google Fotos\Photos from 2024\IMG-20240802-WA0004.jpg,D:\MÍDIA\2024\2024-08\2024-08-02 [d6a5f68d].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TV E GRAVACOES\2024-08-02 [d6a5f68d].jpg,tv_gravacao,0.99
D:\_ZIP_EXTRAIDO\takeout-20240913T204307Z-005_080\Takeout\Google Fotos\Photos from 2024\IMG-20240127-WA0005.jpg,D:\MÍDIA\2024\2024-01\2024-01-27 [c39986bc].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2024-01-27 [c39986bc].jpg,tela,0.98
D:\_ZIP_EXTRAIDO\takeout-20240913T204307Z-005_080\Takeout\Google Fotos\Photos from 2024\IMG-20240205-WA0013.jpg,D:\MÍDIA\2024\2024-02\2024-02-05 [1e241c80].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2024-02-05 [1e241c80].jpg,tela,1.0
D:\_ZIP_EXTRAIDO\takeout-20240913T204307Z-005_080\Takeout\Google Fotos\Photos from 2024\IMG-20240309-WA0017.jpg,D:\MÍDIA\2024\2024-03\2024-03-09 [1da5eeb2].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2024-03-09 [1da5eeb2].jpg,tela,0.99
D:\_ZIP_EXTRAIDO\takeout-20240913T204307Z-005_080\Takeout\Google Fotos\Photos from 2024\IMG-20240311-WA0008.jpg,D:\MÍDIA\2024\2024-03\2024-03-11 [d17fbfbc].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TV E GRAVACOES\2024-03-11 [d17fbfbc].jpg,tv_gravacao,0.99
D:\_ZIP_EXTRAIDO\takeout-20240913T204307Z-005_080\Takeout\Google Fotos\Photos from 2024\IMG-20240410-WA0005.jpg,D:\MÍDIA\2024\2024-04\2024-04-10 [bc63a772].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2024-04-10 [bc63a772].jpg,meme_web,0.98
D:\_ZIP_EXTRAIDO\takeout-20240913T204307Z-005_080\Takeout\Google Fotos\Photos from 2024\IMG-20240318-WA0003.jpg,D:\MÍDIA\0000 SEM DATA\DIVERSOS\Fotos antigas (scans)\2024-03-18 [89ea5069].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TV E GRAVACOES\2024-03-18 [89ea5069].jpg,tv_gravacao,0.84
D:\_ZIP_EXTRAIDO\takeout-20240913T204307Z-005_080\Takeout\Google Fotos\Photos from 2024\IMG-20240504-WA0079.jpg,D:\MÍDIA\2024\2024-05\2024-05-04 [3e73c4d1].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2024-05-04 [3e73c4d1].jpg,tela,1.0
D:\_ZIP_EXTRAIDO\takeout-20240913T204307Z-005_080\Takeout\Google Fotos\Photos from 2024\IMG-20240429-WA0017.jpg,D:\MÍDIA\2024\2024-04\2024-04-29 [8ea386ad].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TV E GRAVACOES\2024-04-29 [8ea386ad].jpg,tv_gravacao,0.99
