path_original,origem_atual,destino_novo,categoria,conf
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200210-WA0006.jpg,D:\MÍDIA\2020\2020-02\2020-02-10 [1a9b08ba].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-02-10 [1a9b08ba].jpg,meme_web,0.98
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200210-WA0007.jpg,D:\MÍDIA\2020\2020-02\2020-02-10 [4fa865a1].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-02-10 [4fa865a1].jpg,meme_web,0.98
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200215-WA0031.jpg,D:\MÍDIA\2020\2020-02\2020-02-15 [11031095].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-02-15 [11031095].jpg,meme_web,0.93
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200215-WA0032.jpg,D:\MÍDIA\2020\2020-02\2020-02-15 [1cea88e6].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-02-15 [1cea88e6].jpg,meme_web,0.94
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200215-WA0033.jpg,D:\MÍDIA\2020\2020-02\2020-02-15 [f5f9058e].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-02-15 [f5f9058e].jpg,meme_web,0.95
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200215-WA0035.jpg,D:\MÍDIA\2020\2020-02\2020-02-15 [bde2aa4b].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-02-15 [bde2aa4b].jpg,meme_web,0.94
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200215-WA0037.jpg,D:\MÍDIA\2020\2020-02\2020-02-15 [310fa4ce].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-02-15 [310fa4ce].jpg,meme_web,0.94
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200215-WA0052.jpg,D:\MÍDIA\2020\2020-02\2020-02-15 [fa0b5680].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-02-15 [fa0b5680].jpg,meme_web,1.0
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200220-WA0021.jpg,D:\MÍDIA\2020\2020-02\2020-02-20 [d335f8fc].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-02-20 [d335f8fc].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200229-WA0033.jpg,D:\MÍDIA\2020\2020-02\2020-02-29 [3761d42e].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-02-29 [3761d42e].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200228-WA0028.jpg,D:\MÍDIA\2020\2020-02\2020-02-28 [a00e0830].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-02-28 [a00e0830].jpg,meme_web,0.88
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200304-WA0049.jpg,D:\MÍDIA\2020\2020-03\2020-03-04 [35ce71eb].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-03-04 [35ce71eb].jpg,meme_web,0.98
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200304-WA0056.jpg,D:\MÍDIA\2020\2020-03\2020-03-04 [49734e73].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-03-04 [49734e73].jpg,meme_web,0.8
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200312-WA0052.jpg,D:\MÍDIA\2020\2020-03\2020-03-12 [128dbf4d].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-03-12 [128dbf4d].jpg,meme_web,0.98
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200321-WA0013.jpg,D:\MÍDIA\2020\2020-03\2020-03-21 [1ef07bcc].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2020-03-21 [1ef07bcc].jpg,tela,1.0
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200316-WA0020.jpg,D:\MÍDIA\2020\2020-03\2020-03-16 [d911369d].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-03-16 [d911369d].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200318-WA0025.jpg,D:\MÍDIA\2020\2020-03\2020-03-18 [32a762f8].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-03-18 [32a762f8].jpg,meme_web,0.88
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200323-WA0009.jpg,D:\MÍDIA\2020\2020-03\2020-03-23 [8cdb0eb4].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-03-23 [8cdb0eb4].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200323-WA0025.jpg,D:\MÍDIA\2020\2020-03\2020-03-23 [e2943fc3].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2020-03-23 [e2943fc3].jpg,tela,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200324-WA0005.jpg,D:\MÍDIA\2020\2020-03\2020-03-24 [3ae86767].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-03-24 [3ae86767].jpg,meme_web,0.96
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200326-WA0015.jpg,D:\MÍDIA\2020\2020-03\2020-03-26 [f057c70e].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-03-26 [f057c70e].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200401-WA0001.jpg,D:\MÍDIA\2020\2020-04\2020-04-01 [86830823].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-04-01 [86830823].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200401-WA0028.jpg,D:\MÍDIA\2020\2020-04\2020-04-01 [8a87bf23].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TV E GRAVACOES\2020-04-01 [8a87bf23].jpg,tv_gravacao,0.98
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200405-WA0053.jpg,D:\MÍDIA\2020\2020-04\2020-04-05 [ed706f1b].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2020-04-05 [ed706f1b].jpg,tela,1.0
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200403-WA0049.jpg,D:\MÍDIA\2020\2020-04\2020-04-03 [5452cd77].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2020-04-03 [5452cd77].jpg,tela,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200407-WA0048.jpg,D:\MÍDIA\2020\2020-04\2020-04-07 [953930d2].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-04-07 [953930d2].jpg,meme_web,0.96
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200407-WA0049.jpg,D:\MÍDIA\2020\2020-04\2020-04-07 [81d73929].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-04-07 [81d73929].jpg,meme_web,0.94
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200407-WA0051.jpg,D:\MÍDIA\2020\2020-04\2020-04-07 [7034a0ca].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-04-07 [7034a0ca].jpg,meme_web,0.95
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200407-WA0052.jpg,D:\MÍDIA\2020\2020-04\2020-04-07 [8a46215e].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-04-07 [8a46215e].jpg,meme_web,0.97
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200407-WA0053.jpg,D:\MÍDIA\2020\2020-04\2020-04-07 [44dbdfc3].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-04-07 [44dbdfc3].jpg,meme_web,0.97
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200410-WA0047.jpg,D:\MÍDIA\2020\2020-04\2020-04-10 [61004011].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2020-04-10 [61004011].jpg,tela,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200418-WA0022.jpg,D:\MÍDIA\2020\2020-04\2020-04-18 [17ecf95b].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-04-18 [17ecf95b].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200421-WA0028.jpg,D:\MÍDIA\2020\2020-04\2020-04-21 [5f419a06].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-04-21 [5f419a06].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200425-WA0060.jpg,D:\MÍDIA\2020\2020-04\2020-04-25 [ed1a9d0e].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-04-25 [ed1a9d0e].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200421-WA0115.jpg,D:\MÍDIA\2020\2020-04\2020-04-21 [33809647].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-04-21 [33809647].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200425-WA0025.jpg,D:\MÍDIA\2020\2020-04\2020-04-25 [b6740145].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2020-04-25 [b6740145].jpg,tela,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200428-WA0043.jpg,D:\MÍDIA\0000 SEM DATA\DIVERSOS\Fotos antigas (scans)\2020-04-28 [7ed5e6f6].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2020-04-28 [7ed5e6f6].jpg,tela,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200502-WA0002.jpg,D:\MÍDIA\2020\2020-05\2020-05-02 [e6220125].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-02 [e6220125].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200502-WA0009.jpg,D:\MÍDIA\2020\2020-05\2020-05-02 [e8800ec8].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2020-05-02 [e8800ec8].jpg,tela,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200502-WA0019.jpg,D:\MÍDIA\2020\2020-05\2020-05-02 [322ef789].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-02 [322ef789].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200512-WA0018.jpg,D:\MÍDIA\2020\2020-05\2020-05-12 [16878d3c].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-12 [16878d3c].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200513-WA0032.jpg,D:\MÍDIA\2020\2020-05\2020-05-13 [0866b7af].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-13 [0866b7af].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200503-WA0058.jpg,D:\MÍDIA\2020\2020-05\2020-05-03 [208df7a5].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-03 [208df7a5].jpg,meme_web,0.78
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200503-WA0059.jpg,D:\MÍDIA\2020\2020-05\2020-05-03 [c4c16bf6].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-03 [c4c16bf6].jpg,meme_web,0.82
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200503-WA0060.jpg,D:\MÍDIA\0000 SEM DATA\DIVERSOS\Fotos antigas (scans)\2020-05-03 [7497c255].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-03 [7497c255].jpg,meme_web,0.82
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200503-WA0086.jpg,D:\MÍDIA\2020\2020-05\2020-05-03 [2b39a8b3].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-03 [2b39a8b3].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200504-WA0001.jpg,D:\MÍDIA\2020\2020-05\2020-05-04 [f2991039].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-04 [f2991039].jpg,meme_web,0.98
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200505-WA0032.jpg,D:\MÍDIA\2020\2020-05\2020-05-05 [10b8e13d].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-05 [10b8e13d].jpg,meme_web,0.9
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200516-WA0022.jpg,D:\MÍDIA\2020\2020-05\2020-05-16 [f49eb07f].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-16 [f49eb07f].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200525-WA0042.jpg,D:\MÍDIA\2020\2020-05\2020-05-25 [6e9b8967].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-25 [6e9b8967].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200526-WA0046.jpg,D:\MÍDIA\2020\2020-05\2020-05-26 [126b3970].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2020-05-26 [126b3970].jpg,tela,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200527-WA0003.jpg,D:\MÍDIA\2020\2020-05\2020-05-27 [e729fd8f].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2020-05-27 [e729fd8f].jpg,tela,0.98
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200527-WA0012.jpg,D:\MÍDIA\2020\2020-05\2020-05-27 [5a920ffa].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-27 [5a920ffa].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200528-WA0023.jpg,D:\MÍDIA\2020\2020-05\2020-05-28 [4dd735f5].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-28 [4dd735f5].jpg,meme_web,0.94
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200528-WA0024.jpg,D:\MÍDIA\2020\2020-05\2020-05-28 [423ae290].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-28 [423ae290].jpg,meme_web,0.94
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200528-WA0045.jpg,D:\MÍDIA\2020\2020-05\2020-05-28 [c8d166c4].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-05-28 [c8d166c4].jpg,meme_web,0.9
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200601-WA0008.jpg,D:\MÍDIA\2020\2020-06\2020-06-01 [222ec3d6].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2020-06-01 [222ec3d6].jpg,tela,1.0
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200611-WA0041.jpg,D:\MÍDIA\2020\2020-06\2020-06-11 [4a21e00b].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2020-06-11 [4a21e00b].jpg,tela,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200612-WA0025.jpg,D:\MÍDIA\2020\2020-06\2020-06-12 [0359716a].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-06-12 [0359716a].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200612-WA0028.jpg,D:\MÍDIA\2020\2020-06\2020-06-12 [b8035f38].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-06-12 [b8035f38].jpg,meme_web,0.99
D:\HD EXTERNO Mário\BACKUP MÁRIO 2020\IMG-20200615-WA0002.jpg,D:\MÍDIA\2020\2020-06\2020-06-15 [b186b87f].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2020-06-15 [b186b87f].jpg,meme_web,0.99
D:\Takeout em 17_12_2023\Google Fotos\Photos from 2022\20220502_141813.jpg,D:\MÍDIA\2022\2022-05\2022-05-02 14.18.13 [6b8830d9].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\DOCUMENTOS TRIVIAIS\2022-05-02 14.18.13 [6b8830d9].jpg,documento_trivial,0.98
D:\Takeout em 17_12_2023\Google Fotos\Photos from 2022\20220507_135823.jpg,D:\MÍDIA\2022\2022-05\2022-05-07 13.58.23 [2989b1b7].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\DOCUMENTOS TRIVIAIS\2022-05-07 13.58.23 [2989b1b7].jpg,documento_trivial,0.9
D:\Takeout em 17_12_2023\Google Fotos\Photos from 2022\20220513_151503.jpg,D:\MÍDIA\2022\2022-05\2022-05-13 15.15.03 [bf0b0012].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\DOCUMENTOS TRIVIAIS\2022-05-13 15.15.03 [bf0b0012].jpg,documento_trivial,0.78
D:\Takeout em 17_12_2023\Google Fotos\Photos from 2022\20221207_154737.jpg,D:\MÍDIA\2022\2022-12\2022-12-07 15.47.37 [dbeab48c].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TV E GRAVACOES\2022-12-07 15.47.37 [dbeab48c].jpg,tv_gravacao,0.99
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2024\20241015_214435.jpg,D:\MÍDIA\2024\2024-10\2024-10-15 21.44.35 [700eaa91].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TV E GRAVACOES\2024-10-15 21.44.35 [700eaa91].jpg,tv_gravacao,0.93
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2024\20241015_214444.jpg,D:\MÍDIA\2024\2024-10\2024-10-15 21.44.45 [3da3b250].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TV E GRAVACOES\2024-10-15 21.44.45 [3da3b250].jpg,tv_gravacao,0.93
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2024\20241103_155632.jpg,D:\MÍDIA\2024\2024-11\2024-11-03 15.56.32 [127e3789].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TV E GRAVACOES\2024-11-03 15.56.32 [127e3789].jpg,tv_gravacao,1.0
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2024\IMG-20241004-WA0008.jpg,D:\MÍDIA\2024\2024-10\2024-10-04 14.35.08 [8e48d658].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2024-10-04 14.35.08 [8e48d658].jpg,meme_web,0.88
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2024\IMG-20241008-WA0024.jpg,D:\MÍDIA\2024\2024-10\2024-10-08 19.19.22 [47a57dbd].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2024-10-08 19.19.22 [47a57dbd].jpg,meme_web,0.98
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2024\IMG-20241020-WA0002.jpg,D:\MÍDIA\2024\2024-10\2024-10-20 10.29.00 [7cbeb2b6].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2024-10-20 10.29.00 [7cbeb2b6].jpg,tela,0.99
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2024\IMG-20241109-WA0008.jpg,D:\MÍDIA\2024\2024-11\2024-11-09 23.56.39 [68981cad].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2024-11-09 23.56.39 [68981cad].jpg,tela,0.99
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2024\IMG-20241113-WA0019.jpg,D:\MÍDIA\2024\2024-11\2024-11-13 21.24.35 [0f60878b].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2024-11-13 21.24.35 [0f60878b].jpg,meme_web,0.84
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2024\IMG-20241114-WA0006.jpg,D:\MÍDIA\0000 SEM DATA\DIVERSOS\Fotos antigas (scans)\2024-11-14 08.27.14 [ce6055b6].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2024-11-14 08.27.14 [ce6055b6].jpg,meme_web,0.96
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2024\IMG-20241218-WA0000.jpg,D:\MÍDIA\2024\2024-12\2024-12-18 08.37.01 [caec0743].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2024-12-18 08.37.01 [caec0743].jpg,tela,0.99
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\20250210_092430.jpg,D:\MÍDIA\2025\2025-02\2025-02-10 09.24.30 [c5a652c8].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\DOCUMENTOS TRIVIAIS\2025-02-10 09.24.30 [c5a652c8].jpg,documento_trivial,0.98
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\20250124_142539.jpg,D:\MÍDIA\2025\2025-01\2025-01-24 14.25.39 [2cdc7b04].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\DOCUMENTOS TRIVIAIS\2025-01-24 14.25.39 [2cdc7b04].jpg,documento_trivial,0.9
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\20250131_140831.jpg,D:\MÍDIA\2025\2025-01\2025-01-31 14.08.30 [a47fab62].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\DOCUMENTOS TRIVIAIS\2025-01-31 14.08.30 [a47fab62].jpg,documento_trivial,0.86
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\20250131_143156.jpg,D:\MÍDIA\2025\2025-01\2025-01-31 14.31.56 [59cd73c6].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\DOCUMENTOS TRIVIAIS\2025-01-31 14.31.56 [59cd73c6].jpg,documento_trivial,0.88
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\20250131_145854.jpg,D:\MÍDIA\2025\2025-01\2025-01-31 14.58.54 [885f9710].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\DOCUMENTOS TRIVIAIS\2025-01-31 14.58.54 [885f9710].jpg,documento_trivial,0.94
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\20251001_165435.jpg,D:\MÍDIA\2025\2025-10\2025-10-01 16.54.35 [169b5997].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2025-10-01 16.54.35 [169b5997].jpg,tela,0.86
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250127-WA0002.jpg,D:\MÍDIA\2025\2025-01\2025-01-27 18.04.53 [7c686b2f].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-01-27 18.04.53 [7c686b2f].jpg,meme_web,0.99
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250213-WA0004.jpg,D:\MÍDIA\2025\2025-02\2025-02-13 16.29.00 [1cb76093].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2025-02-13 16.29.00 [1cb76093].jpg,tela,0.99
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250213-WA0005.jpg,D:\MÍDIA\2025\2025-02\2025-02-13 18.45.02 [9d04fd4e].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2025-02-13 18.45.02 [9d04fd4e].jpg,tela,0.99
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\20251230_082031.jpg,D:\MÍDIA\2025\2025-12\2025-12-30 08.20.31 [c694909d].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\DOCUMENTOS TRIVIAIS\2025-12-30 08.20.31 [c694909d].jpg,documento_trivial,0.78
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250323-WA0003.jpg,D:\MÍDIA\2025\2025-03\2025-03-23 14.20.34 [c5532629].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-03-23 14.20.34 [c5532629].jpg,meme_web,0.91
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250422-WA0005.jpg,D:\MÍDIA\2025\2025-04\2025-04-22 11.31.22 [e6482975].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-04-22 11.31.22 [e6482975].jpg,meme_web,0.86
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250425-WA0031.jpg,D:\MÍDIA\2025\2025-04\2025-04-25 18.17.12 [ea08a942].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-04-25 18.17.12 [ea08a942].jpg,meme_web,0.98
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250508-WA0020.jpg,D:\MÍDIA\2025\2025-05\2025-05-08 14.56.54 [8ca71f29].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-05-08 14.56.54 [8ca71f29].jpg,meme_web,0.98
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250508-WA0030.jpg,D:\MÍDIA\2025\2025-05\2025-05-08 23.11.57 [9eed7179].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\TELAS\2025-05-08 23.11.57 [9eed7179].jpg,tela,1.0
D:\_TAKEOUT_EXTRAIDO\Google Fotos\Fotos de 2025\IMG-20250512-WA0008.jpg,D:\MÍDIA\2025\2025-05\2025-05-12 18.43.51 [bf337627].jpg,D:\MÍDIA\9990 BAIXA RELEVANCIA\MEMES E WEB\2025-05-12 18.43.51 [bf337627].jpg,meme_web,0.9
