"Acao","De","Para"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\CONCURSO\Minuta de Resolução TSE - concurso público Justiça Eleitoral (atual. 2023-09-05).docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\CONCURSO\Minuta de Resolução TSE - concurso público Justiça Eleitoral (atual. 2023-09-05).docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\CONCURSO\Quadro comparativo - concurso público (Res. TSE 23.391-2013 e minuta) - 2023-09-05.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\CONCURSO\Quadro comparativo - concurso público (Res. TSE 23.391-2013 e minuta) - 2023-09-05.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Controle de comissionamento TSE - Assessoria Consultiva (ASSEC).pdf","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Controle de comissionamento TSE - Assessoria Consultiva (ASSEC).pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Conversa com Ronnie sobre links SharePoint-OneDrive - chamado 322643 - AGEL.pdf","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Conversa com Ronnie sobre links SharePoint-OneDrive - chamado 322643 - AGEL.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Conversa com Ronnie.png","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Conversa com Ronnie.png"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Currículo - Maurício - Assessoria de Gestão Eleitoral (AGEL TSE).pdf","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Currículo - Maurício - Assessoria de Gestão Eleitoral (AGEL TSE).pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Currículo.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Currículo.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Acordo de Cooperação Técnica TSE nº 11-2018 com AGU - SEI 2015.00.000004544-3.pdf","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Acordo de Cooperação Técnica TSE nº 11-2018 com AGU - SEI 2015.00.000004544-3.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\AGEL - despacho informação SEI 2015.00.000004544-3 - minuta ACT 2024.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\AGEL - despacho informação SEI 2015.00.000004544-3 - minuta ACT 2024.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\AGEL - informação SEI 2022.00.000018247-3 - registros de óbitos no cadastro de eleitores.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\AGEL - informação SEI 2022.00.000018247-3 - registros de óbitos no cadastro de eleitores.docx"
