"ID","Nome (Artigo)","Texto do Artigo"
"1982","Art. 235, IV","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO II - DA LICENÇA
Dispositivo: Art. 235, IV

Art. 235. O Deputado poderá obter licença para:
IV - investidura em qualquer dos cargos referidos no Art. 56, I, da Constituição Federal."
"1983","Art. 235, §1º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO II - DA LICENÇA
Dispositivo: Art. 235, §1º

Art. 235. O Deputado poderá obter licença para:
§1º As Deputadas poderão ainda obter licença-gestante, e os Deputados, licença-paternidade, nos termos previstos no Art. 7º, incisos XVIII e XIX, da Constituição Federal. (Parágrafo acrescido pela Resolução nº 15, de 2003)"
"1984","Art. 235, §2º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO II - DA LICENÇA
Dispositivo: Art. 235, §2º

Art. 235. O Deputado poderá obter licença para:
§2º Salvo nos casos de prorrogação da sessão legislativa ordinária ou de convocação extraordinária do Congresso Nacional, não se concederão as licenças referidas nos incisos II e III durante os períodos de recesso constitucional. (Primitivo §1º renumerado pela Resolução nº 15, de 2003)"
"1985","Art. 235, §3º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO II - DA LICENÇA
Dispositivo: Art. 235, §3º

Art. 235. O Deputado poderá obter licença para:
§3º Suspender-se-á a contagem do prazo da licença que se haja iniciado anteriormente ao encerramento de cada semiperíodo da respectiva sessão legislativa, exceto na hipótese do inciso II quando tenha havido assunção de Suplente. (Primitivo §2º renumerado pela Resolução nº 15, de 2003)"
"1986","Art. 235, §4º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO II - DA LICENÇA
Dispositivo: Art. 235, §4º

Art. 235. O Deputado poderá obter licença para:
§4º A licença será concedida pelo Presidente, exceto na hipótese do inciso I, quando caberá à Mesa decidir. (Primitivo §3º renumerado pela Resolução nº 15, de 2003)"
"1987","Art. 235, §5º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO II - DA LICENÇA
Dispositivo: Art. 235, §5º

Art. 235. O Deputado poderá obter licença para:
§5º A licença depende de requerimento fundamentado, dirigido ao Presidente da Câmara, e lido na primeira sessão após o seu recebimento. (Primitivo §4º renumerado pela Resolução nº 15, de 2003)"
"1988","Art. 235, §6º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO II - DA LICENÇA
Dispositivo: Art. 235, §6º

Art. 235. O Deputado poderá obter licença para:
§6º O Deputado que se licenciar, com assunção de Suplente, não poderá reassumir o mandato antes de findo o prazo, superior a cento e vinte dias, da licença ou de suas prorrogações. (Primitivo §5º renumerado pela Resolução nº 15, de 2003)"
"1989","Art. 236","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO II - DA LICENÇA
Dispositivo: Art. 236

Art. 236. Ao Deputado que, por motivo de doença comprovada, se encontre impossibilitado de atender aos deveres decorrentes do exercício do mandato, será concedida licença para tratamento de saúde."
"1990","Art. 236, Parágrafo único","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO II - DA LICENÇA
Dispositivo: Art. 236, Parágrafo único

Art. 236. Ao Deputado que, por motivo de doença comprovada, se encontre impossibilitado de atender aos deveres decorrentes do exercício do mandato, será concedida licença para tratamento de saúde.
Parágrafo único. Para obtenção ou prorrogação da licença, será necessário laudo de inspeção de saúde, firmado por três integrantes do corpo médico da Câmara, com a expressa indicação de que o paciente não pode continuar no exercício ativo de seu mandato."
"1991","Art. 237","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO II - DA LICENÇA
Dispositivo: Art. 237

Art. 237. Em caso de incapacidade civil absoluta, julgada por sentença de interdição ou comprovada mediante laudo médico passado por junta nomeada pela Mesa da Câmara, será o Deputado suspenso do exercício do mandato, sem perda da remuneração, enquanto durarem os seus efeitos."
"1992","Art. 237, §1º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO II - DA LICENÇA
Dispositivo: Art. 237, §1º

Art. 237. Em caso de incapacidade civil absoluta, julgada por sentença de interdição ou comprovada mediante laudo médico passado por junta nomeada pela Mesa da Câmara, será o Deputado suspenso do exercício do mandato, sem perda da remuneração, enquanto durarem os seus efeitos.
§1º No caso de o Deputado se negar a submeter-se ao exame de saúde, poderá o Plenário, em sessão secreta, por deliberação da maioria absoluta dos seus membros, aplicar-lhe a medida suspensiva."
"1993","Art. 237, §2º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO II - DA LICENÇA
Dispositivo: Art. 237, §2º

Art. 237. Em caso de incapacidade civil absoluta, julgada por sentença de interdição ou comprovada mediante laudo médico passado por junta nomeada pela Mesa da Câmara, será o Deputado suspenso do exercício do mandato, sem perda da remuneração, enquanto durarem os seus efeitos.
§2º A junta deverá ser constituída, no mínimo, de três médicos de reputada idoneidade profissional, não pertencentes aos serviços da Câmara dos Deputados ou do Senado Federal."
"1994","Art. 238","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 238

Art. 238. As vagas, na Câmara, verificar-se-ão em virtude de:"
"1995","Art. 238, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 238, I

Art. 238. As vagas, na Câmara, verificar-se-ão em virtude de:
I - falecimento;"
"1996","Art. 238, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 238, II

Art. 238. As vagas, na Câmara, verificar-se-ão em virtude de:
II - renúncia;"
"1997","Art. 238, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 238, III

Art. 238. As vagas, na Câmara, verificar-se-ão em virtude de:
III - perda de mandato."
"1998","Art. 239","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 239

Art. 239. A declaração de renúncia do Deputado ao mandato deve ser dirigida por escrito à Mesa e independe de aprovação da Câmara, mas somente se tornará efetiva e irretratável depois de lida no expediente ou disponibilizada no Diário da Câmara dos Deputados, o que ocorrer primeiro. (“Caput” do artigo com redação dada pela Resolução nº 12, de 2019, publicada no Suplemento ao DCD de 1º/11/2019, em vigor no início da próxima sessão legislativa ordinária)"
"1999","Art. 239, §1º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 239, §1º

Art. 239. A declaração de renúncia do Deputado ao mandato deve ser dirigida por escrito à Mesa e independe de aprovação da Câmara, mas somente se tornará efetiva e irretratável depois de lida no expediente ou disponibilizada no Diário da Câmara dos Deputados, o que ocorrer primeiro. (“Caput” do artigo com redação dada pela Resolução nº 12, de 2019, publicada no Suplemento ao DCD de 1º/11/2019, em vigor no início da próxima sessão legislativa ordinária)
§1º Considera-se também haver renunciado:"
"2000","Art. 239, §1º, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 239, §1º, I

Art. 239. A declaração de renúncia do Deputado ao mandato deve ser dirigida por escrito à Mesa e independe de aprovação da Câmara, mas somente se tornará efetiva e irretratável depois de lida no expediente ou disponibilizada no Diário da Câmara dos Deputados, o que ocorrer primeiro. (“Caput” do artigo com redação dada pela Resolução nº 12, de 2019, publicada no Suplemento ao DCD de 1º/11/2019, em vigor no início da próxima sessão legislativa ordinária)
§1º Considera-se também haver renunciado:
I - o Deputado que não prestar compromisso no prazo estabelecido neste Regimento;"
"2001","Art. 239, §1º, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 239, §1º, II

Art. 239. A declaração de renúncia do Deputado ao mandato deve ser dirigida por escrito à Mesa e independe de aprovação da Câmara, mas somente se tornará efetiva e irretratável depois de lida no expediente ou disponibilizada no Diário da Câmara dos Deputados, o que ocorrer primeiro. (“Caput” do artigo com redação dada pela Resolução nº 12, de 2019, publicada no Suplemento ao DCD de 1º/11/2019, em vigor no início da próxima sessão legislativa ordinária)
§1º Considera-se também haver renunciado:
II - o Suplente que, convocado, não se apresentar para entrar em exercício no prazo regimental."
"2002","Art. 239, §2º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 239, §2º

Art. 239. A declaração de renúncia do Deputado ao mandato deve ser dirigida por escrito à Mesa e independe de aprovação da Câmara, mas somente se tornará efetiva e irretratável depois de lida no expediente ou disponibilizada no Diário da Câmara dos Deputados, o que ocorrer primeiro. (“Caput” do artigo com redação dada pela Resolução nº 12, de 2019, publicada no Suplemento ao DCD de 1º/11/2019, em vigor no início da próxima sessão legislativa ordinária)
§2º A vacância, nos casos de renúncia, será declarada em sessão pelo Presidente."
"2003","Art. 240","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 240

Art. 240. Perde o mandato o Deputado:"
"2004","Art. 240, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 240, I

Art. 240. Perde o mandato o Deputado:
I - que infringir qualquer das proibições constantes do Art. 54 da Constituição Federal;"
"2005","Art. 240, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 240, II

Art. 240. Perde o mandato o Deputado:
II - cujo procedimento for declarado incompatível com o decoro parlamentar;"
"2006","Art. 240, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 240, III

Art. 240. Perde o mandato o Deputado:
III - que deixar de comparecer, em cada sessão legislativa ordinária, à terça parte das sessões ordinárias da Câmara, salvo licença ou missão autorizada;"
"2007","Art. 240, IV","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 240, IV

Art. 240. Perde o mandato o Deputado:
IV - que perder ou tiver suspensos os direitos políticos;"
"2008","Art. 240, V","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 240, V

Art. 240. Perde o mandato o Deputado:
V - quando o decretar a Justiça Eleitoral, nos casos previstos na Constituição Federal;"
"2009","Art. 240, VI","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 240, VI

Art. 240. Perde o mandato o Deputado:
VI - que sofrer condenação criminal em sentença transitada em julgado."
"2010","Art. 240, §1º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 240, §1º

Art. 240. Perde o mandato o Deputado:
§1º Nos casos dos incisos I, II e VI, a perda do mandato será decidida pela Câmara dos Deputados, em votação ostensiva e por maioria absoluta de seus membros, mediante provocação da Mesa ou de partido com representação no Congresso Nacional, assegurada ampla defesa. (Parágrafo com redação dada pela Resolução nº 47, de 2013)"
"2011","Art. 240, §2º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 240, §2º

Art. 240. Perde o mandato o Deputado:
§2º Nos casos previstos nos incisos III a V, a perda do mandato será declarada pela Mesa, de ofício ou mediante provocação de qualquer Deputado, ou de Partido com representação no Congresso Nacional, assegurada ao representado, consoante procedimentos específicos estabelecidos em Ato, ampla defesa perante a Mesa."
"2012","Art. 240, §3º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 240, §3º

Art. 240. Perde o mandato o Deputado:
§3º A representação, nos casos dos incisos I e VI, será encaminhada à Comissão de Constituição e Justiça e de Cidadania, observadas as seguintes normas: (“Caput” do parágrafo com redação dada pela Resolução nº 25, de 2001 e adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)"
"2013","Art. 240, §3º, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 240, §3º, I

Art. 240. Perde o mandato o Deputado:
§3º A representação, nos casos dos incisos I e VI, será encaminhada à Comissão de Constituição e Justiça e de Cidadania, observadas as seguintes normas: (“Caput” do parágrafo com redação dada pela Resolução nº 25, de 2001 e adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)
I - recebida e processada na Comissão, será fornecida cópia da representação ao Deputado, que terá o prazo de cinco sessões para apresentar defesa escrita e indicar provas;"
"2014","Art. 240, §3º, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 240, §3º, II

Art. 240. Perde o mandato o Deputado:
§3º A representação, nos casos dos incisos I e VI, será encaminhada à Comissão de Constituição e Justiça e de Cidadania, observadas as seguintes normas: (“Caput” do parágrafo com redação dada pela Resolução nº 25, de 2001 e adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)
II - se a defesa não for apresentada, o Presidente da Comissão nomeará defensor dativo para oferecê-la no mesmo prazo;"
"2015","Art. 240, §3º, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 240, §3º, III

Art. 240. Perde o mandato o Deputado:
§3º A representação, nos casos dos incisos I e VI, será encaminhada à Comissão de Constituição e Justiça e de Cidadania, observadas as seguintes normas: (“Caput” do parágrafo com redação dada pela Resolução nº 25, de 2001 e adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)
III - apresentada a defesa, a Comissão procederá às diligências e à instrução probatória que entender necessárias, findas as quais proferirá parecer no prazo de cinco sessões, concluindo pela procedência da representação ou pelo arquivamento desta; procedente a representação, a Comissão oferecerá também o projeto de resolução no sentido da perda do mandato;"
"2016","Art. 240, §3º, IV","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO III - DA VACÂNCIA
Dispositivo: Art. 240, §3º, IV

Art. 240. Perde o mandato o Deputado:
§3º A representação, nos casos dos incisos I e VI, será encaminhada à Comissão de Constituição e Justiça e de Cidadania, observadas as seguintes normas: (“Caput” do parágrafo com redação dada pela Resolução nº 25, de 2001 e adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)
IV - o parecer da Comissão de Constituição e Justiça e de Cidadania, uma vez lido no expediente, publicado no Diário da Câmara dos Deputados e distribuído em avulsos, será incluído em Ordem do Dia. (Inciso com redação adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)"
"2017","Art. 241","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO IV - DA CONVOCAÇÃO DE SUPLENTE
Dispositivo: Art. 241

Art. 241. A Mesa convocará, no prazo de quarenta e oito horas, o Suplente de Deputado nos casos de:"
"2018","Art. 241, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO IV - DA CONVOCAÇÃO DE SUPLENTE
Dispositivo: Art. 241, I

Art. 241. A Mesa convocará, no prazo de quarenta e oito horas, o Suplente de Deputado nos casos de:
I - ocorrência de vaga;"
"2019","Art. 241, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO IV - DA CONVOCAÇÃO DE SUPLENTE
Dispositivo: Art. 241, II

Art. 241. A Mesa convocará, no prazo de quarenta e oito horas, o Suplente de Deputado nos casos de:
II - investidura do titular nas funções definidas no Art. 56, I, da Constituição Federal;"
"2020","Art. 241, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO IV - DA CONVOCAÇÃO DE SUPLENTE
Dispositivo: Art. 241, III

Art. 241. A Mesa convocará, no prazo de quarenta e oito horas, o Suplente de Deputado nos casos de:
III - licença para tratamento de saúde do titular, desde que o prazo original seja superior a cento e vinte dias, vedada a soma de períodos para esse efeito, estendendo-se a convocação por todo o período de licença e de suas prorrogações."
"2021","Art. 241, §1º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO IV - DA CONVOCAÇÃO DE SUPLENTE
Dispositivo: Art. 241, §1º

Art. 241. A Mesa convocará, no prazo de quarenta e oito horas, o Suplente de Deputado nos casos de:
§1º Assiste ao Suplente que for convocado o direito de se declarar impossibilitado de assumir o exercício do mandato, dando ciência por escrito à Mesa, que convocará o Suplente imediato."
"2022","Art. 241, §2º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO IV - DA CONVOCAÇÃO DE SUPLENTE
Dispositivo: Art. 241, §2º

Art. 241. A Mesa convocará, no prazo de quarenta e oito horas, o Suplente de Deputado nos casos de:
§2º Ressalvadas as hipóteses de que trata o parágrafo anterior, de doença comprovada na forma do Art. 236, ou de estar investido nos cargos de que trata o Art. 56, I, da Constituição Federal, o Suplente que, convocado, não assumir o mandato no período fixado no Art. 4º, §6º, III, perde o direito à suplência, sendo convocado o Suplente imediato."
"2023","Art. 242","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO IV - DA CONVOCAÇÃO DE SUPLENTE
Dispositivo: Art. 242

Art. 242. Ocorrendo vaga mais de quinze meses antes do término do mandato e não havendo Suplente, o Presidente comunicará o fato à Justiça Eleitoral para o efeito do Art. 56, §2º, da Constituição Federal."
"2024","Art. 243","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO IV - DA CONVOCAÇÃO DE SUPLENTE
Dispositivo: Art. 243

Art. 243. O Suplente de Deputado, quando convocado em caráter de substituição, não poderá ser escolhido para os cargos da Mesa ou de Suplente de Secretário, para Presidente ou Vice-Presidente de Comissão, para integrar a Procuradoria Parlamentar, para Ouvidor-Geral ou Ouvidor-Substituto, para Corregedor ou Corregedor Substituto, para Procuradora da Mulher ou Procuradora Adjunta ou para Coordenadora-Geral dos Direitos da Mulher ou Coordenadoras Adjuntas. (Artigo com redação dada pela Resolução nº 31, de 2013)"
"2025","Art. 244","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO V - DO DECORO PARLAMENTAR
Dispositivo: Art. 244

Art. 244. O deputado que praticar ato contrário ao decoro parlamentar ou que afete a dignidade do mandato estará sujeito às penalidades e ao processo disciplinar previstos no Código de Ética e Decoro Parlamentar, que definirá também as condutas puníveis. (Artigo com redação dada pela Resolução nº 25, de 2001)"
"2026","Arts. 245 a 248","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO V - DO DECORO PARLAMENTAR
Dispositivo: Arts. 245 a 248

Arts. 245 a 248. (Revogados pela Resolução nº 25, de 2001)"
"2027","Art. 249","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO VI - DA LICENÇA PARA INSTAURAÇÃO
Dispositivo: Art. 249

Art. 249. (Revogado tacitamente pela Emenda Constitucional nº 35, de 2001, conforme Ato da Mesa nº 80, de 2006)"
"2028","Art. 250","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO VI - DA LICENÇA PARA INSTAURAÇÃO
Dispositivo: Art. 250

Art. 250. No caso de prisão em flagrante de crime inafiançável, os autos serão remetidos à Casa dentro de vinte e quatro horas, sob pena de responsabilidade da autoridade que a presidir, cuja apuração será promovida de ofício pela Mesa."
"2029","Art. 251","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO VI - DA LICENÇA PARA INSTAURAÇÃO
Dispositivo: Art. 251

Art. 251. Recebida a solicitação ou os autos de flagrante, o Presidente despachará o expediente à Comissão de Constituição e Justiça e de Cidadania, observadas as seguintes normas: (“Caput” do artigo com redação adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)"
"2030","Art. 251, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO VI - DA LICENÇA PARA INSTAURAÇÃO
Dispositivo: Art. 251, I

Art. 251. Recebida a solicitação ou os autos de flagrante, o Presidente despachará o expediente à Comissão de Constituição e Justiça e de Cidadania, observadas as seguintes normas: (“Caput” do artigo com redação adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)
I - no caso de flagrante, a Comissão resolverá preliminarmente sobre a prisão, devendo:"
"2031","Art. 251, I, a)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO VI - DA LICENÇA PARA INSTAURAÇÃO
Dispositivo: Art. 251, I, a)

Art. 251. Recebida a solicitação ou os autos de flagrante, o Presidente despachará o expediente à Comissão de Constituição e Justiça e de Cidadania, observadas as seguintes normas: (“Caput” do artigo com redação adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)
I - no caso de flagrante, a Comissão resolverá preliminarmente sobre a prisão, devendo:
a) ordenar apresentação do réu preso, que permanecerá sob sua custódia até o pronunciamento da Casa sobre o relaxamento ou não da prisão;"
"2032","Art. 251, I, b)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO VI - DA LICENÇA PARA INSTAURAÇÃO
Dispositivo: Art. 251, I, b)

Art. 251. Recebida a solicitação ou os autos de flagrante, o Presidente despachará o expediente à Comissão de Constituição e Justiça e de Cidadania, observadas as seguintes normas: (“Caput” do artigo com redação adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)
I - no caso de flagrante, a Comissão resolverá preliminarmente sobre a prisão, devendo:
b) oferecer parecer prévio, facultada a palavra ao Deputado envolvido ou ao seu representante, no prazo de setenta e duas horas, sobre a manutenção ou não da prisão, propondo o projeto de resolução respectivo, que será submetido até a sessão seguinte à deliberação do Plenário, pelo voto secreto da maioria de seus membros;"
"2033","Art. 251, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO VI - DA LICENÇA PARA INSTAURAÇÃO
Dispositivo: Art. 251, II

Art. 251. Recebida a solicitação ou os autos de flagrante, o Presidente despachará o expediente à Comissão de Constituição e Justiça e de Cidadania, observadas as seguintes normas: (“Caput” do artigo com redação adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)
II - vencida ou inocorrente a fase prevista no inciso I, a Comissão proferirá parecer, facultada a palavra ao Deputado ou ao seu representante, no prazo de dez sessões, concluindo pelo deferimento ou indeferimento do pedido de licença ou pela autorização, ou não, da formação de culpa, no caso de flagrante, propondo o competente projeto de resolução;"
"2034","Art. 251, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO VI - DA LICENÇA PARA INSTAURAÇÃO
Dispositivo: Art. 251, III

Art. 251. Recebida a solicitação ou os autos de flagrante, o Presidente despachará o expediente à Comissão de Constituição e Justiça e de Cidadania, observadas as seguintes normas: (“Caput” do artigo com redação adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)
III - o parecer da Comissão de Constituição e Justiça e de Cidadania, uma vez lido no expediente, publicado no Diário da Câmara dos Deputados e em avulsos, será incluído em Ordem do Dia; (Inciso com redação adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)"
"2035","Art. 251, IV","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO VI - DA LICENÇA PARA INSTAURAÇÃO
Dispositivo: Art. 251, IV

Art. 251. Recebida a solicitação ou os autos de flagrante, o Presidente despachará o expediente à Comissão de Constituição e Justiça e de Cidadania, observadas as seguintes normas: (“Caput” do artigo com redação adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)
IV - se, da aprovação do parecer, pelo voto secreto da maioria dos membros da Casa, resultar admitida a acusação contra o Deputado, considerar-se-á dada a licença para instauração do processo ou autorizada a formação de culpa;"
"2036","Art. 251, V","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO VI - DA LICENÇA PARA INSTAURAÇÃO
Dispositivo: Art. 251, V

Art. 251. Recebida a solicitação ou os autos de flagrante, o Presidente despachará o expediente à Comissão de Constituição e Justiça e de Cidadania, observadas as seguintes normas: (“Caput” do artigo com redação adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)
V - a decisão será comunicada pelo Presidente ao Supremo Tribunal Federal dentro em duas sessões;"
