"ID","Nome (Artigo)","Texto do Artigo"
"536","Art. 32, IV, p)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, IV, p)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
IV - Comissão de Constituição e Justiça e de Cidadania:
p) direitos e deveres do mandato; perda de mandato de Deputado, nas hipóteses dos incisos I, II e VI do Art. 55 da Constituição Federal; pedidos de licença para incorporação de Deputados às Forças Armadas;"
"537","Art. 32, IV, q)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, IV, q)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
IV - Comissão de Constituição e Justiça e de Cidadania:
q) redação do vencido em Plenário e redação final das proposições em geral;"
"538","Art. 32, V","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, V

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
V - Comissão de Defesa do Consumidor:"
"539","Art. 32, V, a)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, V, a)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
V - Comissão de Defesa do Consumidor:
a) economia popular e repressão ao abuso do poder econômico;"
"540","Art. 32, V, b)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, V, b)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
V - Comissão de Defesa do Consumidor:
b) relações de consumo e medidas de defesa do consumidor;"
"541","Art. 32, V, c)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, V, c)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
V - Comissão de Defesa do Consumidor:
c) composição, qualidade, apresentação, publicidade e distribuição de bens e serviços;"
"542","Art. 32, VI","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)"
"543","Art. 32, VI, a)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI, a)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
a) matérias atinentes a relações econômicas internacionais;"
"544","Art. 32, VI, b)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI, b)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
b) assuntos relativos à ordem econômica nacional;"
"545","Art. 32, VI, c)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI, c)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
c) (Revogada pela Resolução nº 1, de 2023)"
"546","Art. 32, VI, d)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI, d)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
d) sistema monetário; moeda; câmbio e reservas cambiais;"
"547","Art. 32, VI, e)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI, e)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
e) comércio exterior; políticas de importação e exportação em geral; acordos comerciais, tarifas e cotas; regimes aduaneiros especiais; (Alínea com redação dada pela Resolução nº 1, de 2023)"
"548","Art. 32, VI, f)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI, f)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
f) atividade econômica estatal e em regime empresarial; programas de privatização; monopólios da União;"
"549","Art. 32, VI, g)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI, g)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
g) proteção e benefícios especiais temporários, exceto os de natureza financeira e tributária, às empresas brasileiras de capital nacional;"
"550","Art. 32, VI, h)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI, h)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
h) cooperativismo e outras formas de associativismo na atividade econômica, exceto quando relacionados com matéria própria de outra Comissão;"
"551","Art. 32, VI, i)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI, i)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
i) (Revogada pela Resolução nº 1, de 2023)"
"552","Art. 32, VI, j)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI, j)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
j) fiscalização e incentivo pelo Estado às atividades econômicas; diretrizes e bases do planejamento do desenvolvimento nacional equilibrado; planos nacionais e regionais ou setoriais;"
"553","Art. 32, VI, l)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI, l)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
l) direito econômico; (Alínea com redação dada pela Resolução nº 1, de 2023)"
"554","Art. 32, VI, m)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI, m)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
m) (Revogada pela Resolução nº 1, de 2023)"
"555","Art. 32, VI, n)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI, n)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
n) (Revogada pela Resolução nº 1, de 2023)"
"556","Art. 32, VI, o)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI, o)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
o) (Revogada pela Resolução nº 1, de 2023)"
"557","Art. 32, VI, p)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VI, p)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VI - Comissão de Desenvolvimento Econômico: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
p) (Alínea acrescida pela Resolução nº 12, de 2015, e revogada pela Resolução nº 1, de 2023)"
"558","Art. 32, VII","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VII

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VII - Comissão de Desenvolvimento Urbano:"
"559","Art. 32, VII, a)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VII, a)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VII - Comissão de Desenvolvimento Urbano:
a) assuntos atinentes a urbanismo e arquitetura; política e desenvolvimento urbano; uso, parcelamento e ocupação do solo urbano; habitação e sistema financeiro da habitação; transportes urbanos; infra-estrutura urbana e saneamento ambiental;"
"560","Art. 32, VII, b)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VII, b)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VII - Comissão de Desenvolvimento Urbano:
b) matérias relativas a direito urbanístico e a ordenação jurídico-urbanística do território; planos nacionais e regionais de ordenação do território e da organização político-administrativa;"
"561","Art. 32, VII, c)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VII, c)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VII - Comissão de Desenvolvimento Urbano:
c) política e desenvolvimento municipal e territorial;"
"562","Art. 32, VII, d)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VII, d)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VII - Comissão de Desenvolvimento Urbano:
d) matérias referentes ao direito municipal e edílico;"
"563","Art. 32, VII, e)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VII, e)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VII - Comissão de Desenvolvimento Urbano:
e) regiões metropolitanas, aglomerações urbanas, regiões integradas de desenvolvimento e microrregiões;"
"564","Art. 32, VIII","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VIII

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VIII - Comissão de Direitos Humanos, Minorias e Igualdade Racial: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)"
"565","Art. 32, VIII, a)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VIII, a)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VIII - Comissão de Direitos Humanos, Minorias e Igualdade Racial: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
a) recebimento, avaliação e investigação de denúncias relativas a ameaça ou violação de direitos humanos;"
"566","Art. 32, VIII, b)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VIII, b)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VIII - Comissão de Direitos Humanos, Minorias e Igualdade Racial: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
b) fiscalização e acompanhamento de programas governamentais relativos à proteção dos direitos humanos;"
"567","Art. 32, VIII, c)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VIII, c)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VIII - Comissão de Direitos Humanos, Minorias e Igualdade Racial: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
c) colaboração com entidades não-governamentais, nacionais e internacionais, que atuem na defesa dos direitos humanos;"
"568","Art. 32, VIII, d)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VIII, d)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VIII - Comissão de Direitos Humanos, Minorias e Igualdade Racial: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
d) pesquisas e estudos relativos à situação dos direitos humanos no Brasil e no mundo, inclusive para efeito de divulgação pública e fornecimento de subsídios para as demais Comissões da Casa;"
"569","Art. 32, VIII, e)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VIII, e)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VIII - Comissão de Direitos Humanos, Minorias e Igualdade Racial: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
e) assuntos referentes às minorias; (Alínea com redação dada pela Resolução nº 1, de 2023)"
"570","Art. 32, VIII, f)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VIII, f)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VIII - Comissão de Direitos Humanos, Minorias e Igualdade Racial: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
f) preservação e proteção das culturas populares e étnicas do País;"
"571","Art. 32, VIII, g)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VIII, g)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VIII - Comissão de Direitos Humanos, Minorias e Igualdade Racial: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
g) promoção da igualdade racial; (Alínea acrescida pela Resolução nº 15, de 2016)"
"572","Art. 32, VIII, h)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, VIII, h)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
VIII - Comissão de Direitos Humanos, Minorias e Igualdade Racial: (“Caput” do inciso com redação dada pela Resolução nº 1, de 2023)
h) assuntos referentes aos povos quilombolas; (Alínea acrescida pela Resolução nº 1, de 2023)"
"573","Art. 32, IX","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, IX

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
IX - Comissão de Educação: (“Caput” do inciso com redação dada pela Resolução nº 21, de 2013)"
"574","Art. 32, IX, a)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, IX, a)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
IX - Comissão de Educação: (“Caput” do inciso com redação dada pela Resolução nº 21, de 2013)
a) assuntos atinentes à educação em geral; (Alínea com redação dada pela Resolução nº 21, de 2013)"
"575","Art. 32, IX, b)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, IX, b)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
IX - Comissão de Educação: (“Caput” do inciso com redação dada pela Resolução nº 21, de 2013)
b) política e sistema educacional, em seus aspectos institucionais, estruturais, funcionais e legais; (Alínea com redação dada pela Resolução nº 21, de 2013)"
"576","Art. 32, IX, c)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, IX, c)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
IX - Comissão de Educação: (“Caput” do inciso com redação dada pela Resolução nº 21, de 2013)
c) direito da educação; (Alínea com redação dada pela Resolução nº 21, de 2013)"
"577","Art. 32, IX, d)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, IX, d)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
IX - Comissão de Educação: (“Caput” do inciso com redação dada pela Resolução nº 21, de 2013)
d) recursos humanos e financeiros para a educação; (Alínea com redação dada pela Resolução nº 21, de 2013)"
"578","Art. 32, IX, e)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, IX, e)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
IX - Comissão de Educação: (“Caput” do inciso com redação dada pela Resolução nº 21, de 2013)
e) (Revogada pela Resolução nº 21, de 2013)"
"579","Art. 32, IX, f)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO II - DOS ÓRGÃOS DA CÂMARA > CAPÍTULO IV - DAS COMISSÕES > SEÇÃO II - Das Comissões Permanentes > SUBSEÇÃO III - Das Matérias ou Atividades de Competência
Dispositivo: Art. 32, IX, f)

Art. 32. São as seguintes as Comissões Permanentes e respectivos campos temáticos ou áreas de atividade: (Artigo com redação dada pela Resolução nº 20, de 2004)
IX - Comissão de Educação: (“Caput” do inciso com redação dada pela Resolução nº 21, de 2013)
f) (Revogada pela Resolução nº 21, de 2013)"
