"Acao","De","Para"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO 409 SUL\Observações nas chaves.pdf","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO 409 SUL\Observações nas chaves.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO 409 SUL\Orientações ao locatário.pdf","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO 409 SUL\Orientações ao locatário.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO 409 SUL\Seguro incêndio.pdf","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO 409 SUL\Seguro incêndio.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO 409 SUL\Termo de entrega de chaves.pdf","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO 409 SUL\Termo de entrega de chaves.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO CATHERINE\Comprovante de residência - MAURÍCIO.pdf","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO CATHERINE\Comprovante de residência - MAURÍCIO.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO CATHERINE\Contracheque ABR_20 - MAURÍCIO.pdf","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO CATHERINE\Contracheque ABR_20 - MAURÍCIO.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO CATHERINE\Contracheque JUN_20 - MAURÍCIO.pdf","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO CATHERINE\Contracheque JUN_20 - MAURÍCIO.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO CATHERINE\Contracheque MAI_20 - MAURÍCIO.pdf","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO CATHERINE\Contracheque MAI_20 - MAURÍCIO.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO CATHERINE\Ficha de cadastro - MAURÍCIO (assinado).pdf","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO CATHERINE\Ficha de cadastro - MAURÍCIO (assinado).pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO CATHERINE\Ficha de cadastro - MAURÍCIO.doc","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO CATHERINE\Ficha de cadastro - MAURÍCIO.doc"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO CATHERINE\Ficha de cadastro - MAURÍCIO.pdf","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO CATHERINE\Ficha de cadastro - MAURÍCIO.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO SQSW 105\Contrato de aluguel - assinado-BOOK-32B45C8B6G.pdf","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO SQSW 105\Contrato de aluguel - assinado-BOOK-32B45C8B6G.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO SQSW 105\Contrato de aluguel - assinado.pdf","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO SQSW 105\Contrato de aluguel - assinado.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO SQSW 105\Cortinas Casa Linda-BOOK-32B45C8B6G.pdf","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO SQSW 105\Cortinas Casa Linda-BOOK-32B45C8B6G.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO SQSW 105\Nota promissória - assinada-BOOK-32B45C8B6G.pdf","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO SQSW 105\Nota promissória - assinada-BOOK-32B45C8B6G.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\APTO SQSW 105\Nota promissória - assinada.pdf","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO SQSW 105\Nota promissória - assinada.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\15.1.2021 - Roteiro.pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\15.1.2021 - Roteiro.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\26.12.2021 - Planilha casamento.pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\26.12.2021 - Planilha casamento.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Almoço de casamento.pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Almoço de casamento.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Casamento MAURÍCIO e CAROL (1).pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Casamento MAURÍCIO e CAROL (1).pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Casamento MAURÍCIO e CAROL (2).pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Casamento MAURÍCIO e CAROL (2).pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\ComprovanteTED - Hotel Vision.pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\ComprovanteTED - Hotel Vision.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Consolidação de convidados (Maurício) - 20.12.2021.docx","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Consolidação de convidados (Maurício) - 20.12.2021.docx"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Consolidação de despesas (casamento).pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Consolidação de despesas (casamento).pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Consolidação de despesas (casamento).xlsx","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Consolidação de despesas (casamento).xlsx"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Contrato - Coco Bambu.pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Contrato - Coco Bambu.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Contrato de locação.pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Contrato de locação.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Dependente legal - cônjuge-assinado.pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Dependente legal - cônjuge-assinado.pdf"
