page_id,page_url,numero_processo,problematic_columns,classe_before,classe_after,relator_before,relator_after,ramo_before,ramo_after,informativo_before,informativo_after,subramo_before,subramo_after,notes,llm_used
30d72195-5c64-8004-bac1-cf1c96b653a4,https://www.notion.so/Aprecia-o-de-a-o-cautelar-ajuizada-ap-s-execu-o-fiscal-para-suspender-exigibilidade-tribut-ria-me-30d721955c648004bac1cf1c96b653a4,0050600-11.2010.4.01.0000,relator(a),AI,,Des. Novély Vilanova,Novély Vilanova,Direito Tributário,,539,,"Processo Tributário, Execução fiscal",,,0
30d72195-5c64-8005-8cb7-c8cc417e5ba1,https://www.notion.so/Tr-fico-internacional-de-pessoas-envolvendo-menores-com-presun-o-de-vulnerabilidade-e-discuss-o-sob-30d721955c6480058cb7c8cc417e5ba1,0006020-34.2012.4.01.3100,relator(a),Ap,,Des. Mônica Sifuentes,Mônica Sifuentes,Direito Penal,,539,,"Direito Penal Especial, Direito Processual Penal",,,0
30d72195-5c64-8005-91da-d20f7c8e50df,https://www.notion.so/Direito-promo-o-do-militar-anistiado-relativo-s-promo-es-adquiridas-na-ativa-limitado-ao-quadr-30d721955c64800591dad20f7c8e50df,1017000-20.2017.4.01.3400,relator(a),Ap,,Des. Gilda Sigmaringa Seixas,Gilda Sigmaringa Seixas,Direito Público,,544,,"Direito Administrativo, Direito Constitucional",,,0
30d72195-5c64-8005-9eda-e54ffbc31d59,https://www.notion.so/Reconhecimento-judicial-da-nulidade-de-registro-de-marca-com-fundamento-no-direito-de-preced-ncia-po-30d721955c6480059edae54ffbc31d59,1000270-70.2018.4.01.3602,relator(a),Ap,,Des. Souza Prudente,Souza Prudente,Direito Empresarial,,568,,"Propriedade Intelectual, Direito Registral",,,0
30d72195-5c64-8005-acfd-e26a472efde2,https://www.notion.so/Impossibilidade-de-creditamento-do-adicional-de-al-quota-da-Cofins-Importa-o-e-controv-rsia-sobre-s-30d721955c648005acfde26a472efde2,1001194-94.2016.4.01.3200,relator(a),Ap,,Des. Hercules Fajoses,Hercules Fajoses,Direito Tributário,,585,,"Tributação Federal, Constitucional Tributária",,,0
30d72195-5c64-8005-b8cf-f831995e6526,https://www.notion.so/Incid-ncia-de-multa-administrativa-por-descumprimento-de-obriga-o-acess-ria-de-comunica-es-de-carg-30d721955c648005b8cff831995e6526,0037537-88.2016.4.01.3400,relator(a),Ap,,Des. José Amilcar Machado,José Amilcar Machado,Direito Tributário,,566,,"Direito Aduaneiro, Processual Tributário",,,0
30d72195-5c64-8006-8e1c-e7717d0656ff,https://www.notion.so/Reconhecimento-de-anistia-para-crimes-conexos-a-homic-dios-pol-ticos-na-Guerrilha-do-Araguaia-e-decl-30d721955c6480068e1ce7717d0656ff,0002631-17.2018.4.01.4301,relator(a),RSE,,Des. Cândido Ribeiro,Cândido Ribeiro,Direito Penal,,581,,"Direito Penal Militar, Direito Penal Comum",,,0
30d72195-5c64-8006-973b-ebdf27dd2496,https://www.notion.so/Dano-qualificado-ao-patrim-nio-p-blico-e-atentado-ao-transporte-a-reo-envolvendo-perigo-concreto-e-i-30d721955c648006973bebdf27dd2496,0000555-55.2014.4.01.3300,relator(a),RSE,,Des. Mônica Sifuentes,Mônica Sifuentes,Direito Penal,,588,,"Criminal, Processual Penal",,,0
30d72195-5c64-8006-9d4d-c46549ebc18c,https://www.notion.so/Isen-o-de-taxa-de-inscri-o-em-concurso-p-blico-para-doadores-de-medula-ssea-e-controv-rsia-sobre--30d721955c6480069d4dc46549ebc18c,1030621-86.2019.4.01.3700,relator(a),ApReeNec,,Des. Souza Prudente,Souza Prudente,Direito Administrativo,,571,,"Direito Administrativo Sancionador, Direito Administrativo Contratual",,,0
30d72195-5c64-8006-a1e8-ea17ba00c8b3,https://www.notion.so/Licenciamento-ex-officio-de-militar-tempor-rio-por-conveni-ncia-administrativa-versus-cabimento-de-r-30d721955c648006a1e8ea17ba00c8b3,0002833-29.2010.4.01.3701,relator(a),ApReeNec,,Des. Jamil de Jesus Oliveira,Jamil de Jesus Oliveira,Direito Administrativo,,513,,"Direito Militar, Direito Administrativo Disciplinar",,,0
30d72195-5c64-8006-b240-f78efc92d6ae,https://www.notion.so/Decretar-indisponibilidade-de-bens-com-ind-cios-de-improbidade-preservando-verbas-impenhor-veis-e-o-30d721955c648006b240f78efc92d6ae,1026733-20.2020.4.01.0000,relator(a),AI,,Des. Ney Bello,Ney Bello,Direito Administrativo,,570,,"Improbidade Administrativa, Processo Civil",,,0
30d72195-5c64-8006-b67f-fae47ce7e19e,https://www.notion.so/Compet-ncia-federal-em-crime-de-tr-fico-de-drogas-e-controv-rsia-sobre-exig-ncia-de-prova-de-transna-30d721955c648006b67ffae47ce7e19e,0001029-61.2016.4.01.3201,relator(a),HC,,Des. Maria do Carmo Cardoso,Maria do Carmo Cardoso,Direito Penal,,575,,"Criminal, Processual Penal",,,0
30d72195-5c64-8007-836a-fe9be436472b,https://www.notion.so/Legitimidade-ativa-para-execu-o-de-senten-a-arbitral-controv-rsia-sobre-autoriza-o-do-rbitro-par-30d721955c648007836afe9be436472b,1002734-96.2015.4.01.3400,relator(a),Ap,,Des. Rafael Paulo,Rafael Paulo,Direito Processual Civil,,592,,"Processo de Conhecimento, Arbitragem",,,0
30d72195-5c64-8007-977c-e11ef464474f,https://www.notion.so/Revis-o-de-complementa-o-de-aposentadoria-ferrovi-ria-pela-Uni-o-para-apurar-diferen-a-entre-remune-30d721955c648007977ce11ef464474f,0040076-07.2014.4.01.3300,relator(a),Ap,,Des. João Luiz de Sousa,João Luiz de Sousa,Direito Previdenciário,,518,,"Previdência Social, Direito Administrativo Previdenciário",,,0
30d72195-5c64-8008-8c47-d4a442efb945,https://www.notion.so/Inexigibilidade-de-PIS-e-Cofins-sobre-vendas-a-empresas-na-Zona-Franca-de-Manaus-por-equipara-o-e-30d721955c6480088c47d4a442efb945,1002559-52.2017.4.01.3200,relator(a),Ap,,Des. José Amilcar Machado,José Amilcar Machado,Direito Tributário,,533,,"Tributação direta, Execução fiscal",,,0
30d72195-5c64-8008-8fb2-f1268a287053,https://www.notion.so/Conflito-negativo-de-compet-ncia-entre-rg-os-judicantes-em-processos-penais-conexos-quanto-imposs-30d721955c6480088fb2f1268a287053,1001938-47.2020.4.01.0000,relator(a),CC,,Des. Mônica Sifuentes,Mônica Sifuentes,Processual Penal,,584,,"Processo Penal, Competência",,,0
30d72195-5c64-8008-9d2b-d5b694552220,https://www.notion.so/Execu-o-imediata-de-penalidade-disciplinar-imposta-a-servidor-p-blico-sem-tr-nsito-em-julgado-admin-30d721955c6480089d2bd5b694552220,0044658-56.2014.4.01.0000,relator(a),MS,,Des. Wilson Alves de Souza,Wilson Alves de Souza,Direito Administrativo,,542,,"Servidores Públicos, Processo Disciplinar Administrativo",,,0
30d72195-5c64-8008-ad6f-fdbd8de5a403,https://www.notion.so/Efeito-suspensivo-do-falecimento-do-exequente-sobre-a-prescri-o-da-execu-o-e-legitimidade-da-habil-30d721955c648008ad6ffdbd8de5a403,1016890-65.2019.4.01.0000,relator(a),AI,,Des. Jamil de Jesus Oliveira,Jamil de Jesus Oliveira,Direito Processual Civil,,531,,"Processo de Execução, Sucessões",,,0
30d72195-5c64-8009-9055-dc8487254252,https://www.notion.so/Habeas-corpus-contra-indeferimento-de-convers-o-de-pris-o-preventiva-em-domiciliar-por-aus-ncia-de-d-30d721955c6480099055dc8487254252,1012359-62.2021.4.01.0000,relator(a),HC,,Des. Cândido Ribeiro,Cândido Ribeiro,Direito Penal,,580,,"Processo Penal, Execução Penal",,,0
30d72195-5c64-8009-ad86-d6ea97e29d72,https://www.notion.so/Responsabilidade-administrativa-e-indeniza-o-por-dano-moral-coletivo-decorrente-de-veicula-o-isola-30d721955c648009ad86d6ea97e29d72,1000387-49.2017.4.01.3100,relator(a),ReeNec,,Des. Daniele Maranhão,Daniele Maranhão,Direito Público,,524,,"Direito Administrativo, Direito Civil",,,0
30d72195-5c64-8009-b196-f3c690b38cfb,https://www.notion.so/Extin-o-da-execu-o-fiscal-em-raz-o-da-convers-o-em-renda-do-dep-sito-judicial-e-impugna-o-quanto--30d721955c648009b196f3c690b38cfb,0003134-85.2006.4.01.3807,relator(a),Ap,,Des. José Amilcar Machado,José Amilcar Machado,Direito Processual Civil,,536,,"Processo de Execução, Execução fiscal",,,0
30d72195-5c64-8009-b1d9-d86eac748381,https://www.notion.so/Prazo-e-veda-o-de-prorroga-o-de-contratos-tempor-rios-versus-admiss-o-posterior-em-cargo-diverso-o-30d721955c648009b1d9d86eac748381,0002858-04.2012.4.01.3400,relator(a),ApReeNec,,Des. Carlos Augusto Pires Brandão,Carlos Augusto Pires Brandão,Direito Administrativo,,534,,"Serviço Público, Regime Jurídico Administrativo",,,0
30d72195-5c64-8009-baf5-c989c2783aee,https://www.notion.so/Exce-o-de-suspei-o-em-processo-civil-sobre-necessidade-de-prova-do-efetivo-interesse-direto-ou-ind-30d721955c648009baf5c989c2783aee,002673-34.2019.4.01.0000,relator(a),IncSus,,Des. Ney Bello,Ney Bello,Direito Processual,,586,,"Processo Civil, Ética e Disciplina Judicial",,,0
30d72195-5c64-800a-8a97-cfddc720d1fb,https://www.notion.so/Isen-o-de-IPI-na-aquisi-o-de-ve-culo-para-exerc-cio-da-atividade-de-taxista-quando-comprovados-tit-30d721955c64800a8a97cfddc720d1fb,1005853-33.2018.4.01.3700,relator(a),Ap,,Des. José Amilcar Machado,José Amilcar Machado,Direito Tributário,,566,,"Tributação municipal e federal, Benefícios Fiscais e Isenções",,,0
30d72195-5c64-800a-93af-dbe9bd754f9e,https://www.notion.so/Ilegitimidade-da-Fazenda-Nacional-para-lan-ar-e-cobrar-imposto-de-renda-sobre-rendimentos-estaduais--30d721955c64800a93afdbe9bd754f9e,1006755-56.2017.4.01.3300,relator(a),ApReeNec,,Des. Carlos Moreira Alves,Carlos Moreira Alves,Direito Tributário,,586,,"Tributação de Rendimentos, Competência Tributária",,,0
30d72195-5c64-800a-93bb-d4397da1fe6d,https://www.notion.so/Nulidade-da-senten-a-em-a-o-de-desapropria-o-para-reforma-agr-ria-pela-aus-ncia-de-intima-o-obrig-30d721955c64800a93bbd4397da1fe6d,0032698-11.2016.4.01.3500,relator(a),Ap,,Des. Ney Bello,Ney Bello,Direito Público,,561,,"Direito Administrativo, Direito Processual Civil",,,0
30d72195-5c64-800a-9e19-fb3d66c08cca,https://www.notion.so/Ingresso-decorrente-de-aprova-o-em-novo-concurso-p-blico-para-magist-rio-superior-controv-rsia-sob-30d721955c64800a9e19fb3d66c08cca,1040031-45.2021.4.01.0000,relator(a),AI,,Des. João Luiz de Sousa,João Luiz de Sousa,Direito Administrativo,,597,,"Servidor Público, Direito Administrativo Disciplinar",,,0
30d72195-5c64-800a-a0f9-ec7cf90fa844,https://www.notion.so/Recusa-de-inscri-o-como-leiloeiro-por-limite-num-rico-impugnada-por-viola-o-do-livre-exerc-cio-pro-30d721955c64800aa0f9ec7cf90fa844,1041440-75.2020.4.01.3400,relator(a),ReeNec,,Des. Souza Prudente,Souza Prudente,Direito Administrativo,,580,,"Direito Administrativo Sancionador, Direito Administrativo Regulatório",,,0
30d72195-5c64-800b-8491-d73e6bdb1ebe,https://www.notion.so/Suspens-o-do-processo-em-raz-o-da-morte-da-parte-e-a-inexist-ncia-de-prescri-o-intercorrente-no-per-30d721955c64800b8491d73e6bdb1ebe,0045910-31.2013.4.01.0000,relator(a),AI,,Des. Wilson Alves de Souza,Wilson Alves de Souza,Processual Civil,,577,,"Processo de Conhecimento, Execução",,,0
30d72195-5c64-800b-8556-f98ab6e8b5b8,https://www.notion.so/Corre-o-monet-ria-de-cr-ditos-judiciais-contra-a-Fazenda-P-blica-Federal-e-afastamento-da-Taxa-Refe-30d721955c64800b8556f98ab6e8b5b8,1020321-83.2019.4.01.9999,relator(a),Ap,,Des. Gilda Sigmaringa Seixas,Gilda Sigmaringa Seixas,Direito Administrativo,,517,,"Direito Financeiro, Processo Civil",,,0
30d72195-5c64-800b-90a8-c328d6650054,https://www.notion.so/Execu-o-fiscal-extinta-por-cancelamento-do-d-bito-e-levantamento-de-valores-depositados-com-discus-30d721955c64800b90a8c328d6650054,0011092-34.1996.4.01.3400,relator(a),Ap,,Des. José Amilcar Machado,José Amilcar Machado,Processual,,580,,"Processo Civil, Execução fiscal",,,0
30d72195-5c64-800b-91d1-fd25d59d4423,https://www.notion.so/Obrigatoriedade-de-integra-o-de-benefici-rios-de-pens-o-por-morte-como-litisconsortes-passivos-nece-30d721955c64800b91d1fd25d59d4423,1003174-10.2020.4.01.9999,relator(a),Ap,,Des. Cesar Jatahy,Cesar Jatahy,Direito Previdenciário,,600,,"Seguridade Social, Processual Civil",,,0
30d72195-5c64-800b-9844-ecbc9ac1a33f,https://www.notion.so/Servidor-p-blico-t-cnico-designado-para-fun-es-de-analista-judici-rio-exige-diferencia-o-remunerat-30d721955c64800b9844ecbc9ac1a33f,0038275-18.2012.4.01.3400,relator(a),Ap,,Des. Jamil de Jesus Oliveira,Jamil de Jesus Oliveira,Direito Administrativo,,551,,"Servidores Públicos, Remuneração e Gratificações",,,0
30d72195-5c64-800b-9993-d8c45b58c6eb,https://www.notion.so/Aplicabilidade-temporal-do-C-digo-Florestal-de-2012-e-prote-o-do-ato-jur-dico-perfeito-em-autua-es-30d721955c64800b9993d8c45b58c6eb,1000551-23.2018.4.01.3603,relator(a),ApReeNec,,Des. Jirair Aram Meguerian,Jirair Aram Meguerian,Direito Ambiental,,551,,"Direito Administrativo Ambiental, Direito Penal Ambiental",,,0
30d72195-5c64-800b-9c37-d1c28977bd9b,https://www.notion.so/Legalidade-do-atendimento-preferencial-a-advogados-pelo-INSS-e-proibi-o-de-distribui-o-de-fichas-o-30d721955c64800b9c37d1c28977bd9b,1001801-80.2016.4.01.3500,relator(a),Ap,,Des. Carlos Augusto Pires Brandão,Carlos Augusto Pires Brandão,Direito Administrativo,,532,,"Direito Administrativo Sancionador, Direito Processual Civil",,,0
30d72195-5c64-800b-9dc3-e3e95571b03e,https://www.notion.so/Responsabilidade-da-institui-o-financeira-por-saques-de-benef-cio-previdenci-rio-ap-s-bito-versus--30d721955c64800b9dc3e3e95571b03e,0001096-56.2017.4.01.3309,relator(a),Ap,,Des. Daniele Maranhão,Daniele Maranhão,Direito Previdenciário,,511,,"Direito Administrativo, Direito Tributário Previdenciário",,,0
30d72195-5c64-800b-b019-de2375101079,https://www.notion.so/Servidor-p-blico-estudante-direito-a-hor-rio-especial-e-compensa-o-de-jornada-quando-hor-rios-esco-30d721955c64800bb019de2375101079,0008600-48.2014.4.01.3300,relator(a),Ap,,Des. Francisco Neves da Cunha,Francisco Neves da Cunha,Direito Administrativo,,538,,"Regime Jurídico Administrativo, Servidores Públicos",,,0
30d72195-5c64-800b-bd86-f536863e4b80,https://www.notion.so/Condena-o-por-improbidade-administrativa-independentemente-de-decis-o-penal-diversa-discutindo-aut-30d721955c64800bbd86f536863e4b80,0001145-55.2008.4.01.3813,relator(a),Ap,,Des. Mônica Sifuentes,Mônica Sifuentes,Direito Público,,553,,"Direito Administrativo, Direito Penal",,,0
30d72195-5c64-800c-8223-e56441cca2f2,https://www.notion.so/Estelionato-majorado-por-fraude-ao-Programa-Bolsa-Fam-lia-envolvendo-declara-o-de-renda-incompat-ve-30d721955c64800c8223e56441cca2f2,0000380-12.2016.4.01.4102,relator(a),Ap,,Des. fed. Cândido Ribeiro,Cândido Ribeiro,Direito Penal,,589,,"Criminal Econômico, Processo Penal",,,0
30d72195-5c64-800c-8a7c-cca9f13eca68,https://www.notion.so/Impossibilidade-de-desaposenta-o-e-reaposenta-o-com-controv-rsia-sobre-preserva-o-dos-benef-cios--30d721955c64800c8a7ccca9f13eca68,0066174-64.2016.4.01.0000,relator(a),AR,,Des. Jamil de Jesus Oliveira,Jamil de Jesus Oliveira,Direito Previdenciário,,538,,"Seguridade Social, Processo Civil",,,0
30d72195-5c64-800c-8b30-cfc343a37bf8,https://www.notion.so/V-cio-de-legalidade-por-incongru-ncia-entre-motivos-elencados-e-conte-do-do-ato-administrativo-decor-30d721955c64800c8b30cfc343a37bf8,0015227-97.2016.4.01.3300,relator(a),Ap,,Des. Carlos Augusto Pires Brandão,Carlos Augusto Pires Brandão,Direito Administrativo,,560,,"Direito Administrativo Sancionador, Atos Administrativos",,,0
30d72195-5c64-800c-b6f4-ecdd192d3fd6,https://www.notion.so/Aplica-o-do-art-500-3-do-C-digo-Civil-em-venda-ad-corpus-de-im-vel-do-Programa-Minha-Casa-Minha-30d721955c64800cb6f4ecdd192d3fd6,1002652-93.2019.4.01.3701,relator(a),Ap,,Des. João Batista Moreira,João Batista Moreira,Direito Civil,,578,,"Contratos, Direitos Reais",,,0
30d72195-5c64-800d-8370-c81f6ea7e77d,https://www.notion.so/Condena-o-por-associa-o-criminosa-tr-fico-internacional-de-entorpecentes-e-lavagem-de-dinheiro-a-30d721955c64800d8370c81f6ea7e77d,0004492-68.2003.4.01.3200,relator(a),Ap,,Des. Mônica Sifuentes,Mônica Sifuentes,Direito Penal,,584,,"Criminal, Processual Penal",,,0
30d72195-5c64-800d-83e4-c5221468235d,https://www.notion.so/Constitucionalidade-e-limites-do-ressarcimento-ao-SUS-previsto-no-art-32-da-Lei-9-656-1998-quanto-a-30d721955c64800d83e4c5221468235d,1008027-08.2019.4.01.3400,relator(a),ApReeNec,,Des. Francisco de Assis Betti,Francisco de Assis Betti,Direito Público,,591,,"Direito Administrativo, Direito Constitucional",,,0
30d72195-5c64-800d-8c69-d3e02ae6a44b,https://www.notion.so/Impossibilidade-da-desaposenta-o-e-controv-rsia-sobre-irrecuperabilidade-dos-valores-pagos-decorren-30d721955c64800d8c69d3e02ae6a44b,1006544-55.2019.4.01.0000,relator(a),AR,,Des. João Luiz de Sousa,João Luiz de Sousa,Direito Previdenciário,,590,,"Previdenciário, Constitucional",,,0
30d72195-5c64-800d-9657-da51ad16715a,https://www.notion.so/Inexigibilidade-de-licita-o-para-contratar-artistas-musicais-exigindo-consagra-o-p-blica-ou-cr-tic-30d721955c64800d9657da51ad16715a,1000249-82.2018.4.01.3800,relator(a),Ap,,Des. Ney Bello,Ney Bello,Direito Administrativo,,522,,"Licitações e Contratos, Improbidade Administrativa",,,0
30d72195-5c64-800d-b247-c27f5b2671e9,https://www.notion.so/Exclus-o-de-benef-cios-e-incentivos-fiscais-da-base-de-c-lculo-do-FPM-para-fins-de-repasse-do-valor--30d721955c64800db247c27f5b2671e9,1015323-18.2018.4.01.3400,relator(a),Ap,,Des. José Amilcar Machado,José Amilcar Machado,Direito Tributário,,567,,"Tributação Municipal, Finanças Públicas",,,0
30d72195-5c64-800d-b8b8-c0ebbf554b26,https://www.notion.so/Presun-o-absoluta-de-fraude-execu-o-fiscal-decorrente-da-inscri-o-em-d-vida-ativa-e-sua-incid-n-30d721955c64800db8b8c0ebbf554b26,0050573-42.2011.4.01.9199,relator(a),Ap,,Des. Hercules Fajoses,Hercules Fajoses,Direito Tributário,,579,,"Execução fiscal, Responsabilidade Patrimonial",,,0
30d72195-5c64-800e-8f14-cea564d2c280,https://www.notion.so/Acumula-o-de-pens-o-especial-de-seringueiro-com-aposentadoria-por-idade-e-aplica-o-do-art-54-do-A-30d721955c64800e8f14cea564d2c280,1018230-83.2020.4.01.9999,relator(a),Ap,,Des. João Luiz de Sousa,João Luiz de Sousa,Direito Previdenciário,,601,,"Seguridade Social, Benefícios Previdenciários",,,0
30d72195-5c64-800e-900c-d9245a76c9de,https://www.notion.so/Fixa-o-de-astreinte-contra-a-Fazenda-P-blica-por-atraso-injustificado-na-emiss-o-de-Termos-de-Decla-30d721955c64800e900cd9245a76c9de,1027284-97.2020.4.01.0000,relator(a),AI,,Des. Ney Bello,Ney Bello,Direito Administrativo,,557,,"Direito Processual Civil, Direito Administrativo Sancionador",,,0
30d72195-5c64-800e-9772-f9e082b42cc8,https://www.notion.so/A-o-de-ressarcimento-Fazenda-P-blica-por-abandono-de-projeto-e-discuss-o-sobre-prescritibilidade--30d721955c64800e9772f9e082b42cc8,0065845-96.2009.4.01.0000,relator(a),AI,,Des. Francisco de Assis Betti,Francisco de Assis Betti,Direito Administrativo,,560,,"Direito Tributário, Responsabilidade Civil do Estado",,,0
30d72195-5c64-800e-9e97-c5c7bce69d28,https://www.notion.so/Configura-o-do-crime-de-sonega-o-fiscal-por-omiss-o-de-receitas-e-discuss-o-sobre-sufici-ncia-do-d-30d721955c64800e9e97c5c7bce69d28,0010659-93.2011.4.01.3500,relator(a),Ap,,Des. Néviton Guedes,Néviton Guedes,Direito Penal,,511,,"Direito Penal Tributário, Processo Penal",,,0
30d72195-5c64-800e-ad1f-ee0537014598,https://www.notion.so/Prescri-o-quinquenal-intercorrente-na-execu-o-fiscal-quando-termo-inicial-a-constata-o-da-disso-30d721955c64800ead1fee0537014598,1001490-79.2022.4.01.9999,relator(a),Ap,,Des. Gilda Sigmaringa Seixas,Gilda Sigmaringa Seixas,Direito Tributário,,601,,"Processo Civil, Execução fiscal",,,0
30d72195-5c64-800e-b222-c95f2f90c965,https://www.notion.so/Validade-da-exig-ncia-de-uso-de-m-scaras-no-teste-de-aptid-o-f-sica-para-o-cargo-de-policial-rodovi--30d721955c64800eb222c95f2f90c965,1026509-85.2021.4.01.3900,relator(a),Ap,,Des. Souza Prudente,Souza Prudente,Direito Administrativo,,597,,"Direito Administrativo Disciplinar, Direito Constitucional Administrativo",,,0
