page_id,page_url,numero_processo,problematic_columns,classe_before,classe_after,relator_before,relator_after,ramo_before,ramo_after,informativo_before,informativo_after,subramo_before,subramo_after,notes,llm_used
30d72195-5c64-803a-bcd3-e94277f286d5,https://www.notion.so/Trancamento-de-a-o-penal-por-contrabando-de-cigarros-em-raz-o-da-insignific-ncia-da-les-o-jur-dica--30d721955c64803abcd3e94277f286d5,1003933-95.2020.4.01.0000,relator(a),HC,,Des. Mônica Sifuentes,Mônica Sifuentes,Direito Penal,,516,,"Direito Penal Comum, Processo Penal",,,0
30d72195-5c64-803b-988f-d4e48a1148df,https://www.notion.so/Prescri-o-intercorrente-em-execu-o-fiscal-sobre-im-vel-penhorado-e-aplica-o-do-art-40-da-Lei-6-8-30d721955c64803b988fd4e48a1148df,0009663-60.2004.4.01.3300,relator(a),Ap,,Des. José Amilcar Machado,José Amilcar Machado,Direito Processual,,536,,"Processo Civil, Execução fiscal",,,0
30d72195-5c64-803b-af67-e95d59c964f3,https://www.notion.so/Fraude-para-obten-o-de-financiamento-do-Pronaf-por-meio-de-simula-o-de-contrato-de-arrendamento-ru-30d721955c64803baf67e95d59c964f3,0009444-05.2014.4.01.4300,relator(a),Ap,,Des. Mônica Sifuentes,Mônica Sifuentes,Direito Penal,,589,,"Criminal Econômico, Processo Penal",,,0
30d72195-5c64-803b-b68f-f754845663cd,https://www.notion.so/Cumprimento-de-senten-a-coletiva-contra-a-Fazenda-P-blica-por-associa-o-de-servidores-renit-ncia-d-30d721955c64803bb68ff754845663cd,1038158-78.2019.4.01.0000,relator(a),AI,,Des. Kassio Marques,Kassio Marques,Processual Civil,,539,,"Cumprimento de Sentença, Execução Contra a Fazenda Pública",,,0
30d72195-5c64-803c-a4a2-f975e4be4544,https://www.notion.so/Importa-o-clandestina-de-fumo-para-narguil-sem-registro-sanit-rio-configura-crime-de-contrabando-e-30d721955c64803ca4a2f975e4be4544,0000836-42.2018.4.01.3503,relator(a),Ap,,Des. Néviton Guedes,Néviton Guedes,Direito Penal,,595,,"Direito Penal Especial, Direito Processual Penal",,,0
30d72195-5c64-803c-a852-e7e7c458ad1a,https://www.notion.so/Impossibilidade-de-usucapi-o-de-im-vel-urbano-vinculado-ao-Sistema-Financeiro-de-Habita-o-em-raz-o--30d721955c64803ca852e7e7c458ad1a,1000426-71.2017.4.01.3803,relator(a),Ap,,Des. Carlos Augusto Pires Brandão,Carlos Augusto Pires Brandão,Direito Civil,,574,,"Direito de Propriedade, Direitos Reais",,,0
30d72195-5c64-803c-b586-f4db30cc3a0e,https://www.notion.so/Pedido-de-aposentadoria-por-idade-rural-com-controv-rsia-sobre-aus-ncia-de-in-cio-de-prova-material--30d721955c64803cb586f4db30cc3a0e,1000451-52.2019.4.01.9999,relator(a),ReeNec,,Des. Wilson Alves de Souza,Wilson Alves de Souza,Direito Previdenciário,,560,,"Previdência Social, Processo Civil",,,0
30d72195-5c64-803d-8e8e-d6b3681ec5e2,https://www.notion.so/Admissibilidade-da-motiva-o-per-relationem-em-decis-o-cautelar-de-quebra-de-sigilo-banc-rio-e-fisca-30d721955c64803d8e8ed6b3681ec5e2,1010066-22.2021.4.01.0000,relator(a),HC,,Des. Cândido Ribeiro,Cândido Ribeiro,Direito Constitucional,,560,,"Direito Processual Constitucional, Direito Processual Penal",,,0
30d72195-5c64-803d-965a-cb4a91d959b9,https://www.notion.so/Impugna-o-de-bloqueio-amplo-e-ilimitado-do-sistema-DOF-pelo-Ibama-discutindo-exig-ncia-de-procedim-30d721955c64803d965acb4a91d959b9,1016588-02.2020.4.01.0000,relator(a),MS,,Des. Jamil de Jesus Oliveira,Jamil de Jesus Oliveira,Direito Administrativo,,602,,"Direito Ambiental, Processo Administrativo",,,0
30d72195-5c64-803d-9ce7-dec6f216ef88,https://www.notion.so/Admissibilidade-da-exce-o-de-pr-executividade-em-execu-o-fiscal-diante-de-v-cio-manifesto-na-cert-30d721955c64803d9ce7dec6f216ef88,1022462-02.2019.4.01.0000,relator(a),AI,,Des. Hercules Fajoses,Hercules Fajoses,Direito Tributário,,544,,"Execução fiscal, Processo Tributário",,,0
30d72195-5c64-803d-a8ac-e84be47fed05,https://www.notion.so/Trancamento-de-a-o-penal-por-prescri-o-da-pretens-o-punitiva-em-crime-de-genoc-dio-cometido-antes--30d721955c64803da8ace84be47fed05,1008743-16.2020.4.01.0000,relator(a),HC,,Des. Mônica Sifuentes,Mônica Sifuentes,Direito Penal,,530,,"Direito Processual Penal, Direito Penal Internacional",,,0
30d72195-5c64-803e-967b-cb276a38661c,https://www.notion.so/Valida-o-de-autodeclara-o-de-cotista-homologada-em-certame-anterior-pela-mesma-institui-o-versus--30d721955c64803e967bcb276a38661c,1002328-27.2019.4.01.3500,relator(a),ApReeNec,,Des. Daniele Maranhão,Daniele Maranhão,Direito Constitucional,,520,,"Direitos Fundamentais, Direito Administrativo",,,0
30d72195-5c64-803e-9c6b-d0581cfc6a68,https://www.notion.so/Prazo-e-condi-es-para-doa-o-de-produto-florestal-apreendido-perec-vel-frente-tramita-o-de-proce-30d721955c64803e9c6bd0581cfc6a68,1004848-03.2019.4.01.4100,relator(a),ReeNec,,Des. João Batista Moreira,João Batista Moreira,Direito Ambiental,,573,,"Direito Administrativo, Direito Ambiental Processual",,,0
30d72195-5c64-803e-9fc2-cb0f21115ddd,https://www.notion.so/C-mputo-do-tempo-rural-anterior-a-1991-para-car-ncia-da-aposentadoria-h-brida-por-idade-quando-compr-30d721955c64803e9fc2cb0f21115ddd,0025140-60.2016.4.01.9199,relator(a),Ap,,Des. João Luiz de Sousa,João Luiz de Sousa,Direito Previdenciário,,552,,"Segurado Especial, Regime Geral de Previdência Social",,,0
30d72195-5c64-803e-9fc5-c67a90014dec,https://www.notion.so/Servidora-p-blica-municipal-requisitada-durante-gesta-o-direito-estabilidade-provis-ria-indeniz-30d721955c64803e9fc5c67a90014dec,1036277-03.2018.4.01.0000,relator(a),MS,,Des. p/ acórdão des. federal Jamil de Jesus Oliveira,p/ acórdão des. federal Jamil de Jesus Oliveira,Direito Administrativo,,551,,"Direito Administrativo Sancionador, Direito Previdenciário e Assistencial",,,0
30d72195-5c64-803e-bf7a-ce5ce5c59c5c,https://www.notion.so/Admissibilidade-de-expedi-o-de-Guia-de-Recolhimento-para-execu-o-provis-ria-da-pena-com-base-na-ra-30d721955c64803ebf7ace5ce5c59c5c,1001637-66.2021.4.01.0000,relator(a),HC,,Des. Cândido Ribeiro,Cândido Ribeiro,Direito Penal,,559,,"Direito Processual Penal, Execução Penal",,,0
30d72195-5c64-803f-ab13-c5c9bb36f9e3,https://www.notion.so/Ilegitimidade-passiva-da-Uni-o-em-a-o-de-pensionista-de-servidor-estadual-que-busca-isen-o-do-impo-30d721955c64803fab13c5c9bb36f9e3,1000839-50.2017.4.01.3200,relator(a),Ap,,Des. José Amilcar Machado,José Amilcar Machado,Direito Tributário,,533,,"Tributação Federal, Competência tributária estadual",,,0
30d72195-5c64-803f-ba04-c34a1f8746ff,https://www.notion.so/Estelionato-qualificado-por-meio-fraudulento-na-obten-o-de-FGTS-e-seguro-desemprego-e-inaplicabilid-30d721955c64803fba04c34a1f8746ff,0027781-69.2014.4.01.4000,relator(a),Ap,,Des. Olindo Menezes,Olindo Menezes,Direito Penal,,529,,"Criminal Econômico, Direito Processual Penal",,,0
30d72195-5c64-8040-8972-fdadf598c7f0,https://www.notion.so/Compet-ncia-dos-Juizados-Especiais-Federais-para-processar-e-julgar-a-es-que-discutem-a-natureza-as-30d721955c6480408972fdadf598c7f0,1001035-75.2021.4.01.0000,relator(a),CC,,Des. Wilson Alves de Souza,Wilson Alves de Souza,Direito Público,,551,,"Direito Previdenciário, Processo Administrativo",,,0
30d72195-5c64-8040-8a26-f30f21b44f58,https://www.notion.so/Obriga-o-da-parte-concedente-de-est-gio-presencial-fora-da-universidade-de-assegurar-sa-de-e-segura-30d721955c6480408a26f30f21b44f58,1005328-32.2020.4.01.3813,relator(a),ApReeNec,,Des. Souza Prudente,Souza Prudente,Direito Administrativista,,567,,"Direito Educacional, Direito do Trabalho",,,0
30d72195-5c64-8040-90ed-dc1e704766a6,https://www.notion.so/Inscri-o-de-ente-municipal-em-cadastro-de-inadimplentes-versus-responsabilidade-individual-do-gesto-30d721955c64804090eddc1e704766a6,1000157-38.2017.4.01.3704,relator(a),Ap,,Des. Souza Prudente,Souza Prudente,Direito Administrativo,,541,,"Direito Financeiro, Controle Externo e Responsabilidade Fiscal",,,0
30d72195-5c64-8040-ac43-c3dc5c33cfbe,https://www.notion.so/Recusa-do-credor-nomea-o-penhora-de-t-tulo-da-d-vida-p-blica-sem-cota-o-em-bolsa-e-viola-o-da-30d721955c648040ac43c3dc5c33cfbe,0040174-37.2010.4.01.0000,relator(a),AI,,Des. Marcos Augusto de Sousa,Marcos Augusto de Sousa,Direito Processual,,544,,"Processo Civil, Processo Tributário",,,0
30d72195-5c64-8040-b3e8-d193448b69eb,https://www.notion.so/Direito-administrativo-matr-cula-em-col-gio-militar-para-dependente-de-militar-tempor-rio-reformado-30d721955c648040b3e8d193448b69eb,1011130-41.2019.4.01.3200,relator(a),ApReeNec,,Des. João Batista Moreira,João Batista Moreira,Direito Administrativo,,582,,"Direito Administrativo Disciplinar, Direito Público Educacional",,,0
30d72195-5c64-8040-b5eb-e3338811896b,https://www.notion.so/Aplica-o-do-art-20-da-Lei-8-742-1993-ao-Benef-cio-de-Presta-o-Continuada-e-interpreta-o-da-presu-30d721955c648040b5ebe3338811896b,1022166-19.2020.4.01.9999,relator(a),Ap,,Des. Gilda Sigmaringa Seixas,Gilda Sigmaringa Seixas,Direito Previdenciário,,543,,"Assistência Social, Direitos Humanos",,,0
30d72195-5c64-8040-be17-e9ecdb7267b5,https://www.notion.so/Aplica-o-de-multa-administrativa-pelo-Procon-contra-institui-o-financeira-por-obstru-o-de-canais--30d721955c648040be17e9ecdb7267b5,1003531-92.2017.4.01.3500,relator(a),Ap,,Des. Daniele Maranhão,Daniele Maranhão,Direito Administrativo,,514,,"Direito Administrativo Sancionador, Direito do Consumidor",,,0
30d72195-5c64-8041-be14-f560eb025f01,https://www.notion.so/Controle-de-legalidade-da-majora-o-da-taxa-de-utiliza-o-do-Siscomex-por-ato-infralegal-e-viola-o--30d721955c648041be14f560eb025f01,0032739-84.2016.4.01.3400,relator(a),ApReeNec,,Des. José Amilcar Machado,José Amilcar Machado,Direito Tributário,,532,,"Tributação Federal, Controle de legalidade normativa",,,0
30d72195-5c64-8042-8284-f1b211707178,https://www.notion.so/Inscri-o-de-avalista-em-cadastros-de-prote-o-por-inadimpl-ncia-comprovada-e-aus-ncia-de-v-cio-ou-a-30d721955c6480428284f1b211707178,0002662-49.2013.4.01.3804,relator(a),Ap,,Des. Daniel Paes Ribeiro,Daniel Paes Ribeiro,Direito Civil,,523,,"Responsabilidade Civil, Direito do Consumidor",,,0
30d72195-5c64-8042-a59e-ffc004f5a69b,https://www.notion.so/Interrup-o-do-prazo-decenal-de-usucapi-o-pela-inscri-o-de-penhora-em-execu-o-fiscal-sobre-im-vel--30d721955c648042a59effc004f5a69b,0007946-83.2014.4.01.3810,relator(a),Ap,,Des. Jirair Aram Meguerian,Jirair Aram Meguerian,Direito Civil,,515,,"Direito Registral, Direito Processual Civil",,,0
30d72195-5c64-8042-ad08-e250a1764e94,https://www.notion.so/Incid-ncia-da-Taxa-de-Controle-e-Fiscaliza-o-Ambiental-sobre-servi-os-de-troca-de-leo-lubrificante-30d721955c648042ad08e250a1764e94,0006244-91.2016.4.01.3500,relator(a),Ap,,Des. Hercules Fajoses,Hercules Fajoses,Direito Tributário,,566,,"Tributação municipal e federal, Taxas e contribuições de custeio",,,0
30d72195-5c64-8043-868c-e9c6f8c92adc,https://www.notion.so/Admissibilidade-de-penhora-sobre-percentual-da-arrecada-o-mensal-de-condom-nio-devedor-ap-s-esgotad-30d721955c648043868ce9c6f8c92adc,0056214-55.2014.4.01.0000,relator(a),AI,,Des. Novély Vilanova,Novély Vilanova,Direito Tributário,,513,,"Processo Tributário, Execução fiscal",,,0
30d72195-5c64-8043-8917-c8cab4db5d65,https://www.notion.so/Prescri-o-quinquenal-para-cobran-a-judicial-de-multa-administrativa-ambiental-contado-do-t-rmino-do-30d721955c6480438917c8cab4db5d65,0001106-13.2006.4.01.3301,relator(a),Ap,,Des. José Amilcar Machado,José Amilcar Machado,Direito Administrativo,,559,,"Direito Tributário, Direito Ambiental",,,0
30d72195-5c64-8043-91e7-cbbe6caad660,https://www.notion.so/Cal-nia-imputando-falsamente-prevarica-o-a-funcion-rio-p-blico-e-discuss-o-sobre-exig-ncia-de-dolo--30d721955c64804391e7cbbe6caad660,0000945-57.2018.4.01.3826,relator(a),Ap,,Des. Ney Bello,Ney Bello,Direito Penal,,576,,"Criminalística, Direito Penal Especial",,,0
30d72195-5c64-8043-9773-c320f1be76bb,https://www.notion.so/Possibilidade-de-afastamento-remunerado-de-servidor-p-blico-federal-para-curso-de-forma-o-de-cargo--30d721955c6480439773c320f1be76bb,1000106-03.2016.4.01.3400,relator(a),Ap,,Des. Gilda Sigmaringa Seixas,Gilda Sigmaringa Seixas,Direito Administrativo,,511,,"Servidores Públicos, Direito Constitucional",,,0
30d72195-5c64-8043-9cf3-dbdefb833772,https://www.notion.so/Validade-de-portaria-administrativa-que-modifica-atribui-es-de-cargo-p-blico-criado-por-lei-e-trans-30d721955c6480439cf3dbdefb833772,0082236-72.2013.4.01.3400,relator(a),Ap,,Des. João Luiz de Sousa,João Luiz de Sousa,Direito Administrativo,,524,,"Direito Administrativo Disciplinar, Regime Juridico dos Servidores Publicos",,,0
30d72195-5c64-8043-a558-c382c8f1a9f5,https://www.notion.so/In-cio-da-licen-a-gestante-a-partir-do-parto-com-extens-o-vinculada-alta-hospitalar-do-rec-m-nasci-30d721955c648043a558c382c8f1a9f5,1006735-83.2018.4.01.3800,relator(a),Ap,,Des. Gilda Sigmaringa Seixas,Gilda Sigmaringa Seixas,Direito Administrativo,,516,,"Direito Previdenciário, Direito Administrativo Disciplinar",,,0
30d72195-5c64-8043-aab9-e7a7921b6bef,https://www.notion.so/Aposentadoria-especial-de-vigilante-armado-e-impossibilidade-de-convers-o-de-tempo-comum-em-especial-30d721955c648043aab9e7a7921b6bef,1001829-50.2018.4.01.3800,relator(a),Ap,,Des. Sônia Diniz Viana,Sônia Diniz Viana,Direito Previdenciário,,567,,"Previdência Social, Benefícios Previdenciários",,,0
30d72195-5c64-8044-89de-d30b809a0b88,https://www.notion.so/Mitiga-o-de-exig-ncia-de-comprova-o-de-ensino-p-blico-em-pol-ticas-afirmativas-mediante-preponder--30d721955c64804489ded30b809a0b88,1000009-55.2016.4.01.3900,relator(a),Ap,,Des. Souza Prudente,Souza Prudente,Direito Administrativo,,600,,"Direito Educacional, Direito Constitucional",,,0
30d72195-5c64-8044-9a4d-d190ea9f5e56,https://www.notion.so/Responsabilidade-civil-por-inscri-o-em-cadastro-de-inadimplentes-decorrente-de-erro-banc-rio-na-lib-30d721955c6480449a4dd190ea9f5e56,0001111-48.2006.4.01.3814,relator(a),Ap,,Des. João Batista Moreira,João Batista Moreira,Direito Civil,,527,,"Responsabilidade Civil, Direito Contratual",,,0
30d72195-5c64-8045-8108-f813d6c649ff,https://www.notion.so/Dosimetria-da-pena-em-apela-o-por-contrabando-de-cigarros-veda-o-de-reaproveitamento-de-mesmas-co-30d721955c6480458108f813d6c649ff,0002524-60.2014.4.01.3800,relator(a),Ap,,Des. Mônica Sifuentes,Mônica Sifuentes,Direito Penal,,539,,"Processo Penal, Direito Penal Substantivo",,,0
30d72195-5c64-8045-89c6-fd807f8c61be,https://www.notion.so/Tutela-de-urg-ncia-para-assegurar-matr-cula-de-irm-o-g-meo-n-o-sorteado-em-col-gio-p-blico-visando-p-30d721955c64804589c6fd807f8c61be,1011166-60.2018.4.01.3801,relator(a),Ap,,Des. Carlos Augusto Pires Brandão,Carlos Augusto Pires Brandão,Direito Público,,579,,"Direito Administrativo, Direito da Criança e do Adolescente",,,0
30d72195-5c64-8045-aa73-d60f49d59035,https://www.notion.so/Destino-de-dep-sitos-judiciais-de-tributos-federais-para-a-Conta-nica-do-Tesouro-Nacional-e-veda-o-30d721955c648045aa73d60f49d59035,1020366-77.2020.4.01.0000,relator(a),PET,,Des. Francisco de Assis Betti,Francisco de Assis Betti,Direito Público,,547,,"Direito Financeiro, Direito Administrativo",,,0
30d72195-5c64-8045-b601-cb7486b9c284,https://www.notion.so/Habeas-corpus-n-o-conhecido-por-aus-ncia-de-provas-pr-constitu-das-e-inadequa-o-da-via-mandamental-30d721955c648045b601cb7486b9c284,1041737-97.2020.4.01.0000,relator(a),HC,,Des. Cândido Ribeiro,Cândido Ribeiro,Direito Penal,,566,,"Processo Penal, Direitos e garantias fundamentais",,,0
30d72195-5c64-8046-8385-cc0006feedb1,https://www.notion.so/Aposentadoria-por-idade-rural-controv-rsia-sobre-caracteriza-o-de-pequeno-produtor-diante-de-im-ve-30d721955c6480468385cc0006feedb1,1013863-79.2021.4.01.9999,relator(a),Ap,,Des. João Luiz de Sousa,João Luiz de Sousa,Direito Previdenciário,,597,,"Benefícios Previdenciários, Seguridade social rural",,,0
30d72195-5c64-8046-8dd4-c4c1854ca0fc,https://www.notion.so/Constitucionalidade-e-limites-dos-juros-compensat-rios-e-par-metros-para-fixa-o-de-indeniza-o-e-ho-30d721955c6480468dd4c4c1854ca0fc,0006279-63.1998.4.01.3700,relator(a),ApReeNec,,Des. Francisco de Assis Betti,Francisco de Assis Betti,Direito Administrativo,,576,,"Direito Administrativo Sancionador, Direito Administrativo Urbanístico",,,0
30d72195-5c64-8046-a441-d687cc438235,https://www.notion.so/Indeniza-o-por-desvaloriza-o-salarial-de-escriv-o-da-Pol-cia-Federal-versus-aplica-o-da-S-mula-Vi-30d721955c648046a441d687cc438235,0000882-37.2014.4.01.3902,relator(a),Ap,,Des. João Luiz de Sousa,João Luiz de Sousa,Direito Administrativo,,517,,"Direito Administrativo Disciplinar, Direito Previdenciário",,,0
30d72195-5c64-8046-b924-fc8ec17a9622,https://www.notion.so/Partilha-da-metade-da-pens-o-por-morte-militar-entre-c-njuge-e-ex-c-njuge-e-destina-o-da-outra-meta-30d721955c648046b924fc8ec17a9622,0005650-62.2007.4.01.3801,relator(a),Ap,,Des. Jamil de Jesus Oliveira,Jamil de Jesus Oliveira,Direito Previdenciário,,513,,"Regime Próprio de Previdência, Pensão por Morte Militar",,,0
30d72195-5c64-8046-bea7-f5bb7c8d06be,https://www.notion.so/Invas-o-de-terra-ind-gena-e-veicula-o-jornal-stica-n-o-autorizada-como-fundamento-de-dano-moral-col-30d721955c648046bea7f5bb7c8d06be,0000952-86.2015.4.01.3201,relator(a),ReeNec,,Des. Souza Prudente,Souza Prudente,Direito Civil,,597,,"Direito Civil Substantivo, Direito Ambiental e Indigenista",,,0
30d72195-5c64-8047-9178-dae39a82108f,https://www.notion.so/Legitimidade-ativa-de-associa-o-de-munic-pios-para-representar-entes-nas-a-es-sobre-complementa-o-30d721955c6480479178dae39a82108f,0002231-09.2013.4.01.4000,relator(a),ApReeNec,,Des. Kassio Marques,Kassio Marques,Direito Público,,524,,"Direito Administrativo, Direito Constitucional",,,0
30d72195-5c64-8047-9788-e13d1591ea5a,https://www.notion.so/Obrigatoriedade-e-responsabilidade-do-novo-titular-de-cart-rio-quanto-manuten-o-do-CNPJ-do-antece-30d721955c6480479788e13d1591ea5a,0027151-58.2014.4.01.3500,relator(a),ApReeNec,,Des. Marcos Augusto de Sousa,Marcos Augusto de Sousa,Direito Público,,520,,"Direito Administrativo, Direito Registral Notarial",,,0
30d72195-5c64-8047-a3dc-cbff022ae8a0,https://www.notion.so/Descumprimento-de-obrigatoriedade-de-conta-espec-fica-em-conv-nio-e-aplica-o-de-multa-administrativ-30d721955c648047a3dccbff022ae8a0,0008905-83.2006.4.01.3600,relator(a),Ap,,Des. João Batista Moreira,João Batista Moreira,Direito Administrativo,,536,,"Direito Financeiro, Responsabilidade Administrativa",,,0
30d72195-5c64-8047-bfaf-edee9c8fd5ad,https://www.notion.so/Validade-de-exigir-fiador-id-neo-em-contratos-FIES-e-de-negar-rematr-cula-por-inadimpl-ncia-superior-30d721955c648047bfafedee9c8fd5ad,0000139-49.2013.4.01.4003,relator(a),Ap,,Des. Carlos Augusto Pires Brandão,Carlos Augusto Pires Brandão,Direito Civil,,551,,"Direito Contratual, Direito Educacional",,,0
30d72195-5c64-8048-956a-ce3de74ed59a,https://www.notion.so/Direito-educacional-e-responsabilidade-civil-reintegra-o-de-estudante-benefici-rio-do-Prouni-indev-30d721955c648048956ace3de74ed59a,0061400-17.2014.4.01.3700,relator(a),ApReeNec,,Des. Daniel Paes Ribeiro,Daniel Paes Ribeiro,Direito Civil,,537,,"Responsabilidade Civil, Direito Educacional",,,0
30d72195-5c64-8048-acd3-f9759ea75520,https://www.notion.so/Denomina-o-de-im-vel-p-blico-com-nome-de-pessoa-viva-e-aus-ncia-de-prova-de-enriquecimento-il-cito--30d721955c648048acd3f9759ea75520,0010741-42.2016.4.01.3600,relator(a),Ap,,Des. Mônica Sifuentes,Mônica Sifuentes,Direito Administrativo,,525,,"Improbidade Administrativa, Atos Administrativos",,,0
30d72195-5c64-8048-bbec-ec281c72cc5e,https://www.notion.so/Pr-tica-de-tortura-por-agentes-policiais-e-sua-configura-o-como-ato-de-improbidade-administrativa-c-30d721955c648048bbecec281c72cc5e,0038828-02.2011.4.01.3400,relator(a),Ap,,Des. Mônica Sifuentes,Mônica Sifuentes,Direito Administrativo,,533,,"Improbidade Administrativa, Responsabilidade Civil e Disciplinar",,,0
30d72195-5c64-8048-bc3c-f712d8a61087,https://www.notion.so/Nomea-o-de-candidato-aprovado-fora-do-n-mero-de-vagas-em-concurso-p-blico-e-controv-rsia-sobre-subs-30d721955c648048bc3cf712d8a61087,0003287-27.2015.4.01.3800,relator(a),Ap,,Des. Daniele Maranhão,Daniele Maranhão,Direito Administrativo,,535,,"Serviço Público, Direito Previdenciário",,,0
30d72195-5c64-8049-80d3-c493ee41e87b,https://www.notion.so/Fixa-o-e-altera-o-do-valor-da-causa-em-embargos-execu-o-de-t-tulo-judicial-e-efeitos-sobre-hono-30d721955c64804980d3c493ee41e87b,0000067-02.2016.4.01.3310,relator(a),Ap,,Des. José Amilcar Machado,José Amilcar Machado,Processual Civil,,557,,"Processo de Execução, Recursos e Embargos",,,0
30d72195-5c64-8049-a51d-f87a8e91fd31,https://www.notion.so/Veda-o-ren-ncia-da-aposentadoria-para-aproveitamento-posterior-de-tempo-de-servi-o-e-impossibilid-30d721955c648049a51df87a8e91fd31,0051673-54.2016.4.01.3800,relator(a),Ap,,Des. João Luiz de Sousa,João Luiz de Sousa,Direito Previdenciário,,528,,"Seguridade Social, Direito Administrativo Previdenciário",,,0
30d72195-5c64-8049-ad4c-d6837f2660e3,https://www.notion.so/Compet-ncia-absoluta-da-vara-de-execu-es-para-processar-execu-o-fundada-em-t-tulo-extrajudicial-fr-30d721955c648049ad4cd6837f2660e3,1034981-38.2021.4.01.0000,relator(a),CC,,Des. Souza Prudente,Souza Prudente,Processual Civil,,599,,"Processo de Execução, Conflito de Competência",,,0
30d72195-5c64-804a-8317-c61dde1e6251,https://www.notion.so/Imunidade-tribut-ria-de-entidade-beneficente-prevista-no-art-195-7-da-CF-condicionada-lei-compl-30d721955c64804a8317c61dde1e6251,1018230-63.2018.4.01.3400,relator(a),Ap,,Des. Hercules Fajoses,Hercules Fajoses,Direito Tributário,,579,,"Tributário Substantivo, Processual Tributário",,,0
30d72195-5c64-804a-a0b5-c4f9ed840f7f,https://www.notion.so/Compet-ncia-para-execu-o-da-pena-privativa-substitu-da-por-restritivas-de-direitos-e-cumprimento-do-30d721955c64804aa0b5c4f9ed840f7f,1035349-81.2020.4.01.0000,relator(a),AgExPe,,Des. Ney Bello,Ney Bello,Direito Penal,,548,,"Execução Penal, Processo Penal",,,0
30d72195-5c64-804a-a122-f3e16a91bb90,https://www.notion.so/Falsidade-ideol-gica-por-inser-o-de-dados-falsos-em-cadastro-p-blico-informatizado-do-Ibama-visando-30d721955c64804aa122f3e16a91bb90,0064601-08.2014.4.01.3800,relator(a),Ap,,Des. Mônica Sifuentes,Mônica Sifuentes,Direito Penal,,516,,"Direito Penal Comum, Direito Ambiental Penal",,,0
30d72195-5c64-804a-b309-d771d9b53788,https://www.notion.so/Transporte-de-madeira-em-desacordo-com-guia-apreens-o-da-totalidade-da-carga-e-imposi-o-de-multa-s-30d721955c64804ab309d771d9b53788,1001310-77.2019.4.01.3303,relator(a),Ap,,Des. Daniele Maranhão,Daniele Maranhão,Direito Ambiental,,593,,"Infrações Administrativas Ambientais, Sanções Administrativas",,,0
30d72195-5c64-804a-b6f0-e6a601e3946d,https://www.notion.so/Alcance-do-monop-lio-postal-da-Uni-o-sobre-cartas-cart-es-postais-e-correspond-ncia-agrupada-e-cont-30d721955c64804ab6f0e6a601e3946d,0036848-33.2001.4.01.3800,relator(a),Ap,,Des. Daniel Paes Ribeiro,Daniel Paes Ribeiro,Direito Administrativo,,570,,"Direito Administrativo Sancionador, Regulação Administrativa Postal",,,0
30d72195-5c64-804b-84db-cb34e89cde49,https://www.notion.so/Constitucionalidade-da-destina-o-de-honor-rios-de-sucumb-ncia-Advocacia-P-blica-e-efeitos-do-prec-30d721955c64804b84dbcb34e89cde49,0040695-97.2015.4.01.3300,relator(a),Ap,,Des. Gilda Sigmaringa Seixas,Gilda Sigmaringa Seixas,Direito Processual Civil,,585,,"Processo Civil, Direito Administrativo",,,0
30d72195-5c64-804b-8b84-f5e0961f2a95,https://www.notion.so/Inclus-o-ou-exclus-o-de-cr-ditos-de-ICMS-concedidos-como-incentivos-fiscais-na-base-de-c-lculo-do-IR-30d721955c64804b8b84f5e0961f2a95,1007463-50.2020.4.01.3802,relator(a),AC,,Des. Amilcar Machado,Amilcar Machado,Direito Tributário,,598,,"Tributação Federal, Tributação Estadual",,,0
30d72195-5c64-804b-a2a4-c5bf8eac6bf3,https://www.notion.so/Afastamento-de-servidor-p-blico-federal-para-curso-de-forma-o-de-cargo-p-blico-estadual-sem-preju-z-30d721955c64804ba2a4c5bf8eac6bf3,1001263-40.2018.4.01.3400,relator(a),Ap,,Des. Gilda Sigmaringa Seixas,Gilda Sigmaringa Seixas,Direito Administrativo,,534,,"Servidores Públicos, Direito Constitucional",,,0
30d72195-5c64-804b-b04d-d58378f66f82,https://www.notion.so/Possibilidade-de-concess-o-judicial-de-reajuste-salarial-a-servidores-e-viola-o-da-separa-o-dos-po-30d721955c64804bb04dd58378f66f82,0000880-67.2014.4.01.3902,relator(a),Ap,,Des. João Luiz de Sousa,João Luiz de Sousa,Direito Administrativo,,517,,"Direito Administrativo Disciplinar, Direito Financeiro",,,0
30d72195-5c64-804b-b106-d2da1875f1f8,https://www.notion.so/Contrabando-de-gasolina-e-inaplicabilidade-do-princ-pio-da-insignific-ncia-diante-da-prote-o-ampla--30d721955c64804bb106d2da1875f1f8,0003447-50.2014.4.01.4200,relator(a),Ap,,Des. Mônica Sifuentes,Mônica Sifuentes,Direito Penal,,600,,"Direito Penal Especial, Direito Processual Penal",,,0
30d72195-5c64-804c-9567-c87c3aed07bd,https://www.notion.so/Aus-ncia-de-previs-o-legal-para-tipificar-estelionato-judici-rio-em-conduta-relacionada-a-aposentado-30d721955c64804c9567c87c3aed07bd,0001501-62.2017.4.01.3804,relator(a),Ap,,Des. Néviton Guedes,Néviton Guedes,Direito Penal,,555,,"Criminal, Processual Penal",,,0
