id,ordem_doc,arquivo_fonte,norma_id,norma_titulo,norma_nome_popular,macrogrupo,grupo_sumario,pagina_inicial,pagina_final,hierarquia_normativa,tipo_dispositivo,dispositivo,dispositivo_pai,artigo,paragrafo,inciso,alinea,item,texto_dispositivo,notas_texto,notas_json,qtd_notas,referencias_normativas,referencias_jurisprudenciais,referencias_sumulas,texto_rag,resumo_curto,palavras_chave,incluir_no_rag,chars,tokens_estimados,row_key,csv_arquivo,dispositivo_pai_id,dispositivo_pai_row_key
614,614,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,82,82,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO I - DOS LUGARES DA VOTAÇÃO,paragrafo,"Art. 138, Parágrafo único",Art. 138,Art. 138,Parágrafo único,,,,Parágrafo único. O juiz eleitoral providenciará para que nos edifícios escolhidos sejam feitas as necessárias adaptações.,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 138, Parágrafo único Tipo: paragrafo Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO I - DOS LUGARES DA VOTAÇÃO Dispositivo pai: Art. 138 ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:613 Páginas: 82-82 Resumo: Art. 138, Parágrafo único: O juiz eleitoral providenciará para que nos edifícios escolhidos sejam feitas as necessárias adaptações. Parágrafo único. O juiz eleitoral providenciará para que nos edifícios escolhidos sejam feitas as necessárias adaptações.","Art. 138, Parágrafo único: O juiz eleitoral providenciará para que nos edifícios escolhidos sejam feitas as necessárias adaptações.",votacao; paragrafo; unico; julho; parte; quarta; titulo; capitulo; lugares; juiz,True,701,175,001_lei_4737_1965_codigo_eleitoral:614,001_lei_4737_1965_codigo_eleitoral.csv,613,001_lei_4737_1965_codigo_eleitoral:613
615,615,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,82,82,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS,estrutura,CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS,,Art. 138,Parágrafo único,,,,CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS Tipo: estrutura Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS Páginas: 82-82 Resumo: Estrutura da Código Eleitoral CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS",Estrutura da Código Eleitoral,capitulo; policia; trabalhos; eleitorais; julho; parte; quarta; titulo; votacao,True,477,119,001_lei_4737_1965_codigo_eleitoral:615,001_lei_4737_1965_codigo_eleitoral.csv,,
616,616,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,82,82,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS,artigo,Art. 139,,Art. 139,,,,,Art. 139. Ao presidente da mesa receptora e ao juiz eleitoral cabe a polícia dos trabalhos eleitorais.,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 139 Tipo: artigo Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS Páginas: 82-82 Resumo: Art. 139: Ao presidente da mesa receptora e ao juiz eleitoral cabe a polícia dos trabalhos eleitorais. Art. 139. Ao presidente da mesa receptora e ao juiz eleitoral cabe a polícia dos trabalhos eleitorais.",Art. 139: Ao presidente da mesa receptora e ao juiz eleitoral cabe a polícia dos trabalhos eleitorais.,policia; trabalhos; eleitorais; julho; parte; quarta; titulo; votacao; capitulo; presidente,True,559,140,001_lei_4737_1965_codigo_eleitoral:616,001_lei_4737_1965_codigo_eleitoral.csv,,
617,617,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,82,82,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS,artigo,Art. 140,,Art. 140,,,,,"Art. 140. Somente podem permanecer no recinto da mesa receptora os seus membros, os candidatos, um fiscal, um delegado de cada partido e, durante o tempo necessário à votação, o eleitor.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 140 Tipo: artigo Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS Páginas: 82-82 Resumo: Art. 140: Somente podem permanecer no recinto da mesa receptora os seus membros, os candidatos, um fiscal, um delegado de cada partido e, durante o tempo necessário à votação, o eleitor. Art. 140. Somente podem permanecer no recinto da mesa receptora os seus membros, os candidatos, um fiscal, um delegado de cada partido e, durante o tempo necessário à votação, o eleitor.","Art. 140: Somente podem permanecer no recinto da mesa receptora os seus membros, os candidatos, um fiscal, um delegado de cada partido e, durante o tempo necessário à votação, o eleitor.",votacao; julho; parte; quarta; titulo; capitulo; policia; trabalhos; eleitorais; somente,True,727,182,001_lei_4737_1965_codigo_eleitoral:617,001_lei_4737_1965_codigo_eleitoral.csv,,
618,618,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,82,82,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS,paragrafo,"Art. 140, §1º",Art. 140,Art. 140,§1º,,,,"§ 1º O presidente da mesa, que é, durante os trabalhos, a autoridade superior, fará retirar do recinto ou do edifício quem não guardar a ordem e compostura devidas e estiver praticando qualquer ato atentatório da liberdade eleitoral.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 140, §1º Tipo: paragrafo Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS Dispositivo pai: Art. 140 ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:617 Páginas: 82-82 Resumo: Art. 140, §1º: § 1º O presidente da mesa, que é, durante os trabalhos, a autoridade superior, fará retirar do recinto ou do edifício quem não guardar a ordem e compostura devidas e estiver praticando qualquer ato atentatório da liberdade eleitoral. § 1º O presidente da mesa, que é, durante os trabalhos, a autoridade superior, fará retirar do recinto ou do edifício quem não guardar a ordem e compostura devidas e estiver praticando qualquer ato atentatório da liberdade eleitoral.","Art. 140, §1º: § 1º O presidente da mesa, que é, durante os trabalhos, a autoridade superior, fará retirar do recinto ou do edifício quem não guardar a ordem e compostura devidas e estiver praticando qualquer ato atentatório da liberdade eleitoral.",trabalhos; julho; parte; quarta; titulo; votacao; capitulo; policia; eleitorais; presidente,True,932,233,001_lei_4737_1965_codigo_eleitoral:618,001_lei_4737_1965_codigo_eleitoral.csv,617,001_lei_4737_1965_codigo_eleitoral:617
619,619,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,82,82,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS,paragrafo,"Art. 140, §2º",Art. 140,Art. 140,§2º,,,,"§ 2º Nenhuma autoridade estranha à mesa poderá intervir, sob pretexto algum, em seu funcionamento, salvo o juiz eleitoral.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 140, §2º Tipo: paragrafo Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS Dispositivo pai: Art. 140 ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:617 Páginas: 82-82 Resumo: Art. 140, §2º: § 2º Nenhuma autoridade estranha à mesa poderá intervir, sob pretexto algum, em seu funcionamento, salvo o juiz eleitoral. § 2º Nenhuma autoridade estranha à mesa poderá intervir, sob pretexto algum, em seu funcionamento, salvo o juiz eleitoral.","Art. 140, §2º: § 2º Nenhuma autoridade estranha à mesa poderá intervir, sob pretexto algum, em seu funcionamento, salvo o juiz eleitoral.",julho; parte; quarta; titulo; votacao; capitulo; policia; trabalhos; eleitorais; nenhuma,True,710,178,001_lei_4737_1965_codigo_eleitoral:619,001_lei_4737_1965_codigo_eleitoral.csv,617,001_lei_4737_1965_codigo_eleitoral:617
620,620,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,82,83,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS,artigo,Art. 141,,Art. 141,,,,,"Art. 141. A força armada conservar-se-á a cem metros da seção eleitoral e não poderá aproximar-se do lugar da votação, ou nele penetrar, sem ordem do presidente da mesa.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 141 Tipo: artigo Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO II - DA POLÍCIA DOS TRABALHOS ELEITORAIS Páginas: 82-83 Resumo: Art. 141: A força armada conservar-se-á a cem metros da seção eleitoral e não poderá aproximar-se do lugar da votação, ou nele penetrar, sem ordem do presidente da mesa. Art. 141. A força armada conservar-se-á a cem metros da seção eleitoral e não poderá aproximar-se do lugar da votação, ou nele penetrar, sem ordem do presidente da mesa.","Art. 141: A força armada conservar-se-á a cem metros da seção eleitoral e não poderá aproximar-se do lugar da votação, ou nele penetrar, sem ordem do presidente da mesa.",votacao; julho; parte; quarta; titulo; capitulo; policia; trabalhos; eleitorais; forca,True,693,173,001_lei_4737_1965_codigo_eleitoral:620,001_lei_4737_1965_codigo_eleitoral.csv,,
621,621,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,83,83,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO,estrutura,CAPÍTULO III - DO INÍCIO DA VOTAÇÃO,,Art. 141,,,,,CAPÍTULO III - DO INÍCIO DA VOTAÇÃO,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: CAPÍTULO III - DO INÍCIO DA VOTAÇÃO Tipo: estrutura Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO Páginas: 83-83 Resumo: Estrutura da Código Eleitoral CAPÍTULO III - DO INÍCIO DA VOTAÇÃO",Estrutura da Código Eleitoral,votacao; capitulo; inicio; julho; parte; quarta; titulo,True,435,109,001_lei_4737_1965_codigo_eleitoral:621,001_lei_4737_1965_codigo_eleitoral.csv,,
622,622,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,83,83,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO,artigo,Art. 142,,Art. 142,,,,,"Art. 142. No dia marcado para a eleição, às 7 (sete) horas, o presidente da mesa receptora, os mesários e os secretários verificarão se no lugar designado estão em ordem o material remetido pelo juiz e a urna destinada a recolher os votos, bem como se estão presentes os fiscais de partido.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 142 Tipo: artigo Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO Páginas: 83-83 Resumo: Art. 142: No dia marcado para a eleição, às 7 (sete) horas, o presidente da mesa receptora, os mesários e os secretários verificarão se no lugar designado estão em ordem o material remetido pelo juiz e a urna destinada a recolher os votos, bem como se estão presentes os fiscais de partido. Art. 142. No dia marcado para a eleição, às 7 (sete) horas, o presidente da mesa receptora, os mesários e os secretários verificarão se no lugar designado estão em ordem o material remetido pelo juiz e a urna destinada a recolher os votos, bem como se estão presentes os fiscais de partido.","Art. 142: No dia marcado para a eleição, às 7 (sete) horas, o presidente da mesa receptora, os mesários e os secretários verificarão se no lugar designado estão em ordem o material remetido pelo juiz e a urna destinada a recolher os votos, bem como se estão presentes os fiscais de partido.",votacao; estao; julho; parte; quarta; titulo; capitulo; inicio; marcado; eleicao,True,921,230,001_lei_4737_1965_codigo_eleitoral:622,001_lei_4737_1965_codigo_eleitoral.csv,,
623,623,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,83,83,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO,artigo,Art. 143,,Art. 143,,,,,"Art. 143. Às 8 (oito) horas, supridas as deficiências declarará o presidente iniciados os trabalhos, procedendo-se em seguida à votação, que começará pelos candidatos e eleitores presentes.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 143 Tipo: artigo Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO Páginas: 83-83 Resumo: Art. 143: Às 8 (oito) horas, supridas as deficiências declarará o presidente iniciados os trabalhos, procedendo-se em seguida à votação, que começará pelos candidatos e eleitores presentes. Art. 143. Às 8 (oito) horas, supridas as deficiências declarará o presidente iniciados os trabalhos, procedendo-se em seguida à votação, que começará pelos candidatos e eleitores presentes.","Art. 143: Às 8 (oito) horas, supridas as deficiências declarará o presidente iniciados os trabalhos, procedendo-se em seguida à votação, que começará pelos candidatos e eleitores presentes.",votacao; julho; parte; quarta; titulo; capitulo; inicio; oito; horas; supridas,True,719,180,001_lei_4737_1965_codigo_eleitoral:623,001_lei_4737_1965_codigo_eleitoral.csv,,
624,624,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,83,83,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO,paragrafo,"Art. 143, §1º",Art. 143,Art. 143,§1º,,,,"§ 1º Os membros da mesa e os fiscais de partido deverão votar no correr da votação, depois que tiverem votado os eleitores que já se encontravam presentes no momento da abertura dos trabalhos, ou no encerramento da votação.",Parágrafo único numerado como § 1º pelo art. 26 da Lei n. 4.961/1966.,"[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Parágrafo único numerado como § 1º pelo art. 26 da Lei n. 4.961/1966."", ""pagina_inicial"": 83, ""pagina_final"": 83}]",1,Lei n. 4.961/1966,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 143, §1º Tipo: paragrafo Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO Dispositivo pai: Art. 143 ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:623 Páginas: 83-83 Resumo: Art. 143, §1º: § 1º Os membros da mesa e os fiscais de partido deverão votar no correr da votação, depois que tiverem votado os eleitores que já se encontravam presentes no momento da abertura dos trabalhos, ou no encerramento da votação. | 1 nota(s) vinculada(s) § 1º Os membros da mesa e os fiscais de partido deverão votar no correr da votação, depois que tiverem votado os eleitores que já se encontravam presentes no momento da abertura dos trabalhos, ou no encerramento da votação. Notas vinculadas: Parágrafo único numerado como § 1º pelo art. 26 da Lei n. 4.961/1966.","Art. 143, §1º: § 1º Os membros da mesa e os fiscais de partido deverão votar no correr da votação, depois que tiverem votado os eleitores que já se encontravam presentes no momento da abertura dos trabalhos, ou no encerramento da votação. | 1 nota(s) vinculada(s)",votacao; julho; parte; quarta; titulo; capitulo; inicio; membros; mesa; fiscais,True,1011,253,001_lei_4737_1965_codigo_eleitoral:624,001_lei_4737_1965_codigo_eleitoral.csv,623,001_lei_4737_1965_codigo_eleitoral:623
625,625,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,83,83,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO,paragrafo,"Art. 143, §2º",Art. 143,Art. 143,§2º,,,,"§ 2º Observada a prioridade assegurada aos candidatos, têm preferência para votar o juiz eleitoral da zona, seus auxiliares de serviço, os eleitores de idade avançada, os enfermos e as mulheres grávidas.",Parágrafo 2º acrescido pelo art. 26 da Lei n. 4.961/1966.,"[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Parágrafo 2º acrescido pelo art. 26 da Lei n. 4.961/1966."", ""pagina_inicial"": 83, ""pagina_final"": 83}]",1,Lei n. 4.961/1966,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 143, §2º Tipo: paragrafo Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO Dispositivo pai: Art. 143 ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:623 Páginas: 83-83 Resumo: Art. 143, §2º: § 2º Observada a prioridade assegurada aos candidatos, têm preferência para votar o juiz eleitoral da zona, seus auxiliares de serviço, os eleitores de idade avançada, os enfermos e as mulheres grávidas. | 1 nota(s) vinculada(s) § 2º Observada a prioridade assegurada aos candidatos, têm preferência para votar o juiz eleitoral da zona, seus auxiliares de serviço, os eleitores de idade avançada, os enfermos e as mulheres grávidas. Notas vinculadas: Parágrafo 2º acrescido pelo art. 26 da Lei n. 4.961/1966.","Art. 143, §2º: § 2º Observada a prioridade assegurada aos candidatos, têm preferência para votar o juiz eleitoral da zona, seus auxiliares de serviço, os eleitores de idade avançada, os enfermos e as mulheres grávidas. | 1 nota(s) vinculada(s)",votacao; julho; parte; quarta; titulo; capitulo; inicio; observada; prioridade; assegurada,True,959,240,001_lei_4737_1965_codigo_eleitoral:625,001_lei_4737_1965_codigo_eleitoral.csv,623,001_lei_4737_1965_codigo_eleitoral:623
626,626,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,83,83,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO,artigo,Art. 144,,Art. 144,,,,,"Art. 144. O recebimento dos votos começará às 8 (oito) e terminará, salvo o disposto no art. 153, às 17 (dezessete) horas.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 144 Tipo: artigo Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO Páginas: 83-83 Resumo: Art. 144: O recebimento dos votos começará às 8 (oito) e terminará, salvo o disposto no art. 153, às 17 (dezessete) horas. Art. 144. O recebimento dos votos começará às 8 (oito) e terminará, salvo o disposto no art. 153, às 17 (dezessete) horas.","Art. 144: O recebimento dos votos começará às 8 (oito) e terminará, salvo o disposto no art. 153, às 17 (dezessete) horas.",votacao; julho; parte; quarta; titulo; capitulo; inicio; recebimento; votos; comecara,True,585,146,001_lei_4737_1965_codigo_eleitoral:626,001_lei_4737_1965_codigo_eleitoral.csv,,
627,627,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,83,83,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO,artigo,Art. 145,,Art. 145,,,,,"Art. 145. O presidente, mesários, secretários, suplentes e os delegados e fiscais de partido votarão perante as mesas em que servirem, sendo que os delegados e fiscais, desde que a credencial esteja visada na forma do artigo 131,",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 145 Tipo: artigo Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO Páginas: 83-83 Resumo: Art. 145: O presidente, mesários, secretários, suplentes e os delegados e fiscais de partido votarão perante as mesas em que servirem, sendo que os delegados e fiscais, desde que a credencial esteja visada na forma do artigo 131, Art. 145. O presidente, mesários, secretários, suplentes e os delegados e fiscais de partido votarão perante as mesas em que servirem, sendo que os delegados e fiscais, desde que a credencial esteja visada na forma do artigo 131,","Art. 145: O presidente, mesários, secretários, suplentes e os delegados e fiscais de partido votarão perante as mesas em que servirem, sendo que os delegados e fiscais, desde que a credencial esteja visada na forma do artigo 131,",votacao; delegados; fiscais; julho; parte; quarta; titulo; capitulo; inicio; presidente,True,799,200,001_lei_4737_1965_codigo_eleitoral:627,001_lei_4737_1965_codigo_eleitoral.csv,,
628,628,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,83,83,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO,paragrafo,"Art. 145, §3º",Art. 145,Art. 145,§3º,,,,"§ 3º; quando eleitores de outras seções, seus votos serão tomados em separado.","Caput com redação dada pelo art. 27 da
Lei n. 4.961/1966.
Lei n. 9.504/1997, art. 65, § 2º: expedição das credenciais, exclusivamente, pelos partidos ou coligações.","[{""ordem"": 1, ""marcador"": ""continuação"", ""texto"": ""Caput com redação dada pelo art. 27 da"", ""pagina_inicial"": 83, ""pagina_final"": 83}, {""ordem"": 2, ""marcador"": ""quadrado"", ""texto"": ""Lei n. 4.961/1966."", ""pagina_inicial"": 83, ""pagina_final"": 83}, {""ordem"": 3, ""marcador"": ""ticado"", ""texto"": ""Lei n. 9.504/1997, art. 65, § 2º: expedição das credenciais, exclusivamente, pelos partidos ou coligações."", ""pagina_inicial"": 83, ""pagina_final"": 83}]",3,Lei n. 4.961/1966; Lei n. 9.504/1997,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 145, §3º Tipo: paragrafo Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO Dispositivo pai: Art. 145 ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:993 Páginas: 83-83 Resumo: Art. 145, §3º: § 3º; quando eleitores de outras seções, seus votos serão tomados em separado. | 3 nota(s) vinculada(s) § 3º; quando eleitores de outras seções, seus votos serão tomados em separado. Notas vinculadas: Caput com redação dada pelo art. 27 da Lei n. 4.961/1966. Lei n. 9.504/1997, art. 65, § 2º: expedição das credenciais, exclusivamente, pelos partidos ou coligações.","Art. 145, §3º: § 3º; quando eleitores de outras seções, seus votos serão tomados em separado. | 3 nota(s) vinculada(s)",votacao; julho; parte; quarta; titulo; capitulo; inicio; quando; eleitores; outras,True,816,204,001_lei_4737_1965_codigo_eleitoral:628,001_lei_4737_1965_codigo_eleitoral.csv,993,001_lei_4737_1965_codigo_eleitoral:993
629,629,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,83,83,PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO,paragrafo,"Art. 145, Parágrafo único",Art. 145,Art. 145,Parágrafo único,,,,"Parágrafo único. Com as cautelas constantes do art. 147, § 2º, poderão ainda votar fora da respectiva seção:",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 145, Parágrafo único Tipo: paragrafo Hierarquia: PARTE QUARTA > TÍTULO IV - DA VOTAÇÃO > CAPÍTULO III - DO INÍCIO DA VOTAÇÃO Dispositivo pai: Art. 145 ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:993 Páginas: 83-83 Resumo: Art. 145, Parágrafo único: Com as cautelas constantes do art. 147, § 2º, poderão ainda votar fora da respectiva seção: Parágrafo único. Com as cautelas constantes do art. 147, § 2º, poderão ainda votar fora da respectiva seção:","Art. 145, Parágrafo único: Com as cautelas constantes do art. 147, § 2º, poderão ainda votar fora da respectiva seção:",votacao; paragrafo; unico; julho; parte; quarta; titulo; capitulo; inicio; cautelas,True,675,169,001_lei_4737_1965_codigo_eleitoral:629,001_lei_4737_1965_codigo_eleitoral.csv,993,001_lei_4737_1965_codigo_eleitoral:993
