"id","ordem_doc","arquivo_fonte","norma_id","norma_titulo","norma_nome_popular","macrogrupo","grupo_sumario","pagina_inicial","pagina_final","hierarquia_normativa","tipo_dispositivo","dispositivo","dispositivo_pai","artigo","paragrafo","inciso","alinea","item","texto_dispositivo","notas_texto","notas_json","qtd_notas","referencias_normativas","referencias_jurisprudenciais","referencias_sumulas","texto_rag","resumo_curto","palavras_chave","incluir_no_rag","chars","tokens_estimados"
"58","58","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","451","451","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS","paragrafo","Art. 11-A, §6º","Art. 11-A","Art. 11-A","§6º","","","","§ 6º O pedido de registro de federação de partidos encaminhado ao Tribunal Superior Eleitoral será acompanhado dos seguintes documentos:","Ac.-TSE, de 26/5/2022, no RFP n. 060029173: “[...] o exame dos dispositivos estatutários nos pedidos de registro de federações partidárias se dá apenas quanto ao cumprimento dos requisitos formais constantes da legislação aplicável, sem qualquer juízo de mérito”.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Ac.-TSE, de 26/5/2022, no RFP n. 060029173: “[...] o exame dos dispositivos estatutários nos pedidos de registro de federações partidárias se dá apenas quanto ao cumprimento dos requisitos formais constantes da legislação aplicável, sem qualquer juízo de mérito”."", ""pagina_inicial"": 451, ""pagina_final"": 451}]","1","","Ac.-TSE, de 26/5/2022, no RFP n","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: Art. 11-A, §6º
Tipo: paragrafo
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS
Dispositivo pai: Art. 11-A
Páginas: 451-451
§ 6º O pedido de registro de federação de partidos encaminhado ao Tribunal Superior Eleitoral será acompanhado dos seguintes documentos:
Notas vinculadas:
Ac.-TSE, de 26/5/2022, no RFP n. 060029173: “[...] o exame dos dispositivos estatutários nos pedidos de registro de federações partidárias se dá apenas quanto ao cumprimento dos requisitos formais constantes da legislação aplicável, sem qualquer juízo de mérito”.","§ 6º O pedido de registro de federação de partidos encaminhado ao Tribunal Superior Eleitoral será acompanhado dos seguintes documentos:","registro; partidos; setembro; titulo; organizacao; funcionamento; capitulo; criacao; politicos; pedido","True","865","216"
"59","59","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","451","451","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS","inciso","Art. 11-A, §6º, I","Art. 11-A, §6º","Art. 11-A","§6º","I","","","I - cópia da resolução tomada pela maioria absoluta dos votos dos órgãos de deliberação nacional de cada um dos partidos integrantes da federação;","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: Art. 11-A, §6º, I
Tipo: inciso
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS
Dispositivo pai: Art. 11-A, §6º
Páginas: 451-451
I - cópia da resolução tomada pela maioria absoluta dos votos dos órgãos de deliberação nacional de cada um dos partidos integrantes da federação;","I - cópia da resolução tomada pela maioria absoluta dos votos dos órgãos de deliberação nacional de cada um dos partidos integrantes da federação;","partidos; setembro; titulo; organizacao; funcionamento; capitulo; criacao; registro; politicos; copia","True","598","149"
"60","60","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","451","451","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS","inciso","Art. 11-A, §6º, II","Art. 11-A, §6º","Art. 11-A","§6º","II","","","II - cópia do programa e do estatuto comuns da federação constituída;","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: Art. 11-A, §6º, II
Tipo: inciso
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS
Dispositivo pai: Art. 11-A, §6º
Páginas: 451-451
II - cópia do programa e do estatuto comuns da federação constituída;","II - cópia do programa e do estatuto comuns da federação constituída;","setembro; titulo; organizacao; funcionamento; capitulo; criacao; registro; partidos; politicos; copia","True","522","130"
"61","61","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","451","451","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS","inciso","Art. 11-A, §6º, III","Art. 11-A, §6º","Art. 11-A","§6º","III","","","III - ata de eleição do órgão de direção nacional da federação.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: Art. 11-A, §6º, III
Tipo: inciso
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS
Dispositivo pai: Art. 11-A, §6º
Páginas: 451-451
III - ata de eleição do órgão de direção nacional da federação.","III - ata de eleição do órgão de direção nacional da federação.","setembro; titulo; organizacao; funcionamento; capitulo; criacao; registro; partidos; politicos; eleicao","True","517","129"
"62","62","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","451","451","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS","paragrafo","Art. 11-A, §7º","Art. 11-A","Art. 11-A","§7º","","","","§ 7º O estatuto de que trata o inciso II do","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: Art. 11-A, §7º
Tipo: paragrafo
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS
Dispositivo pai: Art. 11-A
Páginas: 451-451
§ 7º O estatuto de que trata o inciso II do","§ 7º O estatuto de que trata o inciso II do","setembro; titulo; organizacao; funcionamento; capitulo; criacao; registro; partidos; politicos; estatuto","True","490","122"
"63","63","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","451","451","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS","paragrafo","Art. 11-A, §6º","Art. 11-A","Art. 11-A","§6º","","","","§ 6º deste artigo definirá as regras para a composição da lista da federação para as eleições proporcionais.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: Art. 11-A, §6º
Tipo: paragrafo
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS
Dispositivo pai: Art. 11-A
Páginas: 451-451
§ 6º deste artigo definirá as regras para a composição da lista da federação para as eleições proporcionais.","§ 6º deste artigo definirá as regras para a composição da lista da federação para as eleições proporcionais.","setembro; titulo; organizacao; funcionamento; capitulo; criacao; registro; partidos; politicos; deste","True","555","138"
"64","64","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","451","451","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS","paragrafo","Art. 11-A, §8º","Art. 11-A","Art. 11-A","§8º","","","","§ 8º Aplicam-se à federação de partidos todas as normas que regem as atividades dos partidos políticos no que diz respeito às eleições, inclusive no que se refere à escolha e registro de candidatos para as eleições majoritárias e proporcionais, à arrecadação e aplicação de recursos em campanhas eleitorais, à propaganda eleitoral, à contagem de votos, à obtenção de cadeiras, à prestação de contas e à convocação de suplentes.","V. EC n. 133/2024.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""V. EC n. 133/2024."", ""pagina_inicial"": 451, ""pagina_final"": 451}]","1","EC n. 133/2024","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: Art. 11-A, §8º
Tipo: paragrafo
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS
Dispositivo pai: Art. 11-A
Páginas: 451-451
§ 8º Aplicam-se à federação de partidos todas as normas que regem as atividades dos partidos políticos no que diz respeito às eleições, inclusive no que se refere à escolha e registro de candidatos para as eleições majoritárias e proporcionais, à arrecadação e aplicação de recursos em campanhas eleitorais, à propaganda eleitoral, à contagem de votos, à obtenção de cadeiras, à prestação de contas e à convocação de suplentes.
Notas vinculadas:
V. EC n. 133/2024.","§ 8º Aplicam-se à federação de partidos todas as normas que regem as atividades dos partidos políticos no que diz respeito às eleições, inclusive no que se refere à escolha e registro de candidatos para as eleições majoritárias e...","partidos; registro; politicos; eleicoes; setembro; titulo; organizacao; funcionamento; capitulo; criacao","True","911","227"
"65","65","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","451","451","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS","paragrafo","Art. 11-A, §9º","Art. 11-A","Art. 11-A","§9º","","","","§ 9º Perderá o mandato o detentor de cargo eletivo que se desfiliar, sem justa causa, de partido que integra federação.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: Art. 11-A, §9º
Tipo: paragrafo
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO I - DA CRIAÇÃO E DO REGISTRO DOS > PARTIDOS POLÍTICOS
Dispositivo pai: Art. 11-A
Páginas: 451-451
§ 9º Perderá o mandato o detentor de cargo eletivo que se desfiliar, sem justa causa, de partido que integra federação.","§ 9º Perderá o mandato o detentor de cargo eletivo que se desfiliar, sem justa causa, de partido que integra federação.","setembro; titulo; organizacao; funcionamento; capitulo; criacao; registro; partidos; politicos; perdera","True","566","141"
"66","66","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","451","451","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO II - DO FUNCIONAMENTO PARLAMENTAR","estrutura","CAPÍTULO II - DO FUNCIONAMENTO PARLAMENTAR","","Art. 11-A","§9º","","","","CAPÍTULO II - DO FUNCIONAMENTO PARLAMENTAR","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: CAPÍTULO II - DO FUNCIONAMENTO PARLAMENTAR
Tipo: estrutura
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO II - DO FUNCIONAMENTO PARLAMENTAR
Páginas: 451-451
CAPÍTULO II - DO FUNCIONAMENTO PARLAMENTAR","CAPÍTULO II - DO FUNCIONAMENTO PARLAMENTAR","funcionamento; capitulo; parlamentar; setembro; titulo; organizacao","True","470","117"
"67","67","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","451","451","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO II - DO FUNCIONAMENTO PARLAMENTAR","artigo","Art. 12","","Art. 12","","","","","Art. 12. O partido político funciona, nas Casas Legislativas, por intermédio de uma bancada, que deve constituir suas lideranças de acordo com o estatuto do partido, as disposições regimentais das respectivas casas e as normas desta lei.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: Art. 12
Tipo: artigo
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO II - DO FUNCIONAMENTO PARLAMENTAR
Páginas: 451-451
Art. 12. O partido político funciona, nas Casas Legislativas, por intermédio de uma bancada, que deve constituir suas lideranças de acordo com o estatuto do partido, as disposições regimentais das respectivas casas e as normas desta lei.","Art. 12. O partido político funciona, nas Casas Legislativas, por intermédio de uma bancada, que deve constituir suas lideranças de acordo com o estatuto do partido, as disposições regimentais das respectivas casas e as normas desta lei.","funcionamento; partido; casas; setembro; titulo; organizacao; capitulo; parlamentar; politico; funciona","True","627","156"
"68","68","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","451","451","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO II - DO FUNCIONAMENTO PARLAMENTAR","artigo","Art. 13","","Art. 13","","","","","Art. 13. Tem direito a funcionamento parlamentar, em todas as Casas Legislativas para as quais tenha elegido representante, o partido que, em cada eleição para a Câmara dos Deputados obtenha o apoio de, no mínimo, cinco por cento dos votos apurados, não computados os brancos e os nulos, distribuídos em, pelo menos, um terço dos estados, com um mínimo de dois por cento do total de cada um deles.","Ac.-STF, de 7/12/2006, nas ADIs n. 1351 e 1354: declara inconstitucional este artigo.","[{""ordem"": 1, ""marcador"": ""ticado"", ""texto"": ""Ac.-STF, de 7/12/2006, nas ADIs n. 1351 e 1354: declara inconstitucional este artigo."", ""pagina_inicial"": 451, ""pagina_final"": 451}]","1","","Ac.-STF, de 7/12/2006, nas ADIs n","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: Art. 13
Tipo: artigo
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO II - DO FUNCIONAMENTO PARLAMENTAR
Páginas: 451-451
Art. 13. Tem direito a funcionamento parlamentar, em todas as Casas Legislativas para as quais tenha elegido representante, o partido que, em cada eleição para a Câmara dos Deputados obtenha o apoio de, no mínimo, cinco por cento dos votos apurados, não computados os brancos e os nulos, distribuídos em, pelo menos, um terço dos estados, com um mínimo de dois por cento do total de cada um deles.
Notas vinculadas:
Ac.-STF, de 7/12/2006, nas ADIs n. 1351 e 1354: declara inconstitucional este artigo.","Art. 13. Tem direito a funcionamento parlamentar, em todas as Casas Legislativas para as quais tenha elegido representante, o partido que, em cada eleição para a Câmara dos Deputados obtenha o apoio de, no mínimo, cinco por cento dos votos...","funcionamento; parlamentar; cada; minimo; cento; setembro; titulo; organizacao; capitulo; direito","True","891","222"
"69","69","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","452","452","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO III - DO PROGRAMA E DO ESTATUTO","estrutura","CAPÍTULO III - DO PROGRAMA E DO ESTATUTO","","Art. 13","","","","","CAPÍTULO III - DO PROGRAMA E DO ESTATUTO","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: CAPÍTULO III - DO PROGRAMA E DO ESTATUTO
Tipo: estrutura
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO III - DO PROGRAMA E DO ESTATUTO
Páginas: 452-452
CAPÍTULO III - DO PROGRAMA E DO ESTATUTO","CAPÍTULO III - DO PROGRAMA E DO ESTATUTO","capitulo; programa; estatuto; setembro; titulo; organizacao; funcionamento","True","464","116"
"70","70","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","452","452","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO III - DO PROGRAMA E DO ESTATUTO","artigo","Art. 14","","Art. 14","","","","","Art. 14. Observadas as disposições constitucionais e as desta lei, o partido é livre para fixar, em seu programa, seus objetivos políticos e para estabelecer, em seu estatuto, a sua estrutura interna, organização e funcionamento.","Ac.-TSE, de 15/6/2023, na PetCiv n. 101285: desrespeita o princípio democrático a alteração estatutária que vise dar poder de veto a presidente de honra de partido político, sobrepondo suas decisões às deliberações das demais instâncias partidárias.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Ac.-TSE, de 15/6/2023, na PetCiv n. 101285: desrespeita o princípio democrático a alteração estatutária que vise dar poder de veto a presidente de honra de partido político, sobrepondo suas decisões às deliberações das demais instâncias partidárias."", ""pagina_inicial"": 452, ""pagina_final"": 452}]","1","","Ac.-TSE, de 15/6/2023, na PetCiv n","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: Art. 14
Tipo: artigo
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO III - DO PROGRAMA E DO ESTATUTO
Páginas: 452-452
Art. 14. Observadas as disposições constitucionais e as desta lei, o partido é livre para fixar, em seu programa, seus objetivos políticos e para estabelecer, em seu estatuto, a sua estrutura interna, organização e funcionamento.
Notas vinculadas:
Ac.-TSE, de 15/6/2023, na PetCiv n. 101285: desrespeita o princípio democrático a alteração estatutária que vise dar poder de veto a presidente de honra de partido político, sobrepondo suas decisões às deliberações das demais instâncias partidárias.","Art. 14. Observadas as disposições constitucionais e as desta lei, o partido é livre para fixar, em seu programa, seus objetivos políticos e para estabelecer, em seu estatuto, a sua estrutura interna, organização e funcionamento.","organizacao; funcionamento; programa; estatuto; partido; setembro; titulo; capitulo; observadas; disposicoes","True","885","221"
"71","71","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","452","452","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO III - DO PROGRAMA E DO ESTATUTO","artigo","Art. 15","","Art. 15","","","","","Art. 15. O estatuto do partido deve conter, entre outras, normas sobre:","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: Art. 15
Tipo: artigo
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO III - DO PROGRAMA E DO ESTATUTO
Páginas: 452-452
Art. 15. O estatuto do partido deve conter, entre outras, normas sobre:","Art. 15. O estatuto do partido deve conter, entre outras, normas sobre:","estatuto; setembro; titulo; organizacao; funcionamento; capitulo; programa; partido; deve; conter","True","459","114"
"72","72","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","452","452","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO III - DO PROGRAMA E DO ESTATUTO","inciso","Art. 15, I","Art. 15","Art. 15","","I","","","I - nome, denominação abreviada e o estabelecimento da sede no território nacional;","Inciso I com redação dada pelo art. 1º da Lei n. 13.877/2019.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Inciso I com redação dada pelo art. 1º da Lei n. 13.877/2019."", ""pagina_inicial"": 452, ""pagina_final"": 452}]","1","Lei n. 13.877/2019","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: Art. 15, I
Tipo: inciso
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO III - DO PROGRAMA E DO ESTATUTO
Dispositivo pai: Art. 15
Páginas: 452-452
I - nome, denominação abreviada e o estabelecimento da sede no território nacional;
Notas vinculadas:
Inciso I com redação dada pelo art. 1º da Lei n. 13.877/2019.","I - nome, denominação abreviada e o estabelecimento da sede no território nacional;","setembro; titulo; organizacao; funcionamento; capitulo; programa; estatuto; nome; denominacao; abreviada","True","579","144"
"73","73","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","452","452","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO III - DO PROGRAMA E DO ESTATUTO","inciso","Art. 15, II","Art. 15","Art. 15","","II","","","II - filiação e desligamento de seus membros;","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: Art. 15, II
Tipo: inciso
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO III - DO PROGRAMA E DO ESTATUTO
Dispositivo pai: Art. 15
Páginas: 452-452
II - filiação e desligamento de seus membros;","II - filiação e desligamento de seus membros;","setembro; titulo; organizacao; funcionamento; capitulo; programa; estatuto; filiacao; desligamento; seus","True","462","115"
"74","74","Codigo_Eleitoral_2026_anotado.pdf","lei_9096_1995","Lei n. 9.096, de 19 de setembro de 1995","Lei dos Partidos Políticos","Lei dos Partidos Políticos","Lei dos Partidos Políticos","452","452","TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO III - DO PROGRAMA E DO ESTATUTO","inciso","Art. 15, III","Art. 15","Art. 15","","III","","","III - direitos e deveres dos filiados;","Ac.-TSE, de 15/6/2023, na Pet n. 178278: impossibilidade de fixação de regras estatutárias que imponham a obrigatoriedade de contribuição ao filiado, estabeleçam sanções pelo seu inadimplemento ou restrinjam a sua participação nas convenções para a escolha de candidatos.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Ac.-TSE, de 15/6/2023, na Pet n. 178278: impossibilidade de fixação de regras estatutárias que imponham a obrigatoriedade de contribuição ao filiado, estabeleçam sanções pelo seu inadimplemento ou restrinjam a sua participação nas convenções para a escolha de candidatos."", ""pagina_inicial"": 452, ""pagina_final"": 452}]","1","","Ac.-TSE, de 15/6/2023, na Pet n","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 9.096, de 19 de setembro de 1995
Nome popular: Lei dos Partidos Políticos
Macrogrupo: Lei dos Partidos Políticos
Grupo do sumário: Lei dos Partidos Políticos
Dispositivo: Art. 15, III
Tipo: inciso
Hierarquia: TÍTULO II - DA ORGANIZAÇÃO E FUNCIONAMENTO > CAPÍTULO III - DO PROGRAMA E DO ESTATUTO
Dispositivo pai: Art. 15
Páginas: 452-452
III - direitos e deveres dos filiados;
Notas vinculadas:
Ac.-TSE, de 15/6/2023, na Pet n. 178278: impossibilidade de fixação de regras estatutárias que imponham a obrigatoriedade de contribuição ao filiado, estabeleçam sanções pelo seu inadimplemento ou restrinjam a sua participação nas convenções para a escolha de candidatos.","III - direitos e deveres dos filiados;","setembro; titulo; organizacao; funcionamento; capitulo; programa; estatuto; direitos; deveres; filiados","True","746","186"
