"id","ordem_doc","arquivo_fonte","norma_id","norma_titulo","norma_nome_popular","macrogrupo","grupo_sumario","pagina_inicial","pagina_final","hierarquia_normativa","tipo_dispositivo","dispositivo","dispositivo_pai","artigo","paragrafo","inciso","alinea","item","texto_dispositivo","notas_texto","notas_json","qtd_notas","referencias_normativas","referencias_jurisprudenciais","referencias_sumulas","texto_rag","resumo_curto","palavras_chave","incluir_no_rag","chars","tokens_estimados"
"1","1","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_12_2001","Provimento-CGE n. 12 de 30 de outubro de 2001","","Normas editadas pelo TSE","Provimentos-CGE","1207","1207","","norma","Provimento-CGE n. 12 de 30 de outubro de 2001","","","","","","","Dispõe sobre a instrução dos processos e dos expedientes enviados pelas zonas eleitorais à Corregedoria-Geral ou a outras zonas eleitorais. O EXMO. SR. MINISTRO GARCIA VIEIRA, Corregedor-Geral da Justiça Eleitoral, no uso das atribuições que lhe são conferidas pelos incisos IV, V, VI, IX, XII do art. 2º da Resolução-TSE n. 7.651, de 24 de agosto de 1965, e pelo art. 86 da Resolução-TSE n. 20.132, de 19 de março de 1998, Considerando a necessidade de imprimir maior celeridade aos procedimentos relativos à reversão de inscrições da base histórica e à depuração do cadastro, em especial, devido à proximidade do pleito vindouro, quando o volume de pedidos de regularização de inscrição cresce consideravelmente; e Considerando que inúmeros expedientes são recebidos na Corregedoria-Geral com instrução deficiente, o que dificulta e, não raro, impede a apreciação das diversas situações com a devida rapidez; RESOLVE:","Res.-TSE n. 7651/1965 revogada pelo art. 17 da Res.-TSE n. 23742/2024.
Res.-TSE n. 23659/2021, art. 136: corresponde ao art. 86 da Res.-TSE n. 20132/1998.","[{""ordem"": 1, ""marcador"": ""ticado"", ""texto"": ""Res.-TSE n. 7651/1965 revogada pelo art. 17 da Res.-TSE n. 23742/2024."", ""pagina_inicial"": 1207, ""pagina_final"": 1207}, {""ordem"": 2, ""marcador"": ""ticado"", ""texto"": ""Res.-TSE n. 23659/2021, art. 136: corresponde ao art. 86 da Res.-TSE n. 20132/1998."", ""pagina_inicial"": 1207, ""pagina_final"": 1207}]","2","Res.-TSE n. 7651/1965; Res.-TSE n. 23742/2024; Res.-TSE n. 23659/2021; Res.-TSE n. 20132/1998; Resolução-TSE n. 7.651; Resolução-TSE n. 20.132","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 12 de 30 de outubro de 2001
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Provimento-CGE n. 12 de 30 de outubro de 2001
Tipo: norma
Páginas: 1207-1207
Dispõe sobre a instrução dos processos e dos expedientes enviados pelas zonas eleitorais à Corregedoria-Geral ou a outras zonas eleitorais. O EXMO. SR. MINISTRO GARCIA VIEIRA, Corregedor-Geral da Justiça Eleitoral, no uso das atribuições que lhe são conferidas pelos incisos IV, V, VI, IX, XII do art. 2º da Resolução-TSE n. 7.651, de 24 de agosto de 1965, e pelo art. 86 da Resolução-TSE n. 20.132, de 19 de março de 1998, Considerando a necessidade de imprimir maior celeridade aos procedimentos relativos à reversão de inscrições da base histórica e à depuração do cadastro, em especial, devido à proximidade do pleito vindouro, quando o volume de pedidos de regularização de inscrição cresce consideravelmente; e Considerando que inúmeros expedientes são recebidos na Corregedoria-Geral com instrução deficiente, o que dificulta e, não raro, impede a apreciação das diversas situações com a devida rapidez; RESOLVE:
Notas vinculadas:
Res.-TSE n. 7651/1965 revogada pelo art. 17 da Res.-TSE n. 23742/2024.
Res.-TSE n. 23659/2021, art. 136: corresponde ao art. 86 da Res.-TSE n. 20132/1998.","Dispõe sobre a instrução dos processos e dos expedientes enviados pelas zonas eleitorais à Corregedoria-Geral ou a outras zonas eleitorais. O EXMO. SR. MINISTRO GARCIA VIEIRA, Corregedor-Geral da Justiça Eleitoral, no uso das atribuições...","geral; provimento; outubro; instrucao; expedientes; zonas; eleitorais; corregedoria; resolucao; considerando","True","1373","343"
"2","2","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_12_2001","Provimento-CGE n. 12 de 30 de outubro de 2001","","Normas editadas pelo TSE","Provimentos-CGE","1207","1207","","artigo","Art. 1º","","Art. 1º","","","","","Art. 1º As Corregedorias Regionais Eleitorais deverão, no âmbito de suas jurisdições, verificar a correta instrução dos processos e dos expedientes enviados pelas zonas eleitorais à Corregedoria-Geral ou a outras zonas eleitorais, de forma a garantir a observância das orientações em vigor.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 12 de 30 de outubro de 2001
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 1º
Tipo: artigo
Páginas: 1207-1207
Art. 1º As Corregedorias Regionais Eleitorais deverão, no âmbito de suas jurisdições, verificar a correta instrução dos processos e dos expedientes enviados pelas zonas eleitorais à Corregedoria-Geral ou a outras zonas eleitorais, de forma a garantir a observância das orientações em vigor.","Art. 1º As Corregedorias Regionais Eleitorais deverão, no âmbito de suas jurisdições, verificar a correta instrução dos processos e dos expedientes enviados pelas zonas eleitorais à Corregedoria-Geral ou a outras zonas eleitorais, de forma...","eleitorais; zonas; provimento; outubro; corregedorias; regionais; deverao; ambito; jurisdicoes; verificar","True","534","133"
"3","3","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_12_2001","Provimento-CGE n. 12 de 30 de outubro de 2001","","Normas editadas pelo TSE","Provimentos-CGE","1207","1207","","artigo","Art. 2º","","Art. 2º","","","","","Art. 2º A remessa de processos à Corregedoria-Geral deverá ser intermediada pelas Corregedorias Regionais e, sendo detectada insuficiência na instrução, os autos deverão ser restituídos à zona eleitoral remetente, para complementação.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 12 de 30 de outubro de 2001
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 2º
Tipo: artigo
Páginas: 1207-1207
Art. 2º A remessa de processos à Corregedoria-Geral deverá ser intermediada pelas Corregedorias Regionais e, sendo detectada insuficiência na instrução, os autos deverão ser restituídos à zona eleitoral remetente, para complementação.","Art. 2º A remessa de processos à Corregedoria-Geral deverá ser intermediada pelas Corregedorias Regionais e, sendo detectada insuficiência na instrução, os autos deverão ser restituídos à zona eleitoral remetente, para complementação.","provimento; outubro; remessa; processos; corregedoria; geral; devera; intermediada; corregedorias; regionais","True","478","119"
"4","4","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_12_2001","Provimento-CGE n. 12 de 30 de outubro de 2001","","Normas editadas pelo TSE","Provimentos-CGE","1207","1207","","artigo","Art. 3º","","Art. 3º","","","","","Art. 3º Os processos em que são apuradas as situações apontadas em razão de depuração do cadastro deverão ser instruídos, entre outros, com:","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 12 de 30 de outubro de 2001
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 3º
Tipo: artigo
Páginas: 1207-1207
Art. 3º Os processos em que são apuradas as situações apontadas em razão de depuração do cadastro deverão ser instruídos, entre outros, com:","Art. 3º Os processos em que são apuradas as situações apontadas em razão de depuração do cadastro deverão ser instruídos, entre outros, com:","provimento; outubro; processos; apuradas; situacoes; apontadas; razao; depuracao; cadastro; deverao","True","384","96"
"5","5","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_12_2001","Provimento-CGE n. 12 de 30 de outubro de 2001","","Normas editadas pelo TSE","Provimentos-CGE","1207","1207","","inciso","Art. 3º, I","Art. 3º","Art. 3º","","I","","","I - cópia de documentos pessoais do eleitor, que comprovem a correção dos dados inseridos no cadastro ou as alterações a serem procedidas;","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 12 de 30 de outubro de 2001
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 3º, I
Tipo: inciso
Dispositivo pai: Art. 3º
Páginas: 1207-1207
I - cópia de documentos pessoais do eleitor, que comprovem a correção dos dados inseridos no cadastro ou as alterações a serem procedidas;","I - cópia de documentos pessoais do eleitor, que comprovem a correção dos dados inseridos no cadastro ou as alterações a serem procedidas;","provimento; outubro; copia; documentos; pessoais; eleitor; comprovem; correcao; dados; inseridos","True","410","102"
"6","6","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_12_2001","Provimento-CGE n. 12 de 30 de outubro de 2001","","Normas editadas pelo TSE","Provimentos-CGE","1207","1207","","inciso","Art. 3º, II","Art. 3º","Art. 3º","","II","","","II - documentos arquivados em cartório:","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 12 de 30 de outubro de 2001
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 3º, II
Tipo: inciso
Dispositivo pai: Art. 3º
Páginas: 1207-1207
II - documentos arquivados em cartório:","II - documentos arquivados em cartório:","provimento; outubro; documentos; arquivados; cartorio","True","312","78"
"7","7","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_12_2001","Provimento-CGE n. 12 de 30 de outubro de 2001","","Normas editadas pelo TSE","Provimentos-CGE","1207","1207","","alinea","Art. 3º, II, a)","Art. 3º, II","Art. 3º","","II","a)","","a) FAE ou RAE (originais);","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 12 de 30 de outubro de 2001
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 3º, II, a)
Tipo: alinea
Dispositivo pai: Art. 3º, II
Páginas: 1207-1207
a) FAE ou RAE (originais);","a) FAE ou RAE (originais);","provimento; outubro; originais","True","307","76"
"8","8","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_12_2001","Provimento-CGE n. 12 de 30 de outubro de 2001","","Normas editadas pelo TSE","Provimentos-CGE","1207","1207","","alinea","Art. 3º, II, b)","Art. 3º, II","Art. 3º","","II","b)","","b) respectivas páginas das folhas de votação onde conste ou deveria constar o nome do eleitor (com indicação do turno e ano do pleito) (cópias autenticadas);","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 12 de 30 de outubro de 2001
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 3º, II, b)
Tipo: alinea
Dispositivo pai: Art. 3º, II
Páginas: 1207-1207
b) respectivas páginas das folhas de votação onde conste ou deveria constar o nome do eleitor (com indicação do turno e ano do pleito) (cópias autenticadas);","b) respectivas páginas das folhas de votação onde conste ou deveria constar o nome do eleitor (com indicação do turno e ano do pleito) (cópias autenticadas);","provimento; outubro; respectivas; paginas; folhas; votacao; onde; conste; deveria; constar","True","438","109"
"9","9","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_12_2001","Provimento-CGE n. 12 de 30 de outubro de 2001","","Normas editadas pelo TSE","Provimentos-CGE","1207","1207","","alinea","Art. 3º, II, c)","Art. 3º, II","Art. 3º","","II","c)","","c) processo anterior que tenha como objeto a regularização da situação do eleitor ou da inscrição (original);","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 12 de 30 de outubro de 2001
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 3º, II, c)
Tipo: alinea
Dispositivo pai: Art. 3º, II
Páginas: 1207-1207
c) processo anterior que tenha como objeto a regularização da situação do eleitor ou da inscrição (original);","c) processo anterior que tenha como objeto a regularização da situação do eleitor ou da inscrição (original);","provimento; outubro; processo; anterior; tenha; objeto; regularizacao; situacao; eleitor; inscricao","True","390","97"
"10","10","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_12_2001","Provimento-CGE n. 12 de 30 de outubro de 2001","","Normas editadas pelo TSE","Provimentos-CGE","1207","1207","","alinea","Art. 3º, II, d)","Art. 3º, II","Art. 3º","","II","d)","","d) protocolo de entrega de título eleitoral (original);","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 12 de 30 de outubro de 2001
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 3º, II, d)
Tipo: alinea
Dispositivo pai: Art. 3º, II
Páginas: 1207-1207
d) protocolo de entrega de título eleitoral (original);","d) protocolo de entrega de título eleitoral (original);","provimento; outubro; protocolo; entrega; titulo; eleitoral; original","True","336","84"
