row_idx,ID,ramo,numero_processo,tipo_de_processo,relator,data_julgamento,match_stage,qtd_candidatos_total,link_1,link_2,link_3,hrefs_ordenados_todos
1,2,Apuração de votos e eleições extraordinárias,1211,AgR-AI,Min. Luciana Lóssio,11/17/2016,G_C_processo,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1211/processoClasse=CTA/decisaoData=20060411,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/127311,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1211/processoClasse=CTA/decisaoData=20060411 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/127311
8,9,Apuração de votos e eleições extraordinárias,14805,REspe,Min. Néri da Silveira,11/20/1997,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=14805/processoClasse=RESPE/decisaoData=19971120,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13049,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=14805/processoClasse=RESPE/decisaoData=19971120 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13049
9,10,Apuração de votos e eleições extraordinárias,11590,Rec,Min. Flaquer Scartezzini,10/5/1993,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=11590/processoClasse=RESPE/decisaoData=19931005,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/7575,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=11590/processoClasse=RESPE/decisaoData=19931005 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/7575
21,22,Apuração de votos e eleições extraordinárias,74918,AgR-REspE,Min. Dias Toffoli,5/27/2014,C_processo,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=74918/processoClasse=RESPE/decisaoData=20140429,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/49648,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=74918/processoClasse=RESPE/decisaoData=20140429 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/49648
27,28,Apuração de votos e eleições extraordinárias,74918,AgR-REspe,Min. Dias Toffoli,4/29/2014,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=74918/processoClasse=RESPE/decisaoData=20140429,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/49648,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=74918/processoClasse=RESPE/decisaoData=20140429 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/49648
39,40,Apuração de votos e eleições extraordinárias,27041,EDclREsp,Min. José Delgado,9/11/2007,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=27041/processoClasse=RESPE/decisaoData=20070911,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/29047,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=27041/processoClasse=RESPE/decisaoData=20070911 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/29047
47,48,Apuração de votos e eleições extraordinárias,3527,AgRgMS,Min. Caputo Bastos,10/31/2006,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3527/processoClasse=MS/decisaoData=20061031,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/27501,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3527/processoClasse=MS/decisaoData=20061031 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/27501
48,49,Apuração de votos e eleições extraordinárias,6588,AgRgAg,Min. Gerardo Grossi,2/27/2007,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6588/processoClasse=AG/decisaoData=20070227,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/28084,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6588/processoClasse=AG/decisaoData=20070227 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/28084
50,51,Apuração de votos e eleições extraordinárias,1029,MC,Min. Ellen Gracie,12/13/2001,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1029/processoClasse=MC/decisaoData=20011213,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3492,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1029/processoClasse=MC/decisaoData=20011213 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3492
51,52,Apuração de votos e eleições extraordinárias,20865,Res.,Min. Costa Porto,9/11/2001,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/2697,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=708/processoClasse=CTA/decisaoData=20010911,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/2697 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=708/processoClasse=CTA/decisaoData=20010911
53,54,Apuração de votos e eleições extraordinárias,15237,Respe,Min. Edson Vidigal,5/25/1999,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15237/processoClasse=RESPE/decisaoData=19990525,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15082,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15237/processoClasse=RESPE/decisaoData=19990525 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15082
54,55,Apuração de votos e eleições extraordinárias,988,AAg,Min. Eduardo Ribeiro,12/15/1998,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=988/processoClasse=AG/decisaoData=19981215,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10627,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=988/processoClasse=AG/decisaoData=19981215 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10627
55,56,Apuração de votos e eleições extraordinárias,15026,REspe,Min. Costa Porto,5/6/1997,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15026/processoClasse=RESPE/decisaoData=19970506,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11300,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15026/processoClasse=RESPE/decisaoData=19970506 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11300
56,57,Apuração de votos e eleições extraordinárias,11569,Rec.,Min. Marco Aurélio,9/15/1994,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=11569/processoClasse=RESPE/decisaoData=19940915,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10095,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=11569/processoClasse=RESPE/decisaoData=19940915 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10095
63,64,Apuração de votos e eleições extraordinárias,6673,Rec.,Min. Aldir Passarinho,6/25/1987,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6673/processoClasse=RESPE/decisaoData=19870625,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11708,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6673/processoClasse=RESPE/decisaoData=19870625 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11708
78,79,Apuração de votos e eleições extraordinárias,6673,Rec.,Min. Aldir Passarinho,6/25/1987,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6673/processoClasse=RESPE/decisaoData=19870625,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11708,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6673/processoClasse=RESPE/decisaoData=19870625 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11708
140,141,Apuração de votos e eleições extraordinárias,20164,Res,Min. Eduardo Alckmin,4/7/1998,B_contencao,3,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11396,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13028,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/7363,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11396 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13028 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/7363
201,202,Apuração de votos e eleições extraordinárias,11546,Ac.,Min. Flaquer Scartezzini,8/17/1993,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=11894/processoClasse=rp/decisaoData=19910402,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=9316/processoClasse=respe/decisaoData=19901211,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=11894/processoClasse=rp/decisaoData=19910402 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=9316/processoClasse=respe/decisaoData=19901211
241,242,Apuração de votos e eleições extraordinárias,14805,Ac.,Min. Néri da Silveira,11/20/1997,C_processo,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=14805/processoClasse=RESPE/decisaoData=19971120,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13049,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=14805/processoClasse=RESPE/decisaoData=19971120 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13049
244,245,Apuração de votos e eleições extraordinárias,8784,Ac.,Min. Sérgio Dutra,5/26/1987,C_processo,4,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8784/processoClasse=respe/decisaoData=19911219,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8784/processoClasse=respe/decisaoData=19920528,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11196,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8784/processoClasse=respe/decisaoData=19911219 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8784/processoClasse=respe/decisaoData=19920528 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11196 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/16257
285,286,Apuração de votos e eleições extraordinárias,10797,Ac.,Min. Miguel Ferrante,6/27/1989,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10321,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8387/processoClasse=RESPE/decisaoData=19890627,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10321 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8387/processoClasse=RESPE/decisaoData=19890627
286,287,Apuração de votos e eleições extraordinárias,10793,Ac.,Min. Roberto Rosas,6/20/1989,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10038,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8385/processoClasse=RESPE/decisaoData=19890620,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10038 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8385/processoClasse=RESPE/decisaoData=19890620
287,288,Apuração de votos e eleições extraordinárias,8385,Rec.,Min. Roberto Rosas,6/20/1989,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8385/processoClasse=RESPE/decisaoData=19890620,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10038,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8385/processoClasse=RESPE/decisaoData=19890620 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10038
290,291,Apuração de votos e eleições extraordinárias,15178,REspe,Min. Edson Vidigal,5/30/2000,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15178/processoClasse=RESPE/decisaoData=20000530,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/5796,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15178/processoClasse=RESPE/decisaoData=20000530 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/5796
293,294,Apuração de votos e eleições extraordinárias,7633,Ac.,Min. José Guilherme Villela,8/30/1983,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/12294,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5668/processoClasse=RESPE/decisaoData=19830830,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/12294 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5668/processoClasse=RESPE/decisaoData=19830830
294,295,Apuração de votos e eleições extraordinárias,5668,Rec.,Min. José Guilherme Villela,8/30/1983,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5668/processoClasse=RESPE/decisaoData=19830830,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/12294,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5668/processoClasse=RESPE/decisaoData=19830830 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/12294
295,296,Apuração de votos e eleições extraordinárias,5576,Rec.,Min. Carlos Madeira,8/18/1983,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5576/processoClasse=RESPE/decisaoData=19830818,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15940,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5576/processoClasse=RESPE/decisaoData=19830818 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15940
298,299,Apuração de votos e eleições extraordinárias,12110,Ac.,Min. Vilas Boas,10/10/1991,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10311,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8749/processoClasse=RESPE/decisaoData=19911010,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10311 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8749/processoClasse=RESPE/decisaoData=19911010
299,300,Apuração de votos e eleições extraordinárias,8749,Rec.,Min. Vilas Boas,10/10/1991,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8749/processoClasse=RESPE/decisaoData=19911010,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10311,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8749/processoClasse=RESPE/decisaoData=19911010 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10311
301,302,Apuração de votos e eleições extraordinárias,10793,Ac.,Min. Roberto Rosas,6/20/1989,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10038,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8385/processoClasse=RESPE/decisaoData=19890620,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10038 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8385/processoClasse=RESPE/decisaoData=19890620
302,303,Apuração de votos e eleições extraordinárias,8385,Rec.,Min. Roberto Rosas,6/20/1989,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8385/processoClasse=RESPE/decisaoData=19890620,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10038,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8385/processoClasse=RESPE/decisaoData=19890620 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10038
303,304,Apuração de votos e eleições extraordinárias,8215,Rec.,Min. Vilas Boas,3/9/1989,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8215/processoClasse=RESPE/decisaoData=19890309,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15841,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8215/processoClasse=RESPE/decisaoData=19890309 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15841
304,305,Apuração de votos e eleições extraordinárias,8216,Rec.,Min. Vilas Boas,3/9/1989,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8216/processoClasse=RESPE/decisaoData=19890309,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10324,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8216/processoClasse=RESPE/decisaoData=19890309 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10324
311,312,Apuração de votos e eleições extraordinárias,5643,Rec.,Min. José Guilherme Villela,9/6/1983,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5643/processoClasse=RESPE/decisaoData=19830906,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15933,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5643/processoClasse=RESPE/decisaoData=19830906 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15933
392,393,Apuração de votos e eleições extraordinárias,10797,Ac.,Min. Miguel Ferrante,6/27/1989,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10321,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8387/processoClasse=RESPE/decisaoData=19890627,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10321 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8387/processoClasse=RESPE/decisaoData=19890627
394,395,Apuração de votos e eleições extraordinárias,5576,Rec.,Min. Carlos Madeira,8/18/1983,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5576/processoClasse=RESPE/decisaoData=19830818,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15940,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5576/processoClasse=RESPE/decisaoData=19830818 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15940
408,409,Apuração de votos e eleições extraordinárias,7636,Ac.,Min. José Guilherme Villela,9/6/1983,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15933,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5643/processoClasse=RESPE/decisaoData=19830906,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15933 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5643/processoClasse=RESPE/decisaoData=19830906
421,422,Apuração de votos e eleições extraordinárias,15751,AREspe,Min. Edson Vidigal,5/11/1999,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15751/processoClasse=RESPE/decisaoData=19990511,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10599,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15751/processoClasse=RESPE/decisaoData=19990511 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10599
437,438,Apuração de votos e eleições extraordinárias,7681,Ac.,Min. José Guilherme Villela,10/25/1983,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5723/processoClasse=AG/decisaoData=19831025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5962/processoClasse=AG/decisaoData=19831025,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5723/processoClasse=AG/decisaoData=19831025 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5962/processoClasse=AG/decisaoData=19831025
438,439,Apuração de votos e eleições extraordinárias,7682,Ac.,Min. José Guilherme Villela,10/25/1983,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5723/processoClasse=AG/decisaoData=19831025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5962/processoClasse=AG/decisaoData=19831025,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5723/processoClasse=AG/decisaoData=19831025 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5962/processoClasse=AG/decisaoData=19831025
451,452,Apuração de votos e eleições extraordinárias,14805,REspe,Min. Néri da Silveira,11/20/1997,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=14805/processoClasse=RESPE/decisaoData=19971120,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13049,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=14805/processoClasse=RESPE/decisaoData=19971120 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13049
458,459,Apuração de votos e eleições extraordinárias,84448,Ac.,Min. Roberto Rosas,6/15/1989,B_contencao,4,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8448/processoClasse=RESPE/decisaoData=19890615,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8449/processoClasse=RESPE/decisaoData=19890615,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8450/processoClasse=RESPE/decisaoData=19890615,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8448/processoClasse=RESPE/decisaoData=19890615 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8449/processoClasse=RESPE/decisaoData=19890615 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8450/processoClasse=RESPE/decisaoData=19890615 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8451/processoClasse=RESPE/decisaoData=19890615
492,493,Apuração de votos e eleições extraordinárias,3649,MS,Min. Cezar Peluso,12/18/2007,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3649/processoClasse=MS/decisaoData=20071218,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/29677,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3649/processoClasse=MS/decisaoData=20071218 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/29677
498,499,Apuração de votos e eleições extraordinárias,14805,REspe,Min. Néri da Silveira,11/20/1997,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=14805/processoClasse=RESPE/decisaoData=19971120,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13049,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=14805/processoClasse=RESPE/decisaoData=19971120 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13049
505,506,Apuração de votos e eleições extraordinárias,8749,Rec,Min. Vilas Boas,10/10/1991,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8749/processoClasse=RESPE/decisaoData=19911010,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10311,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8749/processoClasse=RESPE/decisaoData=19911010 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10311
512,513,Apuração de votos e eleições extraordinárias,10793,Ac.,Min. Roberto Rosas,6/20/1989,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10038,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8385/processoClasse=RESPE/decisaoData=19890620,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10038 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8385/processoClasse=RESPE/decisaoData=19890620
513,514,Apuração de votos e eleições extraordinárias,10743,Ac.,Min. Roberto Rosas,5/4/1989,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10045,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8132/processoClasse=RESPE/decisaoData=19890504,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/10045 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8132/processoClasse=RESPE/decisaoData=19890504
