row_idx,ID,ramo,numero_processo,tipo_de_processo,relator,data_julgamento,match_stage,qtd_candidatos_total,link_1,link_2,link_3,hrefs_ordenados_todos
3659,3660,Condutas vedadas a agentes públicos,646984,REspe,Min. Nancy Andrighi,7/6/2011,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=646984/processoClasse=RESPE/decisaoData=20110607,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/42253,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=646984/processoClasse=RESPE/decisaoData=20110607 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/42253
3660,3661,Condutas vedadas a agentes públicos,282675,REspe,Min. Marcelo Ribeiro,4/24/2012,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=282675/processoClasse=RESPE/decisaoData=20120424,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/44129,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=282675/processoClasse=RESPE/decisaoData=20120424 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/44129
3663,3664,Condutas vedadas a agentes públicos,1516,RO,Min. Marcelo Ribeiro,7/5/2009,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1516/processoClasse=RO/decisaoData=20090507,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/35489,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1516/processoClasse=RO/decisaoData=20090507 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/35489
3692,3693,Condutas vedadas a agentes públicos,84890,Rp,Min. Tarcisio Vieira de Carvalho Neto,4/9/2014,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=84890/processoClasse=RP/decisaoData=20140904,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50366,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=84890/processoClasse=RP/decisaoData=20140904 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50366
3698,3699,Condutas vedadas a agentes públicos,1478,RO,Min. Marcelo Ribeiro,7/5/2009,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1478/processoClasse=RO/decisaoData=20090507,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/35488,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1478/processoClasse=RO/decisaoData=20090507 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/35488
3703,3704,Condutas vedadas a agentes públicos,4311,AgRgAg,Min. Gilmar Mendes,12/8/2004,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=4311/processoClasse=AG/decisaoData=20040812,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=4311/processoClasse=Ag/decisaoData=20040812,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=4311/processoClasse=AG/decisaoData=20040812 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=4311/processoClasse=Ag/decisaoData=20040812
3754,3755,Condutas vedadas a agentes públicos,21167,EDclREspe,Min. Fernando Neves,8/21/2003,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=21167/processoClasse=RESPE/decisaoData=20030408,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=21167/processoClasse=RESPE/decisaoData=20030821,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=21167/processoClasse=RESPE/decisaoData=20030408 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=21167/processoClasse=RESPE/decisaoData=20030821
3764,3765,Contas de campanha eleitoral,5199363,REspe,Min. Luciana Lóssio,5/24/2016,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5199363/processoClasse=RESPE/decisaoData=20160524,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/53128,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5199363/processoClasse=RESPE/decisaoData=20160524 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/53128
3776,3777,Contas de campanha eleitoral,1540,RO,Min. Felix Fischer,4/28/2009,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1540/processoClasse=RO/decisaoData=20090428,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/35490,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1540/processoClasse=RO/decisaoData=20090428 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/35490
3790,3791,Contas de campanha eleitoral,19592,REspe,Min. Fernando Neves,8/6/2002,G_C_processo,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=19592/processoClasse=RESPE/decisaoData=20020806,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/368,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=19592/processoClasse=RESPE/decisaoData=20020806 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/368
3794,3795,Contas de campanha eleitoral,1540,Ac.,Min. Felix Fischer,4/28/2009,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1540/processoClasse=RO/decisaoData=20090428,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/35490,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1540/processoClasse=RO/decisaoData=20090428 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/35490
3800,3801,Contas de campanha eleitoral,1540,RO,Min. Felix Fischer,4/28/2009,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1540/processoClasse=RO/decisaoData=20090428,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/35490,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1540/processoClasse=RO/decisaoData=20090428 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/35490
3808,3809,Contas de campanha eleitoral,21195,REspe,Min. Fernando Neves,5/15/2003,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=21195/processoClasse=RESPE/decisaoData=20030515,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/118,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=21195/processoClasse=RESPE/decisaoData=20030515 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/118
3809,3810,Contas de campanha eleitoral,15950,REspe,Min. Costa Porto,12/7/1999,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15950/processoClasse=RESPE/decisaoData=19991207,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/9474,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15950/processoClasse=RESPE/decisaoData=19991207 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/9474
3840,3841,Contas de campanha eleitoral,51788,AgR-REspe,Min. Dias Toffoli,4/3/2014,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=51788/processoClasse=RESPE/decisaoData=20140403,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/49592,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=51788/processoClasse=RESPE/decisaoData=20140403 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/49592
3845,3846,Contas de campanha eleitoral,459895,AgR-AI,Min. Arnaldo Versiani,9/18/2012,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=459895/processoClasse=AI/decisaoData=20120918,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/45899,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=459895/processoClasse=AI/decisaoData=20120918 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/45899
3847,3848,Contas de campanha eleitoral,780819,REspe,Min. Henrique Neves,8/1/2012,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=780819/processoClasse=RESPE/decisaoData=20120801,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/44995,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=780819/processoClasse=RESPE/decisaoData=20120801 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/44995
3849,3850,Contas de campanha eleitoral,60151,AgR-AI,Min. Nancy Andrighi,9/6/2011,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=60151/processoClasse=AI/decisaoData=20110906,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/42765,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=60151/processoClasse=AI/decisaoData=20110906 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/42765
3850,3851,Contas de campanha eleitoral,60151,AgR-AI,Min. Nancy Andrighi,9/6/2011,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=60151/processoClasse=AI/decisaoData=20110906,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/42765,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=60151/processoClasse=AI/decisaoData=20110906 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/42765
3863,3864,Contas de campanha eleitoral,21357,REspe,Min. Francisco Peçanha Martins,12/2/2003,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=21357/processoClasse=RESPE/decisaoData=20031202,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/18932,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=21357/processoClasse=RESPE/decisaoData=20031202 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/18932
3898,3899,Contas de campanha eleitoral,24593,REspe,Min. Luciana Lóssio,11/29/2016,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=24593/processoClasse=RESPE/decisaoData=20161129,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/127617,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=24593/processoClasse=RESPE/decisaoData=20161129 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/127617
3899,3900,Contas de campanha eleitoral,185620,AgR-AI,Min. Maria Thereza de Assis Moura,11/17/2016,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=109860/processoClasse=AI/decisaoData=20150519,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=161983/processoClasse=AI/decisaoData=20160915,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=109860/processoClasse=AI/decisaoData=20150519 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=161983/processoClasse=AI/decisaoData=20160915
3903,3904,Contas de campanha eleitoral,174840,AgR-REspe,Min. Luiz Fux,8/18/2016,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=174840/processoClasse=RESPE/decisaoData=20160818,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/127186,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=174840/processoClasse=RESPE/decisaoData=20160818 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/127186
3912,3913,Contas de campanha eleitoral,122443,REspe,Min. Henrique Neves,10/6/2015,B_contencao,3,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/52174,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1079150/processoClasse=RESPE/decisaoData=20150519,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=20628/processoClasse=RESPE/decisaoData=20150305,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/52174 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1079150/processoClasse=RESPE/decisaoData=20150519 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=20628/processoClasse=RESPE/decisaoData=20150305
3913,3914,Contas de campanha eleitoral,1079150,AgR-REspe,Min. Gilmar Mendes,5/19/2015,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1079150/processoClasse=RESPE/decisaoData=20150519,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/52174,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1079150/processoClasse=RESPE/decisaoData=20150519 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/52174
3949,3950,Contas de campanha eleitoral,37432,AgR-REspe,Min. Dias Toffoli,5/14/2013,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=37432/processoClasse=RESPE/decisaoData=20130514,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/47890,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=37432/processoClasse=RESPE/decisaoData=20130514 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/47890
3950,3951,Contas de campanha eleitoral,173726,AgR-AI,Min. Dias Toffoli,5/2/2013,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=173726/processoClasse=AI/decisaoData=20130502,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48182,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=173726/processoClasse=AI/decisaoData=20130502 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48182
3952,3953,Contas de campanha eleitoral,284251,AgR-REspe,Min. Arnaldo Versiani,9/18/2012,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=284251/processoClasse=RESPE/decisaoData=20120918,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/46331,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=284251/processoClasse=RESPE/decisaoData=20120918 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/46331
3962,3963,Contas de campanha eleitoral,60045055,Cta,Min. Tarcisio Vieira de Carvalho Neto,6/12/2018,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=309753/processoClasse=AI/decisaoData=20111129,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8083/processoClasse=AI/decisaoData=20150526,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=309753/processoClasse=AI/decisaoData=20111129 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8083/processoClasse=AI/decisaoData=20150526
3968,3969,Contas de campanha eleitoral,22277,AgR-REspe,Min. João Otávio de Noronha,11/11/2014,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/49554,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=230842/processoClasse=RESPE/decisaoData=20140408,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/49554 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=230842/processoClasse=RESPE/decisaoData=20140408
3969,3970,Contas de campanha eleitoral,18844,AgR-REspe,Min. Henrique Neves,8/21/2014,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/49554,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=230842/processoClasse=RESPE/decisaoData=20140408,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/49554 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=230842/processoClasse=RESPE/decisaoData=20140408
3970,3971,Contas de campanha eleitoral,230842,AgR-REspe,Min. Laurita Vaz,4/8/2014,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=230842/processoClasse=RESPE/decisaoData=20140408,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/49554,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=230842/processoClasse=RESPE/decisaoData=20140408 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/49554
3974,3975,Contas de campanha eleitoral,780819,REspe,Min. Henrique Neves,8/1/2012,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=780819/processoClasse=RESPE/decisaoData=20120801,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/44995,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=780819/processoClasse=RESPE/decisaoData=20120801 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/44995
3982,3983,Contas de campanha eleitoral,1117,AgR-RO,Min. João Otávio de Noronha,6/24/2014,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1117/processoClasse=RO/decisaoData=20060920,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50023,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1117/processoClasse=RO/decisaoData=20060920 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50023
3984,3985,Contas de campanha eleitoral,1554,AgR-RO,Min. Nancy Andrighi,4/10/2012,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1554/processoClasse=RO/decisaoData=20120410,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/44023,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1554/processoClasse=RO/decisaoData=20120410 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/44023
3985,3986,Contas de campanha eleitoral,255,AgR-RO,Min. Nancy Andrighi,3/6/2012,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=255/processoClasse=RO/decisaoData=20120306,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/43748,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=255/processoClasse=RO/decisaoData=20120306 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/43748
3988,3989,Contas de campanha eleitoral,581,RO,Min. Luciana Lóssio,8/5/2014,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=581/processoClasse=RO/decisaoData=20140805,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50108,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=581/processoClasse=RO/decisaoData=20140805 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50108
3989,3990,Contas de campanha eleitoral,1117,AgR-RO,Min. João Otávio de Noronha,6/24/2014,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1117/processoClasse=RO/decisaoData=20060920,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50023,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1117/processoClasse=RO/decisaoData=20060920 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50023
3991,3992,Contas de campanha eleitoral,1554,AgR-RO,Min. Nancy Andrighi,4/10/2012,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1554/processoClasse=RO/decisaoData=20120410,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/44023,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1554/processoClasse=RO/decisaoData=20120410 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/44023
3992,3993,Contas de campanha eleitoral,255,AgR-RO,Min. Nancy Andrighi,3/6/2012,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=255/processoClasse=RO/decisaoData=20120306,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/43748,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=255/processoClasse=RO/decisaoData=20120306 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/43748
4001,4002,Contas de campanha eleitoral,717690,AgR-AI,Min. Dias Toffoli,8/15/2013,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=717690/processoClasse=AI/decisaoData=20130815,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48144,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=717690/processoClasse=AI/decisaoData=20130815 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48144
4002,4003,Contas de campanha eleitoral,963587,AgR-Respe,Min. Henrique Neves da Silva,4/30/2013,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=963587/processoClasse=RESPE/decisaoData=20130430,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48147,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=963587/processoClasse=RESPE/decisaoData=20130430 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48147
4003,4004,Contas de campanha eleitoral,1010788,AgRg-AI,Min. Arnaldo Versiani,10/9/2012,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1010788/processoClasse=AI/decisaoData=20121009,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/46286,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1010788/processoClasse=AI/decisaoData=20121009 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/46286
4005,4006,Contas de campanha eleitoral,13438,AgRg-Respe,Min. Nancy Andrighi,9/15/2011,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=13438/processoClasse=RESPE/decisaoData=20110915,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/42971,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=13438/processoClasse=RESPE/decisaoData=20110915 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/42971
4008,4009,Contas de campanha eleitoral,74406,AgR-AI,Min. Henrique Neves da Silva,9/5/2013,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48144,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=717690/processoClasse=AI/decisaoData=20130815,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48144 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=717690/processoClasse=AI/decisaoData=20130815
4009,4010,Contas de campanha eleitoral,717690,AgR-AI,Min. Dias Toffoli,8/15/2013,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=717690/processoClasse=AI/decisaoData=20130815,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48144,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=717690/processoClasse=AI/decisaoData=20130815 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48144
4010,4011,Contas de campanha eleitoral,963587,AgR-REspe,Min. Henrique Neves da Silva,4/30/2013,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/46071,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=26120/processoClasse=RESPE/decisaoData=20120927,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/46071 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=26120/processoClasse=RESPE/decisaoData=20120927
4011,4012,Contas de campanha eleitoral,1010788,AgRg-AI,Min. Arnaldo Versiani,10/9/2012,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/46071,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=26120/processoClasse=RESPE/decisaoData=20120927,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/46071 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=26120/processoClasse=RESPE/decisaoData=20120927
