ID_novo,ramo,numero_processo,tipo_de_processo,relator,data_julgamento,link_1,fonte_html,texto_citacao_raw
25386,Apuração de votos e eleições extraordinárias,10183,Cta,Min. Bueno de Souza,11/3/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=10183/processoClasse=CTA/decisaoData=19891103,local,"(Res. nº 15846 na Cta nº 10183, de 3.11.89, rel. Min. Bueno de Souza.)"
25387,Apuração de votos e eleições extraordinárias,1103,Ac.,Min. Sydney Sanches,4/18/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1103/processoClasse=MS/decisaoData=19890418,local,"Ac. n. 10595, de 18/4/89, rel. Min. Sydney Sanches.)"
25388,Apuração de votos e eleições extraordinárias,11097,Rec.,Min. Marco Aurélio,6/8/1993,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=11097/processoClasse=RESPE/decisaoData=19930608,local,"(Ac. n. 13494 no Rec. n. 11097, de 8/6/93, rel. Min. Marco Aurélio.)"
25389,Apuração de votos e eleições extraordinárias,11248,Rec.,Min. Sepúlveda Pertence,4/22/1993,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=11248/processoClasse=RESPE/decisaoData=19930422,local,"(Ac. n. 13412 no Rec. n. 11248, de 22/4/93, rel. Min. Sepúlveda Pertence.)"
25390,Apuração de votos e eleições extraordinárias,1162,Cta,Min. Caputo Bastos,9/6/2005,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1162/processoClasse=CTA/decisaoData=20050906,local,"(Res. n. 22076 na Cta n. 1162, de 6/9/2005, rel. Min. Caputo Bastos.)"
25391,Apuração de votos e eleições extraordinárias,1258,Res.,Min. Humberto Gomes de Barros,12/19/2005,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1258/processoClasse=PET/decisaoData=20051219,local,"(Res. n º 22133, de 19.12.2005, rel. Min. Humberto Gomes de Barros.)"
25392,Apuração de votos e eleições extraordinárias,13049,Cta,Min. Torquato Jardim,9/24/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=13049/processoClasse=CTA/decisaoData=19920924,local,"(Res. n º 18521 na Cta nº 13049, de 24.9.92, rel. Min. Torquato Jardim.)"
25393,Apuração de votos e eleições extraordinárias,13295,Res.,Min. Flaquer Scartezzini,11/10/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=13295/processoClasse=CTA/decisaoData=19921110,local,"(Res. nº 18750, de 10.11.92, rel. Min. Flaquer Scartezzini.)"
25394,Apuração de votos e eleições extraordinárias,1364,MS,Min. Vilas Boas,3/10/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1364/processoClasse=MS/decisaoData=19920310,local,"(Ac. de 10.3.92 no MS nº 12204, rel. Min. Vilas Boas.)"
25395,Apuração de votos e eleições extraordinárias,1399,Ac.,Min. Pedro Acioli,2/4/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1399/processoClasse=MS/decisaoData=19920204,local,"(Ac. nº 12155, de 04.02.92, rel. Min. Pedro Acioli;"
25396,Apuração de votos e eleições extraordinárias,1498,Ac.,Min. Vilas Boas,2/6/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1498/processoClasse=ms/decisaoData=19920206,local,"(Ac. n º 12.168, de 6.2.92, rel. Min. Vilas Boas.)"
25397,Apuração de votos e eleições extraordinárias,15283,REspe,Min. Maurício Corrêa,8/18/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15283/processoClasse=RESPE/decisaoData=19980818,local,"(Ac. de 18/8/98 no REspe n. 15810, rel. Min. Maurício Corrêa.)"
25398,Apuração de votos e eleições extraordinárias,16957,PA,Min. Fernando Neves,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=16957/processoClasse=PA/decisaoData=20000801,local,"(Res. n º 20686 no PA nº 16957, de 1° .8.2000, rel. Min. Fernando Neves.)"
25399,Apuração de votos e eleições extraordinárias,18778,Res.,Min. Fernando Neves,4/23/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=18778/processoClasse=pa/decisaoData=20020423,local,"(Res. n º 21.076, de 23.4.2002, rel. Min. Fernando Neves.)"
25400,Apuração de votos e eleições extraordinárias,1918,Ac.,Min. Afrânio Antônio da Costa,12/29/1952,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1918/processoClasse=respe/decisaoData=19521229,local,"(Ac. n º 1.000, de 29.12.52, rel. Min. Afrânio Antônio da Costa.)"
25401,Apuração de votos e eleições extraordinárias,2,Cta,Min. Torquato Jardim,6/29/1995,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/7363,local,"(Res. n. 19319 na Cta n. 2, de 29/6/95, rel. Min. Torquato Jardim"
25402,Apuração de votos e eleições extraordinárias,2013,Res.,Min. Marcelo Ribeiro,8/31/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2013/processoClasse=PET/decisaoData=20060831,local,"(Res. nº 22.402, de 31.8.2006, rel. Min. Marcelo Ribeiro.)"
25403,Apuração de votos e eleições extraordinárias,2040,Ac.,Min. Afrânio Antônio da Costa,12/22/1952,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2040/processoClasse=respe/decisaoData=19521222,local,"(Ac. n º 998, de 22.12.52, rel. Min. Afrânio Antônio da Costa.)"
25404,Apuração de votos e eleições extraordinárias,2309,Ac.,"Min. Nilson Naves, red",11/19/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2309/processoClasse=MS/decisaoData=19961119,local,"(Ac. de 19.11.96 no MS n º 2369, rel. Min. Nilson Naves, red. designado Min. Diniz de Andrada.)"
25405,Apuração de votos e eleições extraordinárias,291,Cta,Min. Francisco Rezek,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=291/processoClasse=CTA/decisaoData=19961001,local,"(Res. n º 19737 no Cta nº 291, de 1 º .10.96, rel. Min. Francisco Rezek.)"
25406,Apuração de votos e eleições extraordinárias,2916,Rec.,Min. Décio Miranda,5/16/1967,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2916/processoClasse=RESPE/decisaoData=19670516,local,"Ac. n º 4139 no Rec.nº 2916, de 16.5.67, rel. Min. Décio Miranda.)"
25407,Apuração de votos e eleições extraordinárias,2941,Res.,Min. Arnaldo Versiani,10/21/2008,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2941/processoClasse=PET/decisaoData=20081021,local,"(Res. nº 22.965, de 21.10.2008, rel. Min. Arnaldo Versiani.)"
25408,Apuração de votos e eleições extraordinárias,2972,Res.,Min. Fernando Gonçalves,2/5/2009,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2972/processoClasse=PET/decisaoData=20090205,local,"(Res. nº 23006, de 5.2.2009, rel. Min. Fernando Gonçalves.)"
25409,Apuração de votos e eleições extraordinárias,317,Res.,Min. Alfredo Machado Guimarães Filho,1/16/1955,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=317/processoClasse=cta/decisaoData=19550116,local,"(Res. n º 4.895, de 16.1.55, rel. Min. Alfredo Machado Guimarães Filho.)"
25410,Apuração de votos e eleições extraordinárias,3541,Rec.,Min. Antônio Neder,3/30/1971,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3541/processoClasse=RESPE/decisaoData=19710330,local,"(Ac. n º 4815 no Rec. nº 3552, de 30.3.71, rel. Min. Antônio Neder.)"
25411,Apuração de votos e eleições extraordinárias,3546,Rec.,Min. Márcio Ribeiro,5/27/1971,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3546/processoClasse=RESPE/decisaoData=19710527,local,"(Ac. n º 4894 no Rec. nº 3546, de 27.5.71, rel. Min. Márcio Ribeiro.)"
25412,Apuração de votos e eleições extraordinárias,3992,Rec.,Min. Hélio Proença Doyle,5/24/1973,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3992/processoClasse=RESPE/decisaoData=19730524,local,"(Ac. nº 5409 no Rec. nº 3992, de 24.5.73, rel. Min. Hélio Proença Doyle.)"
25413,Apuração de votos e eleições extraordinárias,4856,Ac.,Min. Rodrigues Alckmin,5/24/1977,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=4856/processoClasse=RESPE/decisaoData=19770524,local,"(Ac. n º 6.310, de 24.5.77, rel. Min. Rodrigues Alckmin.)"
25414,Apuração de votos e eleições extraordinárias,4856,Rec.,Min. Rodrigues Alckmin,5/24/1977,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/17143,local,"(Ac. nº 6310 no Rec. nº 4856, de 24.5.77, rel. Min. Rodrigues Alckmin.)"
25415,Apuração de votos e eleições extraordinárias,4880,Ac.,Min. Leitão de Abreu,5/10/1977,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=4880/processoClasse=RESPE/decisaoData=19770510,local,"(Ac. n º 6.301, de 10.5.77, rel. Min. Leitão de Abreu.)"
25416,Apuração de votos e eleições extraordinárias,4891,Rec.,Min. Leitão de Abreu,9/27/1977,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=4891/processoClasse=RESPE/decisaoData=19770927,local,"(Ac. n º 6363 no Rec. nº 4891, de 27.9.77, rel. Min. Leitão de Abreu.)"
25417,Apuração de votos e eleições extraordinárias,49,Inst.,Min. Fernando Neves,9/21/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/4142,local,"(Res. n. 20728 na Inst. nº 49, de 21.9.2000, rel. Min. Fernando Neves.)"
25418,Apuração de votos e eleições extraordinárias,5007,Ac.,Min. Néri da Silveira,12/15/1977,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5007/processoClasse=respe/decisaoData=19771215,local,"(Ac. n º 6.406, de 15.12.77, rel. Min. Néri da Silveira.)"
25419,Apuração de votos e eleições extraordinárias,5561,Rec.,Min. Néri da Silveira,12/17/1982,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5561/processoClasse=RESPE/decisaoData=19821217,local,"(Ac. n. 7216 no Rec. n. 5561 , de 17/12/82, rel. Min. Néri da Silveira.)"
25420,Apuração de votos e eleições extraordinárias,5577,Ac.,Min. José Guilherme Villela,8/9/1983,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5577/processoClasse=RESPE/decisaoData=19830809,local,"(Ac. n º 7.608, de 9.8.83, rel. Min. José Guilherme Villela.)"
25421,Apuração de votos e eleições extraordinárias,5610,Rec.,Min. José Guilherme Villela,5/12/1983,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5610/processoClasse=RESPE/decisaoData=19830512,local,"(Ac. n º 7548 no Rec. nº 5610, de 12.5.83, rel. Min. José Guilherme Villela.)"
25422,Apuração de votos e eleições extraordinárias,5659,Ac.,Min. José Guilherme Villela,2/8/1983,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5659/processoClasse=RESPE/decisaoData=19830208,local,"(Ac. n º 7.226, de 8.2.83, rel. Min. José Guilherme Villela.)"
25423,Apuração de votos e eleições extraordinárias,5707,Rec.,"Min. Gueiros Leite, red",4/12/1983,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5707/processoClasse=RESPE/decisaoData=19830412,local,"(Ac. n º 7502 no Rec. nº 5707, de 12.4.83, rel. Min. Gueiros Leite, red. designado Min. José Maria de Souza Andrade.)"
25424,Apuração de votos e eleições extraordinárias,5714,Rec.,Min. Torreão Braz,10/9/1984,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5714/processoClasse=RESPE/decisaoData=19841009,local,"Ac. n. 7892 no Rec. n. 5714, de 9/10/84, rel. Min. Torreão Braz.)"
25425,Apuração de votos e eleições extraordinárias,5730,Ac.,Min. Carlos Madeira,3/8/1983,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5730/processoClasse=AG/decisaoData=19830308,local,"(Ac. n º 7.299, de 8.3.83, rel. Min. Carlos Madeira.)"
25426,Apuração de votos e eleições extraordinárias,5777,Ac.,Min. Evandro Gueiros,3/17/1983,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5777/processoClasse=AG/decisaoData=19830317,local,"(Ac. n º 7.329, de 17.3.83, rel. Min. Evandro Gueiros.)"
25427,Apuração de votos e eleições extraordinárias,5803,Res.,Min. Néri da Silveira,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5803/processoClasse=RP/decisaoData=19781201,local,"(Res. n º 10588, de 1 º .12.78, rel. Min. Néri da Silveira.)"
25428,Apuração de votos e eleições extraordinárias,5927,Ac.,Min. Washington Bolívar,11/22/1983,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5927/processoClasse=AG/decisaoData=19831122,local,"(Ac. n º 7.717, de 22.11.83, rel. Min. Washington Bolívar.)"
25429,Apuração de votos e eleições extraordinárias,5954,Rec.,Min. J,5/3/1983,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5954/processoClasse=AG/decisaoData=19830503,local,"(Ac. n. 7543 no Rec. n. 5954, de 3/5/83, rel. Min. J. M. de Souza Andrade.)"
25430,Apuração de votos e eleições extraordinárias,5969,Ac.,Min. Souza Andrade,10/27/1983,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5969/processoClasse=respe/decisaoData=19831027,local,"(Ac. n º 7.686, de 27.10.83, rel. Min. Souza Andrade.)"
25431,Apuração de votos e eleições extraordinárias,5977,Ac.,Min. Gueiros Leite,5/10/1983,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5977/processoClasse=RESPE/decisaoData=19830510,local,"(Ac. n º 7.546, de 10.5.83, rel. Min. Gueiros Leite.)"
25432,Apuração de votos e eleições extraordinárias,5982,Rec.,Min. Rafael Mayer,6/23/1983,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/12293,local,"(Ac. n. 7588 no Rec. n. 5982, de 23/6/83, rel. Min. Rafael Mayer"
25433,Apuração de votos e eleições extraordinárias,60029160,AREspE,Min. Floriano de Azevedo Marques,10/16/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3471014,local,"(Ac. de 16/10/2025 no AREspE n. 060029160, rel. Min. Floriano de Azevedo Marques.)"
25434,Apuração de votos e eleições extraordinárias,60031958,Ac.,Min. Nunes Marques,11/24/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3487198,local,"(Ac. de 24/11/2025 nos ED-AgR-REspEl n. 060031958, rel. Min. Nunes Marques.)"
25435,Apuração de votos e eleições extraordinárias,60055326,AREspE,Min. Isabel Gallotti,9/11/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3459837,local,"(Ac. de 11/9/2025 no AgR-AREspE n. 060055326, rel. Min. Isabel Gallotti.)"
25436,Apuração de votos e eleições extraordinárias,602,Cta,Min. Edson Vidigal,5/30/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=602/processoClasse=CTA/decisaoData=20000530,local,"(Res. n º 20638 na Cta nº 602, de 30.5.2000, rel. Min. Edson Vidigal.)"
25437,Apuração de votos e eleições extraordinárias,6268,Ac.,Min. Carlos Velloso,8/12/1986,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6268/processoClasse=AG/decisaoData=19860812,local,"(Ac. n º 8.148, de 12.8.86, rel. Min. Carlos Velloso.)"
25438,Apuração de votos e eleições extraordinárias,6276,Ag,Min. Carlos Velloso,5/6/1986,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6276/processoClasse=AG/decisaoData=19860506,local,"Ac. nº 8104 no Ag nº 8276, de 6.5.86, rel. Min. Carlos Velloso.)"
25439,Apuração de votos e eleições extraordinárias,6674,Rec.,Min. Carlos Velloso,4/21/1987,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6674/processoClasse=AG/decisaoData=19870421,local,"(Ac. n. 8720 no Rec. n. 6674, de 21/4/87, rel. Min. Carlos Velloso;"
25440,Apuração de votos e eleições extraordinárias,6695,Rec.,Min. Aldir Passarinho,6/4/1987,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6695/processoClasse=AG/decisaoData=19870604,local,"Ac. n. 8797 no Rec. n. 6695, de 4/6/87, rel. Min. Aldir Passarinho;"
25441,Apuração de votos e eleições extraordinárias,6823,Rec.,Min. Roberto Rosas,5/28/1987,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/9263,local,"(Ac. nº 8790 no Rec. nº 6823, de 28.5.87, rel. Min. Roberto Rosas.)"
25442,Apuração de votos e eleições extraordinárias,6913,Rec.,Min. Roberto Rosas,6/28/1988,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15324,local,"Ac. n. 9080 no Rec. n. 6913, de 28/6/88, rel. Min. Roberto Rosas.)"
25443,Apuração de votos e eleições extraordinárias,6965,Res.,Min. Rafael Mayer,12/15/1983,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6965/processoClasse=cta/decisaoData=19831215,local,"(Res. n º 11.803, de 15.12.83, rel. Min. Rafael Mayer.)"
25444,Apuração de votos e eleições extraordinárias,7057,Res.,Min. Sérgio Dutra,6/12/1984,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=7057/processoClasse=pa/decisaoData=19840612,local,"(Res. n º 11.894, de 12.6.84, rel. Min. Sérgio Dutra.)"
25445,Apuração de votos e eleições extraordinárias,712,Pet,Min. Eduardo Alckmin,9/25/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11592,local,"Res. n. 20371 na Pet n. 712, de 25/9/98, rel. Min. Eduardo Alckmin.)"
25446,Apuração de votos e eleições extraordinárias,7859,Ac.,Min. Torreão Braz,6/14/1984,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/12148,local,"(Ac. n. 7859 no Ag. n. 6142, de 14/6/84, rel. Min. Torreão Braz.)"
25447,Apuração de votos e eleições extraordinárias,8108,MS,Min. Oscar Corrêa,5/13/1986,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8108/processoClasse=MS/decisaoData=19860513,local,"(Ac. n º 8108 no MS nº 704, de 13.5.86, rel. Min. Oscar Corrêa.)"
25448,Apuração de votos e eleições extraordinárias,8123,Ac.,Min. Miguel Ferrante,5/30/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8123/processoClasse=RESPE/decisaoData=19890530,local,"(Ac. n º 10.765, de 30.5.89, rel. Min. Miguel Ferrante.)"
25449,Apuração de votos e eleições extraordinárias,8124,Ac.,Min. Octávio Gallotti,4/13/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8124/processoClasse=RESPE/decisaoData=19890413,local,"no mesmo sentido o Ac. n º 10.581, de 13.4.89, rel. Min. Octávio Gallotti.)"
25450,Apuração de votos e eleições extraordinárias,8147,Ac.,Min. Bueno de Souza,5/16/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8147/processoClasse=RESPE/decisaoData=19890516,local,"(Ac. n º 10.759, de 16.5.89, rel. Min. Bueno de Souza.)"
25451,Apuração de votos e eleições extraordinárias,8152,Ac.,Min. Vilas Boas,2/28/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8152/processoClasse=respe/decisaoData=19890228,local,"(Ac. n º 10.501, de 28.2.89, rel. Min. Vilas Boas.)"
25452,Apuração de votos e eleições extraordinárias,8203,Ac.,Min. Sidney Sanches,8/10/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8203/processoClasse=RESPE/decisaoData=19890810,local,"Ac. n º 10.830, de 10.8.89, rel. Min. Sidney Sanches;"
25453,Apuração de votos e eleições extraordinárias,8203,Rec.,Min. Sidney Sanches,8/10/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8203/processoClasse=RESPE/decisaoData=19890810,local,"(Ac. n º 10830 no Rec. nº 8203, de 10.8.89, rel. Min. Sidney Sanches.)"
25454,Apuração de votos e eleições extraordinárias,8386,Rec.,Min. Miguel Ferrante,9/28/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8386/processoClasse=RESPE/decisaoData=19890928,local,"(Ac. n º 10916 no Rec. nº 8386, de 28.9.89, rel. Min. Miguel Ferrante.)"
25455,Apuração de votos e eleições extraordinárias,8387,Rec.,Min. Miguel Ferrante,6/27/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8387/processoClasse=RESPE/decisaoData=19890627,local,"(Ac. n º 10797 no Rec. nº 8387, de 27.6.89, rel. Min. Miguel Ferrante.)"
25456,Apuração de votos e eleições extraordinárias,8393,Rec.,Min. Miguel Ferrante,6/22/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8393/processoClasse=RESPE/decisaoData=19890622,local,"(Ac. n º 10796 no Rec. nº 8393, de 22.6.89, rel. Min. Miguel Ferrante.)"
25457,Apuração de votos e eleições extraordinárias,8403,Rec.,Min. Miguel Jeronymo,9/14/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8403/processoClasse=RESPE/decisaoData=19890914,local,"(Ac. n º 10875 no Rec. nº 8403, de 14.9.89, rel. Min. Miguel Jeronymo;"
25458,Apuração de votos e eleições extraordinárias,8404,Ac.,Min. Bueno de Souza,8/17/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8404/processoClasse=respe/decisaoData=19890817,local,"(Ac. n º 10.854, de 17.8.89, rel. Min. Bueno de Souza.)"
25459,Apuração de votos e eleições extraordinárias,8438,Rec.,Min. Vilas Boas,6/30/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8438/processoClasse=RESPE/decisaoData=19890630,local,"(Ac. n. 10806 no Rec. n. 8438, de 30/6/89, rel. Min. Vilas Boas.)"
25460,Apuração de votos e eleições extraordinárias,8448,Rec.,Min. Roberto Rosas,6/15/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8448/processoClasse=RESPE/decisaoData=19890615,local,"Ac. n. 10789 no Rec. n. 84448, de 15/6/89, rel. Min. Roberto Rosas"
25461,Apuração de votos e eleições extraordinárias,8473,Ac.,Min. Roberto Rosas,8/10/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8473/processoClasse=RESPE/decisaoData=19890810,local,"(Ac. nº 10.837, de 10.8.89, rel. Min. Roberto Rosas.)"
25462,Apuração de votos e eleições extraordinárias,8522,Cta,Min. Carlos Velloso,4/2/1987,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13028,local,"Res. n. 13605 na Cta n. 8522, de 2/4/87, rel. Min. Carlos Velloso.)"
25463,Apuração de votos e eleições extraordinárias,8549,Ac.,Min. Sydney Sanches,2/20/1990,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8549/processoClasse=AG/decisaoData=19900220,local,"(Ac. n º 11.051, de 20.2.90, rel. Min. Sydney Sanches.)"
25464,Apuração de votos e eleições extraordinárias,8650,Ac.,Min. Vilas Boas,4/24/1990,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8650/processoClasse=ag/decisaoData=19900424,local,"(Ac. n º 11.089, de 24.4.90, rel. Min. Vilas Boas.)"
25465,Apuração de votos e eleições extraordinárias,8822,Ac.,Min. Vilas Boas,5/23/1991,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8822/processoClasse=ag/decisaoData=19910523,local,"(Ac. n º 11.975, de 23.5.91, rel. Min. Vilas Boas.)"
25466,Apuração de votos e eleições extraordinárias,8917,Res.,Min. Sérgio Dutra,11/17/1987,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8917/processoClasse=cta/decisaoData=19871117,local,"(Res. n º 13.947, de 17.11.87, rel. Min. Sérgio Dutra.)"
25467,Apuração de votos e eleições extraordinárias,8988,Cta,Min. Francisco Rezek,12/10/1987,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11396,local,"Res. n. 14006 na Cta n. 8988, de 10/12/87, rel. Min. Francisco Rezek"
25468,Apuração de votos e eleições extraordinárias,9266,Ac.,Min. Paulo Brossard,6/4/1991,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=9266/processoClasse=RESPE/decisaoData=19910604,local,"Ac. n º 12.018, de 4.6.91, rel. Min. Paulo Brossard"
25469,Apuração de votos e eleições extraordinárias,9274,Rec.,Min. Octávio Gallotti,11/22/1990,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=9274/processoClasse=RESPE/decisaoData=19901122,local,"(Ac. n º 11809 no Rec. nº 9274, de 22.11.90, rel. Min. Octávio Gallotti.)"
25470,Apuração de votos e eleições extraordinárias,9316,Ac.,Min. Octávio Gallotti,12/11/1990,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=9316/processoClasse=respe/decisaoData=19901211,local,"(Ac. n º 11.822, de 11.12.90, rel. Min. Octávio Gallotti;"
