ID_novo,ramo,numero_processo,tipo_de_processo,relator,data_julgamento,link_1,fonte_html,texto_citacao_raw
25581,Contas de campanha eleitoral,60069792,Ac.,Min. Estela Aranha,10/16/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3474137,local,"(Ac. de 16/10/2025 no REspEl n. 060069792, rel. Min. Estela Aranha.)"
25582,Contas de campanha eleitoral,60153309,Ac.,Min. Og Fernandes,2/12/2019,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/304282,local,"(Ac. de 12/2/2019 no CC n. 060153309, rel. Min. Og Fernandes.)"
25583,Contas de campanha eleitoral,60191272,RO-El,Min. Antonio Carlos Ferreira,11/28/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3485641,local,"(Ac. de 28/11/2025 no RO-El n. 060191272, rel. Min. Antonio Carlos Ferreira.)"
25584,Contas de campanha eleitoral,60231248,AREspE,,10/30/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3476675,local,"(Ac. de 30/10/2025 no AgR-AREspE n. 060231248, Min. Estela Aranha.)"
25585,Contas de campanha eleitoral,60256041,AREspE,Min. Nunes Marques,11/13/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3481852,local,"(Ac. de 13/11/2025 no AgR-AREspE n. 060256041, rel. Min. Nunes Marques.)"
25586,Contas de campanha eleitoral,60299697,AREspE,Min. André Ramos Tavares,5/29/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3473705,local,"(Ac. de 29/5/2025 no AgR-AREspE n. 060299697, rel. Min. André Ramos Tavares.)"
25587,Contas de campanha eleitoral,60326539,AREspE,Min. Estela Aranha,11/13/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3483684,local,"(Ac. de 13/11/2025 no AgR-AREspE n. 060326539, rel. Min. Estela Aranha.)"
25588,Contas de campanha eleitoral,60446672,Ac.,Min. Estela Aranha,11/13/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3483694,local,"(Ac. de 13/11/2025 nos ED-AgR-REspEl n. 060446672, rel. Min. Estela Aranha.)"
25589,Contas de campanha eleitoral,60452123,AREspE,Min. Nunes Marques,11/17/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3481175,local,"(Ac. de 17/11/2025 no AgR-AREspE n. 060452123, rel. Min. Nunes Marques.)"
25590,Contas de campanha eleitoral,60548324,AREspE,Min. Isabel Gallotti,9/11/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3459863,local,"(Ac. de 11/9/2025 no AgR-AREspE n. 060548324, rel. Min. Isabel Gallotti.)"
25591,Contas de campanha eleitoral,60656190,AREspE,Min. Isabel Gallotti,9/11/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3459854,local,"(Ac. de 11/9/2025 no AgR-AREspE n. 060656190, rel. Min. Isabel Gallotti.)"
25592,Contas de campanha eleitoral,60688495,Ac.,Min. Nunes Marques,11/24/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3481893,local,"(Ac. de 24/11/2025 no AgR-REspEI n. 060688495, rel. Min. Nunes Marques.)"
25593,Contas de campanha eleitoral,71582,Ac.,Min. João Otávio de Noronha,6/25/2014,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=71582/processoClasse=CC/decisaoData=20140625,local,"(Ac. de 25.6.2014 no CC nº 71582, rel. Min. João Otávio de Noronha"
25594,Contas de campanha eleitoral,756,Res.,Min. Nelson Jobim,11/4/1999,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=756/processoClasse=PET/decisaoData=19991104,local,"a Res. n o 20498 na Pet. nº 756, de 4.11.99, rel. Min. Nelson Jobim.)"
25595,Contas de campanha eleitoral,760,Res.,Min. Edson Vidigal,12/17/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=760/processoClasse=PET/decisaoData=19981217,local,"(Res. n o 20418 na Pet. nº 760, de 17.12.98, rel. Min. Edson Vidigal.)"
25596,Contas de campanha eleitoral,761,Pet,Min. Costa Porto,8/3/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/95010,local,"(Res. n o 20688 na Pet nº 761, de 3.8.2000, rel. Min. Costa Porto.)"
25597,Contas de campanha eleitoral,764,Pet,Min. Cezar Peluso,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=764/processoClasse=PET/decisaoData=20060801,local,"(Res. nº 22301 na Pet nº 764, de 1º.8.2006, rel. Min. Cezar Peluso.)"
25598,Contas de campanha eleitoral,771,Pet,Min. Edson Vidigal,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=771/processoClasse=PET/decisaoData=19981201,local,"(Res. n o 20403 na Pet nº 771, de 1 o .12.98, rel. Min. Edson Vidigal.)"
25599,Contas de campanha eleitoral,773,Pet,Min. Costa Porto,12/10/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/12597,local,"Res. nº 20411 na Pet nº 773, de 10.12.98, rel. Min. Costa Porto.)"
25600,Contas de campanha eleitoral,797,Pet,Min. Waldemar Zveiter,8/15/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=797/processoClasse=PET/decisaoData=20000815,local,"(Res. n o 20697 na Pet nº 797, de 15.8.2000, rel. Min. Waldemar Zveiter;"
25601,Contas de campanha eleitoral,800,Pet,Min. Costa Porto,3/20/2001,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=800/processoClasse=PET/decisaoData=20010320,local,"(Res. n o 20786 na Pet n° 800, de 20.3.2001, rel. Min. Costa Porto.)"
25602,Contas de campanha eleitoral,838,Pet,Min. Eduardo Alckmin,12/16/1999,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=838/processoClasse=PET/decisaoData=19991216,local,"(Res. n o 20541 na Pet nº 838, de 16.12.99, rel. Min. Eduardo Alckmin.)"
25603,Crimes eleitorais e Processo Penal Eleitoral,60017420,Ac.,Min. Isabel Gallotti,11/17/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3483667,local,"(Ac. de 17/11/2025 no AgR-REspEl n. 060017420, rel. Min. Isabel Gallotti.)"
25604,Desincompatibilização e afastamentos,100,Cta,Min. Ilmar Galvão,3/12/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/14181,local,"(Res. nº 19468 na Cta nº 100, de 12.3.96, rel. Min. Ilmar Galvão;"
25605,Desincompatibilização e afastamentos,1016,Cta,Min. Carlos Velloso,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/19225,local,"(Res. n° 21706 na Cta nº 1016, de 1°.4.2004, rel. Min. Carlos Velloso.)"
25606,Desincompatibilização e afastamentos,1019,Cta,Min. Luiz Carlos Madeira,5/4/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/19323,local,"(Res. nº 21736 na Cta nº 1019, de 4.5.2004, rel. Min. Luiz Carlos Madeira.)"
25607,Desincompatibilização e afastamentos,1024,Cta,Min. Gerardo Grossi,2/9/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/24878,local,"(Res. n° 22141 na Cta nº 1024, de 9.2.2006, rel. Min. Gerardo Grossi.)"
25608,Desincompatibilização e afastamentos,11136,Cta,Min. Pedro Acioli,5/31/1990,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/17666,local,"(Res. n° 16547 na Cta nº 11136, de 31.5.90, rel. Min. Pedro Acioli.)"
25609,Desincompatibilização e afastamentos,1143,Cta,Min. Luiz Carlos Madeira,4/12/2005,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/22951,local,"(Res. nº 22012 na Cta nº 1143, de 12.4.2005, rel. Min. Luiz Carlos Madeira;"
25610,Desincompatibilização e afastamentos,1154,Cta,Min. Cesar Asfor Rocha,10/4/2005,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/24335,local,"Res. nº 22095 na Cta nº 1154, de 4.10.2005, rel. Min. Cesar Asfor Rocha.)"
25611,Desincompatibilização e afastamentos,1163,Cta,Min. Marco Aurélio,10/6/2005,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/24432,local,"(Res. nº 22096 na Cta nº 1163, de 6.10.2005, rel. Min. Marco Aurélio.)"
25612,Desincompatibilização e afastamentos,117,Cta,Min. Walter Medeiros,4/30/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/14638,local,"(Res. nº 19537 na Cta nº 117, de 30.4.96, rel. Min. Walter Medeiros.)"
25613,Desincompatibilização e afastamentos,1190,Cta,Min. Marco Aurélio,3/14/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/25117,local,"(Res. n° 22168 na Cta nº 1190, de 14.3.2006, rel. Min. Marco Aurélio.)"
25614,Desincompatibilização e afastamentos,1199,Cta,Min. Gerardo Grossi,3/14/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/25025,local,"( Res. n º 22169 na Cta nº 1199, de 14.3.2006, rel. Min. Gerardo Grossi.)"
25615,Desincompatibilização e afastamentos,1237,Cta,Min. José Delgado,6/8/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/25567,local,"(Res. nº 22230 na Cta nº 1237, de 8.6.2006, rel. Min. José Delgado.)"
25616,Desincompatibilização e afastamentos,12483,Cta,Min. Américo Luz,3/24/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/18040,local,"(Res. n° 17939 na Cta nº 12483, de 24.3.92, rel. Min. Américo Luz.)"
25617,Desincompatibilização e afastamentos,12507,Cta,Min. Pedro Acioli,3/24/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11212,local,"(Res. n o 17947 na Cta nº 12507, de 24.3.92, rel. Min. Pedro Acioli.)"
25618,Desincompatibilização e afastamentos,12517,Cta,Min. Paulo Brossard,3/24/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/18033,local,"(Res. nº 17950 na Cta nº 12517, de 24.3.92, rel. Min. Paulo Brossard;"
25619,Desincompatibilização e afastamentos,12678,Cta,Min. Torquato Jardim,5/19/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13152,local,"(Res. nº 18160 na Cta nº 12678, de 19.5.92, rel. Min. Torquato Jardim.)"
25620,Desincompatibilização e afastamentos,12716,Cta,Min. Américo Luz,6/2/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/8351,local,"(Res. nº 18208 na Cta nº 12716, de 2.6.92, rel. Min. Américo Luz.)"
25621,Desincompatibilização e afastamentos,12742,Cta,Min. Hugo Gueiros,6/2/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/18441,local,"(Res. nº 18222 na Cta nº 12742, de 2.6.92, rel. Min. Hugo Gueiros.)"
25622,Desincompatibilização e afastamentos,12764,Cta,Min. Sepúlveda Pertence,6/9/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/12971,local,"Res. nº 18244 na Cta nº 12764, de 9.6.92, rel. Min. Sepúlveda Pertence.)"
25623,Desincompatibilização e afastamentos,12769,Cta,Min. Hugo Gueiros,6/9/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13150,local,"(Res. n o 18247 na Cta nº 12769, de 9.6.92, rel. Min. Hugo Gueiros.)"
25624,Desincompatibilização e afastamentos,12772,Cta,Min. José Cândido,6/9/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/18439,local,"(Res. n o 18249 na Cta nº 12772, de 9.6.92, rel. Min. José Cândido.)"
25625,Desincompatibilização e afastamentos,12790,Cta,Min. José Cândido,6/9/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/8019,local,"(Res. n° 18261 na Cta nº 12790, de 9.6.92, rel. Min. José Cândido.)"
25626,Desincompatibilização e afastamentos,135,Cta,Min. Diniz de Andrada,4/16/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/14650,local,"(Res. n° 19508 na Cta nº 135, de 16.4.96, rel. Min. Diniz de Andrada.)"
25627,Desincompatibilização e afastamentos,140,Cta,Min. Diniz de Andrada,4/18/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/14662,local,"(Res. n° 19519, na Cta nº 140, de 18.4.96, rel. Min. Diniz de Andrada.)"
25628,Desincompatibilização e afastamentos,142,Cta,Min. Walter Medeiros,5/14/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/14497,local,"(Res. nº 19553, na Cta nº 142, de 14.5.96, rel. Min. Walter Medeiros;"
25629,Desincompatibilização e afastamentos,14315,PA,Min. Costa Porto,10/9/1997,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/17847,local,"(Res. nº 19995 no PA nº 14315, de 9.10.97, rel. Min. Costa Porto.)"
25630,Desincompatibilização e afastamentos,1546,Cta,Min. Caputo Bastos,4/15/2008,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/30009,local,"(Res. nº 22765 na Cta n° 1546, de 15.4.2008, rel. Min. Caputo Bastos.)"
25631,Desincompatibilização e afastamentos,1581,Cta,Min. Ricardo Lewandowski,5/7/2009,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/35439,local,"(Res. nº 23053 na Cta nº 1581, de 7.5.2009, rel. Min. Ricardo Lewandowski.)"
25632,Desincompatibilização e afastamentos,1586,Cta,Min. Caputo Bastos,5/20/2008,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/30306,local,"(Res. nº 22808 na Cta nº 1586, de 20.5.2008, rel. Min. Caputo Bastos.)"
25633,Desincompatibilização e afastamentos,163,Cta,Min. Costa Leite,5/23/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/14165,local,"(Res. n° 19566 na Cta nº 163, de 23.5.96, rel. Min. Costa Leite.)"
25634,Desincompatibilização e afastamentos,167,Cta,Min. Diniz de Andrada,5/23/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/9634,local,"(Res. n° 19567 na Cta nº 167, de 23.5.96, rel. Min. Diniz de Andrada.)"
25635,Desincompatibilização e afastamentos,1731,Cta,Min. Marcelo Ribeiro,11/17/2009,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/36962,local,"(Res. nº 23180 na Cta nº 1731, de 17.11.2009, rel. Min. Marcelo Ribeiro.)"
25636,Desincompatibilização e afastamentos,174,Cta,Min. Diniz de Andrada,5/16/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/14475,local,"Res. n° 19558 na Cta nº 174, de 16.5.96, rel. Min. Diniz de Andrada.)"
25637,Desincompatibilização e afastamentos,176,Cta,Min. Diniz de Andrada,5/23/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/9635,local,"Res. n° 19568, na Cta nº 176, de 23.5.96, rel. Min. Diniz de Andrada.)"
25638,Desincompatibilização e afastamentos,19,REspe,Min. Sálvio de Figueiredo,9/3/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/1729,local,"(Ac. de 3.9.2002 no REspe nº 19 988, rel. Min. Sálvio de Figueiredo.)"
25639,Desincompatibilização e afastamentos,22349,Res.,Min. Marcelo Ribeiro,8/15/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/26407,local,"(Res. n° 22349 no RCPr nº 129, de 15.8.2006, rel. Min. Marcelo Ribeiro.)"
25640,Desincompatibilização e afastamentos,25770,Cta,Min. Marcelo Ribeiro,3/18/2010,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/37640,local,"(Res. nº 23232 na Cta nº 25770, de 18.3.2010, rel. Min. Marcelo Ribeiro.)"
25641,Desincompatibilização e afastamentos,28,Cta,Min. Costa Leite,12/7/1995,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13908,local,"Res. n o 19413 na Cta nº 28, de 7.12.95, rel. Min. Costa Leite.)"
25642,Desincompatibilização e afastamentos,327,Cta,Min. Néri da Silveira,9/2/1997,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/17478,local,"(Res. nº 19952 na Cta nº 327, de 2.9.97, rel. Min. Néri da Silveira;"
25643,Desincompatibilização e afastamentos,353,Cta,Min. Costa Leite,9/25/1997,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/9187,local,"(Res. nº 19978 na Cta nº 353, de 25.9.97, rel. Min. Costa Leite.)"
25644,Desincompatibilização e afastamentos,364,Cta,Min. Nilson Naves,12/16/1997,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/17811,local,"(Res. n° 20068 na Cta nº 364, de 16.12.97, rel. Min. Nilson Naves.)"
25645,Desincompatibilização e afastamentos,385,Cta,Min. Costa Porto,12/16/1997,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/7050,local,"(Res. nº 20070 na Cta nº 385, de 16.12.97, rel. Min. Costa Porto.)"
25646,Desincompatibilização e afastamentos,386,Cta,Min. Costa Porto,12/18/1997,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/18228,local,"(Res. nº 20085 na Cta nº 386, de 18.12.97, rel. Min. Costa Porto.)"
25647,Desincompatibilização e afastamentos,389,Cta,Min. Costa Porto,3/10/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/7051,local,"(Res. nº 20116 na Cta nº 389, de 10.3.98, rel. Min. Costa Porto.)"
25648,Desincompatibilização e afastamentos,397,Cta,Min. Eduardo Alckmin,3/31/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11619,local,"(Res. n° 20144 na Cta nº 397, de 31.3.98, rel. Min. Eduardo Alckmin.)"
25649,Desincompatibilização e afastamentos,401,Cta,Min. Costa Porto,3/19/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/17833,local,"(Res. nº 20135 na Cta nº 401, de 19.3.98, rel. Min. Costa Porto.)"
25650,Desincompatibilização e afastamentos,402,Cta,Min. Costa Porto,3/31/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13764,local,"(Res. nº 20145 na Cta nº 402, de 31.3.98, rel. Min. Costa Porto.)"
25651,Desincompatibilização e afastamentos,409,Cta,Min. Eduardo Alckmin,4/16/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/12217,local,"(Res. nº 20171 na Cta nº 409, de 16.4.98, rel. Min. Eduardo Alckmin.)"
25652,Desincompatibilização e afastamentos,415,Cta,Min. Costa Porto,4/16/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13759,local,"(Res. nº 20172, na Cta nº 415, de 16.4.98, rel. Min. Costa Porto.)"
25653,Desincompatibilização e afastamentos,417,Cta,Min. Eduardo Alckmin,3/26/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/6348,local,"(Res. n° 20140 na Cta nº 417, de 26.3.98, rel. Min. Eduardo Alckmin.)"
25654,Desincompatibilização e afastamentos,430,Cta,Min. Eduardo Alckmin,4/2/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/9580,local,"(Res. n° 20155 na Cta nº 430, de 2.4.98, rel. Min. Eduardo Alckmin.)"
25655,Desincompatibilização e afastamentos,434,Cta,Min. Costa Porto,4/30/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11613,local,"(Res. nº 20181 na Cta nº 434, de 30.4.98, rel. Min. Costa Porto.)"
25656,Desincompatibilização e afastamentos,447,Cta,Min. Maurício Corrêa,6/2/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13598,local,"(Res. nº 20218 na Cta nº 447, de 2.6.98, rel. Min. Maurício Corrêa.)"
25657,Desincompatibilização e afastamentos,469,Cta,Min. Eduardo Ribeiro,6/24/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13601,local,"(Res. nº 20243 na Cta nº 469, de 24.6.98, rel. Min. Eduardo Ribeiro.)"
25658,Desincompatibilização e afastamentos,521,Cta,Min. Edson Vidigal,12/16/1999,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13040,local,"(Res. nº 20539 na Cta nº 521, de 16.12.99, rel. Min. Edson Vidigal.)"
25659,Desincompatibilização e afastamentos,587,Cta,Min. Eduardo Alckmin,3/28/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13316,local,"(Res. nº 20589 na Cta nº 587, de 28.3.2000, rel. Min. Eduardo Alckmin.)"
25660,Desincompatibilização e afastamentos,597,Cta,Min. Maurício Corrêa,5/2/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11482,local,"(Res. nº 20610 na Cta nº 597, de 2.5.2000, rel. Min. Maurício Corrêa.)"
25661,Desincompatibilização e afastamentos,600,Cta,Min. Nelson Jobim,5/2/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/14994,local,"(Res. nº 20611 na Cta n° 600, de 2.5.2000, rel. Min. Nelson Jobim.)"
25662,Desincompatibilização e afastamentos,60019842,Ac.,Min. Isabel Gallotti,11/10/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3479901,local,"(Ac. de 10/11/2025 na CtaEl n. 060019842, rel. Min. Isabel Gallotti.)"
25663,Desincompatibilização e afastamentos,60034708,Ac.,"Min. Antonio Carlos Ferreira, red",10/9/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3477170,local,"(Ac. de 9/10/2025 no REspEl n. 060034708, rel. Min. Antonio Carlos Ferreira, red. designada Min. Isabel Gallotti.)"
25664,Desincompatibilização e afastamentos,60038792,Ac.,Min. Nunes Marques,10/16/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3474129,local,"(Ac. de 16/10/2025 no AgR-REspEl n. 060038792, rel. Min. Nunes Marques.)"
25665,Desincompatibilização e afastamentos,611,Cta,Min. Eduardo Alckmin,5/11/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/14996,local,"(Res. nº 20619 na Cta nº 611, de 11.5.2000, rel. Min. Eduardo Alckmin.)"
25666,Desincompatibilização e afastamentos,613,Cta,Min. Costa Porto,4/18/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/14083,local,"(Res. n o 20601 na Cta nº 613, de 18.4.2000, rel. Min. Costa Porto.)"
25667,Desincompatibilização e afastamentos,626,Cta,Min. Eduardo Alckmin,5/18/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/9453,local,"(Res. nº 20628 na Cta nº 626, de 18.5.2000, rel. Min. Eduardo Alckmin.)"
25668,Desincompatibilização e afastamentos,629,Cta,Min. Maurício Corrêa,5/23/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/7088,local,"(Res. nº 20632 na Cta n° 629, de 23.5.2000, rel. Min. Maurício Corrêa.)"
25669,Desincompatibilização e afastamentos,634,Cta,Min. Maurício Corrêa,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/7095,local,"(Res. nº 20643 na Cta nº 634, de 1 o .6.2000, rel. Min. Maurício Corrêa.)"
25670,Desincompatibilização e afastamentos,650,Cta,Min. Eduardo Alckmin,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/7093,local,"(Res. nº 20645 na Cta nº 650, de 1 o .6.2000, rel. Min. Eduardo Alckmin.)"
25671,Desincompatibilização e afastamentos,689,Cta,Min. Fernando Neves,10/9/2001,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/2445,local,"(Res. nº 20889 na Cta nº 689, de 9.10.2001, rel. Min. Fernando Neves.)"
25672,Desincompatibilização e afastamentos,710,Cta,Min. Fernando Neves,3/12/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3140,local,"(Res. n° 21026 na Cta nº 710, de 12.3.2002, rel. Min. Fernando Neves.)"
25673,Desincompatibilização e afastamentos,73,Cta,Min. Antônio de Pádua Ribeiro,4/16/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/14651,local,"(Res. nº 19506 na Cta nº 73, de 16.4.96, rel. Min. Antônio de Pádua Ribeiro.)"
25674,Desincompatibilização e afastamentos,73,Cta,Min. Pádua Ribeiro,4/16/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/14651,local,"(Res. nº 19506 na Cta nº 73, de 16.4.96, rel. Min. Pádua Ribeiro.)"
25675,Desincompatibilização e afastamentos,74,Cta,Min. Antônio de Pádua Ribeiro,3/7/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/9642,local,"(Res. n o 19461 na Cta nº 74, de 7.3.96, rel. Min. Antônio de Pádua Ribeiro;"
25676,Desincompatibilização e afastamentos,771,Cta,Min. Barros Monteiro,4/2/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3367,local,"(Res. n° 21053 na Cta nº 771, de 2.4.2002, rel. Min. Barros Monteiro.)"
25677,Desincompatibilização e afastamentos,7744,Cta,Min. Oscar Dias Corrêa,5/8/1986,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/17195,local,"Res. nº 12732 na Cta nº 7744, de 8.5.86, rel. Min. Oscar Dias Corrêa.)"
25678,Desincompatibilização e afastamentos,776,Cta,Min. Luiz Carlos Madeira,4/23/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/1826,local,"(Res. n° 21074 na Cta nº 776, de 23.4.2002, rel. Min. Luiz Carlos Madeira.)"
25679,Desincompatibilização e afastamentos,841,Cta,Min. Fernando Neves,11/12/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/638,local,"(Res. n° 21297 na Cta nº 841, de 12.11.2002, rel. Min. Fernando Neves;"
25680,Desincompatibilização e afastamentos,85,Cta,Min. Marco Aurélio,3/12/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13935,local,"(Res. nº 19466 na Cta nº 85, de 12.3.96, rel. Min. Marco Aurélio.)"
25681,Desincompatibilização e afastamentos,875,Cta,Min. Barros Monteiro,8/28/2003,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/1898,local,"(Res. n° 21478 na Cta nº 875, de 28.8.2003, rel. Min. Barros Monteiro.)"
25682,Desincompatibilização e afastamentos,889,Cta,Min. Francisco Peçanha Martins,8/14/2003,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/266,local,"(Res. n° 21454 na Cta nº 889, de 14.8.2003, rel. Min. Francisco Peçanha Martins;"
25683,Desincompatibilização e afastamentos,895,Cta,Min. Francisco Peçanha Martins,8/14/2003,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/306,local,"Res. n° 21455 na Cta nº 895, de 14.8.2003, rel. Min. Francisco Peçanha Martins.)"
25684,Desincompatibilização e afastamentos,896,Cta,Min. Fernando Neves,8/7/2003,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/349,local,"(Res. nº 21437 na Cta nº 896, de 7.8.2003, rel. Min. Fernando Neves.)"
